v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38
4.016551367e+01,1.022330294e+01,7.132947451e+01,6.617856181e+01,2.287106237e+01,8.057092863e+01,7.015378037e+01,5.340728252e+01,5.087524159e+01,8.154333486e+01,9.349660773e+01,7.820976585e+01,2.430440611e+01,3.981664479e+01,5.647629151e+00,8.941854657e+01,9.652632159e+00,6.565850685e+01,2.773023561e+01,3.302478575e+01,5.660895990e+01,8.224423723e+01,5.432906237e+01,5.438092839e+01,3.720113980e+01,1.198942882e+01,8.541912176e+01,5.756068389e+01,7.952406281e+01,1.750006976e+01,7.525919723e+01,5.702706948e+01,6.397780285e+01,4.778914742e+01,9.108418158e+01,6.002119992e+01,6.637845218e+00,7.255382894e+01
8.174670895e+01,8.344350749e+00,9.305575486e+01,1.007687200e+01,6.309880426e-01,7.137580016e+01,9.777842970e+01,6.694576193e+01,7.209174993e+01,8.863110910e+01,2.416224293e+01,5.697923352e+00,4.935557553e+01,6.752232239e+01,2.758156985e+01,9.477000436e+01,2.913770743e+01,9.835538037e+01,3.054558107e+00,2.430703959e+01,5.510037336e+01,4.669665524e+01,8.427138339e+01,5.124397991e+01,5.465324289e+01,9.836569188e+01,5.939320912e+01,1.519882067e+00,7.440293629e+01,9.760933604e+01,2.905644710e+01,5.499170776e+01,1.251558643e+01,2.827635432e+01,2.605051404e+01,7.461058895e+01,3.597957741e+01,9.284314142e+00
2.871679053e+01,9.394341425e+01,2.357631705e+01,2.350956743e+01,6.945605869e+01,4.110376539e+01,6.849185919e+01,1.556308778e+01,5.438501460e+01,2.908609282e+00,8.868501043e+01,5.314911170e+01,8.768320977e+01,4.231889845e+01,2.958101873e+01,5.856659294e+00,4.118003725e+01,2.534943534e+01,9.946962457e+00,8.491184210e+01,1.963312356e+01,2.979913420e+01,1.145766223e+01,1.676722827e+01,8.160897131e+01,8.551618243e+01,1.833471880e+01,7.400270832e+01,2.844665845e+01,9.738915544e+01,3.601041040e+01,6.058878481e+01,8.543817291e+01,4.626142474e+01,4.969537767e+01,6.710728762e+00,1.087308124e+01,8.175553472e+01
4.723702996e+01,1.626445530e+01,5.575842420e+01,8.490473763e+01,5.172773763e+01,4.290206595e+01,4.674156894e+01,4.691685936e+01,4.984641218e+01,1.371810081e+01,2.863978462e+01,6.416044183e+01,7.091104691e+01,8.482609702e+01,8.522091108e+01,9.881561751e+01,6.720892980e+01,1.458099160e+01,4.056598891e+01,4.249427941e+00,9.521494950e+01,2.910451211e+00,7.838040602e+01,3.378376158e+01,2.681600803e+01,2.405658548e+01,4.653826620e+01,3.177983950e+01,8.234837149e+01,9.199214724e+00,5.156538856e+01,7.475529957e+01,7.136037977e+01,8.807485722e+01,4.788401144e+01,4.704520592e+01,6.991171215e+01,9.836769568e+01
9.911973179e+01,5.049030322e+00,1.413712950e+01,4.920879099e-01,1.797228611e+01,1.565462682e+01,2.210113748e+01,9.008932412e+01,4.088563533e+01,5.371808748e+01,6.010608777e+01,5.210905270e+01,3.351151923e+01,6.010361214e+00,7.812828312e+01,4.630448769e+01,1.556267817e+00,6.512105346e+01,7.789953627e+00,7.473925534e+01,4.708777640e+01,2.660813642e+01,8.034953179e+00,1.895691309e+01,8.508171997e+01,1.502862999e+01,3.657644831e+01,3.599322306e+01,2.631323451e+01,7.751455666e+01,1.011119921e+01,2.285492314e+01,3.564141082e+01,8.926392935e+01,3.714338989e+01,8.218574580e+01,8.237824709e+01,6.423596479e+01
3.427761940e+01,2.626095453e+01,9.639935899e+01,3.087387175e+01,8.165545604e+01,6.139457507e+01,9.705702121e+01,7.189117018e+01,3.633979905e+01,1.396444959e+01,7.115896166e+01,4.188579024e+01,3.900242406e+01,4.263564012e+01,1.106964657e+01,2.604160238e+01,8.567993679e+01,2.748937294e+00,7.104269940e+01,5.561453586e+01,6.117481836e+00,6.391139644e+00,8.582877537e+01,1.778372505e+01,4.636733402e+01,3.115373607e+01,6.992105743e+01,7.118937834e+01,9.332049294e+01,4.685188695e+01,7.920004970e+01,9.768731516e+01,7.718332528e+01,1.373155533e+01,2.761625847e+01,6.914606689e+01,4.239196086e+00,8.968802857e+01
4.623981983e+01,8.414324280e+01,6.968561127e+00,4.197825004e+01,7.103241620e+01,6.324938769e+01,1.309382672e+01,3.020398388e+01,3.789693660e+01,2.368243065e+01,4.043041029e+01,2.982790929e+01,9.894263806e+01,7.509552774e+01,7.982515076e+01,1.056040827e+01,3.993974084e+01,6.236457027e+01,7.712429604e+01,4.936144442e+01,3.612583251e+01,4.128858696e+01,1.414739108e+01,2.893225660e+01,6.617441278e+01,4.460974889e+01,8.219914101e+01,8.668842877e+01,7.825031133e+01,7.816944513e+01,1.761846763e+01,1.480692197e+01,4.465649665e+01,6.118371516e+01,9.155473142e+00,3.336265483e+01,1.129791984e+01,3.631048594e+01
1.122197167e+01,5.035777792e+01,8.525894027e+01,2.034138341e+01,1.969197572e+01,3.487593796e+01,1.588324635e+01,9.818109577e+01,2.373630172e+01,1.655370233e+01,9.379828832e+01,9.874800199e+01,3.758800203e+00,4.029787564e+01,1.952988670e+01,8.391213557e+01,2.165801855e+01,3.781176267e+01,7.996933623e+01,7.113850149e+01,2.051649446e+01,3.261186611e+00,2.608568524e+00,2.960091754e+01,2.519280195e+01,2.538726526e+01,3.777436836e+01,9.469941153e+01,5.206579384e+01,7.350254761e+01,8.850216208e+01,9.885603328e+01,9.578335014e+01,2.750375743e+01,9.764798701e+00,9.468619779e+01,4.187078794e+01,7.277019684e+01
5.430767387e+01,2.582562089e+01,3.700912939e+01,8.019504503e+01,2.974161523e+01,4.321266966e+01,3.015998177e+01,1.930659894e+01,6.698381133e+01,9.767953738e+01,5.475084822e+01,4.424196286e+01,1.713631701e+01,1.742524563e+01,9.500478361e+01,2.967373057e+01,4.575563331e+01,9.045866318e+01,7.921887148e+01,6.189403146e+01,7.370958358e+01,6.636591378e+01,4.354033435e+01,7.641692694e+01,1.790613518e+01,4.052550649e+01,3.454221219e+01,4.837941023e+01,9.279140714e+01,5.792415608e+01,3.411606591e-01,8.719905685e+01,5.853300398e+01,3.067756441e+01,6.741971135e+01,2.676612775e+01,4.720039953e+01,7.446618778e+01
6.670631591e+00,8.798252218e+00,3.221880747e+00,9.287313387e+01,7.034833692e+01,9.155826109e+01,6.297335048e+01,6.682535866e+01,3.417903207e+01,9.729807833e+01,7.460191208e+01,7.266603738e+00,9.868614125e+01,2.829474934e+01,2.762935083e+01,2.901697566e+01,3.758198777e+01,9.004503424e+01,3.736208599e+01,6.009572359e+00,2.759148668e+01,3.622342813e+00,7.639576569e+01,9.957422704e+01,3.763991610e+01,8.906894328e+01,4.132540900e+01,4.983146377e+01,5.434132319e+01,2.637004846e+01,4.599508313e+01,5.221216709e+01,2.289883246e+01,1.157904448e+00,6.016203269e+01,4.752356535e+01,2.061633265e+01,4.456636576e+01
3.918890155e+01,4.057397196e+01,6.806901356e+01,4.690202850e+00,1.908078569e+01,4.581888575e+01,1.783672828e+00,6.204648419e+01,9.373861365e+01,2.230698498e+01,8.466143498e+01,7.435605596e+01,6.342980547e+00,1.967695974e+01,7.043660587e+00,2.256870554e+01,1.973478883e+01,7.068218601e+01,8.045946531e+01,6.688547535e+01,9.381600340e+01,9.635920008e+01,3.097168957e+01,3.838713300e+00,4.606811402e+01,3.600162630e+01,2.973801734e+01,7.867156255e+01,7.637692874e+01,4.975646690e-01,5.026160341e+01,2.911419112e+01,1.455401559e+01,8.029033733e+01,5.126490526e+01,2.687309205e+01,5.792599675e+01,5.167652328e+01
8.523504276e+00,5.021820964e+01,2.379111745e+01,5.979374902e+00,8.053135312e+01,8.240874803e+01,1.079050522e+01,2.827616391e+01,8.515000075e+01,9.324664881e+01,8.592569890e+01,5.894520337e+01,2.561442832e+01,8.544958117e+01,5.575674683e+01,3.265754844e+01,8.488948763e+01,2.838865690e+01,5.337701023e+01,8.851697265e+01,2.745614291e+01,9.827382370e+01,7.592553716e+00,3.135882156e+01,7.685121596e+01,9.224713617e+01,2.049717778e+01,9.853307744e+01,5.659022502e+01,9.267998709e+01,9.775560644e+01,2.025624067e+01,2.490300545e+01,2.209515737e+01,7.156234117e+01,9.418148459e+01,9.944647818e+01,4.787663532e+01
4.768996653e+01,9.895345956e+01,3.261831014e+01,4.239020632e+01,5.775571309e+01,8.929078572e+01,3.367836712e+01,1.867373629e+01,6.430041201e+01,3.662523762e+01,8.676833702e+01,6.214384448e+01,4.438424543e+00,9.986025886e+01,1.205376509e+01,5.286464354e+01,5.971841159e+01,3.952284666e+01,8.589159984e+01,1.867701012e+01,1.336569730e+00,4.513535135e+01,4.750553866e+01,2.829336261e+01,2.188072455e+01,1.654240163e+00,2.987925069e+01,2.767429623e+01,6.070032671e+01,9.370564780e+01,8.745882773e+01,8.052094752e-01,6.651882226e+01,6.151547563e+01,2.381477454e+01,2.654203314e+01,8.127119874e+01,8.042400288e+01
7.774619015e+01,2.274153641e+01,6.841733821e+01,5.340929555e+01,8.099925741e+01,2.325719292e+01,1.980994511e+01,4.351637199e+01,9.227134316e+01,2.392102311e+01,9.741938833e+01,6.430812918e+01,8.243001133e+01,3.124432286e+01,3.669138160e+01,8.032897860e+01,7.472707318e+01,8.510871398e+01,5.952001259e+01,2.662393309e+01,4.859099385e+01,7.911197530e+01,8.739137754e+00,8.820767061e+01,5.754485912e+01,5.439742649e+01,6.869755319e+01,9.627330989e+01,1.393094685e+01,7.157115058e+01,9.159847156e+01,4.700483173e+01,7.646891640e+01,4.378879153e+01,9.206878160e+01,7.273101291e+01,1.804825378e+00,3.228749355e+01
8.277386202e+01,4.567683616e+01,4.605708989e+01,6.282157478e+01,5.363770232e+01,2.112965871e+01,8.746720354e+01,5.766186527e+01,7.665001201e+01,9.164219366e+01,2.053411001e+01,8.699590993e+01,1.601547179e+01,7.163664081e-01,4.858147466e+01,8.064343538e+01,6.950299409e+01,1.905700121e+01,9.787830583e+01,2.510494805e+01,7.097088280e+01,5.055427456e+01,7.140750659e+01,5.289696097e+01,1.730023040e+01,1.599367243e+01,2.777882248e+01,4.545565402e+01,8.145178891e+01,9.631639974e+01,3.805077094e+01,5.261720390e+01,9.792256117e+01,2.911919405e+01,3.707439335e+00,7.207684782e+01,3.440353497e+01,3.618742834e+01
6.483207100e+01,4.239371633e+01,8.157381282e+01,4.644831067e+01,9.690056111e+01,7.785920050e+01,8.979619211e+01,8.025667222e+01,8.893589622e+01,5.679654456e+01,9.629025465e+01,8.187700185e+01,7.252142968e+01,3.443466553e+01,1.325278685e+01,5.329758325e+01,8.422356539e+01,9.674048748e+00,9.519282234e+01,9.359198719e+01,1.936377155e+01,5.185349573e+00,4.825675202e+01,8.879785267e+01,6.203774997e+01,1.066192003e+01,7.743659469e+01,6.131464159e+01,2.309353236e+01,3.629326579e+00,4.052443194e+01,7.731215163e+01,4.657468960e+01,4.175300961e+01,5.277535724e+01,6.156772775e+01,4.280365129e+01,4.303759303e+01
4.698562367e+01,2.911269008e+01,4.809143231e+01,3.631300866e+01,8.430579664e+01,3.572928229e+01,6.046920130e+01,1.797494253e+01,3.851034195e+01,1.131728267e+01,3.214051274e+01,4.043375603e+01,7.975563287e+01,7.651953965e+01,8.761891288e+01,9.746119820e+01,1.677673276e+00,4.316637564e+01,8.365884792e+01,5.205648093e+01,4.878715641e+01,8.289915090e+01,6.521159795e+01,1.697475092e+01,1.031596585e+01,9.010892236e+01,8.002929762e+01,2.705518877e+01,6.533749026e+01,9.576868888e+01,5.459654932e+01,5.551538144e+01,3.020179721e+01,9.927123629e+01,9.268141714e+01,3.312543432e+01,7.103050144e+01,4.394237150e+01
1.718215814e+01,9.200417627e+01,3.590326065e+01,3.969328982e+01,8.737614371e+01,6.977204281e+01,9.006906115e+01,6.963536356e+01,6.599700731e+01,8.551922239e+01,2.396186977e+01,6.506948747e+01,1.589094105e+00,6.198458188e+01,9.538884428e+01,6.391933852e+01,1.072018903e+01,5.568275980e+01,6.962518888e+01,9.242094217e+01,4.079013039e+01,2.008692153e+01,7.878060958e+01,6.234872859e+01,4.777772064e+01,5.749689934e+00,6.906421393e+01,1.662746477e+01,6.928769526e+01,4.912728365e+01,9.953971765e+01,6.145211002e+01,9.576524326e+00,8.285884178e+01,6.945456403e+01,3.654905348e+01,3.857817280e+01,1.284816588e+01
9.734893922e+01,1.470927185e+00,6.647687752e+00,5.510276506e+01,2.670259242e+01,7.353489032e+01,3.143294518e+01,6.424267267e+01,4.869434170e+01,7.725222143e+01,6.058622141e+01,5.411472493e+01,1.637659494e+01,5.942311622e+01,4.732269235e+01,1.506260534e+01,3.866669596e+00,3.076087052e+01,6.216181263e+01,6.957530584e+01,1.497868662e+01,5.074210273e+01,7.352683739e+01,5.148646979e+01,7.118990567e+01,5.859776566e+01,3.441489142e+01,4.051069023e+01,7.417461756e+01,1.354720593e+01,7.295722413e+01,5.139552871e+01,4.639453091e+01,6.203142276e+01,5.103480170e+01,1.880333902e+01,3.209953817e+01,3.565335742e+01
2.656362833e+01,2.728786471e+01,6.713910450e+01,8.511732273e+01,1.216942618e+01,6.002749141e+01,4.895875935e+01,3.930811489e+01,2.228308404e+01,9.008157243e+01,1.592642583e+01,1.951905783e+01,7.338476426e+01,4.263431838e+00,1.544208275e+01,9.816261180e+01,4.560587126e+01,8.403056527e+01,6.660403714e+00,9.900847335e+01,3.232892514e+01,7.079584170e+01,8.606431706e-01,4.278542664e+01,3.239059880e+01,8.584307201e+01,9.163091279e+01,3.642682428e+01,3.178744592e+01,1.449869445e+01,6.664856199e+01,3.724459581e+01,9.703360212e+01,2.902132947e+01,6.658360837e+01,9.713411320e+01,9.800316424e+01,7.264327815e+01
4.035251488e+00,6.847765703e+01,3.489000841e+01,3.092800107e+01,3.019201833e+01,9.973715650e+01,7.669772686e+01,9.238585221e+01,5.299602474e+01,4.934798028e+01,6.663347195e+00,1.039919306e+01,5.568895147e+01,2.400322311e+01,6.512205653e+01,9.837323685e+01,8.379178701e+01,1.092416923e+01,4.902524478e+00,9.856279472e+00,6.020609154e+01,6.124351316e+01,5.294009394e+01,1.043949901e+01,1.455344651e+01,1.202374811e+01,1.857520597e+01,2.492895249e+01,2.491353171e+01,4.429828395e+00,3.770292623e+01,6.940115926e+01,4.298755419e+01,6.713859461e+01,3.809895800e+01,2.330509309e+01,5.488923082e+01,9.617050868e+01
8.416208026e+01,7.916130520e+01,9.279933254e+01,1.465199707e+01,7.755833941e+01,3.545599820e+01,9.139967444e+01,3.712045364e+00,2.787328167e+01,3.144471371e+00,3.032771360e+01,5.673655212e+01,7.501118051e+01,9.004364527e+01,5.036705028e+01,6.422581321e+01,6.239221512e+01,2.126913810e+01,9.235569426e+01,8.787914566e+01,6.256551159e+01,8.918732935e+01,6.605377413e+01,7.562662500e+01,2.202062406e+01,9.335866542e+01,2.021720466e+01,6.566261955e+01,6.240368776e+01,5.545921568e+01,9.966458156e+00,9.472083419e+00,7.841525055e+01,3.464086992e+01,7.906372395e+01,7.030004086e+01,1.318019546e+01,7.642043393e+01
5.773198342e+01,7.324068806e+00,3.062635510e+01,5.801022703e+01,2.556212386e+01,6.677669656e+01,3.413858574e+00,3.113410008e+01,9.535424492e+01,4.236214105e+01,5.842927530e+01,9.866352100e+01,7.053709142e+01,9.235208089e+01,5.055151089e+01,6.873096856e+01,6.746120079e+01,2.370429126e+01,5.818220722e+01,8.747106541e+01,1.762782015e+01,4.520389088e+01,8.996654698e+01,2.452668584e+00,2.995814176e+01,1.441280357e+01,5.456595190e+01,6.387916714e+01,4.248059925e+01,1.520409764e+01,4.323569749e+01,4.035159870e+01,6.340303277e+01,1.396002106e+01,3.440804796e+01,8.537047789e+01,4.449455931e+00,9.433373065e+01
7.546254414e+01,2.881449350e+00,3.463349584e+01,4.455262223e+01,7.276244358e+01,9.887177490e+01,7.038419551e+01,2.905622318e+01,2.234540184e+01,5.417753490e+01,7.885263492e+01,1.582126981e+00,1.766917117e+01,4.308218259e+00,6.583693363e+00,1.460824191e+01,7.179952601e+01,1.491648506e+01,3.218268854e+01,5.281456191e+00,5.809448485e+01,4.975971895e+01,2.861335895e+01,3.588517721e+01,7.143688680e+00,8.330252614e+01,4.889090363e+01,7.877388776e-02,5.556258955e+01,4.490348427e+01,5.813749541e+01,2.074462010e+00,1.792554566e+01,4.346197150e+01,6.306838366e+01,9.484064116e+01,1.344723461e+01,2.974520878e+01
8.634115840e+01,6.720342566e+01,9.206611009e+01,4.499524513e+00,9.171473197e+01,3.215853682e+01,4.305679956e+01,6.133255606e+01,2.766104078e+01,1.756194357e+00,3.993235069e+01,4.269727075e+01,9.914283794e+01,7.625346662e+01,9.308333214e+01,9.408208431e+01,5.836415623e+01,7.741895078e+01,7.856501777e+01,4.555680853e+01,3.047011503e+01,9.234513487e+01,7.776577032e+01,2.623252428e+00,7.587750427e+01,9.233957241e+01,3.280839214e-01,1.491001671e+00,6.889340984e+01,2.224480733e+01,4.474669579e-01,6.024932874e+01,8.481243268e+01,3.917619601e+01,2.904379156e+01,3.515991495e+01,6.715174930e+01,2.026244803e+01
9.709004689e+01,1.125947869e+01,5.811211939e+01,8.622626228e+01,3.501799216e+01,3.264108216e+01,8.077281094e+01,9.724266017e+01,9.569674684e+01,3.414470183e+01,6.723962749e+01,9.649924204e+01,5.627612039e+01,6.783569256e+01,3.904966422e+01,1.299481317e+01,8.168220959e+01,6.638566193e+01,9.841457455e+01,8.311766434e+01,2.303695736e+01,6.783612744e+01,6.553363044e+01,5.904995139e+00,2.378955451e+01,1.167645907e+01,8.071264996e+01,7.282801197e+01,6.122502737e+01,5.723605180e+01,7.889285798e+01,4.517961485e+00,9.877849677e+01,8.889906780e+01,7.098466985e+01,1.862339828e+01,2.095432380e+01,7.479448857e+01
5.723239691e+01,6.779738686e+01,9.818794856e+01,9.488731948e+01,2.327039278e+01,8.997645381e+01,9.070929829e+01,9.611377270e+01,9.497870864e+01,6.814143802e+01,6.780614585e+01,1.754587551e+00,4.166764111e+01,5.758958416e+01,3.871503757e+01,6.669690430e+01,1.334640662e+01,8.111716423e+01,2.372827758e+01,5.444105023e+01,1.191290467e+01,1.541440146e+01,7.954328611e+01,2.023215666e+01,3.192401236e+01,2.011369015e+01,4.381237106e+01,7.894848276e+01,5.712908923e+01,7.075555310e+01,2.431423919e+00,7.398110542e+01,7.524160131e+00,7.178352819e+01,6.365670304e+00,1.101570795e+01,5.589778415e+01,8.326505733e+01
9.363887884e+01,4.116220581e+01,1.268162611e+01,9.518194660e+01,1.377280119e+01,8.003207354e+01,7.868352845e+01,3.891208498e+01,9.260336656e+01,2.880581836e+01,5.751527263e+01,8.006311802e+01,9.349943989e+01,9.024744158e+01,4.553731675e+01,3.834659645e+01,2.762686603e-01,9.543218890e+01,6.158522817e+01,3.367891201e+01,1.722024815e+01,3.245766908e+01,2.910753565e+01,8.655766586e+01,3.299472976e+01,4.972466067e+01,4.292076131e+01,4.140756109e+01,2.968456873e+00,2.821763155e+01,7.094701035e+01,5.088607754e+01,7.003647652e+01,2.225103491e+01,1.664571608e+01,4.767942269e+01,8.621680332e+01,2.013594817e+01
4.392865055e+01,3.631922527e+01,8.763810657e+00,5.641147151e+01,9.996605425e+01,2.131440914e+01,2.110770094e+01,1.665586762e+01,7.055783762e+01,5.626351087e+01,1.375911462e+01,8.098158096e+01,1.400484953e+01,6.888094581e+01,5.817160236e+01,4.314842929e+01,1.192007384e+01,3.184796049e+01,3.876665826e+00,7.481102170e+01,8.296795473e+01,1.445903870e+01,6.681415099e+00,2.363455765e+01,9.467084508e+01,9.038377556e+00,7.544499874e+01,8.115123331e+00,8.523252622e+01,9.827622878e+01,7.461495626e+01,7.437208593e+01,4.521759586e+01,7.626659296e+01,6.129615076e+01,4.196025741e+01,4.319878708e+01,1.078055542e+01
6.611158119e+01,6.574433204e+00,4.649320214e+00,8.167944150e+01,6.434802592e+01,5.330802540e+01,7.525301329e-01,8.558568930e+01,6.103403585e+00,2.424467133e+00,2.857457655e+01,6.768592540e+00,6.379450950e+01,6.324311051e+01,4.258097057e+01,4.078561452e+01,2.212099549e+01,3.472583958e+01,4.991381397e+01,7.879283283e+01,4.299648778e+01,8.528501759e+01,4.286574013e+01,4.320154608e+01,8.489165610e+01,9.131517509e+01,7.708598090e+01,7.953117899e+01,3.768284991e+01,9.283451257e+01,3.120481470e+00,7.536279625e+01,3.348056641e+01,8.674590728e+01,9.630192340e+01,7.915917140e+01,5.760294894e+01,4.099579295e+01
2.866877518e+01,4.367418199e+01,5.966250486e+01,7.539302885e+01,1.298541061e+00,1.432931508e+01,1.333694520e+01,5.259775980e+00,6.931616166e+01,5.867145621e+01,5.801374030e+01,4.964393217e+01,7.240008066e+01,6.127356818e+01,1.253462266e+01,6.265290097e+01,9.372649990e+01,9.698854699e+01,7.254545306e+01,2.358738123e+01,2.908855395e+01,1.397648596e+01,8.193939818e+01,3.470741613e+01,1.490846403e+01,6.880905040e+01,7.474934243e+01,2.209317082e+01,2.818581581e+01,4.088913424e+01,7.855323745e+01,7.338617986e+01,6.110972244e+01,5.664010436e+01,8.730833675e+01,5.003984281e+01,2.180447705e+01,2.617340968e+01
6.351424848e+01,5.159273511e+01,2.615570955e+01,3.745484639e+01,5.548848558e+01,9.013879183e+01,2.183426650e+01,1.501391684e+01,9.947374343e+01,7.331488004e+01,6.135808014e+00,4.029858263e+01,4.870137262e+01,8.259389706e+01,4.036312365e+01,1.194166077e+01,2.532941003e+01,5.511135003e+01,5.445687276e+01,6.757442159e+01,8.635209101e+01,3.722624096e+01,2.830449195e+01,7.145982768e+01,6.743225380e+01,6.952607367e+01,8.096479305e+01,3.716686364e+01,3.036665889e+01,8.967954844e+01,3.108010125e+01,3.802463655e+01,4.583603513e+01,4.834950500e+01,5.230767964e+01,8.269864834e-01,1.855722365e+01,8.557235166e+01
5.255557788e+01,3.771738368e+01,2.177984016e+01,4.365333102e+01,4.792388738e+01,5.850816925e+01,6.017135382e+01,8.801346920e+01,3.956618598e+01,8.445192742e+01,5.208605583e+01,3.276682837e+00,3.652367848e+01,5.882318038e+01,2.552536586e+01,9.132411462e+01,3.214492941e+00,1.738618714e+00,9.193111198e+01,5.724446844e+01,5.450174562e+01,8.618095990e+01,9.591618976e+01,3.957704968e+00,8.348702636e+01,6.256262238e+01,5.663092586e+00,8.835545419e+01,9.542269986e+00,7.784287103e+01,2.631568162e+01,2.304887346e+01,2.961119806e+01,4.010020997e+01,2.372252882e+01,5.990987426e+01,6.804593184e+01,6.643866516e+01
9.028896633e+01,2.743961301e+01,6.081124646e+01,6.919990583e+01,7.195127051e+01,7.661665710e+01,5.153476677e+01,5.925209794e+01,9.572344210e+01,1.816481063e+01,5.652234186e+01,9.117353670e+01,6.386501663e+01,6.441015288e+01,4.374660438e+01,8.351993515e+01,7.997430741e+01,8.242509121e+01,8.023167115e+01,2.457022937e+01,6.598799497e+01,4.025409598e+01,5.270765014e+01,2.529094389e+01,3.628879527e+01,5.618475535e+01,7.974924446e+01,4.633191508e+01,4.179930046e+01,6.018043352e+01,2.353327891e+00,8.013949828e+01,6.686999201e+01,2.793596339e+01,6.815412085e+01,7.861473198e+01,8.012607298e+01,7.532636534e+01
3.970943501e+01,8.942460960e+01,3.270438653e+01,1.185580996e+01,4.993473357e+01,9.873263184e+01,5.072605704e+01,5.019801680e+01,4.626697555e+01,9.436607197e+01,4.008894703e+01,1.628380631e+01,4.908346768e+01,8.490317674e+01,6.242342687e+01,8.510985372e+01,8.740730582e+01,8.681948571e+00,8.654341718e+00,6.374154399e+01,7.168891921e+01,3.755518497e+01,6.708842618e+01,2.988983798e+01,3.648654265e+01,6.199876101e+01,5.396275336e+01,5.362804442e+00,9.754111624e+01,2.076656243e+01,3.939913872e+00,9.548000165e+00,1.396193444e+00,6.334793157e+01,6.435460699e+01,2.879635425e+01,6.117864358e+01,7.120778273e+01
9.238037222e+01,7.294674648e+00,5.400063796e+01,7.620955618e+01,1.436129814e+01,9.432746070e+01,8.231419978e+01,1.612660048e+00,1.418366682e+01,6.472158131e+01,7.768230217e+01,7.693362572e+01,1.266242683e+01,9.647327868e+01,6.875985882e+01,3.522953003e+01,8.223392778e+00,3.122735531e+01,6.194663856e+01,7.898586941e+01,3.539602988e+01,7.236582379e+01,8.484338676e+00,2.219540187e+01,9.821941194e+01,8.784688839e+00,1.278763074e+01,5.217535144e+01,6.215123237e+01,4.796903060e+01,4.443871412e+01,9.851519479e+01,1.547488242e+01,1.993727064e+01,2.367755473e+01,4.445760880e+01,1.162735808e+01,6.412513503e+01
1.013458679e+01,1.049537389e+01,7.900932335e+01,4.831102185e+01,5.463269820e+01,8.090541227e+00,7.111933146e+01,9.472638913e+01,1.040953088e+01,7.803592894e+01,3.747327263e+01,2.917148519e+01,6.092798465e+01,4.974194372e+01,5.845065309e+01,4.340209227e+01,5.204723515e+01,3.943159253e+01,3.467943412e+01,7.191393646e+01,7.555916887e+01,2.929502641e+01,4.384963320e+01,4.107740997e+01,4.476674547e+01,6.099197420e+01,1.985656666e+01,2.920895632e+01,3.481351321e+01,2.499706005e+01,8.104136807e+01,1.303956136e+01,2.156370975e+01,6.696701901e+01,6.610032221e+01,3.891938471e+01,2.036370782e+01,4.917174478e+01
2.613141066e+00,6.364746101e+01,5.043616696e+01,7.813672125e+01,8.612656067e+01,3.834226702e+00,4.250614607e+01,2.238560568e+01,2.128958607e+01,4.078785271e+01,8.500086740e+01,9.628868229e+01,6.751998716e+01,2.228944365e+00,8.073742104e+01,2.841876480e+01,8.769161636e+00,1.080083678e+01,3.238949609e+01,4.021471571e+00,6.683897531e+01,3.260938486e+01,5.324630255e+00,8.479738466e+01,9.113323001e+01,7.467211571e+01,1.388797682e+01,6.687275667e+01,3.757878030e+00,8.764277437e+01,2.060238737e+01,7.988095430e+01,1.162838540e+01,1.263428158e+01,1.323433407e+00,3.496959845e+01,5.858554037e+01,5.963127603e+01
7.866355017e+01,9.150218487e+01,8.716797047e+01,1.133616046e+01,5.166379619e+01,6.687886821e+01,6.985585290e+01,1.091075550e+01,1.933943751e+01,2.211176775e+01,2.270555151e+01,4.561460657e+01,1.969899361e+01,1.157375913e+01,1.244408562e+01,2.572149910e-01,5.722435852e+01,1.959597640e+00,9.585095769e+01,1.332303262e+01,4.224567790e+00,9.646670682e+01,3.626537564e+01,9.489213506e+01,8.264613132e+01,5.869018141e+01,3.067690284e+01,8.770997100e+01,9.889992656e+01,8.539341705e+01,7.491935580e+01,3.364946229e+01,1.558136739e+01,6.021326053e+01,1.814846950e+01,5.382513618e+01,5.285652205e+01,6.303927042e+01
2.578591210e+01,9.475050418e+01,9.225916531e+01,6.363312173e+01,7.880490946e+01,2.046267214e+00,4.919744640e+01,2.357977010e+01,3.092034662e+01,6.114090355e+01,1.581897880e+01,9.995323089e+01,2.919138554e+01,1.566842514e+01,2.481000490e+01,4.850137170e+01,9.731769688e+01,7.399655114e+01,7.476554898e+00,8.118713608e+00,2.399335738e+01,1.124881037e+01,4.258756071e+01,6.472068500e+01,9.508832502e+01,7.171418939e+01,3.466525822e+01,9.679830697e+01,6.343625269e+01,2.787692147e+00,4.930140101e+01,1.627871086e+01,6.378503148e+01,5.912857131e+01,1.517546590e+01,8.549826538e+00,8.099614603e+00,8.427094330e+01
