v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56,v57,v58,v59,v60,v61,v62,v63,v64,v65,v66,v67,v68,v69
6.714987856e+01,2.432055149e+01,4.942958190e+01,5.806386001e+01,9.676073068e+01,3.805265427e+01,6.310027940e+00,3.080761991e+01,2.354915786e+01,7.619350933e+00,8.002765569e+01,5.817400637e+01,5.499728070e+01,5.670447618e+01,1.052294026e+00,4.852042163e+01,3.268833266e+01,7.392401107e+01,6.209563793e+01,6.930539832e+01,2.512048307e+01,5.989707977e+01,1.112456478e+01,3.429609362e+01,3.923068581e+01,3.952024731e+01,7.995436769e+01,8.984260930e+01,4.869259229e+01,1.063953924e+01,3.981926719e+01,5.984382661e+01,9.863839528e+01,8.784076036e+01,4.058782947e+01,8.290769136e+01,3.309028434e+00,8.500747666e+01,2.437552548e+01,1.471180054e+01,7.236244388e+01,5.458378184e+01,1.085533020e+01,8.565794697e+01,6.213235750e+01,1.516447547e+01,8.075898733e+01,6.346214791e+01,5.647389381e+01,5.318786414e+01,4.898295638e+01,2.712002236e+01,8.918025604e+01,8.228338742e+01,2.540022842e+01,7.799091025e+01,6.096235640e+01,8.114604351e+01,2.321693746e+01,6.528913327e+01,3.334115982e+01,8.275068343e+01,1.076016633e+01,7.061167136e+00,8.619445761e+01,1.825663942e+01,1.571788108e+01,8.184450047e+00,1.142834848e+01
3.104924966e+01,4.218599765e+00,2.776620541e+01,5.039945925e+01,5.893875007e+01,7.656353649e+00,9.492403927e+01,4.774965109e+00,4.458197656e+00,6.010567606e+01,1.525156510e+01,4.850183230e+01,9.439421683e+01,2.494895166e+01,1.403183098e+01,1.974966132e+01,2.813100008e+01,1.316756909e+01,2.790568283e+01,1.922280261e+00,5.494594693e+01,2.803799580e+01,5.270335752e+01,9.183842890e+01,9.394148445e+01,3.230225614e+01,5.672123391e+01,5.404147434e+01,3.330938227e+01,7.518109832e+01,9.340926516e+00,2.901955677e+01,5.026545393e+01,3.745011247e+01,2.454571041e+01,1.645630111e+01,3.358600357e+01,7.414316811e+01,5.608432489e+01,2.421371722e+01,4.760942804e+00,2.807732008e+01,2.514712802e+00,1.279346400e+01,3.726390776e+01,9.731564663e+01,6.853178564e+01,8.136927310e+01,8.578966200e+01,3.851884307e+01,6.992566605e+01,6.990474211e+01,8.479079412e+01,6.153126417e+01,7.323710420e+01,4.646542140e+01,8.564703568e+01,9.288608754e+00,8.150221115e+00,5.829130233e+01,6.061905519e+01,3.663359480e+01,2.968704940e+01,9.742512158e+01,8.861654283e+01,5.251847491e+01,2.368442749e+01,2.636611403e+01,1.062768819e+01
2.266938360e+01,3.683833884e+01,7.243630031e+01,5.392109508e+01,6.747024743e+01,4.423193593e+01,8.982379827e+01,3.128335680e+01,3.732661441e+01,3.307017430e+01,5.174190824e+01,7.401966562e+01,2.636980180e+01,9.748879987e+01,6.215193269e+01,4.134162591e+01,5.747553251e+01,9.711079669e+01,7.404840563e+01,4.121702511e+01,1.637375943e+01,3.456697623e+01,4.289750325e+01,9.012356301e+00,1.337493001e+01,1.685751273e+01,4.128062504e+01,8.484224597e+01,5.853669108e+01,5.521830341e+00,3.693310148e+01,5.944242031e+01,1.960377905e+00,3.104652994e+01,1.562553115e+01,7.234502357e+01,1.080788678e+01,6.747440094e+01,4.098719899e+01,9.698835052e+01,9.321019831e+01,9.283142214e+01,4.724178284e+01,3.706885567e+00,7.371372261e+01,8.881166849e+01,5.088751771e+01,8.404884989e+01,1.532819857e+01,3.376809885e+01,8.452783770e+01,7.593997353e+00,9.584848749e+01,1.650511897e+01,7.892150633e+01,7.185940013e+00,1.676800129e+01,2.221065923e+01,3.757577808e+00,7.185518754e+01,7.731119172e+01,9.122269980e+01,1.286165032e+01,7.943770700e+00,7.017879377e+01,2.754600533e+01,6.003590287e+01,8.570517069e+01,1.007537405e+01
6.488216430e+01,2.174825198e+01,8.357391961e+01,2.811965580e+00,3.637459742e+01,9.938637671e+01,7.639215327e+01,4.735579920e+01,2.822856579e+01,2.719445124e+01,8.601142086e+01,2.973617846e+01,8.858719190e+01,4.592338310e+01,2.938597899e+00,4.094508306e+01,2.969427284e+01,2.934817901e+01,7.170482016e+01,6.211098487e+01,9.210734552e+01,9.184933726e+01,3.500348368e+01,3.097376053e+01,5.275463294e+00,1.650443598e+01,7.676376070e+01,1.585958041e+01,5.068407842e+01,1.394991249e+01,1.255299481e+01,3.717481968e+01,8.379528054e+01,8.001863835e+01,5.074126153e+00,8.396226763e+01,8.193975249e+01,6.282312719e+01,5.590273654e+01,9.192297076e+01,4.017213454e+00,5.045924492e+01,1.329457504e+01,2.411252405e+01,5.017089249e+01,8.701545129e+01,8.812154233e+01,5.920596835e+01,7.157690996e+01,1.715752504e+00,3.833199568e+01,9.282435461e+01,3.671953374e+00,9.839603218e+01,4.465493633e+01,7.535330548e+00,6.756265189e+01,7.603708174e+00,2.844347352e+01,1.876231679e+01,8.894855619e+01,3.328857457e+01,6.898106100e+01,1.186155712e+01,9.031618585e+01,1.987778330e+01,6.301826556e+01,6.509542207e+01,9.076988821e+01
3.310215867e+01,5.394263255e+01,6.421054142e+01,3.478084003e+01,8.976320910e+01,6.785062433e+01,9.826483216e+01,1.946802810e+01,8.706410557e+01,3.970640476e+01,3.360385543e+01,7.099658760e+01,2.259523071e+01,8.012336159e+01,9.409592027e+01,3.580192954e+01,2.905622092e+01,3.009138080e+01,6.877855164e+01,6.940624756e+01,4.033123841e+01,7.705939391e+01,4.890411394e+01,8.397722718e+01,7.933416597e+01,4.667118140e+01,6.588929169e+01,2.401155315e+01,7.871769045e+01,4.029167292e+00,4.356216515e+01,7.737763703e+01,7.428960413e+01,7.732444088e+01,7.777787662e+01,6.618034557e+01,1.216296688e+01,8.444779045e+00,6.251650645e+01,3.384689926e+01,1.620975555e+01,8.151893893e+00,5.416079756e+01,7.865225276e+01,1.485125761e+01,3.460925167e+01,9.307534308e+01,8.872751272e+01,5.663810263e+01,4.493658837e+01,3.871228718e+01,1.886126032e+01,8.882068548e-01,1.069501198e+01,3.969521377e+01,1.071660944e+01,6.831181155e+01,7.417501450e+01,6.203221992e+01,6.202794746e+01,2.347933955e+01,2.833292168e+01,5.347485383e+01,3.251873922e+01,9.344612290e+01,4.223555454e+01,5.112434816e+01,2.957224745e+01,1.332677567e+01
2.410687261e+01,6.498761933e+01,8.501478654e+01,3.364109338e+01,9.652926091e+01,4.933083852e+01,1.501984498e+01,1.971838214e+01,6.212758282e+01,2.054885037e+01,7.807065275e+01,9.897671652e+01,7.019979954e+01,1.763453916e+01,2.768069355e+01,6.681229289e+01,2.515654347e+01,4.777406603e+01,4.718666165e+01,6.455238707e+01,7.890302923e+01,6.967002333e+01,6.691138340e+01,4.837810220e+01,5.846084405e+01,2.110582051e+01,9.188680244e+01,2.559092310e+01,2.048285676e+01,5.150613560e+01,5.167373244e+00,4.058505951e+01,1.365082305e+00,1.094434019e+01,1.074849313e+01,3.326917307e+01,5.240425656e+01,6.631134833e+01,7.441092641e+01,9.590473221e+01,8.828906700e+01,5.026353235e+01,5.275410421e+01,6.625935673e+01,8.452586763e+01,5.279439725e+01,1.833904127e+01,1.331173203e+01,8.744793194e+00,6.936530025e+01,1.640745769e+01,1.531471220e-01,6.748673168e+00,2.083604482e+01,6.901722250e+01,6.054002797e+00,7.504790584e+01,7.794072693e+01,1.332485145e+01,7.769885240e+01,6.247104867e+01,5.603345410e+01,5.671442948e+01,4.042450599e+01,3.867353233e+01,1.160693453e+01,7.492323666e+01,3.387607333e+01,9.572595903e+01
8.932011679e+01,3.625830196e+01,3.788358886e+01,5.653485023e+01,9.427116520e+01,3.797105147e+01,9.208553218e+01,6.328659070e+01,7.453276104e+01,1.388418485e+01,7.215329854e+01,2.392214183e+01,3.658000394e+01,3.315323755e+00,4.719783444e+01,9.382164178e+01,8.605539425e+01,3.326882864e+01,7.290335664e+01,5.538305285e+01,6.046857016e+01,5.005994018e+01,1.094531160e+01,7.698226554e+01,2.184383717e+01,7.559279405e+01,2.766824117e+00,3.254025094e+01,1.254947459e+01,3.775989060e+00,4.608084410e+01,9.208204533e+01,9.895075835e+01,6.144571879e+01,2.605222571e+01,5.896979258e+01,9.477270698e+01,1.026111641e+01,1.340878944e+01,8.306888288e+01,3.342086494e+00,9.799153673e+01,9.308590827e+01,6.745665558e+01,5.592732376e+01,8.355020780e+01,4.413383070e+01,9.013449405e+01,2.877115436e+01,9.162289382e+01,5.785742864e+01,7.908630537e+00,8.247564629e+01,5.968081739e+01,1.598729853e+01,1.010118156e+01,4.962597080e+01,5.916675142e+00,6.464620869e+01,9.841586405e+01,9.594504129e+01,7.131107745e+01,7.186952011e+01,7.210272741e+01,9.545206144e+00,4.266765806e+01,3.801914108e+00,9.260916306e+01,8.814375845e+01
3.486862197e+01,6.270150369e+01,4.372120046e+01,8.945420503e+01,5.630749731e+01,6.260647728e+01,9.884294029e+01,5.726299089e+01,7.661379389e+01,9.223898896e+00,2.509180988e+01,5.094030459e+00,9.028482740e+01,6.528609646e+01,9.874189035e+01,1.279312567e-01,4.805198337e+01,2.531318238e+01,8.407495684e+00,9.214345725e+01,1.375739150e+01,5.236130497e+01,9.595162648e+01,6.028021805e+01,3.157505015e+01,5.126433330e+01,5.842500809e+00,7.014272325e+01,6.673238943e+01,3.136443073e+01,2.365671518e+01,6.832181574e+01,6.625465391e+01,3.987546501e+00,7.108913808e+01,6.492752031e+01,2.148494363e+01,4.175886482e+01,3.487504662e+01,7.494567277e+00,6.658266514e+01,6.430786338e+01,2.061751730e+01,9.667856811e+01,7.560362137e+01,8.777797486e+01,6.969274607e+01,7.813817455e+01,9.524503742e+01,6.350894010e+01,5.502652853e+01,8.790972273e+01,4.415747146e+00,2.634515938e+01,7.792534589e+00,4.403258011e+01,3.842297461e+01,6.773467472e+01,2.041631270e+01,9.463382628e+01,7.547609228e+01,9.644997158e+01,2.783213858e+01,9.750070025e-01,3.921044860e+01,8.530664199e+01,8.059904398e+01,3.175708340e+01,4.322906389e-01
5.101253848e+01,1.564452601e+01,1.839625547e+01,7.837060049e+01,1.153964166e+01,8.471416078e+01,9.891117308e+01,3.163681372e+01,1.805369501e+01,8.745841839e+01,8.421088314e+01,5.319136571e+01,1.363836113e+01,5.631506175e+01,2.799083585e+01,4.392303437e+01,6.767622209e+00,5.207393565e+01,9.346783860e+01,6.273046159e+01,4.143540246e+01,9.361860686e+01,8.234459373e+01,2.507866476e+01,7.307634436e+01,2.373249322e+01,9.870183112e+01,5.021805350e+01,3.019327906e+01,8.396872989e+01,8.023881238e+01,2.401301934e+01,2.572350272e+01,5.219697009e+01,7.019362495e+00,1.745970222e+01,4.766534633e+00,9.024825927e-01,1.820598387e+01,2.054750084e+01,3.264293832e-01,6.313587732e+00,9.675348249e+01,3.651349308e+01,7.336522475e+01,6.134586130e+01,9.915466716e+01,6.223725045e+01,5.371489540e+01,8.515427527e+01,9.173524163e+01,3.307320019e+01,9.832421725e+00,9.116930109e+01,7.218756278e+01,6.482393860e+01,5.116983151e+01,1.074016025e+00,4.726930477e+01,6.972053092e+01,8.283682848e+01,4.836215044e+01,7.593578358e+01,9.839887780e+01,7.618966046e+01,8.914252671e+01,8.663043837e+01,2.597467112e+01,3.457280544e+01
5.028381052e+01,5.840435638e+01,3.592841911e+01,2.767161755e+01,7.563293230e+01,9.790103471e+01,2.513815591e+01,4.557835911e+00,3.761891484e+01,1.251611863e+01,3.425210247e+01,8.990485241e+01,6.524171791e+01,9.910095860e+01,9.270031715e+01,7.716715570e+01,1.302667640e+00,3.945097752e+01,4.472841778e+01,2.741593432e+01,3.421613926e+01,8.305500325e+01,7.338469447e+01,4.178033112e+00,2.783491115e+01,9.435244343e+01,1.734290650e+01,9.945713001e+01,5.007040503e+00,8.754228773e-01,3.369056170e+00,3.342623266e+01,1.852427268e+01,7.209474642e+01,9.894101344e+01,4.982234509e+01,2.971585649e+01,4.663696478e+01,3.530645600e+01,4.596689429e+00,4.297435666e+01,8.773700783e+01,1.239881738e+01,4.832305491e+01,6.310749569e+00,1.366681850e+01,8.887609367e+01,9.407756104e+01,9.572812293e-01,9.655015406e+01,6.485379410e+01,4.944145200e+01,1.128415650e+00,9.457777694e+01,3.993734613e+01,3.977306508e+01,5.403481108e+01,2.980613839e+01,2.163520897e+01,9.488000609e+01,9.777342436e+01,2.301919703e+01,2.198415843e+01,8.367241872e+01,9.963312795e+01,2.513874769e+01,9.443674612e+01,5.264193502e+01,5.813704825e+01
4.761570071e+01,3.987928694e+01,5.295830423e+01,2.979828888e+01,5.131727446e+01,7.681234673e+01,3.285298921e+01,1.807038991e+01,1.688263156e+01,1.660889913e+01,2.907927111e+01,7.346415183e+01,2.324815816e+00,2.701229165e+01,8.951810190e+01,3.076054740e+01,5.525892942e+01,8.677269007e+01,5.247915432e+01,6.027126820e+01,9.784502770e+01,9.404692026e+01,8.668775939e+01,1.508077538e+01,9.727664923e+01,1.863108353e+01,7.559370679e+01,8.233907201e+01,6.386764256e+00,1.918157840e+01,8.759587435e+01,5.381284853e+01,3.692296902e+01,7.356232074e+01,7.698129437e+01,6.108495101e+01,1.332429784e+01,9.342811453e+01,3.948232019e+01,7.385994477e+01,1.593482987e+01,5.414339605e+01,6.954680556e+01,4.972260851e+01,9.448595580e+01,2.495054113e+01,3.986344524e+01,7.367618384e+01,5.167457638e+01,9.974570377e+01,7.155754067e+01,8.445061362e+01,8.001327244e+01,7.770671403e+01,3.416879201e+00,9.913903495e+01,3.882435113e+01,5.980350431e+01,9.430478597e+00,1.229855187e+01,1.151661176e+01,5.739751095e+01,5.717872788e+01,2.785854676e+01,4.123476168e+01,6.211270025e+01,3.454534085e+01,2.358198015e+01,5.125872076e+01
3.835482192e+00,1.551779591e+01,4.199206991e+01,5.719258617e+01,3.967920748e+01,3.357432022e+00,1.465887011e+01,6.232081405e+01,3.242642023e+01,6.121181987e+01,8.058522982e+01,6.628436494e+00,6.653218375e+01,6.173447708e+01,6.113852305e+01,7.597115982e+01,8.227586969e+01,5.562812225e+01,9.784131702e+01,1.675110232e+01,9.278370626e+01,8.127239897e+01,2.571164289e+01,5.032816542e+01,9.639581272e+01,6.198730951e+01,2.536971446e+01,2.793972397e+01,1.061691013e+01,9.315025315e+01,1.747381344e+01,7.037266510e+01,1.504362484e+01,2.930104656e+01,4.152489859e+01,1.530242368e+01,1.060429036e+01,7.686049872e+01,8.106635959e+01,4.711741886e+01,4.943607744e+01,7.960903234e+01,6.526172386e+01,3.976305583e+01,7.324386708e+01,6.405127842e+01,9.409740378e+01,1.281438198e+01,5.763554779e+01,1.047647630e+01,2.016386142e+01,9.584719651e-01,3.139767673e+01,1.555072022e+01,3.935578391e+01,3.455150089e+01,6.106769615e+01,4.560356118e+01,3.767761693e+01,6.364934397e+01,4.750481448e+01,1.883140151e+01,3.414456339e+01,2.649918111e+01,7.506142655e+01,7.125547266e+01,1.710501748e+01,2.679497732e+01,9.884391137e+01
8.820596031e+01,7.104163470e+01,6.971891354e+01,2.399899583e+01,3.141130257e+01,6.421063635e+01,2.608423380e-02,6.001336284e+01,3.866280314e+01,4.217837573e+01,5.936288125e+01,2.281055944e+01,4.545539903e+01,7.174928403e+01,6.895830032e+01,3.312015002e+01,8.289004852e+01,5.460461305e+01,5.009322623e+00,2.367949871e+01,8.606913273e+01,8.144471715e+00,7.895630864e+01,7.870117566e+01,3.990682012e+01,6.085299727e+01,4.835427588e+01,8.538452925e+00,7.392031074e+01,4.144170147e+01,3.941041148e+01,8.639432055e+01,9.781825602e+01,7.977172856e+01,2.292460519e+01,5.494216634e+01,6.536224809e+01,8.929242087e+01,7.842343096e+01,9.860343061e+01,2.832917800e+01,8.538912266e+01,1.964725743e+01,2.571920742e+01,1.390954674e+01,8.040466194e+01,5.471905874e+01,3.011601231e+01,1.507511431e+01,5.173409708e+01,6.108239516e+01,2.624498232e+01,7.216210706e+01,8.103946668e+01,9.231694543e+01,4.776602818e+01,9.073153003e+01,1.089885434e+01,8.571965464e+01,1.619982775e+01,4.881125030e+01,6.799517951e+01,4.305993681e+00,3.541911185e+01,6.748102840e+01,8.336315103e+01,1.543665817e+01,4.737501503e+01,7.288991919e+01
2.019385181e+01,8.551057183e+01,9.509998850e+01,9.582086313e+01,9.084955947e+01,1.784053728e+01,2.310756679e+00,1.062141655e+01,3.207927945e+01,6.429254908e+01,2.613346386e+01,3.831227697e+01,6.939222601e+01,3.525615821e+01,4.798239973e+00,7.166206788e+00,2.934000588e+01,1.891739108e+01,2.603248568e+01,5.121066498e+01,9.604145064e+01,6.273444904e+01,6.902851069e+01,7.835866112e+00,1.143951708e+01,5.053781422e+01,6.034751175e+01,3.047123945e+01,8.089376623e+00,6.326782948e+01,9.321692871e+01,3.848287484e+01,4.913383462e+01,1.019400541e+00,9.262307944e+01,6.290322330e+01,3.250943293e+01,8.465931699e+01,4.048352897e+01,5.629966953e+01,2.433384503e+01,6.921485332e-01,3.088098297e+01,1.704525045e+01,3.260026007e+01,9.446240551e+01,2.474911292e+00,5.378003889e+01,4.567751027e+01,2.137860974e+01,9.562307592e+01,9.479979292e+01,8.012164491e+01,4.269607481e+01,7.351696597e+01,5.293249553e+01,1.575635485e+01,3.848869323e+01,2.898480499e+01,1.981876791e+01,4.421123641e+01,6.691978081e+01,4.723230850e+01,7.614179404e-01,6.460002146e+01,4.472752853e+01,3.516426374e+01,8.693893846e+01,4.365865876e+01
3.963483458e+01,4.713311668e+01,7.922449535e+01,8.042812522e+01,3.187872485e+01,8.076269071e+01,2.690022673e+01,7.564846496e+01,9.939434804e+01,4.407912499e+01,2.009693710e+01,9.764629410e+01,8.092056903e+01,2.298157718e+01,3.843535257e+01,8.570745322e+01,8.841899330e-01,2.656717268e+01,1.505799542e+01,9.433676163e+00,2.407048543e+01,6.415716883e+01,4.366734477e+01,5.351245291e+01,6.395086458e+01,3.162260831e+01,7.301366685e+01,6.978895119e+01,4.344634468e+01,3.486931524e+01,8.467258686e+01,2.002991606e+01,3.431483893e+01,3.517530412e+01,9.830830135e+00,8.421328511e+01,1.704887798e+01,5.980073116e+01,7.383354882e+01,4.614327338e+01,9.821553491e+01,8.343269685e+01,3.794263065e+01,4.474255658e+01,6.376425074e+01,6.734371906e+01,8.469045986e+01,5.727775833e+00,4.888697684e+01,2.806253460e+01,2.573428280e+01,5.213796490e+01,1.534386198e+01,3.257530713e+01,4.718257061e+01,1.710972777e+01,7.938650554e+01,7.871564217e+01,2.963867098e+01,1.082354337e+01,5.710724273e+01,3.491912414e+01,9.205403778e+01,7.270236386e+00,9.492672004e+00,3.046576570e+01,7.029352755e+01,4.843813677e+01,7.499137644e+01
7.162275758e+01,6.691613948e+01,2.437800230e+01,9.006473093e+01,5.443303467e+01,2.824211743e+01,7.225999517e+00,9.609435422e+01,7.069694178e+01,6.728118610e+01,1.709757022e+01,7.847298538e+01,3.537078764e+01,3.689062572e+01,3.003614739e+01,5.126222134e+01,5.097252993e+01,6.747289616e+01,1.461505915e+01,7.571468025e+00,3.914977043e+01,1.472483017e+01,6.233923786e+01,4.257108787e+01,1.175361080e+01,2.922783317e+01,3.309032210e+01,8.035920961e+01,8.105147879e+01,6.277293527e+01,8.591724246e+01,1.067377767e+01,7.686428853e+01,3.897632467e+01,7.562415254e+01,9.980655295e+00,4.204806692e+01,1.228681866e+00,6.484812889e+01,8.197721465e+01,9.037262378e+01,6.486178800e+01,4.483826965e+01,2.976246093e+01,3.399006993e+01,8.070529416e+01,5.262661097e+01,9.510279169e+01,8.711493485e+01,3.512721718e+01,3.520598164e+01,2.482490072e+01,8.494018616e+01,6.503822187e+01,4.119774809e+01,6.761134177e+01,5.107589830e+01,4.837915563e+01,1.423981028e+01,6.585446532e+01,3.046900401e+00,7.933683917e+01,8.201754205e+01,5.111134894e+01,7.373343876e+01,3.981118121e+00,3.190884558e+01,3.500582876e+01,5.449496958e+01
3.925369497e+01,8.488223542e+01,1.517416292e+01,8.393313108e+01,5.901895643e+01,9.138138040e+01,3.352742368e+00,8.821644522e+01,1.225602073e+01,1.287047568e+01,1.459578776e+00,2.001379402e+01,7.805549370e-01,1.463271053e+01,1.085683556e+01,5.429124430e+01,7.925260874e+01,8.681757980e+00,3.279168040e+01,9.628975634e+01,2.625385597e+01,7.080572963e+01,5.951045042e+01,6.054046003e+01,1.044135439e+01,2.741742980e+01,8.810855070e+01,3.732193387e+01,9.791267875e+01,2.121135550e+01,6.983562727e+01,5.262219968e+01,7.568675474e+01,2.397581108e+01,6.410691755e+01,9.025885088e+01,4.825330600e+01,6.331541695e+01,2.309905670e+01,7.919864549e+01,6.773855567e+01,3.488534668e+00,2.416187459e+01,5.718073618e+01,6.198895493e+01,2.036053748e+01,4.922564570e+01,4.172789892e+01,5.635115768e+00,1.987463352e+01,5.288846858e+01,8.353138842e+00,2.387011195e+01,3.152218368e+01,6.544858887e+01,8.113731932e+01,8.010929503e+01,6.264366469e+01,1.876165740e+01,5.990282824e+01,7.599609320e+01,8.468691363e+01,4.335040472e+01,1.122955528e+01,9.305866968e+01,2.033620302e+01,1.863269100e+01,6.723621828e+01,7.230422737e+01
7.412397383e+01,5.068775500e+01,6.034163147e+01,2.273717070e+00,2.174636505e+01,9.614165816e+01,8.263646273e+01,7.658503774e+00,8.218589590e+01,1.868098553e+01,5.422509304e+01,7.333758687e+01,9.321146842e+01,2.422130205e+01,3.105869456e+00,7.157190098e+01,5.128015415e+01,1.050371958e+01,6.600555395e+01,4.826944628e+01,3.211956983e+01,1.370357998e+01,3.239119837e+01,8.298953647e+01,1.916300111e+01,2.775991044e+01,5.840282765e+01,5.823071321e+01,8.026256980e+01,6.985554892e+01,2.484238188e+01,6.792933222e+01,7.293902298e+01,4.393926634e+01,1.135619818e+01,3.907767113e+01,3.081819013e+01,3.884799181e+01,2.830736218e+01,2.540755835e+01,4.850261086e+01,4.320348025e+01,8.014784520e+01,4.108476172e+01,1.579785925e+01,5.817660712e+00,8.177721123e+01,9.142978579e+01,6.991207798e+01,3.999369211e+01,1.610634962e+01,5.724633318e+01,7.278046336e+01,8.309848345e+01,3.130012067e+01,3.039623335e+01,2.822816331e+01,1.437257195e+01,1.694302416e+01,1.824071287e+01,6.332470438e+01,7.829607080e+01,3.498306199e+01,3.844993833e+01,3.238761796e+01,6.953908416e+01,8.410065294e+01,5.295478213e+01,7.133389157e+01
3.227967527e+01,6.956101720e+01,7.859012062e+01,1.583304506e+01,1.518512327e+01,6.721172892e+01,9.295035949e+01,6.063671941e+01,4.687527608e+01,5.792318192e+01,1.603728490e+01,4.903924041e+01,5.142889441e+01,2.399357952e+01,3.932115892e+01,6.940916461e+01,1.860419360e+01,1.914647585e+01,9.676979422e+01,5.887031663e+01,4.482263733e+01,2.984682218e+01,6.633772143e+01,4.892191443e+01,9.994214401e+01,2.580458841e+00,8.682879106e+01,7.166780667e+01,2.518087841e+01,5.955628177e+01,6.970061764e+01,7.291046078e+01,9.974232267e+01,9.162618841e+01,5.651573127e+01,4.016033231e+01,3.491444933e+01,3.381545394e+01,2.569386961e+01,8.377846803e+01,1.905472279e+01,3.940491535e+01,9.584592161e+01,9.378986719e+01,6.061585354e+01,1.725281037e+01,4.193241871e+00,5.294783390e+01,3.174728243e+01,5.711264614e+01,5.476869631e+01,2.669845445e+01,7.405666392e+00,2.051530564e+01,7.786403573e+01,4.887531645e+01,1.639289320e+01,1.976824500e+01,5.083834147e+01,5.538403226e+01,2.974925777e+01,3.925081033e+01,2.619641303e+01,4.018460133e+01,1.137747624e+01,2.831162870e+01,2.961031275e+01,7.091692798e-01,8.968415114e+01
6.468883482e+01,9.482923881e+01,5.628054029e+01,2.734328717e+01,9.649180237e+01,3.689579171e+00,5.731069522e+01,6.619822594e+00,8.709504296e+00,1.353308445e+01,3.432396270e+01,6.378549138e+01,5.322795429e+01,1.510433405e+01,8.096783047e+01,6.236163121e+01,1.083654580e+01,4.323378161e+01,7.808275096e+01,5.852409957e+01,3.901357681e+01,6.957201752e+01,9.905803282e+01,8.928929470e+01,5.151004471e+01,5.066694291e+01,3.793551309e+01,3.831476424e+01,5.544421557e+01,9.776779936e+01,4.146807102e+01,6.524486967e+01,4.521550364e+01,5.694579998e+01,8.203049718e+00,9.675990066e+01,2.737853457e+01,9.943660941e+01,7.076581933e+01,1.433744268e+01,4.680343890e+01,5.534110269e+01,3.445364552e+01,5.471716193e+01,4.265146362e+01,7.033204211e+01,8.908429982e+01,6.550089324e+01,2.302108697e+01,3.387993570e+01,6.796134809e+00,9.801440842e+01,7.793476989e+01,2.602731184e+01,4.408925233e+01,4.064175243e+01,2.133458119e+01,3.353565275e+01,8.107544542e+01,7.004084124e+01,6.520843544e+01,8.937899984e+01,4.093933641e+01,8.473161197e+01,9.642813685e+01,5.488978731e+01,2.377976395e+01,5.011365583e+01,1.088167825e+01
4.390040883e+01,5.203131821e+01,9.905812401e+01,5.317261456e+01,4.058330874e+01,4.758621279e+01,7.762532194e+01,2.371218116e+01,3.900620330e+01,3.993722090e+01,1.652488830e+01,8.587421776e+01,8.306284370e+01,1.784926084e+01,3.726600583e+01,4.198831235e+01,7.648400265e+01,2.405120964e+01,4.754211030e+01,2.496502248e+00,8.792329658e+00,6.970534549e+01,5.514141337e+01,2.019289987e+01,9.924703169e+01,7.475130836e+00,1.277662314e+01,7.948507467e+01,9.360493157e+01,5.848432000e+01,3.607212890e+01,5.186669555e+01,4.756743692e+01,1.227666897e+01,6.636017276e+01,6.798617076e+01,3.061685729e+00,6.774308331e+00,4.349802545e+01,7.765511428e+01,3.101016768e+01,6.804005278e+01,7.619191191e+01,2.031010641e+01,7.687971139e+01,1.566441916e+01,7.408698843e+01,6.935405630e+01,2.581805211e+01,8.182547128e+01,4.274608556e+01,7.649427738e+01,7.766779253e+01,4.772183967e+01,1.043318041e+00,6.313973637e+01,9.525287938e+01,2.714615802e+01,5.189311405e+01,9.545376210e+01,3.047540878e+01,9.287706788e+01,6.309017798e+01,7.391227075e+01,9.977130401e+01,7.521296966e+00,9.463444927e+01,8.769313075e+01,2.476313854e+01
5.363065389e+01,6.628093105e+01,7.151465263e+01,3.291513778e+01,9.867967277e+01,8.274066977e+01,5.535927795e+01,8.133084348e+01,1.342429293e+01,7.649084332e+01,7.487582163e+01,7.381780890e+01,8.362370820e+01,3.305621247e+01,4.849049782e+01,4.258156075e+01,2.495093234e+01,9.762518037e+01,1.270035903e+01,2.626393523e+01,9.521490743e+01,3.874675168e+01,6.562673386e+01,9.231035219e+01,2.514938967e+01,3.791738629e+00,9.221718373e+01,8.802636160e+01,3.678235811e+01,3.506067633e+01,3.530807909e+01,4.235918088e+01,8.109483437e+01,3.905631511e+01,9.212185437e+01,8.528333152e+01,2.572048912e+01,8.646726002e+01,7.328782246e+01,1.073585418e+01,6.335080931e+01,3.613103102e+01,5.692049642e+01,2.134178232e+01,7.065952088e+01,6.002074870e+01,2.388727205e+01,8.124545256e+01,9.796511479e+01,8.393557438e+01,5.960719714e+01,4.349124501e+01,9.946201158e+01,2.920131356e+01,8.824243449e+01,1.843731132e+01,7.636538141e+01,7.278137596e+01,7.877646034e+01,5.810579429e+01,8.762352091e+01,3.420671248e+01,3.652295054e+01,2.078156319e+01,1.767674642e+01,2.734152617e+01,8.813230539e+01,9.588349358e+01,4.142201236e+00
