v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56,v57,v58,v59,v60,v61,v62,v63,v64,v65,v66,v67,v68,v69,v70,v71,v72,v73,v74,v75,v76,v77,v78,v79,v80,v81,v82,v83,v84,v85,v86,v87,v88,v89,v90,v91,v92,v93,v94,v95,v96,v97,v98
1.184460614e+01,2.203374513e+01,3.488886670e+01,3.135784724e+01,2.884012110e+01,4.446326328e+00,8.093406248e+01,9.836736317e+01,4.074591611e+01,1.203609034e+01,8.051139175e+00,4.711385291e+01,2.478636461e+01,9.670019167e+01,9.121060264e+01,9.161078872e+01,6.908673486e+01,1.226029342e+01,1.978942720e+01,9.167980376e+01,9.211634345e+01,9.668595901e+01,4.110464320e+01,1.656060822e+00,2.914557983e+01,6.320906078e+01,4.258650531e+01,5.900244954e+01,9.240713164e+01,4.357707546e+01,5.362328608e+01,3.756396623e+01,6.133616427e+01,9.167518180e+01,4.902171427e+01,6.473604940e+01,6.126862930e+01,9.151429262e+01,8.318530263e+01,4.650099511e+01,3.120852083e+01,8.985301092e+01,7.106014046e+01,9.023256329e+00,2.199276216e+01,2.532713560e+01,2.728848880e+01,1.000590663e+00,5.611153592e+01,6.419127692e+01,2.104032361e+01,7.675482770e+01,3.013891649e+01,7.686766451e+01,1.968581600e+01,2.683875275e+01,3.239894340e+01,6.927402063e+01,1.842441204e+01,7.257742890e+01,3.911766662e+01,2.973537666e+00,2.466874827e+01,2.515993671e+01,1.152434931e+01,1.936853955e+01,8.110395554e+01,8.431015835e+01,3.587984744e+01,4.754034216e+01,9.006448142e+01,7.527857456e+01,3.246500288e+01,8.386682682e+00,1.717915186e+01,4.104123390e+01,2.677622337e+01,9.177241975e+01,9.305101436e+01,3.146930131e+01,4.756019570e+01,4.685801125e+01,2.253319746e+01,8.856177755e+00,4.265230310e+01,3.916440548e+01,1.447631629e+01,1.085544624e+00,6.590697016e+01,9.324343546e+01,8.968900935e+01,4.143343968e+01,8.308414368e+01,1.287645728e+01,3.069733421e+01,1.701282121e+01,1.038648885e+00,4.428150747e+01
2.258893501e+00,6.199763931e+01,8.925120806e+01,1.031598952e+01,6.387799032e+01,6.656362171e+00,6.955303082e-01,2.434051560e+01,6.006582999e+01,8.821605499e+01,7.449623496e+01,4.237801328e+01,2.124684337e+01,3.854026115e+01,3.079039325e+01,9.142919582e+01,9.132531321e+01,9.075817950e+01,7.876605064e+00,3.179608248e+01,2.641711971e+01,5.708071011e+01,7.223322678e+01,1.010523043e+00,5.378503303e+01,7.387984343e+01,3.022891235e+01,8.723226974e+01,6.746749076e+01,7.510669617e+01,9.266823338e+01,2.274879774e+01,7.526962764e+01,7.077503416e+01,6.636742761e+00,2.264806782e+01,6.962749971e+01,3.571118184e+01,3.936013235e+01,3.205295064e+01,6.051830140e+01,4.408781229e+01,9.896927659e+01,5.708116129e+00,3.518909401e+00,8.653399828e+01,3.209281206e+01,4.745997507e+01,6.061518901e+01,1.132314183e+00,3.061922411e+01,2.216605756e+01,4.556814099e+01,1.018216669e+01,7.826566948e+01,9.263919397e+01,7.862236661e+01,6.086742517e+01,3.185692253e+01,1.855773730e+01,4.398706998e+01,8.627091796e+01,3.108173238e+01,2.928366932e+01,7.968010168e+01,5.486624782e-01,9.411442228e+01,9.793295612e+01,5.345342952e+00,4.622121915e+00,6.249117802e+01,7.294106498e+01,7.190503437e+01,4.906972272e+01,4.169791797e+01,5.068332410e+01,9.493216965e+01,3.491744529e+01,2.931371480e+00,2.559501371e+01,7.276049066e+01,8.798148302e+01,4.709120277e+01,5.350125657e+01,5.542929641e+01,5.229219731e+01,1.001997267e+01,3.753423650e+01,1.670429613e+01,2.532330292e+01,2.633831860e+01,3.794831599e+01,7.537334226e+01,5.684709742e+01,2.189798089e+01,9.578498898e+01,7.941752194e+01,5.736414372e+01
1.408482216e+00,5.310258496e+01,4.238705346e+01,4.148680108e+01,1.319026345e+01,9.471783833e+01,7.597553054e+01,6.413321397e+01,2.079477308e+01,4.052110630e+01,8.321354560e+01,6.032499666e+01,3.341209781e+01,1.722508784e+01,7.899061722e+00,6.243424842e+01,6.215240455e+01,1.515904608e+01,2.243875506e+01,3.900719311e+01,5.763166868e+01,7.409408727e+01,6.736046692e+01,8.110256435e+01,8.863517484e+01,8.228449144e+01,8.366384537e+01,5.985382308e+01,3.689174418e+01,2.609172598e+01,3.192109990e+01,4.645005933e+01,6.698723158e+01,5.682140853e+01,3.829028537e+01,9.432003994e+01,3.083383957e+01,1.649477315e+01,7.220226210e+01,7.652765460e+01,7.796949305e+01,5.690469926e+01,3.071323379e+01,3.606818153e+01,1.010459069e+01,9.075485768e+01,9.383187628e+01,3.109178449e+01,4.848597643e+01,7.669946602e+01,8.669143940e+01,5.322506018e+01,4.318929564e+01,7.135968388e+01,5.470530850e+01,6.414891931e+01,8.046625976e+01,4.804565327e+01,5.188738371e+01,1.193192083e+01,7.242185486e+01,6.818130036e+01,7.455855287e+01,7.309041845e+01,2.615196251e+01,6.944470807e+00,5.729980985e+01,9.579281231e+01,4.550918717e+00,2.592597944e+00,5.901726708e+01,7.779998345e+00,7.336298581e+01,6.958174685e+01,5.599785714e+01,8.257057767e+01,5.168501137e+01,6.696522408e+01,3.347643317e+01,6.321772602e+01,3.375355086e+01,4.968201510e+00,1.909251227e+01,9.727800232e+01,9.159872839e+01,8.657724660e+01,2.864060627e+01,4.295857646e+01,2.239950742e+01,9.581410804e+01,9.527852086e+01,2.272621202e+01,8.519062685e+01,3.338579889e+00,1.887209504e+00,2.286456956e+01,1.711597194e+01,2.716581523e+00
5.577324239e+01,6.340376395e+01,3.786987455e+00,9.406757779e+00,9.619456030e+00,1.364031260e+01,3.582801383e+01,1.846890757e+01,3.800255565e+01,4.940927424e+01,2.423562449e+01,5.366850295e+01,1.656085869e+01,9.059719139e+01,4.143647882e+01,9.361693813e+01,2.651467834e+01,3.333259856e+01,7.455645837e+00,5.418280296e+01,6.485006443e+01,8.174008256e+01,2.187754376e+01,3.624457259e+01,1.966598446e+01,2.598952382e+01,3.073691061e+01,1.236388148e+01,8.730285320e+01,4.768917758e+01,4.211837125e+00,3.488934161e+01,9.676367115e+01,2.518179523e+01,5.439737555e+01,5.929072708e+01,5.202575254e+01,2.786706031e+01,4.635491563e+01,8.815976437e+00,6.304203769e+01,1.700145205e+01,7.635477242e+01,7.092105029e+01,3.145677420e+01,8.891279125e+01,8.601124989e+01,9.948843828e+00,1.085019643e+01,5.143005831e+01,9.291692040e+01,8.062676102e+01,8.012550494e-01,4.952916080e+01,1.895364349e+00,6.114661825e+01,3.800061949e+00,2.096852025e+01,3.388152030e+01,1.295351856e+01,9.157133405e+01,5.503003195e+01,4.423882052e+00,8.052028646e+01,3.143964744e+01,7.951420929e+01,9.990240680e+01,1.752564764e+01,5.816386357e+01,3.384996951e+01,8.962133438e+01,5.464963169e+01,9.727403838e+01,8.207251267e+01,8.238943243e+01,3.070060884e+01,8.923553261e+01,8.454761019e+01,9.727042068e+01,1.343595285e+00,6.463846090e+01,8.090788326e+01,6.006136174e+01,5.479179155e+00,7.544833290e+01,1.588198376e+01,8.543020098e+01,4.910509424e+01,6.198447443e+01,9.456398076e+01,2.044949269e+01,4.216377296e+01,5.518223066e+01,4.709289349e+01,3.306901752e+01,4.635808235e+01,7.397216313e+01,4.583961998e+01
7.588066474e+00,1.195372856e+01,8.996164364e+01,1.422580433e+01,9.990294786e+01,5.350642133e+01,6.056500009e+01,1.344442771e+01,5.692636480e+01,4.148342287e+01,3.018782342e+00,8.723395196e+01,1.535918680e+01,6.651288420e+01,2.890745542e+00,3.241235139e+01,5.424538580e+01,3.953835732e-01,2.964913531e+01,4.031886783e+00,2.489036662e+01,2.932448372e+01,2.506055536e+01,6.132889139e+00,7.522122429e+01,5.257117691e+01,4.111545308e+01,4.900399059e+01,2.082833936e+01,8.591470279e+01,7.707154412e+01,8.479456069e+01,3.661426257e+01,1.190286125e+01,9.151925775e+01,5.005448000e+01,7.343156306e+01,2.174272842e+01,6.697584640e+01,3.071844443e+01,4.037064438e+01,8.249508966e+01,8.727191375e+01,1.340634718e+01,6.989050342e+01,4.202352699e+01,7.848349333e+01,1.096420481e+01,7.252147429e+01,7.629290081e+01,1.723598192e+01,3.394087956e+00,3.929469381e+01,7.666733352e+01,1.765307223e+01,1.677774677e+01,2.982834207e+00,4.712072511e+01,6.933672152e+00,1.203565562e+01,7.637645369e+01,3.179811119e+01,6.035276141e+01,6.731518485e+01,5.067503328e+01,1.031609733e+01,4.527911956e+01,6.152784370e+01,2.064687922e+01,7.905732716e+01,3.928970788e+01,9.824504883e+00,9.395090284e+01,6.407891797e+01,6.255251581e+01,1.086968740e+01,3.510569638e+01,4.254920869e+01,2.517656079e+01,7.756104002e+01,5.375941743e+01,3.727345033e+01,8.213219516e+01,9.339142080e+01,8.080857414e+01,8.057262390e+01,1.418776765e+01,8.523201946e+01,5.918414517e+01,9.803510429e+01,3.073328128e+01,4.694973136e+01,7.906421842e+01,2.149491574e+01,2.155926844e+01,4.884013151e+01,9.757474230e+01,5.365739943e+01
9.272349000e+01,5.290270057e+00,2.940457619e+01,2.659860648e+01,7.930853498e+01,5.154382261e+01,7.566828949e+01,1.291519386e+00,8.432636513e+01,4.412730434e+01,1.382484494e+01,3.728417733e+01,3.025822928e+00,4.961154842e+01,5.550914866e+01,7.273612103e+01,6.053827460e+01,8.516193965e+01,7.079445391e+01,2.825961179e+01,3.806560582e+01,7.430620154e+01,4.742953463e+01,9.021120262e+01,2.802219590e+01,1.889968219e+01,5.213813998e+01,1.333783231e+01,4.123596869e+01,2.351839789e+00,5.738590820e+01,2.008533814e+01,1.390990780e+01,8.898895389e+01,2.696433370e+00,6.871625441e+01,1.316443891e+01,7.433461133e+01,2.006125412e+01,2.973169504e+01,2.466428243e+01,6.125554784e+00,8.672598849e+01,1.941052497e+00,2.302559059e+00,9.230367809e+01,2.154903779e+01,9.552164843e+01,8.426806749e+01,6.780488456e+01,7.765612347e+01,4.209809890e+01,1.161898480e+01,6.249871559e+01,4.472233282e+01,4.128590128e+01,7.884625346e+01,8.073871727e+01,9.497204906e+01,4.530648066e+01,8.918986858e+01,6.638054965e+01,5.877996478e+01,7.571703077e+01,8.540653435e+01,9.227423428e+01,8.493901944e+01,6.528306402e+01,8.828627516e+01,7.218144700e+01,8.504749511e+01,1.632817475e+01,8.778873916e+01,4.319092389e+01,6.951323278e+01,3.251055279e+01,5.752017906e+01,8.437856627e+00,2.308595469e+01,4.254883762e+01,1.368748315e+01,7.814760865e+01,3.445639080e+01,2.994294755e+01,6.000546172e+01,5.332403701e+01,3.114738702e+01,3.350338043e+01,7.840740018e+01,6.166483580e+01,1.292430341e+01,2.488276001e+01,8.856013703e+00,9.181459381e+01,3.608431370e+01,1.434470131e+01,5.134890774e+01,6.604515104e+01
2.192957561e+01,3.459198269e+00,7.598155527e+01,5.951827322e+01,1.757976796e+01,3.523149855e+01,5.098588872e+01,5.033187478e+01,3.261040407e+01,5.953232339e+01,2.037097047e+01,9.171262502e+01,7.698573193e+01,9.549598994e+01,1.356165211e+00,3.715717051e+01,3.740969292e+01,9.972934204e+01,2.207081669e+01,1.998239982e+01,4.623554518e+01,8.554252411e+01,7.250708222e+01,1.761542242e+01,6.647434262e+01,7.568464358e+01,8.560149756e+01,4.844763031e+01,8.702511975e+01,4.139082213e+01,6.628837116e+01,1.189466935e+01,2.917997829e+01,6.238090764e+01,2.659124269e+01,3.240589002e+01,9.605707036e+01,2.196429688e+01,3.780699529e+01,3.098876126e+01,8.771715803e+01,6.976040877e+01,2.770326813e+01,6.838195128e+01,3.160609678e+01,5.893427283e+01,3.523541680e+01,9.206280357e+01,7.744274090e+01,9.527650868e+00,7.703632584e+01,4.357067513e+01,5.376184669e+01,9.263940256e+01,1.918853880e+01,6.465681968e+01,5.828652463e+01,1.320592224e+01,9.750738158e-01,3.670833068e+01,6.549756507e+01,5.071220030e+01,4.682714326e+01,9.992927040e+01,1.909315858e+01,1.057563756e+01,4.739775418e+00,8.145826868e+01,1.469263863e+01,3.127599790e+01,4.423583798e+01,3.848412631e+01,1.199256176e+01,3.139640458e+01,2.495547637e+01,3.774485974e+01,1.238426634e+00,7.721091424e+01,1.107032283e+01,4.396841194e+01,7.313792077e+01,7.362328438e+00,8.798251130e+01,3.823640651e+01,4.547132987e+01,4.921793680e+01,9.935244824e+01,1.429756125e+01,7.681233238e+01,9.797382050e+01,3.825669017e+01,9.473179552e+01,4.984158860e+01,6.546874208e+01,1.324088852e+01,3.551445968e+01,3.934320424e+01,2.305392544e+01
4.077378990e+01,3.378811265e+01,3.821213531e+00,5.614475355e+01,4.259585629e+01,9.668231919e+01,7.533121835e+01,8.238150016e+01,4.285218536e+01,5.036397594e+01,5.471233641e+01,1.752183294e+01,1.182389752e+01,2.127115671e+00,4.837834670e+01,5.700907181e+01,8.068063200e+01,4.192178690e+01,4.415411347e+01,5.812839307e+01,2.102350467e+01,9.157062708e+01,9.653996901e+01,7.546024555e+01,1.588108528e+01,5.037449209e+01,1.200760441e+01,1.144739756e+01,4.832209142e+01,5.030210268e+01,8.334815949e+01,9.531922197e+01,4.739140592e+01,6.355903950e-03,4.035207061e+01,2.159920167e+01,2.531121756e+01,4.718368958e-01,9.312399125e+00,2.844561495e+01,1.189271817e+01,1.110996847e+01,7.917368844e+01,2.171926072e+01,4.988818941e+01,9.200172486e+01,2.091760218e+01,9.485105322e+01,7.132234262e+01,2.332400092e+01,7.014843148e+01,8.371804372e+01,9.324406084e+01,6.482768651e+01,9.557586592e+01,7.957570924e+01,4.601174842e+01,1.090167729e+01,3.244354789e+01,1.553033893e+01,3.493948381e+01,8.810210766e+01,1.844647639e+01,2.262994329e+01,3.900810344e+01,8.418920123e+01,3.855235177e+01,2.819403605e+01,5.971489806e+01,7.788492484e+01,8.362832540e+01,4.127858433e+01,6.610816147e+01,3.459521161e+01,2.697091199e+01,6.656668855e+01,9.607175507e+01,5.320646063e+01,4.709678586e+01,3.168406034e+01,2.627948784e+00,9.398171974e+01,3.193840108e+01,5.748647718e+00,5.411037769e+01,8.975546719e+01,6.455885656e+01,3.058943400e+00,4.646811231e+01,5.561284246e+01,7.706461038e+01,9.923999512e+01,8.898476218e+01,2.826021660e+00,5.155650096e+01,4.664134313e+01,5.691946354e+01,7.096332304e+01
5.494017580e+01,6.854534187e+01,2.272575893e+01,2.685187740e+01,8.501462698e+01,7.783934072e+01,9.263059889e+01,8.652051488e+01,2.298611496e+01,7.699226898e+01,7.514459201e+01,3.555815234e+01,9.766782453e+01,4.028645746e+01,6.044805625e+01,7.709160277e+01,4.936392135e+01,6.182035050e+01,1.791564076e+01,7.699802048e+01,9.988311623e+01,8.820326717e+01,7.561659873e+01,4.719235648e+01,2.514366493e+01,1.119109068e+01,8.950353822e+01,6.427659242e+01,5.274828693e+01,4.026899127e+01,9.518576134e+01,9.326497527e+01,9.440573776e+01,6.308949876e+01,1.299184253e+01,4.777358054e+01,2.003762933e+01,1.996627840e+01,9.478747436e+01,7.259568027e+01,9.501208732e+01,6.545841713e+00,8.831225486e+01,6.078669400e+01,1.459284952e+01,2.795705513e+01,1.881343339e+01,6.315865518e+01,9.949716003e+01,2.026945417e+01,8.498735504e+01,4.362816552e+01,2.155272623e+01,6.871758242e+01,9.421620367e+01,8.440649637e+01,8.703689971e+01,6.236278693e+01,3.695869528e+01,4.516718064e+01,7.837298320e+01,5.852061834e+01,9.378567768e+00,7.509762206e+01,9.758733902e+01,8.179232919e+01,3.292004854e+01,6.819948016e+01,7.887016768e+01,7.990259107e+01,1.920604320e+01,2.794861983e+01,3.327687032e+01,6.586210241e+01,2.849530923e+00,7.438789216e+00,7.691723321e+01,2.963296097e-01,8.885269848e+01,4.814968506e+01,6.515744420e+01,8.382779261e+01,6.652949901e+01,2.319268345e+00,6.972836621e+01,2.357031468e+01,7.336474879e+01,8.411400416e+01,6.098557284e+01,4.296012787e+01,3.170681443e+01,9.408994625e+01,9.691901011e+01,7.540541922e+01,2.901431849e+01,2.469050689e+01,5.716324443e+01,7.502188005e+01
1.054710291e+01,5.193690540e+01,2.261177597e+01,8.391960918e+01,5.209696265e+01,2.600191284e+01,6.606970982e+01,9.693451929e+00,5.085133267e+01,7.137949427e+01,8.455929775e+01,3.303288958e+01,7.172085017e+01,6.170715901e+01,5.001345185e+01,7.614036401e+01,9.637385126e+01,2.961695809e+01,9.272373746e+01,8.026510339e+01,7.249517301e+01,4.987306481e+01,8.102351183e+01,6.813797198e+01,2.815881524e+01,3.232563180e+01,2.083781389e+01,4.218602479e+00,8.315047475e+01,6.582430259e+01,4.684166982e+01,5.151304584e+01,5.374813342e+01,3.638541547e+01,9.235779283e+01,2.603796590e+01,7.026359619e+01,5.700427134e+01,4.615527364e+01,9.763708638e+01,6.981331036e+01,7.358055945e+01,2.694286418e+01,3.223528530e+01,5.244175299e+01,7.482388259e+00,7.590673505e+01,1.053947229e-01,8.114947749e+01,6.384345737e+00,6.205459321e+01,2.080814125e+01,3.337408269e+01,1.893155359e+01,8.971539029e+01,2.007287516e+00,4.912200137e+01,8.684793369e+01,3.566879736e+01,5.309463548e+01,9.323648962e+01,2.270959594e+01,3.304613958e+01,5.337756037e+01,4.538528153e+01,9.925525707e+01,9.337348420e+01,7.795121047e+01,7.773835610e+01,5.974683909e+00,7.722562754e+01,7.657625400e+01,7.667700935e+01,3.721570000e+01,2.624311021e+01,3.918783803e+01,7.761340317e+01,8.666640862e+01,8.984148299e+01,9.225343952e+01,8.591534961e+01,3.491050381e+01,6.078455425e+01,8.884636049e+01,5.839921655e+00,9.469873989e+00,7.923671668e+01,5.419169215e+01,4.150467149e+01,5.752532279e+01,8.284438857e+01,7.011417871e+01,1.602811698e+01,9.013539619e+01,2.912407056e+01,8.488744094e+01,6.918765277e+01,3.986025516e+00
2.616956376e+01,1.799745176e+01,1.064098629e+01,2.996411925e+01,1.104871077e+01,9.084178176e+01,6.210889206e+01,3.364748867e+01,6.960859671e+01,4.329674220e+01,2.531688208e+01,2.164486312e+01,8.631555630e+01,7.991662506e+01,7.370011185e+01,5.331547807e+01,3.823719919e+01,5.842095538e+00,3.121053392e+01,3.788354756e+01,6.845746673e+00,1.333659581e+01,5.005814644e+01,6.757826550e+01,8.630498885e+01,9.273983123e+01,2.557197009e+01,7.080808820e+01,9.418666837e+01,7.868030268e-01,2.891441579e+01,4.014580750e+01,7.724906274e+01,4.028084553e+01,2.511852214e+01,3.552475819e+00,2.355113634e+01,4.783452178e+01,5.792917500e+01,3.454856747e+00,9.973208673e+00,1.823199601e+01,5.117168746e+01,4.161532287e+01,6.367737447e+01,8.282670223e+01,3.629021909e+01,7.020317449e+01,8.525672133e+01,4.207105308e+01,7.115896306e+01,3.153679649e+00,5.356846873e+01,9.812635464e+01,7.909841449e+01,2.327163097e+01,2.703178821e+00,2.494258954e+01,2.802224880e+00,3.406635670e+01,5.825638404e+01,3.719632671e+01,4.243758501e+01,7.207748564e+01,5.363429825e+01,6.992029800e+01,4.689711949e+01,8.803322881e+01,8.544586027e+01,6.455409927e+01,8.905951258e+01,5.160664142e+01,8.562511579e+01,9.182841883e+01,6.727269351e+01,7.285051960e+01,7.174542626e+01,6.620160393e+01,4.421109561e+01,3.427914981e+01,6.159370820e+01,3.038643765e+01,4.268117138e+00,4.322947362e+01,5.113545655e+01,4.876172177e+01,4.244377255e+01,9.013755760e-01,2.676521577e+00,6.923723187e+00,5.588308281e+01,3.205974947e+01,2.605824008e+01,6.998487213e+01,4.552614377e+01,3.234558580e+01,4.577329892e+01,4.932617111e+01
1.194026047e+01,4.385303147e+01,6.529924240e+01,3.529240035e+00,9.902444577e+01,8.385166486e+00,6.712913800e+01,9.917068601e+01,9.551688806e+01,5.731817914e+01,2.666023924e+01,6.340645406e+01,8.542583561e+00,5.733750748e+01,9.416082880e+01,2.835042413e+01,2.375124249e+01,6.830767015e+01,9.587911109e+01,1.555464065e+01,6.071354408e+01,5.322124937e+01,3.910674984e+00,3.194056697e+01,7.743536392e+01,3.093977499e+01,4.500781076e+01,1.733410329e+01,6.784968227e+01,8.315023154e+01,4.045156974e+00,5.398042463e+01,7.597475718e+01,8.448974797e+01,9.935543504e+01,9.651209143e+01,7.295673366e+01,2.950768745e+01,9.464609221e+01,7.666428986e+01,5.881519869e+01,5.997716700e+01,1.213935783e+01,4.251693438e+01,1.381475232e+01,1.074116808e+01,5.328344495e+01,7.890893860e+01,1.924136082e+01,1.452140861e+01,8.345137109e+00,7.022429436e+01,7.268974522e+01,8.266072375e+01,7.023502932e+01,2.450624575e+01,1.033507366e+00,2.672209509e+01,6.175343624e+01,3.937685270e+01,4.018902023e+01,8.513473678e+01,7.886654521e+01,8.872995816e+01,1.326779736e+01,9.670361494e+01,7.302734497e+01,3.045352275e+01,8.809032629e+01,3.332865834e+01,4.747352777e+01,4.940357614e+01,7.367956676e+01,6.817656688e+01,2.001938084e+00,5.286683842e+01,1.756419726e+01,5.233062500e+01,2.705850460e+01,7.696069020e+01,4.187247663e+01,9.456327774e+01,8.754101465e+01,7.887562041e+01,7.697527189e+00,7.541072310e+01,8.023104304e+01,3.270744482e+00,1.816095051e+00,3.315192385e+01,6.073617705e+01,1.343232697e+01,1.702215608e+01,8.128716240e+01,9.595251527e+01,8.310844251e+01,1.232862134e+01,2.246934396e+00
6.822479778e+00,3.665794525e+01,5.312034015e+01,2.192868067e+00,3.921137169e+01,5.552692842e+01,5.453339571e+01,4.263291848e+01,3.126092721e+01,5.825277852e+01,8.581432684e+01,6.082504846e+01,8.502752234e+01,2.964637266e+01,2.037346411e+00,4.185903870e+01,6.278353902e+01,8.494889521e+01,2.110644515e+01,5.975447633e+01,3.480444673e+01,9.740940443e+01,9.495221524e+01,5.059794051e+01,3.854566618e+00,8.357599276e+01,3.212188880e+01,3.895097370e+01,2.349959666e+01,5.151170428e+01,9.694857879e+01,2.137926092e+00,8.479528563e+01,6.592475986e+01,8.505637638e+01,3.043576954e+01,2.524960001e+01,7.543783444e+00,2.203921213e+00,1.719935734e+01,9.391461805e+01,8.054642883e+01,1.650953755e+01,4.288548300e+01,3.178928717e+01,3.120221965e+01,3.483079698e+01,6.414498377e+01,6.558481256e+01,7.584383088e+01,6.952717770e+01,5.643293284e+01,5.916472616e+01,5.628544711e+01,6.776959697e+00,5.737637841e+01,9.360340731e+01,6.766373658e+01,3.331940701e+00,9.764009142e+01,2.230662279e+01,7.677027855e+01,6.908082720e+01,3.144212898e+01,1.451261585e+01,9.116706632e+01,1.042620069e+01,4.999195251e+01,7.134431006e+01,3.091549938e+01,2.967600120e+01,6.051912648e+01,2.577109177e+01,1.023133357e+01,1.621623338e+01,5.742133346e+01,9.839534480e+01,3.696534480e+01,5.596011174e+01,1.773929892e+01,3.810441891e+01,5.792400407e+01,1.342475715e+01,2.943647803e+01,5.096737155e+01,6.337704146e+01,2.479632514e+01,8.619962378e+01,4.729802636e+01,3.515056986e+01,1.047513534e+00,2.564008036e+01,4.021258907e+01,3.104980168e+01,1.215854511e+01,2.757202530e+01,1.020839279e+01,7.173897325e+01
4.714261217e+01,7.549070204e+01,4.749799052e+01,7.851569580e+01,2.714909130e+01,8.444605134e+01,6.494604513e+01,3.413166994e+01,4.380269685e+01,9.366794470e+01,1.052379328e+01,3.581446028e+01,2.833721868e+01,5.256129669e+01,3.062368394e+01,3.402190385e+01,7.263432890e+01,4.841896029e+01,4.454795771e+01,1.985436284e+01,5.536476246e+01,6.795548226e+01,8.865173114e+01,8.863820882e+01,2.760212708e+01,5.885350980e+01,1.529041465e+01,8.369588551e+01,2.537112871e+01,9.536617389e+01,4.447645202e+00,7.400253693e+01,2.387847878e+00,7.861066195e+01,1.794719340e+01,9.505493334e+01,9.299902291e+01,2.558667707e+01,7.354477767e+01,5.376449151e+01,8.095267559e+01,7.559912004e+01,9.573858650e+01,5.788685533e+01,9.084842754e+01,2.419262690e+01,8.323831507e+01,8.863777333e+01,4.109258588e+01,2.392807218e+01,3.854911715e+01,9.468629254e+01,2.269431381e+01,9.248263930e+01,6.450553436e+01,6.470758043e+01,1.824539425e+01,8.022546887e+00,8.290090334e+01,6.405462865e+00,4.184410227e+00,3.899604609e+01,9.899371885e+01,9.012483423e+01,2.146078293e+01,6.442723328e+01,5.601770774e+01,8.209101054e+00,9.206165549e+00,9.059481336e+01,2.939199633e+01,4.100436414e+00,5.382531090e+01,6.093393964e+01,5.744681377e+01,4.110016660e+00,7.742606624e+01,4.714109616e+01,6.642121129e+01,3.596327410e+01,1.689150948e+01,9.891614310e+01,1.742660979e+01,2.936071196e+01,5.350251928e+01,4.148691415e+01,7.452888562e+01,3.120657828e+01,4.116678174e+00,4.858447952e+01,7.869518092e+01,1.517758364e+01,1.352061282e+01,6.154858124e+01,2.798344117e+01,2.972968303e+01,1.647884660e+01,6.429271439e+01
3.417645819e+01,3.027825412e+01,9.878660526e+01,6.233548587e+01,1.282911513e+01,2.248040866e+01,2.113377948e+01,7.465147285e+01,9.734469702e+00,4.577792013e+01,2.544910913e+01,7.936212404e+01,6.551325834e+01,9.088268542e+01,2.824580172e+01,3.806675552e-01,8.122042420e+01,8.282332689e+01,8.223489239e+00,7.917025666e+01,5.594738392e+01,4.057206346e+01,5.824442188e+01,5.106867132e+01,1.127322307e+01,7.820397273e+01,2.248526220e+01,1.466900837e+01,6.848354343e+01,9.449167306e+01,7.024425078e+01,4.795324077e+01,9.791732572e+01,7.826937725e+01,1.036071849e+01,4.180647095e+01,1.537346399e+01,9.588840190e+01,9.047871943e+01,9.311113080e+01,4.125282337e+01,4.539514502e+01,1.960168475e+01,3.326580943e+01,9.451865671e+01,9.030197175e+01,6.088579173e+01,8.379924172e+01,6.876223007e+01,5.115534863e+01,5.656548643e+01,1.879713394e+01,3.678301539e+01,3.013377519e+01,5.741735551e+01,4.843309312e+01,9.837959822e+01,6.898276780e+01,6.790724731e+01,9.790168503e+01,3.831122593e+01,2.083827872e+01,5.161572645e+01,1.477191891e+01,1.422567671e+01,8.811936903e+01,3.777585125e+01,8.796029656e+01,9.866996500e+01,2.803035671e+01,4.709198622e+01,6.265455122e+01,9.000853502e+01,5.827790476e+01,9.853450862e+01,1.770905963e+01,9.111086054e+01,8.691674750e+01,6.474905396e+01,8.903936618e+01,4.614663593e+01,9.885654378e+00,1.326822273e+01,1.983877333e+01,1.885845708e+00,1.132613994e+01,6.851231518e+01,3.968402177e+01,5.730032174e+01,8.046580226e+01,8.751265532e+01,3.244318308e+00,8.603568276e+01,7.448665753e+01,8.841077680e+01,1.873239160e+01,9.146295418e+01,2.043169187e+01
