v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28
8.756051793e+01,1.822153453e+01,8.982111151e+01,6.095560513e+01,7.328561661e+00,1.825589448e+01,7.077023777e+01,8.547410773e+01,9.438736476e+01,6.053710025e+01,5.353251397e+01,8.969087679e+01,5.852544644e+01,9.646404076e+01,1.662217964e+01,9.458026804e+01,3.163558139e+01,9.770762052e+00,7.993252494e+01,6.367736236e+01,3.996183140e+01,3.095559423e+01,9.379721727e+01,9.777799127e+01,3.585138244e+01,9.026582321e+01,9.497139376e+01,8.535807779e+01
7.722700106e+01,5.662574420e+01,1.680847565e+01,3.432476887e+01,9.840418460e+01,1.299279745e+01,5.407672448e+01,2.026936942e+01,4.859045612e+01,6.616031121e+01,9.503729344e+00,8.808739828e+01,6.401985405e+01,8.965712284e+01,7.243426265e+01,5.084520253e+00,5.043237931e+01,8.268675108e+01,2.968867756e+01,8.215404840e+01,9.072334286e+01,9.864771086e+01,5.495280850e+01,6.173199673e+00,6.257812623e+01,7.855707300e+01,2.418322449e+00,4.928463151e+01
3.104917900e+01,4.885186312e+01,1.521621356e+01,9.080744443e+01,7.528905946e+01,1.061611495e+01,4.452262768e+01,7.585274969e+01,1.272743749e+01,3.377553906e+01,6.270982394e+01,1.410878564e+01,4.563271176e+01,7.860398058e+01,2.147158802e+01,7.561214408e+01,8.875978141e+01,9.697318381e+01,2.695760867e+01,2.324588376e+01,2.100460295e+01,5.703074471e+01,6.853880971e+01,6.683212691e+01,7.893115948e+01,2.545995020e+01,9.235171960e+01,7.698538373e+01
5.068852246e+01,4.032774748e+01,1.789596692e+01,4.054337407e+01,1.222725334e+01,9.817546357e+01,9.254442119e+01,2.744584037e+01,8.032210883e+01,4.452247652e+01,6.807946860e+01,8.254834042e+01,5.609997657e+01,5.096730034e+00,3.298178945e+01,3.042285629e+01,4.489581531e+01,4.877129104e+01,9.995932430e+01,1.745299308e+01,9.910310190e+01,1.390233339e+01,5.308185731e+01,2.342824612e+01,3.644926371e+01,8.302913493e+01,3.504426910e+01,7.058154023e+01
6.447052682e+01,5.055729820e+01,7.533640530e+00,8.907378069e+01,8.190032054e+00,2.287165671e+00,3.626423940e+01,4.637693234e+00,7.564854946e+01,9.679561507e+01,6.817708603e+01,8.084774589e+01,1.343615867e+01,2.033869246e+01,9.173841608e+01,1.155102159e+01,2.390755355e+01,3.446037144e+01,2.772309915e+01,1.227295630e+01,4.641156056e+01,5.899737436e+01,2.750124870e+01,1.466330162e+01,2.546401434e+01,2.824398501e+01,7.571468454e+00,4.517359167e+01
4.770529815e+01,8.222591962e+01,3.526064309e+00,9.482709133e+01,1.083126361e+01,2.717290916e+00,2.931620571e+01,3.124882136e+01,9.747812088e+01,9.101834621e+01,6.479286302e+01,3.411344572e+01,2.633939214e+01,3.494074412e+01,2.016179919e+01,2.497695583e+01,7.108503336e+01,1.290439450e+01,5.209318891e+00,3.143433977e+01,5.105086816e+01,2.358013762e+01,4.392317961e+01,1.465043466e+00,4.403606287e+01,9.685306571e+01,2.533512518e+01,5.993291534e+01
3.327371276e+01,6.246868492e+01,2.298027116e+00,1.789377937e+01,4.347242692e+01,4.217721481e+01,7.288581428e+01,6.089685351e+01,6.090049245e+00,4.116857926e+01,9.805303522e+01,9.863889475e+01,4.936687293e+01,7.420920300e+01,3.158994095e+01,8.142844503e+01,3.668718956e+01,2.168940479e+01,2.078306098e+01,2.731824483e+01,9.178396954e+00,7.227171467e+01,8.206316156e+01,6.915481373e+01,7.651186166e+01,6.002925775e+01,7.534186679e+01,1.179637546e+01
6.229186489e+01,1.111539374e+00,9.771127009e+01,9.335634347e+01,2.988006860e+01,3.857238470e+01,6.415157592e+01,3.111786356e+01,4.280178399e+01,1.356130561e+01,9.228334096e+00,2.998536531e+01,3.811088572e+00,6.652699897e+01,6.876679810e+01,6.318260471e+01,4.579326110e+01,1.916658112e-01,3.736614560e+01,1.235774835e+01,3.584438436e+01,6.388785936e+01,7.075409182e+01,9.945376947e+01,1.087231656e+01,5.611756041e+00,1.148712337e+01,2.295058551e+01
2.964015365e+01,7.517239783e+01,6.007026863e+01,4.807872807e+01,4.275494827e+01,3.364277874e+01,6.214084536e+01,2.963871961e+01,9.882227598e+01,5.676946230e+01,7.273908191e+01,9.101760139e+01,2.222524620e+01,5.440987676e+01,6.673059755e+01,7.083186114e+01,8.185889413e+00,2.114480821e+01,2.520272950e+01,5.275941576e+01,1.382088837e+01,3.493452713e+01,7.024821167e+01,8.541105317e+01,2.245896739e+01,2.470117984e+01,5.831624079e+01,1.752885360e+01
3.266458982e+01,2.848717263e+01,6.190613904e+00,4.667200635e+01,8.252581912e+01,6.773633374e+00,1.991988625e+01,3.828100803e+01,8.282858937e+01,9.350097066e+01,4.202983597e+01,5.164022998e+00,9.112382766e+01,9.504189668e+01,3.214245897e+01,8.310541819e+01,4.695091180e+01,1.499053905e+01,6.255476705e+01,5.546298991e+01,6.006135069e+01,3.169679086e+01,5.804986460e+00,6.119850979e+01,9.692607139e+01,4.686389465e+01,2.129098536e+00,9.905257864e+01
1.610299907e+01,1.989768621e+01,6.386116381e+00,9.608033030e+01,2.514675124e+01,9.796815487e+01,9.141738346e+01,3.935623329e+01,9.555511180e+01,6.523504843e+01,2.849851592e+01,2.022623251e+01,7.802091165e+01,9.828328194e+01,9.888767337e+01,5.674365753e+01,1.566096924e+01,6.902948764e+01,6.997077462e+01,3.216873601e+00,5.342333190e+01,6.049957574e+01,3.245656671e+01,6.446660384e+01,2.092559715e+01,8.394353345e+01,9.531235423e+01,3.603744583e+01
6.459395371e+01,3.453506823e+01,7.692374406e+01,3.523032544e+01,7.451381675e+01,5.288219284e+01,7.764718904e+01,1.036056737e+01,3.541786152e+01,4.429744302e+01,8.773964318e+01,5.424338407e+01,6.776416447e+01,5.588909687e+01,5.740894315e+01,7.316941769e+01,3.926327308e+01,9.770448553e+01,2.673169435e+01,5.103192299e+01,8.400600452e+01,2.723937784e+01,1.708720153e+01,8.231652552e+01,9.495591857e+01,4.078432113e+01,2.945279039e+00,7.363774185e+00
7.865088718e-01,2.672666956e+01,3.913044339e+01,1.792733667e+01,1.426263608e+01,9.518116183e+01,3.154101666e+01,6.683547055e+00,6.168667313e+01,5.836058304e+01,4.800588200e+01,3.441417423e+01,4.582756899e+01,2.373491303e+01,9.756301030e+01,5.792595007e+00,3.267467918e+01,1.254541517e+01,6.215156029e+01,5.420513438e+01,4.178085572e+01,3.257570656e+01,2.037268621e+01,5.583293934e+01,8.895804246e+01,6.268023748e+01,5.587799410e+01,7.683031570e-01
5.624584534e+01,3.539044209e+01,3.040485749e+01,2.237522195e+01,4.059385575e+01,9.436714322e+01,9.094901533e+01,8.557869261e+01,9.128594991e+01,3.176783084e+01,3.084971969e+01,1.749394213e+01,4.239025397e+01,8.353589348e+01,4.389231938e+01,7.234047168e+01,4.051317464e+01,7.943955179e+01,2.378770406e+01,2.580001271e+01,9.262851745e+01,6.518671248e+01,7.824989068e+01,2.338984357e+01,8.144021950e+01,2.480116517e+00,7.677736585e+01,4.340438499e+01
4.331554489e+01,3.629432792e+01,1.497199603e+01,2.319947487e+01,1.196051382e+01,9.460022031e+01,9.372734627e+01,1.526946994e+01,2.029984747e+01,7.192740276e+01,3.608478260e+01,7.659971588e+01,8.513634635e+01,1.167935920e+00,5.598818998e+01,9.845008615e+01,4.862348424e+00,9.152370531e+01,3.548389162e+01,1.916202813e+01,1.601829943e+01,8.651678369e+01,6.042647851e+01,8.904544852e+01,9.097758989e+01,7.411407411e+01,8.896109228e+01,8.371231129e+01
7.995403533e+00,1.213229742e+01,6.387900404e+01,3.642577313e+00,8.271210065e+01,3.797261883e+01,6.836219200e+01,6.676846910e+01,3.870047713e+01,9.516210395e+01,8.437398627e+01,3.497937777e+01,9.432288905e+01,1.234456188e+01,3.259572416e+01,5.274834464e+01,9.441778853e+01,4.535263241e+01,1.394475260e+01,7.566165263e+01,5.889918667e+01,1.676765762e+01,8.161184599e+01,3.052603757e+01,3.228469801e+01,8.664207072e+01,7.436215475e+01,3.507273059e+01
4.011176940e+01,9.993463567e+00,4.826137386e+01,4.446565440e+01,9.299016640e+01,9.851952186e+01,5.842007365e+01,3.481266758e+01,8.140184899e+01,2.187266153e+00,9.170917704e+01,7.096213432e+01,1.772382870e+01,3.027844950e+01,7.346323759e+01,2.031033154e+01,4.715741614e+01,9.655054779e+01,8.738331214e+01,5.702166826e+01,3.014922372e+01,1.314078303e+01,1.970855566e+01,1.116595960e+00,6.339072577e+00,9.134013710e+01,4.516737150e+01,9.217724595e+01
3.764408414e+01,9.680711568e+01,2.770178182e+01,1.226796649e+01,5.254202393e+01,4.759813710e+01,2.404766776e+01,4.472143075e+01,3.288315120e+01,2.170075304e+01,1.997813716e+01,7.145921267e+01,6.463014473e+01,3.405131045e+01,2.884573946e+01,2.015371981e+01,9.700257552e+01,3.356211049e+01,4.347468386e+01,5.450270656e+01,1.916092557e+01,3.199723705e+01,9.245504224e+01,1.486619484e+01,4.475400912e+01,7.772330100e+01,3.559790044e+01,9.391455273e+01
1.117420716e+01,5.846841725e+00,8.995176260e+01,6.189337104e+01,5.928892940e+01,5.797050304e+01,9.756826264e+01,4.613531356e+01,7.295552640e+01,3.906258647e+00,9.933134143e+01,4.814734328e+01,5.012730604e+01,8.944101841e+00,9.381843506e+01,2.173191660e+00,6.456990591e+01,6.532599372e+01,1.629576943e+01,9.385342129e+01,9.792433622e+01,2.939965137e+01,7.138396939e+01,8.679661501e+01,6.125910595e+01,2.138022150e+01,4.747448360e+01,6.927905049e-01
8.242424373e+01,8.271096377e+01,7.905127301e+01,8.045008052e+01,9.901228833e+01,8.561089294e+01,7.437339760e+01,3.304781728e+01,7.484806246e+01,3.796337618e+01,4.081962533e+01,9.962864844e+01,7.118522177e+01,9.177118992e+01,5.967078907e+01,6.546475752e+01,2.727345706e+01,2.560409689e+01,6.053275900e+01,4.401079742e+01,1.773662303e+01,7.475620906e+01,8.666549903e+01,1.695717965e+01,2.347183134e+00,6.123303106e+01,9.788207753e+01,3.948231609e+01
1.990598729e+01,9.376575714e+01,2.823076346e+01,4.269561949e+01,9.007456286e+01,9.265444515e+01,9.360587288e+01,8.518457212e+01,4.164396719e+01,4.425914656e+00,3.832715779e+00,2.570462721e+00,3.992946356e+01,1.713908330e+01,5.349047586e+01,9.944531027e+01,6.111154793e+01,9.041669472e+01,7.594925351e+01,3.525402865e+01,5.320156936e+01,8.445894932e+01,7.828502254e-01,9.889012509e+01,8.039083474e+01,1.532873048e+01,7.308180330e+00,1.988313047e+01
1.376051986e+01,9.971444798e+01,2.196639401e+01,7.713986847e+01,2.123966962e+01,6.256758748e+01,8.194278671e+01,9.691873009e+00,8.507987444e+01,6.270818266e+01,2.267512630e+01,4.948513343e+01,3.799804991e+01,3.382414870e+01,8.189833937e+01,8.232106581e+00,9.742900427e+01,8.831916396e+00,3.615020496e+01,4.302547770e+01,5.099398976e+01,6.904642659e+01,5.247523202e+01,2.805663675e+01,6.965702146e+01,7.424387663e+01,8.458817931e+01,4.618485732e+01
8.861004298e+01,3.554197590e-01,6.733224131e+00,7.391365870e+01,8.932532152e+01,1.798675361e+01,6.227149591e+01,7.873506722e+01,8.071405077e+01,5.126045943e+01,7.415805765e+01,5.022682664e+01,4.112844113e+01,3.099873027e+01,1.822069627e+01,3.646158766e+01,5.796592590e+01,5.014630461e+01,3.559325002e+01,8.467127184e+01,4.303105367e+01,1.408042125e+01,9.572926631e+01,1.254437734e+01,8.601740039e+01,5.708360436e+01,3.733350975e+01,7.709749449e+01
2.897295010e+01,7.868477491e+01,7.718678270e+01,1.002234333e+01,5.123922505e+01,2.526625480e+01,4.849676084e+01,3.553387513e+00,6.314042802e+01,8.288606006e+01,1.690250409e+01,3.930182340e+01,2.092850820e+01,4.232928914e+01,4.246700308e+01,2.264856372e+01,6.830679040e+01,6.694614007e+00,4.200733013e+01,5.875672898e+01,8.697675246e+01,5.291902236e+01,4.780903821e+01,1.623302717e+01,8.301521090e+00,5.537661707e+01,9.503968416e+01,6.767495572e+01
6.366511042e+01,3.994959123e+01,2.856987779e+01,2.408920803e+01,3.405065258e+01,6.147223540e+01,9.343643101e+01,2.837149723e+00,7.352084867e+01,9.900397829e+01,4.285067296e+01,7.064396790e+01,7.602589002e+01,8.870936206e+01,4.181269054e+01,9.231528577e+01,5.876098397e+01,9.664868863e+01,2.635534317e+01,9.618547781e+01,5.757513985e+01,7.596477623e+01,6.925608143e+01,7.889295565e+01,8.377293027e+01,6.662554114e+01,6.535629502e+01,5.595644636e+01
8.572148950e+01,3.823161743e+01,7.495430766e+01,1.950876572e+01,5.755948869e+01,5.149242213e+01,7.982123736e+01,6.776342947e+01,3.663864391e+01,5.681196466e+01,6.366495908e+01,3.698793616e-01,9.280597610e+01,2.845485072e+01,1.897891697e+01,9.959556091e+01,7.280967898e+01,5.836764367e+01,4.962818383e+01,3.660850399e+00,7.653804129e+01,3.996226199e+00,3.204980163e+01,6.327156673e+01,3.909268629e+01,1.094096912e+01,8.299202453e+01,9.327432812e+01
7.417971285e+01,7.314419060e+01,6.828943183e+01,9.614142965e+01,7.425228018e+01,9.982246594e+01,4.293990800e+01,7.490652151e+01,5.300746626e+01,7.333503916e+01,7.215380579e+01,9.093842603e+00,8.485665842e+01,4.293136284e+00,5.991340588e+01,4.582528124e+01,4.699976485e+00,5.700052698e+01,4.464228043e+01,4.382050754e+01,4.121635982e+01,8.779014188e+01,3.197761897e+01,8.798597307e+01,2.333921734e+01,3.254490831e+01,9.734745388e+01,6.688804653e+01
3.831405695e+01,3.932054002e+01,2.947253351e+01,9.679711942e+01,7.608517272e+01,8.922682366e+01,2.480275085e+01,9.593365116e+01,1.658560997e+01,1.147060800e+01,6.459769947e+01,6.803804368e+01,4.914115914e+01,5.936119722e+01,6.020199175e+01,2.361913545e+01,9.157499140e+00,5.793094004e+01,1.064152168e+01,9.374141751e+01,7.979276099e+01,6.554799589e+01,1.172276591e+01,1.105205520e+01,2.217424680e+01,3.026063395e+01,1.829509509e+01,7.082309054e+01
4.458514980e+01,7.715266486e+01,9.887760052e+01,8.036398614e+00,1.093199648e+01,5.278439754e+01,5.124193606e+00,9.694404394e+01,9.109729744e+01,7.057078603e+01,3.920588905e+01,6.361511542e+01,7.596844161e+01,7.362759356e+01,3.496612134e+01,3.780820726e+01,6.239953437e+01,2.999611381e+01,4.662739687e+01,4.985247766e+01,1.049946440e+01,7.545800322e+01,6.073600790e+01,9.146118529e+01,2.114434604e+01,9.283273486e+01,6.040654291e+01,7.908326742e+01
9.822720371e+01,7.596414173e+01,1.873483501e+01,8.252559852e+01,2.380528872e+01,5.157930508e+01,3.094132816e+00,6.704153289e+01,1.643549675e+01,5.171235912e+01,7.318779089e+01,7.124569769e+01,9.297923277e+01,9.246005713e+01,7.411768252e+01,2.303127259e+01,2.669801045e+00,6.493611040e+01,3.347558307e+01,8.414529493e+00,6.680271622e+01,7.676680513e+01,5.468441012e+01,2.458789577e+01,3.657029762e+01,1.197719530e+01,9.480850760e+01,2.606693325e+01
6.425283592e+01,3.082773006e+01,1.031663835e+01,4.243887595e+01,5.366790518e+01,9.750896747e+01,4.928934568e+01,9.905575044e+01,4.414706724e+00,8.202169214e+01,9.237859744e+01,8.131464600e+01,9.501281731e+00,1.437587356e+01,2.360145156e+01,1.137830690e+00,3.648426033e+01,1.041964279e+01,7.765062324e+01,8.177909607e+01,2.060607933e+01,1.410896012e+01,3.650376111e+01,3.286668057e+01,6.305704149e+01,4.769995944e+01,5.959693105e+01,4.499101970e+00
1.626181796e+00,1.872258904e+01,8.908206083e+01,7.929069862e+01,6.641103490e+01,9.823254099e+01,9.180746149e+01,9.444701073e+01,5.581726035e+01,3.824563753e+00,8.008384926e+01,3.221357297e+01,3.104658671e+01,7.381629722e+01,8.677022303e+00,8.914505607e+00,2.144281986e+00,3.744158561e+01,1.531858974e+00,6.400616372e+01,3.805996728e+01,1.487992139e+01,4.291334305e+01,3.773738998e+01,1.592446813e+01,1.543717711e+01,9.433411823e+01,1.357605873e+01
7.251062256e+01,9.993913442e+01,5.561330360e+01,8.754652979e+01,2.724299757e+01,1.662366515e+01,9.745234138e+01,5.474385085e+01,7.365522777e+01,9.304434570e+01,6.487854727e+01,2.259724088e+01,2.275493166e+01,8.605692838e+01,2.796209734e+01,9.656835348e+01,9.624455508e+01,4.563016817e+01,2.419544814e+01,7.416669272e+01,5.954997730e+01,3.038656273e+01,7.968467392e+01,8.109223723e+01,6.934816884e+01,1.158549419e+01,9.166063458e+01,2.342359482e+01
1.550160532e+01,7.630990930e+01,8.655313034e+00,1.178584673e+01,1.326407551e+01,5.394145629e+01,4.534629067e+01,6.163068920e+00,9.691641292e+01,7.638203373e+01,6.860196571e+01,6.999018911e+01,8.059609430e+01,8.315227803e+01,6.790118026e+01,7.322841300e+01,7.405633887e+01,9.923814249e+01,5.107960195e+01,3.351259182e+01,4.183127949e+01,8.172707053e+01,7.638254802e+01,4.097176368e+01,2.648309553e+01,3.967485396e+00,1.356028845e+01,6.317198658e+01
9.134368776e+01,7.704458185e+01,6.882572173e+01,6.966956759e+01,9.435445542e+01,1.729721217e+01,3.774029147e+00,7.976284526e+01,3.486030843e+01,8.778795140e+01,8.418244745e+01,7.900408479e+01,3.780844286e+01,4.146754479e+01,4.557218044e+01,6.965583854e+01,1.325201661e+01,1.337153164e+01,2.270937215e+01,8.598323399e+01,9.950188855e+00,2.185271400e+01,6.707170526e+01,9.684040801e+01,2.303081452e+01,9.417522752e+01,8.790286583e-01,1.890875813e+01
8.796644199e+00,6.207172516e+01,4.338857740e+01,2.421026864e+01,8.622281136e+01,6.633374214e+01,8.958336218e+00,6.923338116e+01,5.668891342e+01,5.626692847e+00,5.214679595e+01,4.522020953e+01,4.268233690e+01,8.931917069e+01,7.202986516e+01,7.709984993e+01,4.357090749e+01,8.065508726e+01,5.309498651e+01,4.258041202e+01,6.350314636e+01,5.728744818e+01,9.746589859e+01,9.276452589e+01,4.039069804e+01,6.040623490e+01,8.003521815e+01,7.259436250e+01
7.576623788e+01,7.436607931e+01,7.063023427e+01,1.147446036e+01,2.482664312e+01,6.461409415e+01,5.263672840e+01,3.712319336e+00,3.352634869e+01,6.960212670e+01,9.312548633e+01,7.415639375e+01,5.383334089e+01,5.524868042e+01,4.355954976e+01,8.936606704e+01,3.736815545e+01,9.965353033e+01,8.518807774e+01,4.998441791e+01,4.002102251e+01,3.571972499e+01,8.370541785e+00,1.024134663e+01,9.632869100e+01,9.811224169e+01,9.207406433e+00,4.175951795e+00
4.925442627e+01,5.905218887e+01,3.785644852e+01,9.752984618e+01,6.690471527e+01,1.034477413e+01,5.198953281e+01,1.920196224e+01,5.871626026e+00,6.958411586e+01,8.197092552e+01,5.638045937e+01,6.934692855e+01,4.879868535e+01,7.733176284e+01,2.701743427e+01,4.497909045e+01,2.423012645e+01,3.202370717e+00,2.492616417e+01,5.933084776e+01,5.239793259e+00,8.673085393e+01,5.379194897e+01,7.548159924e+01,1.750887012e+01,2.037410480e+01,4.028273792e+01
8.092367471e+01,1.569872785e+01,2.025910637e+01,4.066956035e+01,2.050440291e+01,8.132949633e+01,4.132241434e+01,1.640779206e+01,7.177301870e+01,9.187483210e+01,1.929276800e+01,5.258765660e+01,4.495910051e+01,8.784601784e+01,7.600171836e+01,2.390347458e+01,6.267710467e+01,2.656263692e+01,7.535080711e+01,9.589819425e+01,7.629974382e+01,4.613586974e+01,3.085882471e+01,3.904305865e+01,6.694921215e+01,3.345485994e+01,6.094746164e+01,8.157835475e+01
2.888467187e+01,3.772626957e+01,6.566709983e+01,5.763985435e+01,2.822264855e+01,2.766373096e+01,9.976919110e+01,3.941559777e+01,1.818192155e+01,2.501157584e+01,4.913091601e+01,9.723483893e+01,2.849119991e+01,6.182610365e+01,9.340541096e+01,9.707968707e+01,7.244045478e+01,4.647889117e+01,6.443773031e+01,8.208441023e+01,6.465848149e+01,5.156647830e+01,7.710136573e+01,6.452283665e+01,5.648441872e+00,5.672575107e+01,4.446342754e+01,6.367033458e+00
7.636243638e+01,7.289517537e+01,2.618835055e+01,6.600224506e+01,9.361311195e+01,7.856453092e+01,1.917281406e+01,3.811522462e+01,2.229872319e+01,1.096353397e+01,3.072805148e+01,2.335350200e+01,4.851148361e+01,5.175096634e+01,4.646008321e+01,4.594082809e+01,3.214146214e+01,8.810266601e+01,8.801823194e+01,8.454776676e+01,5.267463350e+00,6.800082343e+01,8.618966674e+01,5.820044478e+01,4.487978982e+01,8.694471079e+01,8.307261442e+01,4.711027493e+01
8.913444814e+01,6.077144446e+01,5.799297692e+01,1.397619416e+01,5.479540233e+01,9.210202658e+01,5.551485196e+00,1.393269913e+01,5.112060637e+01,4.569821113e+01,8.505951348e+01,7.081710527e+01,5.871157900e+00,2.931942153e+01,6.787645515e+01,2.506978010e+01,2.062364299e+01,5.297621022e+01,3.511933419e+01,3.340544657e+00,5.747164329e+01,5.432136645e+01,8.199378423e+00,4.346292933e+01,8.497311762e+01,5.210265046e+01,8.944568587e+01,5.933274905e+01
1.954843509e+00,2.432058503e+01,4.904880359e+01,1.331186910e+01,8.161292561e+01,9.205629155e+01,5.961638580e+01,4.337425146e+01,8.537078729e+01,3.729960454e+01,8.986745732e+01,7.252340930e+01,8.495384557e+01,1.398084161e+00,9.708910742e+01,5.258968197e+00,7.087470984e+01,4.357989259e+01,2.214455615e+01,2.936201037e+01,8.759598825e+01,4.644806576e+01,2.861941414e+01,7.788585066e+01,6.460771646e+01,1.608482189e+01,6.712804128e+00,8.908671901e+01
6.700708905e+01,1.624507651e+01,6.621878600e+01,7.518556057e+01,5.943441894e+01,3.465612172e+01,6.776785060e+01,6.552385698e+01,4.408499295e+01,6.773182766e+01,9.617616597e+01,5.713375408e+01,5.628751579e+01,4.255647540e+01,2.655823311e+00,5.820637404e+01,7.132360128e+01,7.810559983e+01,6.204415101e+01,2.726767437e+01,3.492616736e+00,7.260308531e+01,1.340004622e+00,4.459127125e+01,3.052862252e+01,7.461477046e+01,7.786851381e+01,8.844146682e+01
9.403275444e+01,9.200679404e+01,6.635484669e+00,5.862864718e+00,3.200731996e+01,5.211692918e+01,8.065046614e+01,7.780442876e+01,7.349537778e+01,7.055427370e+00,2.447301763e+01,3.690573735e+01,4.520804046e+01,1.247063627e+01,7.053645881e+01,3.584053873e+01,3.032537682e+01,6.510318749e+01,2.440200913e+01,8.079550347e+01,6.316857689e+01,3.441789197e+00,8.256283192e+01,5.131211556e+01,6.756403193e+00,5.122535843e+01,9.920983886e+01,3.416617151e+01
8.554811190e+00,8.780969974e+00,8.418685105e+01,7.820421977e+01,8.466530428e+01,4.531048285e+01,1.730055475e+01,8.175262635e+01,5.183273327e+01,8.756568992e+01,9.948444434e+01,4.483310663e+01,6.068233414e+01,5.456555501e+01,9.039197579e+01,9.156618589e+01,8.228376614e+01,5.213730468e+01,4.384126925e+00,7.174946772e+00,6.854694836e+00,2.531470693e+01,1.247536738e+00,6.308267652e+01,9.253442478e+01,3.688746576e+01,2.554822874e+01,5.544034007e+01
4.724076022e+01,8.668436040e+01,6.472729300e+01,3.024480061e+01,4.826891890e+01,4.644008149e+00,2.355692563e+01,3.140031567e+01,6.672898459e+01,2.086845224e+01,5.656203797e+01,4.551118505e+01,7.966428559e+01,6.080047074e+01,4.117347167e+01,2.332644619e+01,3.393896433e+01,3.671326784e+01,5.360021882e+01,8.104599497e+01,7.421084798e+01,2.059340828e+01,8.563362531e+01,3.276269059e+01,8.843959357e+01,9.533259632e+01,6.441573657e+01,8.213671327e+01
4.410019756e+00,5.199508834e-01,2.096679962e+01,5.996296586e+01,3.185809890e+01,4.886554015e+01,9.897240907e+01,4.223492432e+01,3.398932182e+01,9.191280509e+01,6.923881616e+01,8.856824062e+01,8.676435407e+01,1.613367377e+01,3.431912700e+01,9.649132187e+01,1.462667220e+01,3.959207819e+01,5.135512640e+01,4.450748966e+01,4.535314400e+01,4.327956406e+01,6.654732070e+01,1.479161356e+01,1.191480328e+01,5.854286967e+01,2.361593518e+01,4.551056377e+01
3.774328147e+01,5.989747442e+01,4.394743216e+01,4.333963573e+01,5.691601290e+01,4.499094684e+01,2.825468790e+01,2.545952275e+01,6.305253442e+01,8.730809374e+01,1.597142936e+01,3.972984763e+01,9.707627090e+01,9.670744860e+01,6.956270535e+01,5.745309241e+01,4.687882538e+01,8.183992238e+00,6.324617163e+01,5.848468954e+01,2.052845946e+01,6.444788345e+01,1.021310173e+01,8.986291988e+01,3.455845597e+01,6.598636904e+01,8.075293745e+01,1.694971312e+01
2.369256195e+00,7.654260548e+01,4.261333719e+01,1.537508219e+01,3.177942491e+01,4.337883035e+01,9.651703462e+01,9.149230260e+01,3.958267019e+01,3.102189900e+01,1.309164175e+01,5.832680132e+01,6.857287617e+01,7.285815846e+01,8.118060215e+01,9.868505100e+01,4.124531952e+01,7.433253942e-01,9.394130878e+01,5.809429999e+01,1.572308310e+01,2.491605760e+01,4.414448462e+00,8.258123967e-01,9.095770722e+00,1.839488204e+01,8.519157641e+01,9.403967647e+01
4.472143073e+01,4.364482091e+00,1.229045024e+01,3.146462533e+00,2.119202340e+00,8.045086992e+01,4.125550409e+00,5.575808214e+01,7.976744321e+01,9.761812456e+01,7.439319689e+01,8.467965696e+01,7.882829608e+01,3.974404219e+01,9.657412186e+01,8.217436608e+01,9.293658642e+01,8.692030131e+01,5.282016533e+01,8.686507211e+00,5.234840740e+01,6.337045715e+01,8.151760227e+01,9.838896852e+01,5.655739833e+01,7.206268541e+01,1.313163970e+01,3.756264460e+01
6.236599770e+00,8.429861947e+01,9.954916535e+01,4.895275249e+01,9.254567862e+00,8.128672810e+01,7.489566310e+00,1.053445260e+01,1.418334113e+01,3.818846614e+01,7.069609060e+01,9.875406172e+01,4.069969234e+01,3.883668701e+01,5.548927282e+01,3.182092235e+01,3.137699331e+01,1.787986621e+01,7.259857864e+01,1.140458376e+01,7.556810991e+01,3.744980081e+01,9.716226698e+01,1.300341789e+01,2.782536386e+01,4.376982462e+00,5.840575731e+01,2.164479773e+01
6.934865681e+01,6.361886029e+01,9.141888570e+01,5.509883499e+01,5.132313966e+01,9.630765152e+01,4.938467228e+00,2.425914568e+00,1.178526839e+01,1.271279097e+01,1.914132181e+01,8.974664300e+01,4.197630156e+01,4.789804990e+01,5.498254140e+01,1.546361720e+01,2.379982658e+01,3.501727745e+01,1.917539205e+01,1.970667436e+01,4.378409499e+01,2.398876728e+01,7.054875764e+01,4.071064181e+01,4.546124158e+01,4.415846555e+01,8.572779749e+01,3.815539221e+01
4.981828713e+01,2.026394785e+01,4.669045535e+01,7.540414136e+01,8.778188134e+01,4.433387523e+01,2.454350695e+01,1.616293161e+00,9.943405666e+01,6.474269800e+01,8.058420473e+01,2.629566968e+01,4.618316285e+01,5.968063939e+01,7.225611840e+01,1.421669523e+00,1.453390755e+01,4.164557883e+01,2.428085968e+01,7.472766510e+01,1.580083511e+01,5.239736270e+01,3.347782444e+01,4.889991389e+01,2.581666931e+01,6.178933863e+01,4.412420795e+01,1.902899203e+01
3.926264052e+01,1.576382084e+01,7.470366289e+01,4.182918918e+01,3.692298358e+01,3.768788205e+01,9.507852415e+01,7.212515342e+01,7.310268315e+01,6.876227509e+01,1.686493234e+01,6.185629739e-01,4.225201657e+01,1.658448618e+01,5.523932736e+01,4.992709036e+01,8.790114075e+01,8.335781567e+00,8.567304492e+01,6.665219467e+01,7.895564725e+01,3.249453269e+00,2.474201063e+01,3.384108097e+01,4.123960854e+01,2.568229231e+01,7.170639388e+00,6.272528624e+01
