v1,v2,v3,v4,v5,v6,v7,v8,v9
4.702308463e+01,7.766594566e+01,9.875101333e+01,8.834026612e+01,7.773900545e+00,6.938686031e+01,2.458578727e+01,6.215444879e+01,2.981763095e+01
7.963372850e+01,2.067500893e+00,7.224138595e+01,6.661919828e+01,3.778394830e+00,6.407790479e+01,5.268984924e+01,4.241800911e+01,8.584035396e+01
4.876441215e+01,8.149609845e+01,6.273144538e+01,1.441670860e+01,4.982259375e+01,7.591160927e-01,2.193470018e+00,4.222946144e+01,9.594147810e+01
6.101073122e+00,4.570360192e+01,3.892231956e+01,3.725913262e+01,6.122343994e+01,6.699863981e+01,2.720501599e+01,6.979944020e+01,3.098705994e+00
5.929842008e+00,1.945219282e+01,9.669162930e+01,8.257853496e+01,5.973115878e+00,5.858234452e+01,6.297771196e+01,3.881625451e+01,1.580190827e+01
6.144917456e+01,2.367439226e+01,4.218995073e+01,2.083150755e+01,3.210186787e+01,2.577024034e+01,6.717753120e+01,1.720083245e+01,5.103969079e+01
5.039243026e+01,4.951249947e+01,6.193470343e+01,2.490828641e+01,8.137996711e+01,5.729582313e+01,1.335745903e+01,1.302999707e+01,4.431204526e+01
8.161803695e+01,4.599356528e+01,4.474157978e+01,1.063006372e+01,6.401090998e+01,8.172722393e+00,6.231700829e+01,6.192668352e+01,3.820575836e+01
1.763444392e+01,2.407889299e+01,9.808896436e+01,1.926003490e+01,1.734433219e+01,2.141949581e+01,7.576650266e+00,4.591684738e+01,3.204059666e+01
4.023074202e+01,6.544271405e+01,1.653861894e+01,5.841666108e+01,2.856810560e+01,6.315779010e+01,2.757250146e+01,2.766026780e+00,1.042510184e+01
7.881278874e+01,7.968185245e+00,6.849227645e+01,6.280041413e+01,5.134532749e+01,9.694945629e+01,4.020899800e+01,9.940246967e+01,4.225138334e+01
8.699202973e+01,9.485817923e+01,3.745622065e+01,8.372183442e+01,2.754819633e+01,6.298402554e+01,4.195594296e+01,1.567846315e+00,7.659257268e+01
4.745763547e+01,3.652704553e+01,3.321915411e+01,8.361010824e+01,7.668762251e+01,9.987086499e+01,2.303161541e+00,9.227951806e+01,3.754035982e+01
5.759593504e+01,8.378109496e+01,6.608123807e+00,5.446435079e+01,7.435741403e+01,5.259546340e+01,7.816498733e+01,4.056828032e+01,3.520034225e+01
6.466762145e+00,7.074820242e+01,2.969294314e+01,6.809788037e-01,6.951638692e+01,1.511465238e+01,8.412391013e+01,8.593755444e+01,6.940393115e+01
7.887853659e+00,5.598607469e+01,6.327370134e+01,3.232609624e+01,3.118222245e+01,9.204274379e+01,2.542500008e+01,9.302972841e+00,6.502623513e+01
8.997407746e+00,1.922357550e+01,1.735721497e+01,3.648214121e+01,8.171813693e+01,5.041834187e+01,6.152867877e+01,7.382747543e+01,7.136949425e+01
1.455495268e+01,7.608405947e+01,8.756420999e+01,1.121024653e+01,5.491712796e+01,6.759825508e+01,7.659819116e+01,6.392536543e+01,4.629654004e+01
6.451554712e+01,5.413129019e+01,7.592323653e+00,8.841855844e+01,8.965331992e+01,1.182479864e+01,2.824555104e+01,4.112703732e+01,1.291477026e+01
4.401162258e+01,6.943893579e+01,3.444930800e+00,7.970265201e+01,5.830023397e+01,7.121675032e+01,3.656084882e+01,8.057186346e+01,3.005665374e+01
2.287941294e+01,6.085146380e+01,5.037908092e+01,5.193882147e+01,2.216061870e+01,4.381932394e+01,5.127838544e+01,8.196571203e+01,9.518140893e+01
1.170497968e+00,3.594377980e+01,3.388039575e+01,9.669851015e+01,2.629655870e+01,7.814666502e+01,5.335263054e+01,6.899605895e+01,5.773688862e-01
8.792981209e+01,4.882261025e+01,1.271460481e+01,2.762027789e+01,8.635754530e+01,3.941782375e+01,5.205996706e+01,3.401662588e+01,7.325467913e+01
9.321170468e+00,7.177005423e+00,7.449000824e+01,2.704820254e+01,9.149420640e+01,6.908140211e+01,7.379748364e+01,4.134453009e+01,6.580756083e+01
3.072926379e+01,8.029257788e+01,2.395363433e+01,5.370947781e+01,4.823248730e+01,3.794620601e+01,1.989926335e+01,2.626001164e+01,8.380753261e+01
4.541494986e+01,6.118822772e+01,3.898177916e+00,2.392720733e+01,2.796135440e+00,9.378925900e+00,8.769434557e+01,3.524406928e+01,8.788662507e+01
7.901699692e+01,7.855713563e+01,3.206237865e+01,1.418592025e+01,9.713209264e+01,3.539238741e+00,3.027827306e+01,5.294670484e+01,4.960683460e+01
9.917256318e+01,9.890037746e+01,6.664428982e+01,7.651012202e+01,6.849550886e+01,9.387643093e+01,1.990206548e+01,5.120735307e+01,4.296778285e+01
9.036453765e+01,9.744468374e+01,2.730901537e+01,5.701513769e+01,9.796888722e+01,8.858118576e+01,8.541628814e+01,6.861075983e+01,6.052097860e+01
8.806059803e+01,8.045484248e+01,5.645113020e+01,5.020218898e+01,8.342416099e+01,4.614319650e+01,4.180738063e+01,3.602079657e+01,6.914996613e+01
3.317980498e+01,8.571065167e+01,3.425455121e+01,9.601013025e+01,4.098612739e+01,1.196683294e+01,9.499073862e+01,2.450285066e+01,2.447213457e+01
2.534013813e+01,1.112912884e+01,8.070590183e+01,5.968579618e+01,2.397423307e+00,5.349531774e+01,1.007021243e+00,6.020804829e+01,6.726106827e+00
9.997896512e+01,7.735435532e+01,3.138870613e+01,9.365057374e+01,3.604930560e+01,6.152639949e+01,2.067224554e+01,6.740432060e+01,7.875048042e+01
6.362737868e+01,2.308795219e+01,8.278942354e+00,4.727153867e+01,5.478241606e+01,3.844865712e-01,3.468118801e+01,5.507658659e+01,7.602474702e+01
3.338657932e+01,9.604223190e+01,9.999141653e+01,4.278535865e+01,5.013876586e+01,9.150428520e+01,2.421630731e+01,3.895070172e+01,6.306915792e+00
5.902106304e+01,5.605800961e+01,8.769061488e+01,6.346825289e+00,6.173288442e+01,5.116671204e+01,8.269839984e+01,8.113468970e+01,6.647652378e+01
6.228336752e+01,5.422156060e+01,5.780803653e+01,8.410450572e+01,5.842254725e+01,2.488150281e+01,3.068966332e+01,6.662037251e+01,3.366299091e+01
3.589892203e+01,9.851643359e+01,5.610225736e+01,1.677108953e+01,7.911969011e+01,7.710204479e+01,7.517033235e+01,7.926874397e+01,5.645929529e+01
1.351699933e+01,5.736930822e+01,9.931208933e+01,4.499474971e+01,4.731910897e+01,5.533505964e+01,6.677037703e+01,7.102455285e+01,3.419933560e+01
5.672621868e+01,9.215835083e+01,3.488484503e+01,8.231744981e+01,7.562823517e+01,2.292560282e+01,8.564999907e+01,4.349252110e+01,2.140524505e+01
2.889003758e+01,4.304909505e+01,2.473727352e+01,4.059023125e+01,2.154218393e+01,4.750219430e+01,4.163263933e+01,5.495082165e+00,7.420911924e+01
2.009057477e+01,1.772267521e+01,2.562643732e+01,5.168749118e+01,3.927419236e+01,7.780389815e+01,6.895252811e+01,3.487871814e+01,7.120439585e+01
6.967514699e+01,2.465695329e+01,6.420942850e+01,9.044943020e+01,1.797196563e+01,4.323693337e+01,2.343002444e+01,6.399560896e+00,6.673692202e+01
7.941345839e+00,1.815396296e+01,3.952364945e+01,7.846307156e+01,4.048605626e+01,3.665489609e+01,9.711513085e+01,2.029892693e+01,6.929401291e+00
1.806895600e+01,5.803532496e+01,6.032049890e+01,3.564371611e+01,9.788267164e+01,1.151441386e+01,9.554148313e+01,3.123818650e+01,6.748077990e+01
2.799051141e+01,1.119194473e+00,7.362063311e+01,2.642750152e+01,3.805780091e+01,5.079523232e+01,6.870672717e+01,7.982387395e+01,3.424543903e+01
6.535437492e+00,3.285359317e+01,4.028470228e+00,2.065846190e+01,7.838962994e+01,2.166227991e+01,8.455549148e+01,5.792018310e-01,1.029537091e+01
5.522580164e+01,9.566327362e+01,2.860280655e+01,3.695555641e+01,7.708015153e+01,9.477537166e+01,6.493434086e+01,6.777948997e+01,3.283391692e+01
3.694340606e+01,7.583391776e+01,6.512641411e+01,4.099528319e+01,1.577479600e+00,5.144367266e+01,6.559717479e+01,5.670420217e+01,4.392006160e+01
9.574491445e+01,1.902509781e+00,4.975774663e+01,6.942309286e+01,1.421692867e+01,4.783591858e+01,9.784074935e+01,8.310343133e+01,2.806736045e+01
4.647213066e+01,8.859501666e+01,7.611991879e+01,7.452171751e+01,6.550455377e+01,4.975398923e+01,8.330652956e+01,9.131500208e+01,8.755776427e+01
2.652048481e+01,7.664061278e+01,1.477278651e+01,6.417746621e+01,7.468795241e+01,6.916112264e+01,9.692413180e+01,1.771529384e+01,5.760696453e+01
3.031580712e+01,4.788366098e+01,3.212377421e+01,6.239993515e+01,4.200047483e+01,2.607107629e+01,2.207409701e+01,7.432706725e+01,3.330809386e+01
5.165340426e+01,4.975461982e+01,2.665173899e+01,9.628354251e+01,7.739014872e+01,7.726957687e+01,4.763910274e+01,9.268420534e+01,8.722218788e+01
8.901809167e+01,1.840564301e+01,8.503964308e+01,6.775697349e+01,4.677221095e+01,9.648065674e+01,1.518690911e+01,8.996763138e+01,3.990918918e+01
5.091139755e+01,2.676638439e+01,8.362688412e+01,8.973896680e+01,7.596641847e+01,4.742885527e+01,7.331940554e+01,4.967055478e+01,7.012670244e+01
5.020909261e+01,4.274418871e+01,2.555273379e+01,8.443681330e+01,6.277091154e+01,9.396446293e+01,1.594002058e+01,2.070046294e+01,7.069030492e+01
9.314179730e+01,1.759766649e+01,1.935422131e+01,4.219744249e+01,9.954488205e+01,2.754200838e+01,2.269176511e+01,3.059708346e+00,5.994043333e+01
3.522161882e+01,7.497820567e+01,3.725780747e+01,3.490768389e+01,9.514030602e+01,7.279986259e+01,7.878260044e+01,9.512690565e+01,2.704139273e+01
1.232226700e+01,4.910975638e+01,1.962214235e+01,1.277043940e+01,7.070406830e+01,6.040823041e+01,6.325578134e+01,2.948557706e+01,5.214250257e+01
6.625685863e+01,6.349125552e+01,6.694568945e+01,8.184250855e+01,8.475745091e+01,4.431464566e+01,2.971621512e+01,7.959799374e+01,5.141704786e+01
6.584913195e+01,3.698688819e+01,2.990857767e+01,3.534586486e+01,8.403886459e+01,8.611637526e+01,3.954448218e+01,7.359152226e+01,3.403927174e+01
7.654462287e+01,6.645759981e+01,2.258651287e+01,1.652790049e+01,2.880181459e+01,1.631854523e+01,7.222943259e+01,9.617840551e+01,8.978840497e+01
1.181580852e+01,9.202293776e+01,4.012287104e+01,3.317209683e+01,4.284792830e+01,5.712260692e+00,5.655659550e+01,9.643705771e+01,3.010279834e+01
7.461144022e+01,7.139347625e+01,7.159498900e+00,4.168012045e+01,8.151466508e+00,7.493596632e+01,1.501110110e+01,4.717254949e+01,1.632498199e+01
5.579541567e+01,6.690090169e+01,9.711755312e+01,1.308232200e+00,3.635012219e+01,5.586252456e+01,4.506585969e+01,4.405871653e+01,4.553531916e+01
4.504330093e+01,4.575593885e+00,6.678695774e+01,8.850484650e+01,1.000131746e+01,4.038910161e+01,4.425078637e+00,9.914170141e+01,2.160286891e+01
2.859579641e+01,5.913841163e+01,6.982392082e+01,2.107606436e+01,2.490325901e+01,3.607273413e+01,7.430477359e+01,7.549115966e+01,6.683014650e+00
6.336726884e+01,4.161724275e+01,8.096239677e+00,7.348049243e+01,7.952893283e+01,2.969580168e+01,8.996729313e+00,1.864286122e+01,5.254888790e+01
1.635521826e+01,6.618999354e+01,1.333621995e+01,3.714494787e+01,1.596881690e+01,8.047123492e+01,3.837369892e+01,8.520054413e+01,9.334703725e+01
1.064554786e+00,6.302414591e+01,4.161251741e+01,5.477296009e+01,4.009658562e+01,5.829649171e+01,5.891924759e+01,5.946701662e+01,3.163167181e+01
5.230611910e+00,6.327341565e+01,2.589619265e+01,9.967300464e+01,4.752744109e+01,1.047009933e+01,9.935685780e+01,6.369414097e+01,4.491104888e+01
9.126853677e+01,3.265621227e+01,5.304449619e+01,8.104477265e+01,9.776161519e+00,8.908529235e+01,8.798879343e+01,5.086199059e+01,4.320599371e+01
6.989601073e+01,9.729347963e+01,4.828854207e+01,5.936188633e+01,4.134765287e+01,6.208398475e+00,6.564100295e+01,3.733668207e+01,8.166598824e+01
4.032846083e+01,1.312643691e+01,9.491102863e+01,6.856640803e+01,9.915524282e+01,2.696757390e+00,1.761915865e+01,1.987833738e+01,6.076296288e+01
5.324250009e+01,2.917573945e+01,1.955137591e+01,2.915131852e+01,8.162191775e+01,1.498057541e+01,2.862421891e+00,2.224784379e+01,8.573993282e+01
7.872542120e+01,9.883110502e+00,6.978866190e+01,9.107812988e+01,5.013581748e+00,8.341127093e+01,3.807633075e+01,4.984533055e+01,7.506289626e+01
4.396549068e+01,8.234689195e+01,1.025976846e+01,1.899404312e+01,9.022838741e+01,8.534721176e+01,1.605210975e+01,4.794268427e+01,6.893013355e+01
3.425972856e+01,7.468785768e+01,1.262732160e+01,5.596195246e+01,8.287949512e+01,8.232784358e+01,3.583871162e+01,6.526113584e+01,3.958966272e+01
8.120742524e+01,3.802374498e+01,6.826018885e+01,8.231268469e+00,2.237399377e+01,1.173108559e+00,3.332075803e+01,8.795017428e+00,3.460891825e+01
2.545242556e+01,8.684749575e+01,5.662573637e+01,7.671377140e+01,5.080100657e+01,7.018607222e+01,6.685106748e+01,4.038878720e+00,6.765922780e+01
6.399269963e+01,9.825568591e+01,7.300143928e+01,1.520161610e+01,2.668720044e+01,3.473694198e+01,6.108146251e+01,4.092568237e+01,3.530761428e+01
2.532435082e+00,9.581623773e+01,3.332096650e+01,8.038338703e+01,6.886453779e+00,9.175205649e+01,8.980072187e+01,4.925928272e+01,2.099530609e+01
1.043911277e+01,5.968017988e+01,7.735766053e+00,9.325886943e+00,7.291993928e+01,2.001421650e+01,6.481232650e+01,6.599322184e+01,1.232539203e+01
7.369073269e+00,6.361338648e+01,8.614098628e+01,2.552725942e+01,4.806486597e+01,2.010665392e+01,5.764862336e+01,3.710561752e+01,6.356724299e+01
8.968565688e+01,9.346512064e+01,4.771691823e+01,9.381260399e+01,8.038680895e+01,1.330445372e+01,8.679930552e+00,7.002040891e+01,9.383488429e+00
4.216467824e+01,4.893596262e+01,2.349018127e+01,3.079502064e+01,8.230666310e+01,1.625961334e+01,2.446983523e+01,4.306482578e+01,9.434475629e+01
4.956533708e+01,1.986269999e+01,6.286562349e+01,1.827216205e+01,1.534161608e+01,3.707163334e+01,1.690687424e+01,3.138626055e+01,2.248508696e+01
5.801795682e+01,4.629629095e+01,7.491362775e+01,3.184727079e+01,4.810459116e+01,1.033983054e+01,8.493423826e+01,7.454200132e+01,5.787824263e+01
3.908642339e+01,1.893080673e+01,1.530397173e+01,3.993646888e+01,8.541918312e+01,2.500592664e+01,4.157638669e+00,2.157824892e+01,2.285497707e+01
7.297833974e+01,3.886753697e+01,1.248627135e+01,4.322358635e+01,1.349705164e+01,7.738995772e+01,7.913016434e+01,2.285042247e+01,3.638918774e+00
9.015381640e+01,5.058681471e+01,2.776098588e+01,4.032484644e+01,1.408331262e+01,2.883154167e+01,3.509687640e+01,5.964463437e+01,7.382725468e+01
5.542019929e+00,9.654728923e+01,4.139443066e+01,2.293327588e+01,2.586602313e+00,7.899438332e+01,3.268875758e+01,6.357946729e+01,1.888139836e+01
9.782541620e+01,9.951836711e+01,4.831684704e+01,7.481379655e+01,8.121927538e+01,4.638077946e+00,8.161814535e+01,6.838091897e+01,2.341253961e+01
4.323511834e+01,7.906541653e+01,5.772099272e+01,6.145437775e+01,3.901145879e+01,2.200988164e+01,4.623560774e+00,3.838703889e+01,3.452225215e+01
4.684944419e+01,3.926132797e+01,5.809089714e+01,1.390345652e+01,9.638218596e+01,8.465308348e+01,8.682220367e+01,7.225778818e+01,2.520175602e+01
8.666069482e+01,4.408721855e+01,6.619948712e+01,5.923374797e+01,7.117862060e+01,7.220100661e+01,3.016184443e+01,5.839029843e+01,2.945341254e+01
5.418771730e+01,6.788562177e+01,4.030547938e+01,1.007474661e+01,7.249031541e+01,4.440921361e+01,4.944258447e+01,5.805527090e+01,3.213588575e+01
8.355836961e+01,2.388964365e+01,1.091982138e+01,2.283032983e+01,2.948477336e+01,5.212206373e+01,1.751854066e+01,1.360947592e+01,5.714017483e+01
3.187502095e+01,7.555160057e+01,8.111644517e+01,9.230110842e+01,7.123239228e+01,7.976166536e+01,6.528792751e+00,2.791429649e+01,8.290540167e+01
9.654676167e+01,4.384420922e+01,5.856171997e+01,8.121738216e+01,9.053842109e+01,5.088566206e+01,5.728764123e+01,2.732058534e+01,9.610821770e+01
2.718259421e+00,6.076237377e+01,7.067261436e+01,4.335799395e+01,5.597274143e+01,7.101077770e+01,8.632534520e+01,5.237594651e+01,9.472579499e+01
2.467890728e+01,6.143564954e+01,4.240434256e+01,7.462753133e+00,3.995349336e+01,2.671413118e+01,7.052227433e+01,5.660724662e+01,3.193137096e+01
6.474790070e+01,2.819298842e+01,8.483416487e+01,4.932657840e+00,5.298330996e+01,7.447884685e+01,4.219243344e+01,4.036459184e+01,4.083058440e+00
9.767948553e+01,6.415318814e+01,7.398192818e+01,6.044075213e+01,1.502555547e+01,2.470687218e+01,7.612680646e+01,6.490444506e+01,9.650247542e+00
3.772279572e+01,7.835498553e+01,8.080062117e+01,6.340090602e+01,4.580493646e+00,9.234851948e+01,8.825330069e+01,2.755526692e+01,4.765159831e+01
3.195639949e+01,1.250239099e+01,2.234787129e+01,8.221442975e+01,5.052636549e+01,4.993081602e+01,9.505174626e+01,8.255017234e+01,3.555620351e+01
5.781720266e+01,9.356849344e+01,1.312009159e+01,7.768783611e+01,6.446791699e+01,1.075678227e+01,8.622249095e+01,5.755320955e+01,6.862134533e+01
9.980637158e+01,5.062806388e+01,1.084068163e+01,2.475906085e+01,2.315227199e+01,4.881463408e+01,4.748876514e+01,1.320116630e+01,9.958975181e+01
9.000882437e+01,3.605067534e+01,4.957606071e+00,9.718177105e+01,9.390157356e+01,9.129246952e+01,8.758279006e+01,5.456807979e+01,3.920384894e+00
9.454090139e+01,6.980521725e+01,4.084218770e+01,4.447624449e+01,1.013023319e+01,7.068171788e+01,6.178442575e+01,1.652732274e+01,1.762687602e+01
2.733912259e+01,6.853186893e+01,9.611604581e+01,7.832317575e+01,1.984370129e+01,5.980348970e+01,1.148265750e+01,9.219696498e+01,6.215994973e+01
3.023268729e+01,4.123344367e+01,8.297469968e+01,8.875634517e+01,6.879036115e+01,1.113975899e+01,2.419516154e+01,6.405559294e+01,5.031023478e+01
4.136141165e+01,3.719834634e+01,2.520691232e+00,5.628563011e+01,6.301980562e+01,2.341970348e+01,9.703468221e+01,6.321316323e+01,5.317953622e+01
4.265940202e+01,5.445042557e+01,5.073117993e+01,2.355505907e+01,1.397673058e+01,8.600281652e+01,2.397923097e+01,4.554097907e+01,9.031558597e+01
5.990474203e+01,4.566465829e+01,8.733484672e+00,2.902804889e+01,8.956509246e+01,7.691246216e+01,5.976402648e+01,6.970783945e+00,1.756922234e+01
2.702644992e+01,4.763157194e+01,8.232675364e+01,1.517179080e+01,6.681128415e+01,8.492758384e+01,8.694746446e+01,8.078600928e+01,5.898934329e+01
5.492623169e+01,6.928866292e-01,4.464192228e+01,2.795679977e+01,1.998295274e+01,8.478575136e+01,8.599850020e+01,6.291582150e+01,4.370153744e+01
2.561238898e+01,1.610555940e+00,2.268307764e+01,7.794276921e+00,9.238438790e+01,2.545892678e+01,1.874160841e+01,7.803153895e+01,9.940208427e+01
6.108097705e+01,2.271411480e+01,6.202847237e+01,2.960727029e+01,9.386878175e+01,5.937925196e+01,2.368133655e+01,7.573909598e+01,4.278956844e+01
4.195835380e+00,7.231902177e+01,8.630154113e+01,9.581739233e+01,3.167421892e+01,4.181274476e+01,3.217199550e+01,4.842230773e+01,2.810679662e+01
1.545674640e+01,3.737314287e+01,2.057625059e+01,5.612695589e+01,2.762476528e+01,5.424750449e+01,5.471448062e+01,1.934295729e+01,8.519119277e+01
4.558735520e+01,1.107072043e+01,5.295460233e+00,5.118008001e+01,9.555019855e+01,4.063808475e+01,7.360878664e+01,1.262040465e+01,1.496928465e+01
4.419593804e+01,2.515522447e+01,6.736969368e+01,9.155705917e+01,9.465543747e+01,4.056666371e+01,8.529163060e+01,5.628935896e+01,1.506447296e+01
7.490452911e+01,7.861884313e+01,9.845131739e+01,2.054521927e+01,6.059949771e+01,7.750280971e+01,9.427242584e+01,9.497976170e+01,3.834846847e+01
9.337136822e+01,2.623662285e+01,5.022428383e+01,5.484697360e+01,4.925985846e+01,8.728658149e+01,3.822576106e+01,8.828832995e+00,9.823024653e+01
4.009411835e+01,7.870654875e+00,8.478091825e+01,2.170744801e+01,3.442616111e+01,6.229932004e+01,6.158804382e+00,9.006789938e+01,9.624221380e+01
5.978734027e+01,1.786078363e+01,4.711695584e+01,1.094148681e+01,3.004433395e+01,9.093819000e+01,9.100756119e+01,2.516837471e+01,1.567787798e-01
8.785877752e+00,4.616050206e+01,4.430699355e+01,9.452271856e+01,5.037254133e+01,8.154698415e+01,5.759162620e+01,7.505819329e+01,5.446043493e+01
5.155864421e+00,1.547089847e+01,7.339089256e+01,3.526485943e+01,7.885631380e+01,8.077726875e+01,6.252606002e+01,6.733320408e+01,1.095379639e+01
3.667714048e+01,2.090454546e+01,7.041707706e+01,7.043973782e+01,2.961027520e+00,6.534702437e+01,2.105270735e+01,3.622583178e+01,3.912239358e+01
5.305370058e+01,3.901966899e+01,4.388174694e+01,9.440357818e+01,4.862380209e+01,1.815546213e+01,5.193152327e+01,7.239272642e+01,8.394018818e+01
9.934505745e+01,1.511851002e+01,4.616396995e+01,6.241321355e+01,6.921164553e+01,1.805577367e+01,7.779894923e+01,2.241996693e+01,7.773215763e+01
2.357655495e+01,1.996929651e+01,1.677821098e+01,9.330275641e+01,7.179948710e+01,7.654588069e+01,7.520826582e+01,5.779803641e+01,9.589018441e+01
4.770127249e+01,1.557170573e+01,3.601626833e+01,5.891594837e+01,5.518804405e+01,6.605673687e+01,6.330527364e+01,3.943602376e+01,2.153883701e+01
9.801453635e+01,1.217973739e+01,7.894994075e+01,1.368380260e+01,4.496843380e+01,8.819271979e+01,7.842644912e+01,6.798370019e+01,5.527187155e+01
8.225610158e+01,3.846214583e+01,2.574750994e+01,7.107811174e+01,7.359820315e+01,3.418404112e+01,1.844839523e+01,7.919167832e+01,7.696685345e+01
3.296716512e+01,6.912131148e+00,1.039741159e+01,2.249813439e+01,4.295848678e+01,3.483281980e+01,6.465034826e+01,1.051229686e+01,7.475821363e+01
5.895644222e+01,2.292684537e+01,4.818210044e+01,7.258905439e+01,4.260925740e+01,8.278935151e+01,8.722341530e+01,9.233915453e+01,3.088496866e+01
9.090623277e+00,3.997173090e+01,6.059015320e+01,1.404907097e+01,9.362487813e+01,8.944711744e+01,5.933525453e+01,2.767204410e+01,8.463821361e+00
3.479276057e+01,6.552453261e+00,4.078335864e+01,4.867807212e+01,7.235355789e+01,7.093088386e+01,5.358876739e+01,6.691969643e+01,5.538127080e+01
9.743658266e+01,4.862233034e+01,3.683176744e+01,5.224966787e+01,2.142354343e+01,3.547353582e+01,5.440152608e+01,4.199518212e+01,5.572701958e+01
4.601647251e+01,2.302823921e+00,5.877714080e+01,6.676504699e+01,8.663235451e+01,1.252438994e+01,5.020566459e+01,7.979711469e+01,6.365230974e+01
5.387673024e+01,9.553460281e+01,8.302271629e+01,3.451378827e+01,2.010752434e+01,2.226417157e+01,7.354870483e+00,1.623155341e+01,1.439628809e+01
8.452558105e-01,6.271201638e+00,7.932382309e+01,8.595615613e+01,4.227924902e+01,4.177571278e+01,7.182361479e+01,1.299544769e+01,1.488293596e+01
2.964758776e+01,8.999131219e+01,6.442591893e+01,7.291887187e+01,5.386164912e+01,5.497260756e+00,3.449426193e+01,4.998842136e+01,6.251255964e+01
5.741238347e+00,5.010656222e+01,1.891722835e+01,8.631328451e+01,6.989705625e+01,9.880115130e+01,3.835794016e+00,1.376394555e+01,3.622013502e+01
9.888057604e+01,7.991082612e+01,6.814922529e+01,8.749142899e+01,4.582356115e+01,1.858408975e+01,4.068514126e+01,4.070575589e+01,2.357555797e+01
4.290103776e+01,9.059688839e+01,8.259433499e+01,8.265406987e+01,3.430339311e+01,9.255275840e+01,3.487759766e+01,3.191289402e+01,3.478387843e+00
7.382883559e+01,7.745720369e+01,1.976821403e+01,3.542302735e+01,1.944361595e-01,9.293719298e+01,6.051352895e+01,8.676768528e+01,8.188716085e+01
2.691061329e+01,6.221921920e+01,6.026823479e+01,7.785776468e+01,4.076077867e+00,5.326989873e+01,8.194644087e+01,3.561651276e+01,6.598339716e+01
8.626480570e+01,6.887280294e+01,5.767680219e+01,4.053465151e-01,1.064910703e+01,9.439164345e+01,6.821398116e+00,8.339544897e+01,8.776482709e+01
3.561665682e+00,7.844925894e+01,9.282227770e+01,2.316521827e+01,4.174552220e+01,4.462796358e+01,7.417752311e+01,5.032474848e+01,4.256283993e+01
9.629816759e+01,1.445880116e+01,7.836547970e+01,9.721236766e+01,7.003231128e+01,7.847968964e+01,5.905791795e+01,8.602336545e+01,9.079083183e+00
7.212004257e+01,7.278016649e+01,2.899532064e+01,2.380811948e+01,3.285543205e+01,4.956891502e+01,6.475040373e+01,2.881805534e+01,8.306642821e+01
6.976556870e+01,3.835233807e+01,4.172752308e+01,2.822714151e+01,3.389726363e+00,4.597554458e+01,9.182313741e+01,4.310122626e+01,4.160284972e+01
6.922309539e+01,3.441339619e+01,7.632075804e+00,4.109532236e+01,5.744377144e+01,2.551810592e+01,7.893980683e+01,1.123470186e+01,6.966589642e+01
9.942773789e+01,2.715491219e+01,5.690500990e+01,4.668636680e+01,7.729405725e+01,6.471180397e+01,4.285535160e+01,9.273852834e+01,8.252777096e+01
2.139332951e+01,3.939558466e+01,6.702509271e+01,8.211146099e+01,5.378680198e+01,6.018648559e+01,6.987711658e+01,4.669348048e+01,2.635476004e+01
8.933619465e+01,7.485763982e+01,3.575799101e+01,1.329409243e+01,4.056119320e+01,3.429618193e+01,6.354189635e+01,5.196209125e+01,3.612532728e+01
7.109529581e+01,1.493104131e+01,7.873617573e+01,1.715778282e+01,8.808958187e+01,2.309613673e+01,5.830828422e+01,5.849949466e+01,9.504269402e+01
6.518066061e+01,6.014337416e+01,4.904931708e+01,4.020190741e+01,6.538851877e+01,7.242026738e+01,6.073651465e+01,5.093643141e+01,3.026720446e+01
2.806372287e+00,7.249513372e+01,9.487883939e+01,9.803087600e+01,6.548329225e+01,4.370721342e+01,4.868021675e+01,9.465615171e+01,1.001077432e+01
5.484017446e+01,8.638395195e+01,8.209670137e+01,8.034922861e+00,2.494690764e+00,9.084200012e+01,7.541808562e+01,6.075743251e+01,7.022733901e+01
9.970728281e+01,9.670916411e+01,1.367792734e+01,8.425444298e+01,6.636721700e+01,3.686431453e+01,7.459689059e+00,1.078242974e+01,4.503493816e+01
5.964515555e+01,8.187590877e+01,5.622987368e+01,7.980105158e+00,6.918995649e+01,6.255734976e+01,8.780809495e+01,9.953230983e+00,7.041565091e+01
2.269681174e+01,4.759859965e+00,6.547812588e+01,4.643808248e+01,2.299939880e+01,5.616726757e+01,8.107851933e+01,9.126089620e+01,3.873418855e+01
6.679292800e+01,9.941900972e+01,9.574415293e+01,3.496984789e+00,9.310582414e+01,3.205355468e+01,1.196596817e+01,5.923649017e+01,3.646629422e+01
8.549148650e+01,2.747960801e+01,4.580494928e+01,1.734143854e+01,3.943512420e+01,8.557973512e+01,1.280461223e+00,2.107547128e+01,2.569107909e+01
2.034083895e+01,7.401772701e+01,4.957100646e+01,7.247149649e+01,5.495989987e+00,6.655473564e+01,2.791667143e+01,5.877800928e+01,7.759461161e+01
3.143152532e+01,4.547985567e+01,4.270053717e+01,3.390743666e+01,8.228581596e+01,2.724841158e+01,2.680844393e+01,3.491704566e+01,1.675632318e+01
2.186876379e+01,2.666226748e+01,1.910918988e+01,2.263545362e+01,4.939452513e+01,5.639969211e+01,9.525111825e+01,6.848005563e+01,5.744292736e+01
