v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17
9.125188540e+01,1.108702436e+01,6.204059443e+01,9.452273446e+00,4.768467188e+00,9.668418294e+01,9.313056063e+00,8.567505913e+01,4.487367947e+01,1.527301419e+01,7.611446777e+01,9.328136856e+00,7.067715732e+01,3.604612290e+01,2.488701308e+01,5.377985288e+01,7.487905026e+00
6.244797045e+01,4.384384356e+01,6.417654018e+01,1.075492194e+01,7.557295529e+01,2.972821073e+01,3.714000642e+01,7.104786138e+01,4.067753439e+01,8.286009112e+01,8.503908455e+01,5.639022897e+01,7.697686102e+01,5.365783440e+01,2.272277508e+01,9.173001160e+01,8.500443174e+01
9.797685361e+01,5.815656974e+01,7.474631062e+01,1.206254134e+01,1.505331856e+01,3.319123541e+01,1.290467478e+01,4.548865159e+01,8.215746706e+01,3.124960294e+01,7.542672466e+01,9.170127808e+01,2.902739195e-01,8.239751166e+01,9.324076559e+01,9.341507712e+01,7.519245446e+01
1.830324477e+01,7.935492469e+01,2.199084450e+01,1.842896688e+01,3.690930049e+00,8.397842803e+00,5.886690243e+01,8.092715411e+01,8.021451565e+01,6.012395496e+01,1.289052703e+01,9.157498118e+01,9.461089531e+01,6.856684321e+01,8.220222871e+01,3.475795066e+01,2.330082822e+01
4.712929790e+01,9.285097853e+01,8.596152829e+01,9.088173389e+01,8.561898436e+01,9.499864750e+01,6.760760170e+01,5.217631695e+01,2.102835965e+01,9.559704358e+01,5.920735751e+01,7.598256970e+01,4.492361890e+01,4.595834770e+01,2.538216601e+01,4.616689701e+01,1.054652120e+01
9.785141079e+01,8.723918509e+01,8.838157071e+01,4.062944906e+01,9.351616339e+01,4.904924298e+01,5.707367880e+01,3.602485543e+01,3.059692402e+01,8.193990606e+01,3.485154734e+01,4.602678517e+01,3.151739478e+01,2.575642886e+00,6.632634114e+01,6.528171826e+01,1.867767998e+01
6.547293161e+01,9.971647957e+01,9.891218013e+01,2.261141301e+01,5.003513681e+01,8.583754779e+01,2.965598717e+01,1.397640021e+01,6.109968463e+01,2.055516366e+01,1.009878651e+01,2.618116455e+01,2.729142961e+01,1.538555229e+01,2.347767695e+01,3.323389646e+01,3.616279376e+01
6.751950476e+01,4.118943493e+01,2.278940383e+01,6.202129391e+01,2.355187036e+00,9.337948748e+01,4.224966336e+01,2.014920913e+00,7.320891666e+01,9.884756445e+01,3.272618919e+01,1.306587178e+01,6.639200916e-01,1.018256992e+01,5.182955546e+01,4.475398314e+01,6.894787504e+01
4.791837110e+01,9.229186448e+01,8.711508373e+01,3.878669536e+01,3.398883072e+01,3.817628246e+00,1.416773462e+01,9.697171705e+01,3.443230691e+01,3.025262102e+01,7.048980240e+01,3.582325000e+01,3.757627363e+01,9.989511471e+01,4.845689604e+01,8.014730274e+01,1.281636640e+00
2.688740162e+01,4.385185686e+00,3.227603306e+01,3.100645679e+01,5.919219535e+01,1.051888512e+01,8.661736308e+01,6.822897980e+01,9.333518751e+01,5.832107079e+01,3.399104009e+01,6.716934961e+00,2.690072159e+01,8.114709873e+00,1.308026464e+01,8.080624136e+01,5.868441568e+01
5.411685944e+00,8.015996789e+01,2.315874176e+01,6.058856650e+01,3.922284393e+01,4.880526793e+01,3.280275062e+01,9.028985462e+01,9.040129131e+01,1.240915779e+01,8.327362633e+01,3.320083659e+01,5.552143336e+01,6.230193805e+01,4.131167971e+00,7.554666492e+01,1.960880798e+01
1.457822921e+01,1.203985551e+01,5.654677890e+01,6.364391628e+01,6.155538222e+01,7.162154147e+01,1.837909873e+01,6.716672389e+01,4.116605934e+00,6.570584744e+01,6.837481646e+01,8.335443338e+01,6.523161319e+01,6.483373355e+01,1.110824902e+01,1.613854809e+00,4.045577164e+01
1.627222889e+01,1.445498818e+01,9.603226039e+01,8.890501332e+01,5.809511645e+01,3.216817017e+01,4.485089545e+01,5.144603092e+01,4.822776486e+01,3.960852010e+01,2.029199665e+01,2.040249892e+01,9.909965748e+01,2.901026217e+01,4.273189112e+01,3.924757106e+01,3.242167918e+01
6.049469983e+01,9.609135620e+01,3.583457726e+00,2.942264847e+01,4.415947426e+01,6.037573299e+01,4.883054161e+01,3.009563485e+01,5.725239150e+01,7.312241962e+01,5.710479661e+01,6.844419721e+01,9.459349867e+01,4.419922463e+01,6.598273746e+01,3.856178449e+01,1.774853217e+01
1.896030343e+01,5.272291980e+01,7.124519641e+01,3.032478191e+00,9.532165485e+01,4.455409753e+01,7.406972638e+01,7.484825588e+01,7.904026098e+01,5.529330928e+01,5.948069930e+01,7.071267863e+01,5.351608318e+01,5.393290283e+01,6.379308899e+00,2.795230846e+01,4.280115657e+01
8.566326779e+01,8.484360835e+01,3.663364615e+01,5.654383142e-01,8.508196946e+01,3.703134576e+01,1.528346861e+00,1.501924466e+01,3.143639966e+01,6.863861470e+01,4.675151406e+00,3.537779211e+01,6.886893869e+01,6.714091142e+01,3.174659382e+01,2.513788726e+01,5.714583162e+01
4.926300087e+01,4.933468082e+01,2.530925244e+01,4.737580390e+01,4.495245853e+01,2.768179165e+01,7.243892924e+01,1.472033256e+01,4.281175152e+01,9.265512311e+00,3.869878391e+01,1.861857686e+01,2.152684926e+01,5.152677226e+01,2.703337825e+01,9.230566163e+01,5.988959414e+01
8.447849072e+01,6.484446465e+01,7.831000962e+01,4.024580471e+01,9.819909580e+01,2.758809676e+01,2.884369344e+01,3.508258164e+01,9.325488465e+01,3.585130917e+01,8.424921323e+01,8.826275313e+00,3.807608674e+01,5.727007483e+01,9.184304393e+00,7.354454310e+01,9.051603219e+01
3.194028109e+01,6.322943645e+01,4.646020534e+01,8.116384028e+00,6.485633646e+01,8.492920446e+01,7.501737636e+01,2.405162288e+01,7.924848722e+01,5.873965847e+01,3.730411844e+01,5.446661189e+01,8.146226827e+01,8.663537141e+01,3.757372094e+01,8.368474099e+01,9.050179417e+00
8.634211415e+01,2.615679170e+01,1.712004964e+01,7.773631608e+01,3.142456570e+01,6.265296064e+01,7.769697999e+00,5.198856539e+01,1.367256954e+01,8.013998854e+01,5.044430440e+00,4.703906365e+01,2.327838661e+01,6.610335782e+01,8.606255767e+01,3.872543952e+01,7.242157314e+01
6.429580464e+01,3.308377784e+01,2.405702740e+01,9.866589091e+01,9.964188044e+01,5.918626535e+01,9.681111127e+01,3.453209597e+01,1.634574251e+01,9.612410738e+01,3.187286766e+01,8.125057194e+00,1.337138960e+01,1.708603895e+00,2.143431168e+00,9.750138938e+01,3.569989925e+01
5.143670453e+01,2.433565770e+01,2.825857313e+01,4.470554332e+01,6.680500136e+01,7.020987780e+01,1.641452277e+01,2.750539462e+01,7.438917657e+01,6.612331951e+01,4.873907032e+01,4.247665165e+01,4.019117534e+01,3.032384738e+01,4.358926923e+01,4.073629279e+01,1.846528943e+01
9.855576259e+01,7.355100743e+01,6.248692933e+01,7.624180937e+01,8.623783054e+01,6.216734145e+01,6.925866654e+00,4.573506249e+01,5.412336455e+01,2.559719664e+01,1.444516954e+00,4.223873075e+01,5.806501529e+01,7.784203516e+01,6.325836992e+01,3.564856177e+01,8.304749993e+01
9.110898992e+00,5.373271013e+01,4.806910039e+01,5.522177155e+01,1.431030160e+01,3.956842414e+01,4.106909083e+01,9.708011373e+01,4.308070723e+01,9.379686231e+01,2.315072913e+01,7.916687029e+01,4.215265991e+00,5.071852330e+01,4.745237159e+01,1.136342009e+01,3.878344528e+00
3.009194421e+01,7.569501163e+01,3.555647829e+01,3.814913232e+01,2.667127607e+01,8.136216194e+01,1.127856606e+01,4.904449084e+01,4.742792847e+01,7.987333972e+01,9.224391830e+01,1.972810957e+01,2.050067384e+01,7.295220968e+01,1.477508721e+01,5.787928330e+01,5.174839125e-01
7.093779623e+01,7.102055907e+01,1.890584723e+01,8.847038233e+01,1.768870087e+01,3.524708827e+01,2.516872160e+01,8.559191494e+01,1.887503511e+01,7.410819858e+01,8.337454799e+01,2.159727745e+01,4.828322789e+01,8.404066774e+00,7.510005727e+00,5.354318728e+01,6.110449898e+00
2.769112169e+01,2.922389127e+01,7.883312432e+01,2.000455024e+01,4.475036096e+00,2.063282151e+01,5.127147049e+01,3.827420244e+01,1.894780806e+01,8.747761252e+00,3.951028771e+01,3.046831321e+01,8.397831205e+00,6.405735004e+01,9.436380143e+01,2.757120372e+01,6.301426499e+00
2.178234265e+01,1.042003529e+01,2.692374688e+01,8.136102503e+01,2.467508561e+01,3.329355224e+01,5.044645546e+01,7.820453055e+01,7.573399947e+01,8.042401765e+01,5.499068247e+01,5.461154342e+01,2.269563195e+01,3.443975390e+01,7.763097286e+01,7.494646573e+01,6.917346668e+01
7.717871196e+01,7.770364124e+01,3.206510504e+01,4.358330298e+01,6.343459966e+01,8.096004411e+01,6.252416905e+01,3.339269368e+01,4.356380520e+01,7.034400209e+01,5.619624383e+00,3.860810291e+01,2.620319184e+01,3.511818843e+01,4.014292303e+01,1.842661865e+01,8.906445456e+01
5.705887873e+01,6.388364485e+01,5.733250600e+01,6.153570502e+01,3.919749013e+01,1.095907974e+01,7.460603477e+01,5.469204139e+01,4.855095954e+01,5.378009880e+00,8.058759921e-01,1.778678580e+01,7.204368063e+00,1.314040869e+01,3.791409484e+00,6.442600816e+01,6.427192707e+01
8.623127526e+01,6.893114178e+01,8.327896131e+01,5.585045795e+01,1.667050266e+01,5.029398978e+01,9.986092375e+01,7.380739073e+01,8.051436996e+01,1.536531392e+01,3.123957423e+01,4.843524379e+01,2.284199000e+01,8.849038731e+00,6.411075318e+01,7.276956169e+01,4.366876227e+01
8.301855081e+01,2.115406426e+01,9.399421858e+01,9.958916406e+01,8.321557076e+01,6.368807167e+01,6.168966263e+01,4.055393637e+01,4.701776031e+01,5.412288151e+01,5.709812744e+01,9.205265797e+01,6.285040243e+00,2.471656657e+01,6.516810227e+01,2.424380354e+01,6.142573680e+01
4.632920644e-01,4.721909949e+01,2.583864573e+01,6.732412939e+01,3.715126776e+01,5.455799090e+01,3.127203005e+01,5.749356872e+01,4.589083565e+01,6.365798837e+01,8.347892082e+01,8.477513514e+01,3.733990960e+01,6.924357428e+00,5.914931058e+01,3.003393412e-01,2.679434357e+01
7.974076191e+00,7.543825021e+01,7.314575219e+01,1.649100474e+01,5.035237559e+01,8.213907977e+01,2.013179383e+01,1.237052799e+01,5.669924034e+01,5.442291800e+01,6.357943339e+01,7.987726663e+01,7.060898529e+00,5.587209368e+01,2.642628032e+01,3.365610234e+01,9.302325659e+01
7.618456906e+00,3.784240258e+01,4.984739151e+01,7.282150645e+01,1.197304777e+01,9.285995980e+01,4.784183362e+01,6.758307870e+00,7.761144024e+01,3.514927225e+00,8.308068721e+01,7.795130991e+01,5.288775702e+01,4.685750026e+01,3.768817304e+01,9.414076061e+01,2.221527771e+01
5.136623518e+01,4.050245823e+01,2.564757573e+01,8.885532927e+01,6.007145851e+01,4.571465131e+00,5.737111941e+00,9.628280408e+01,2.514049981e+01,2.753893916e+01,1.535828612e+01,6.986844173e+01,9.409787998e+01,8.563444073e+01,8.637050170e+01,9.685517085e+01,2.860574553e+01
5.552288283e+01,1.904858380e+01,7.905692485e+01,1.803917859e+01,3.523142366e+01,6.241427166e+01,3.298811400e+01,3.625634607e+01,8.428289481e+01,7.585180130e+01,3.317706134e+01,4.611268895e+00,1.546575760e+01,4.702443024e+01,5.991052332e+01,1.677081897e+01,3.384771615e+01
8.387794512e+01,2.670348172e+00,1.208422336e+00,3.882949020e+01,5.476253549e+01,4.002945459e+00,4.096719400e+01,5.784504859e+01,9.991077034e+01,7.103812332e+01,8.270356084e+01,3.339113484e+01,8.316391098e+01,5.377668214e+01,1.896713874e+01,7.968684751e+01,1.927830556e-01
5.045029403e+01,9.450256807e+01,1.651104417e+01,8.224624513e+01,8.186527488e+01,6.808192297e+01,1.476731787e+01,6.095922090e+01,5.488132547e+01,1.691220855e+01,4.203625751e+01,4.499426148e+01,1.945028327e-01,1.916485463e+01,5.113358280e+01,3.485668410e+01,5.907485169e+01
2.569952213e+01,5.602950199e+01,6.012583754e+01,5.680055367e+01,5.353827091e+00,3.891942635e+01,6.941173292e+01,4.289045823e+01,4.755267723e-01,4.635020182e+01,7.702503134e+00,8.679110611e+01,4.900166788e+01,7.605828317e+01,4.665036903e+00,7.839355507e+01,6.984957641e+01
2.723839132e+01,8.105250591e+01,3.541592638e+01,7.167113721e+01,1.403883621e+01,9.208782517e+01,1.797122734e+01,6.049414000e-01,3.419970583e+01,1.150649925e+01,8.841433723e+01,1.397150117e+01,3.192169107e+01,8.828047770e+01,2.218458755e+01,7.318187775e+01,7.061344479e+00
1.232427657e+01,9.868761219e+01,1.416425599e+01,6.775970846e+01,2.216758544e+01,3.766156104e+00,2.316068027e+01,9.747373808e+01,4.291744079e+01,9.271983068e+01,2.382685572e+01,3.641989109e+01,6.163707502e+01,8.350912038e+01,1.247485724e+00,7.778200654e+01,5.425303115e+01
4.086861507e+01,6.098669905e+01,2.377239696e+01,7.355653588e+01,3.573750473e+01,3.294227176e+01,8.393199738e+00,2.696092763e+01,4.345819993e+01,9.408007956e+01,7.208664420e+01,9.594548932e+01,7.607408043e-01,3.960282592e+00,2.549848869e+01,4.259307251e+01,7.710593807e+01
6.578639227e+01,9.948958457e+01,4.761350764e+01,3.074481812e+01,9.363106710e+01,5.699157620e+01,2.733003519e+01,4.417623724e+01,2.270352187e+01,3.921824433e+01,2.172694565e+01,2.742776794e-01,4.370490095e+01,6.641676716e+01,2.771379816e+01,9.556637314e+01,9.870183116e+01
1.867133487e+01,2.552337086e+01,5.704231027e+01,1.542749263e+01,7.642444885e+01,2.260855381e+01,9.539060755e+00,6.765458028e+01,6.355162257e+01,1.013010813e+01,3.249911595e+01,8.534195992e+01,8.278535137e+01,3.722456401e+01,9.798383255e+00,3.002563007e+01,6.484477701e+01
9.496234528e+01,6.030957228e+01,6.077888051e+01,2.385506022e+01,3.734724079e+01,8.709795625e+01,8.346823748e+01,5.133736487e+01,6.469054327e+01,6.420243952e+01,3.777383446e+01,5.295738825e+00,4.552366073e+01,6.518907454e+01,5.516511381e+01,8.458423243e+00,5.304108944e+00
2.101205275e+00,8.424810578e+01,9.570528568e+01,3.740848232e+01,6.035854680e+00,2.847331244e+01,8.448049062e+01,9.077117168e+01,5.890542190e+01,6.115488395e+01,2.714414544e+01,2.458442054e+00,5.182126553e+01,4.786873091e+01,7.146526842e+01,6.403219941e+01,4.530248047e+01
4.963224502e+01,7.062556102e+01,5.350346646e+01,5.891330418e+01,7.339825575e+01,5.062136861e+01,3.033641657e+01,3.911057299e+01,6.424185477e+01,3.577981847e+01,9.496369644e+00,2.394053305e+01,6.150532618e+01,1.670499929e+01,3.833051381e+01,6.799501031e+01,6.331095156e+01
4.778007307e+01,8.744863008e+01,4.669210966e+01,6.873365078e+01,2.062643607e+01,6.097691401e+01,8.251260230e+00,7.883246434e+01,4.373319529e+01,2.072481253e+01,2.705524431e+01,1.087503980e+00,2.501965732e+01,7.562454171e+01,8.498638419e+01,5.125957372e+01,8.800974669e+01
1.924351703e+01,3.705638805e+01,7.536835102e+00,8.215201885e+01,2.707675042e+01,2.447124792e+01,6.925008876e+01,8.330384580e+01,7.240456516e+01,3.136656794e+01,9.561397414e+01,2.100893055e+00,6.135121244e+01,8.138145794e+01,2.618158987e+01,8.337563564e+01,7.892071167e+01
8.018058895e+01,4.425972544e+01,2.023679177e+01,2.876349063e+01,3.820328243e+01,1.877437207e+01,5.492046874e+01,5.263414861e+01,5.514953651e+00,7.729901034e+01,3.720375984e+01,4.308157398e+01,8.954108370e+01,2.567377019e+01,8.122999715e+00,2.642523647e+01,3.135151291e+01
6.188650920e+01,3.947893542e+01,2.907452709e+01,6.475399726e+01,3.018684391e+01,2.898482872e+01,2.419027221e+01,2.365606699e+01,3.241612603e+01,5.312109137e+01,5.367610480e+01,7.628058111e+01,4.849019121e+01,1.361620939e+01,7.941714778e+01,5.852772133e+00,3.365144081e+01
8.929675578e-01,6.431551139e+01,7.803015810e+01,5.398801638e+01,2.198355783e+01,3.203020751e+01,7.269299152e+01,4.808218132e+01,2.227371178e+00,4.619415671e+01,5.387602678e+01,6.489061170e+01,4.719930291e+01,1.931258207e+01,3.809538845e+01,3.793381007e+01,9.850382768e+01
8.391146940e+01,4.293674318e+01,7.196908456e+01,5.802092489e+01,3.784061089e+01,9.125590026e+01,2.621963824e+01,5.177748664e+01,9.085099027e+01,8.170055999e+01,1.375905296e+01,3.681831343e+01,4.889541075e+01,7.011775788e+01,9.476844803e+01,4.491974369e+01,4.305619922e+01
4.622502829e+01,6.620375774e+00,8.460326739e+01,3.801905703e+01,6.576566705e+01,3.345131207e+01,5.636063390e+01,1.398703896e+00,5.020056325e+01,7.309600885e+01,7.722372122e+01,9.639529787e+01,2.801877624e+01,8.481166327e+01,4.322527211e+01,8.435483582e+01,3.125097588e+01
9.092533887e+01,7.491195340e+01,4.517289081e+01,5.690590738e+01,1.292810676e+01,9.268091221e-01,5.193593311e+01,7.683690545e+01,1.938886657e+00,9.103244798e+01,3.257738243e+01,1.352473631e+01,5.783150787e+01,2.777246881e+01,9.555324688e+01,5.316156284e+01,1.354710768e+01
9.353883744e+01,4.283875853e+01,6.851837580e+01,9.432553199e+01,8.612105624e+01,1.722377554e+01,1.109755250e+01,1.165776909e+01,9.919600811e+00,3.472425949e+01,1.339298538e+01,8.557920862e+01,1.653908087e+01,9.274142312e+01,1.904799894e+01,4.248242715e+00,4.486910490e+01
2.555548917e+01,9.516660467e+01,7.283650650e+01,5.672728637e+01,6.419697793e+01,8.553995565e+01,5.522651944e+00,4.654007079e+01,7.890931912e+01,3.191837897e+01,3.591746523e+01,4.982067920e+01,1.051254493e+01,8.096801968e+01,4.572536532e+01,5.498379358e+01,2.434345672e+01
6.560794722e+01,9.051540992e+00,6.133387168e+01,9.124056772e+01,5.338037255e+01,4.356490195e+01,3.685278258e+01,9.297941003e+01,7.304279855e+01,6.939345052e+01,7.790680601e+01,2.380300205e+01,4.454146423e+01,9.225590782e+01,3.550669604e+01,6.640233640e+01,4.698090812e+01
1.085470078e+01,2.841400207e+01,3.035021077e+01,9.692230852e+01,6.329325917e+01,9.675851774e+01,6.010993075e+01,1.555027295e+00,4.980317945e+01,1.190386677e+01,2.968536138e+01,6.104915895e+01,7.662873786e+00,2.551401279e+01,3.871912842e+01,2.195049319e+01,3.079519426e+01
7.596296837e+00,9.987292136e-01,3.518642178e+01,7.249684573e+01,7.509300955e+01,1.152850823e+01,3.176077525e+01,7.245299180e+01,7.553333400e+00,4.578746549e+00,7.851786202e+01,3.921477065e+01,2.251602239e+01,3.569429178e+01,5.047856005e+01,5.555226664e+01,3.063471482e+01
1.745989074e+01,1.952322777e+01,6.701175709e+01,2.788834756e+01,3.484594080e+01,1.662151984e+01,8.078670779e+01,5.305906243e+01,1.610117901e+01,1.132620922e+01,3.808873440e+01,2.065637564e+01,1.920602377e+00,3.679393213e+01,2.681761791e+01,3.917310828e+01,9.704617517e+01
3.633655229e+01,8.821083683e+01,9.667141628e+01,1.334089861e+01,2.253161353e+01,5.296600223e+01,5.813752679e+01,8.189713358e+01,5.846321298e+01,3.168401050e+01,2.873064040e+01,1.633370271e+01,9.331604566e+01,2.603833530e+01,6.297670238e+01,6.855756335e+01,2.627576579e+01
1.771663946e+01,9.912648697e+01,4.628306011e+01,7.438956290e+01,2.924173684e+01,5.711051326e+01,6.442218167e+01,4.139015138e+01,8.904833169e+01,5.102095011e+01,8.597126514e+01,8.032713725e+01,1.177411992e+01,7.960498537e+01,3.648132482e+01,9.494376088e+01,5.617226724e+01
9.909907092e-01,6.449161299e+01,7.513955885e+01,2.758358488e+01,4.319867796e+01,7.851108128e-01,6.772269202e+01,4.858464627e+01,7.772895071e+01,1.998274652e+01,6.229584208e+01,4.261088603e+01,3.627822613e+01,6.799296059e+00,5.541816391e+01,3.435848615e+01,3.356521038e+01
7.728942106e+01,6.991147291e+01,1.328375656e+01,7.475393370e+01,5.618221996e+01,1.529223819e+01,9.089298261e+01,9.816067299e+01,2.837746604e+01,4.345453341e+01,2.724159146e+01,3.369841549e+01,3.455760650e+01,6.534271211e+01,3.108003605e+01,4.425144254e+01,1.736220941e+01
2.420548208e+01,3.251460669e+01,6.374052535e+01,7.627029444e+00,3.212960995e+01,8.435700114e+01,7.721126526e+01,8.802269249e+01,8.719400935e+01,1.879247400e+01,6.763464031e+01,4.574956294e+01,7.729037667e+01,7.978636218e+01,4.333051149e+01,2.076873262e+01,3.954224429e+01
7.694913211e+01,5.408261753e+01,8.783745552e+01,6.766593994e+01,6.851294366e+01,4.520421447e+01,8.301065674e+01,3.685171088e+01,9.511847442e+01,9.180609349e+01,8.546838600e+01,5.545771556e+01,8.961306396e+01,2.999595652e-01,2.043991843e+01,9.890147963e+01,2.340350821e+01
5.833766450e+01,2.815363073e+01,2.577030760e+01,3.381361285e+01,3.894150105e+00,1.768931738e+01,3.388065514e+00,8.315123155e+01,8.925444781e+00,1.512058985e+00,4.919392340e+01,7.814621629e+01,1.061664899e+01,9.064975759e+00,5.869546403e+01,1.586504992e+01,9.277794022e+01
5.574324470e+00,4.647031402e+00,1.520072513e+01,2.127523826e+01,3.125725619e+01,7.685157561e+01,8.805902787e+01,7.562705063e+01,2.414897826e+01,8.202721658e+01,3.046255910e+01,6.572571290e+01,4.134091261e+01,2.752906286e+01,6.883897544e+01,8.322621966e+01,4.154558746e+01
9.105850625e+01,9.406776901e+01,1.495156395e+01,6.035720651e+01,5.756625461e+00,4.248271539e+01,8.029923037e+01,1.835668870e+01,6.491318613e+01,2.561219691e+01,8.251743493e+01,2.814838370e+01,5.259931578e+01,4.281091050e-01,9.399640165e+01,5.900915103e+01,8.685352407e+01
3.956627058e+01,4.470090328e+01,8.656563066e+01,9.897042414e+01,4.574403006e+01,9.371821741e+01,3.998400071e+00,5.842416512e+01,5.820202528e+01,9.920393323e+01,5.775804951e+01,8.971663746e+01,5.011419725e+01,2.200771317e+01,4.828298624e+01,6.452392363e+01,9.578730380e+01
9.511226722e+01,5.337271257e+01,5.324215690e+01,7.151013608e+01,7.254271401e+01,9.345618850e+01,5.253621107e+01,9.098267453e+01,3.635391446e+01,2.908559000e+01,9.109028846e+01,1.701774648e+01,7.456781870e+01,7.932995353e+01,5.830726601e+01,1.564634220e+01,5.210460320e+01
4.934025771e+01,2.201737056e+01,4.314045257e+01,8.711791273e+01,1.581441372e+01,2.001666787e+01,2.373344470e+01,5.245958749e+01,2.256037480e+01,2.895849876e+01,9.969694948e+01,2.662451905e+01,6.286861014e+01,4.531123222e+01,9.302977466e+01,5.464778854e+01,4.464976901e+01
2.479375939e+01,9.448869359e+01,4.405868302e+01,9.119597584e+00,7.495167756e+01,4.965797202e+01,5.231233310e+01,9.238461827e+01,3.820937583e+01,4.073081437e+01,9.705649349e+01,5.712235004e+01,4.801178870e+01,7.847520225e+01,3.207194170e+01,1.827637918e+01,2.906994136e+01
8.060405785e+01,8.149182955e+01,6.573282511e+01,8.809278498e+01,8.332079487e+01,1.555709870e+01,2.870825639e+01,2.823646114e+01,1.105344349e+01,4.336962757e+01,6.602650247e+01,6.078737720e+01,7.182462371e+01,1.070766340e+01,1.586546063e+01,3.194519441e+01,4.066091640e+01
1.535644536e+01,6.961865046e+01,2.155463064e+01,2.111699202e+01,3.952375327e+01,3.937417982e+01,9.386546945e+01,2.870580055e+01,4.870409593e+01,2.805157080e+01,6.147814314e+01,4.275285988e+01,4.539445826e+00,1.595289307e+01,4.455580862e+01,7.293909817e+01,6.458215941e+01
6.094569871e+01,7.433814117e+01,7.041201193e+00,8.023264116e+01,8.247065696e+01,5.510562129e+00,5.186515674e+01,2.912297950e+01,2.170599808e+01,6.922562270e+01,9.989419952e+01,8.205760770e+01,3.242411719e+01,8.028161571e+01,2.739493573e+01,2.294448362e+01,1.898367244e+01
6.717938732e+01,9.859249708e+01,3.932548386e+01,6.823350540e+00,9.287941920e+00,5.524858751e+01,5.795971675e+01,9.358944815e+01,1.081611275e+00,4.055627234e+01,4.818174114e+01,9.467594369e+01,2.106693127e+01,4.068806039e+01,6.572996662e+01,7.735438595e+01,4.129120619e+01
6.273018797e+01,2.108473234e+01,5.193079092e+01,4.415325973e+01,2.132929576e+01,2.085159758e+01,9.515948965e+01,7.326500660e+01,1.702794676e+01,2.496005671e+01,4.226141400e+01,7.867312623e+01,3.636133315e+01,3.815304349e+01,7.850450930e+01,6.355578475e+01,3.273860401e+01
1.361878412e+01,3.183961532e+01,9.074423559e+01,9.584541069e+01,2.712685749e+01,2.713003515e+01,7.007121759e+01,7.919276364e+01,7.194316412e+01,8.027907936e+01,7.955965345e+01,7.649037395e+01,3.393633809e+01,9.711775052e+01,8.850991770e+01,6.486412977e+01,9.222461538e+01
6.539970928e+01,4.469981684e+01,1.531772727e+01,5.935098022e+01,4.739793085e+01,8.285048023e+01,8.106791671e+01,5.344930660e+01,1.287119899e+01,3.785785588e+01,1.126663568e+01,2.895949858e+01,4.663921192e+01,7.525886716e+01,1.237679094e+01,2.221193527e+01,8.976591102e+01
7.466521967e+01,2.865259825e+01,4.574142620e+01,1.984842200e+01,5.898119121e+01,8.161055835e+00,4.583056296e+01,1.806690158e+01,8.656663851e+01,5.324955271e+01,4.488792483e+01,2.139013655e+01,1.277444055e+01,9.300179295e+00,9.246098313e+01,1.709688565e+00,2.389475568e+01
9.216826906e+01,4.870300748e+01,5.915544016e+01,2.136210772e+00,1.231550967e+01,3.916975503e+00,7.580520361e+01,9.803832439e+01,3.709619931e+01,1.798227194e+01,3.069578740e+01,7.307260551e+01,3.382042956e+01,4.526977368e+01,8.743402544e+01,3.282746381e+01,9.203864887e+01
3.463408736e+00,1.556940642e+01,7.574507587e+01,1.761341529e+01,3.319003040e+01,6.840697669e+01,3.140854550e+01,2.109533807e+01,2.640131444e+01,8.660893349e+01,5.610486217e+01,1.131406945e+00,7.671861711e+01,4.757861453e+01,7.812865768e+01,3.975751542e+01,2.777076657e+01
5.765896344e+01,6.920617863e+01,6.547564711e+01,7.585850658e+01,6.222325064e+01,4.833861993e+01,4.330427192e+01,1.996485179e+01,5.577991306e+01,5.272409552e+01,6.637248984e+01,5.215448174e+01,3.888662130e+01,5.330309032e+01,2.268381574e+01,9.007791281e+01,9.588003784e+01
1.575508035e+01,2.459791916e+01,5.819195062e+01,4.174759022e+01,2.393837988e+01,9.720413173e+01,7.251093772e+01,8.814645152e+01,5.074692782e+01,1.207885523e+01,1.731555704e+01,5.220017060e+01,4.111380641e+01,6.356390312e+01,4.057379551e+01,3.211427694e+01,6.228987438e+01
9.467245669e+01,3.447314781e+00,5.170037680e+01,2.379827876e+01,6.121490018e+01,9.910716759e+00,8.612145313e+01,8.690712659e+01,6.983669448e+01,2.355894898e+01,8.691573931e+01,1.762611278e+01,9.526100282e+01,1.996518506e+01,7.658328964e+01,6.921382688e+01,6.448141249e+01
7.282338388e+01,5.345523417e+01,4.056581856e+01,4.979920055e+01,6.985449474e+01,7.841604171e+00,8.970541216e+01,4.600067871e+01,2.737669877e+01,3.271583982e+00,4.780738985e+01,3.498414668e+01,3.376553895e+01,9.374729104e+01,7.702516341e+01,2.545275217e+01,9.436570151e+00
3.259991286e+01,4.013247333e+00,5.473759284e+01,4.371610717e-01,5.316800107e+01,7.996308249e+01,4.111260248e+01,5.293427503e+01,2.596782362e+01,2.024565661e+01,5.334503064e+01,1.126710521e+01,8.490631360e+01,1.778576411e+01,1.322761079e+01,3.376696939e+01,3.857527702e+01
9.695634997e+01,2.796359292e+01,3.829994218e+01,6.759947422e+01,1.069175095e+00,1.305368332e+01,8.609885082e+01,3.624219374e-01,1.121999369e+01,4.045472066e+01,4.926009549e+01,4.338885097e+01,7.277337403e+01,7.307200042e+01,7.397362010e+01,1.462507402e+01,5.173494492e+01
