v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56,v57,v58,v59,v60,v61,v62,v63,v64,v65,v66
2.025766798e+01,5.777462520e+01,5.563028563e+01,5.696601298e+01,1.480233810e+01,7.020416032e+01,9.187909078e-01,9.811729428e+01,8.847945822e+01,4.037291430e+01,3.488395075e+01,4.857212701e+01,9.775384441e+01,9.400349932e+00,9.809999648e+01,3.468677169e+01,8.666149497e+01,3.677349859e+01,9.123685075e+00,7.705028501e+01,3.447561783e+01,5.857599093e+01,1.176860214e+01,8.928289087e+01,3.599710293e+01,5.189825422e+01,9.480858019e+01,9.984734882e+00,2.025362303e+01,8.023699540e+01,5.791699360e+01,5.952684550e+01,1.686851343e+01,3.272618441e+00,7.406925952e-01,5.274125351e+01,6.585932045e+01,5.717342959e+01,4.239722821e-01,4.069882480e+01,9.782895540e+01,2.828510639e+01,8.926766079e+01,4.576077774e+01,4.676886228e+01,9.609103965e+01,5.781509941e+01,8.894780150e+01,1.140155447e+01,1.808367854e+01,4.964139083e+01,1.212013068e+01,9.158651893e+01,6.009726335e+01,5.793975980e+01,2.507083423e+01,3.395941665e+01,3.981240851e+01,8.106890621e+01,8.202311413e+01,2.120407852e+01,5.719820056e+01,3.677827034e+01,3.505425733e+01,5.673105976e+01,5.065966161e+01
6.889480996e+00,3.466820113e+00,1.141517348e+01,3.209015111e+01,7.903516099e+01,6.197694513e+01,1.492563419e+01,9.106285373e+01,2.776495608e+01,3.281918110e+01,6.288673910e+01,2.700462236e+00,1.364655094e+00,9.276845964e+01,2.547546085e+00,9.348148492e+01,9.201475732e+01,9.217562124e+01,6.319265761e+01,5.387549710e+00,3.183777083e+01,2.949961922e+01,5.560451492e+01,9.783437126e+01,5.774710682e+01,2.809631429e+01,3.113854980e+01,5.781133199e+00,9.672044064e+01,1.286603734e+01,8.551355935e+01,4.524370045e+01,6.316403635e+01,8.897310254e+01,9.020560638e+01,2.325462269e+01,7.526692442e+01,6.379779359e+01,4.798823490e+01,3.933481499e+00,7.920209672e+01,4.960280831e+01,8.082090108e+01,8.986470501e+01,7.305759953e+01,5.440658956e+01,8.357636427e+01,8.260701646e+01,6.387695349e+01,1.206399686e+00,3.479400205e+01,3.120314451e+00,7.439280227e+01,5.569994915e+01,9.532862235e+01,3.375567145e+01,6.323990281e+01,7.529624264e+01,1.182976533e+01,4.587209031e+01,6.140390776e+01,2.912421118e+01,2.357224475e+01,8.574751759e+01,5.419872075e+00,2.288015770e+01
3.321301993e+01,2.349457207e+01,5.740634273e+01,8.807015216e+01,2.851034905e+01,5.485956595e+01,1.674577889e+00,3.753125421e-02,3.391755572e+01,9.928055144e+01,1.640562476e+01,1.923713759e+01,1.838752328e+01,4.691691761e+01,1.280696433e+01,5.660033495e+01,3.279905994e+01,1.274638456e+01,4.725550540e+01,9.909409921e+01,1.147248905e+01,3.445248931e+01,2.853640788e+01,3.721596912e+01,6.319950075e+01,7.803556142e+01,1.868022015e+01,8.012803605e+01,7.490086066e+01,7.286789911e+01,4.335870342e+01,3.882082296e+01,7.232975036e+01,4.389891638e+01,1.915782712e+01,9.141205975e+00,6.157972219e+01,9.279956194e+01,4.595282387e+01,6.800619610e+00,3.869190145e+01,3.238660061e+01,5.638998239e+01,4.323318966e+01,7.119081468e+01,5.249139114e+01,4.592643740e+01,9.901809914e+01,7.915388560e+00,3.685941563e+01,8.926553052e+01,9.953745552e+01,2.332274439e+01,9.563486671e+01,4.557377719e+01,4.201058772e+01,6.057834779e+01,8.213012288e+00,8.937769497e+01,9.352183631e+01,1.497066460e+01,8.913544141e+01,1.638510808e+01,4.602926468e+01,7.800271341e+01,1.227194240e+01
5.218690626e+01,7.923688280e+01,2.380545126e+01,8.327347019e+01,5.245150704e+01,3.001884949e+01,7.351123326e+01,2.991211006e+01,9.898044926e+01,1.866424881e+01,3.568933634e+01,2.585745202e+01,4.447597177e+01,5.606301377e+01,6.695727937e+01,6.873211259e+01,6.140278047e+01,4.933170811e+01,7.786168303e+01,7.951577878e+01,2.444410759e+01,6.635986197e+01,1.451604965e+00,8.080517615e+01,6.693550878e+01,4.688802551e+01,3.765501659e+01,9.368690078e+01,6.775442586e+00,6.678381313e+01,7.167191465e+01,8.337485728e+01,7.799254377e+00,3.464170024e+01,2.742952622e+01,4.541509694e+01,9.767721274e+01,3.837778068e+01,2.589915230e+01,5.619757440e+01,5.526320209e+01,3.545918011e+01,9.901127828e+01,3.809275747e+01,7.997390832e+01,8.168757700e+01,7.022809108e+01,9.187349574e+01,1.795027899e+01,9.166983178e+01,9.359108081e+01,5.461100733e+01,9.196636328e+01,5.552467525e+01,1.925521485e+01,3.182716723e+01,1.653482152e+01,6.866805378e+01,8.711083159e+01,1.466536793e+01,7.391429142e+01,8.441587174e+01,8.488134841e+01,3.132308380e+01,7.551340470e+01,4.717204079e+01
9.147894801e+01,9.113260410e+01,4.909786090e+01,7.807975701e+01,8.761690535e+01,6.164308075e+01,3.748726442e+01,5.746254400e+01,4.176630215e+00,4.228082574e+01,7.760268559e+01,8.932426601e+01,1.090043986e+01,9.985958309e+01,2.170283870e+01,6.891845486e+01,8.495041814e+01,9.089107698e+01,7.121183197e+01,7.487534300e+01,5.098529819e+01,3.023310391e+00,1.559845157e+00,8.854803449e+01,9.595218661e+01,5.562163007e+00,5.593413723e+01,7.839138831e+01,6.628644310e+01,6.596618406e+01,5.512787761e+01,4.040424377e+01,9.054166814e+01,5.418769404e+01,5.049092881e+01,8.131772211e+01,1.008157926e+01,2.079688632e+01,9.289602776e+01,2.045190284e+01,2.308877380e+00,3.853957761e+01,9.817869474e+01,2.820921232e+01,4.898074951e+01,6.109187139e+01,8.028519085e+01,1.629368193e+01,3.356792513e+01,4.966602501e+01,7.350517037e+01,6.598530216e+00,4.225809254e-01,6.657706891e+01,5.865971980e+01,6.852788333e+01,8.670904973e+01,9.812627287e+01,5.342062734e+01,9.159166594e+01,4.556596402e+01,5.645556552e+01,2.031357485e+01,6.826075452e+01,4.201832503e+01,1.049492368e+01
4.174629825e+00,1.645553750e+01,2.552105237e+00,4.870300527e+01,4.704606316e+01,1.582443965e+01,2.926269077e+01,7.499047660e+01,2.100604345e+01,6.534542666e+01,5.610431412e+01,6.630988569e+01,1.685322288e+01,9.184131560e+01,4.563200833e+01,4.321518311e+01,2.091225419e+01,6.627059833e+00,2.459151150e+01,3.435454998e+01,9.697139439e+01,2.315831077e+00,1.797899209e+01,6.383875534e-01,9.723637117e+01,5.027279262e+01,8.063495251e+01,1.751620226e+00,6.843737685e+00,9.192794812e+01,1.124985686e+01,3.160699227e+01,1.968152011e+01,7.196807923e+01,4.690842556e+01,8.780166041e+01,8.892175322e+01,8.053764356e+01,3.544406437e+01,9.974582224e+01,2.545790927e+01,4.528491436e+01,6.522655161e+01,7.795365647e+01,9.860362995e+01,7.779260723e+01,5.642334317e+01,3.834026137e+01,1.908860224e+01,8.254958559e+01,3.899985048e+01,5.662024600e+01,5.021728189e+01,6.819000857e+01,4.723381861e+01,3.797208092e+01,3.151614585e+01,8.323289982e+01,2.630893657e+01,7.597649061e+01,7.636397969e+01,6.753191507e+00,3.529234710e+01,5.884538653e+01,8.438343654e+00,6.978572575e+01
8.903337393e+01,4.115375440e+01,1.380011565e+01,1.779873850e+01,6.220670313e+01,5.501280969e+01,3.600263427e+00,1.800893854e+01,6.737874279e+01,9.188133225e+01,2.182244315e+01,7.206040765e+00,7.502997600e+01,6.931277130e+01,7.714656842e+01,8.820954195e+01,5.594443860e+00,5.180570409e+01,3.700148015e+01,6.903434075e+01,9.453771455e+01,6.520769881e+01,1.461455753e+01,3.337227913e+01,2.613844220e+01,9.905470815e+01,1.241722162e+01,3.169425611e+01,1.213427240e+01,7.381945232e+01,6.122246889e+01,2.427547820e+01,2.022853826e+01,2.767282201e+01,4.174046692e+01,6.293106699e+01,3.011623416e+01,9.993298108e+01,4.119953343e+01,8.861070612e+01,1.489078499e+01,9.939215145e+01,3.506722959e+01,1.265603756e+01,3.976645246e+01,8.665429564e+01,9.781286525e+01,2.520082206e+01,5.904774313e+01,3.261554653e+01,7.651838009e+01,3.922752131e+01,3.990964305e+01,3.953221243e+01,8.476808639e+01,5.143784067e+01,6.174524645e-01,8.333404158e+01,5.903041700e+01,3.323032374e+01,5.918770360e+01,8.151375926e+00,4.704312421e+00,3.736189770e+01,6.785026061e+01,7.534351135e+01
7.346486741e+01,5.131680088e+01,6.765371242e+00,5.134788447e+01,5.622550790e+01,8.186169896e+00,9.525075214e+01,9.947903730e+01,8.487569530e+01,8.145197435e+01,8.669723791e+01,6.564866598e+01,6.023205576e+01,6.433600319e+00,5.717919065e+01,4.683061114e+01,8.549186532e+01,9.027929046e+01,2.950545770e+01,2.100190758e+01,2.846084661e+01,1.201651428e+01,1.274977145e+01,6.602849676e+01,7.056893395e+01,8.421131062e+01,5.969316972e+01,2.557270267e+01,3.310104852e+01,7.252015025e+01,1.650894984e+01,7.119084925e+01,5.612424632e+01,3.564859774e+01,5.105406416e+01,3.045130684e+01,1.881337860e+01,9.898738855e+01,3.002586814e+01,9.059119378e+01,3.579556015e+01,8.045073672e+01,3.238080119e+01,2.617628367e+01,2.965891600e+01,1.475800446e+01,1.326755453e+00,2.024000872e+01,1.518378140e+01,8.127289421e+01,7.094969563e+01,7.306570320e+01,7.309287951e+01,4.924253633e+01,7.347322535e+01,6.716420165e+01,9.114957239e+01,8.107783197e+01,4.156599653e+01,3.582601244e+01,6.769546050e+00,4.364187898e+01,6.200735852e+01,6.723657346e+01,7.378633801e+00,2.131234888e+00
6.251572394e+01,1.954891683e+01,3.720291096e+01,3.014188613e+01,1.977504622e+01,3.594377075e+01,2.175383306e+01,9.463096715e+01,2.597922257e+01,8.168926023e+01,2.903624554e+00,9.236159802e+01,1.407420859e+01,3.918018176e+01,2.967975771e+01,1.649367985e+01,8.438187927e+01,8.237262355e+01,2.441982797e+01,1.401902726e+01,9.827682665e+01,9.686385499e+01,8.917818354e+01,9.422773816e+01,9.765830216e+01,9.758053708e+00,9.748000510e+01,3.612209504e+01,4.602075973e+01,9.872260407e+01,4.722011039e+01,2.635741485e+01,2.936830430e+01,6.561764675e+01,8.265371342e+00,8.645028073e+01,3.332836877e+01,4.927321973e+01,4.372142202e+01,2.228681705e+01,8.301723143e+01,6.241478408e+00,2.310035016e+01,2.230939963e+01,5.802307544e+01,6.916148206e+01,5.247986751e+01,2.798213402e+01,3.435551898e+01,7.309464106e+01,1.138111927e+01,4.052035930e-01,6.350036893e+01,3.744133120e+01,9.727750585e+01,9.017375973e-02,8.251920978e+01,2.387575164e+01,8.792539391e+01,5.569840661e+01,4.046526644e+01,9.822402064e+01,6.820510215e+01,1.430324942e+01,6.822585641e+01,8.255718003e+01
5.829377939e+01,1.820176284e+01,2.116157092e+01,1.053994537e+01,5.444871947e+01,5.702339640e+01,2.788220986e+01,2.631778895e-01,7.633801785e+01,3.554699839e+01,4.901422873e+01,5.412366016e+01,5.618306359e+01,2.197721854e+01,1.856375539e+01,3.982576026e+01,1.961068303e+01,6.507788953e+01,7.314946654e+01,1.967477224e+01,1.694764377e+00,1.723988417e+01,7.822745407e+01,6.039688130e+00,5.545086169e+01,7.171559895e+01,5.090252529e+01,5.799544235e+01,6.218667205e+00,9.845742853e+01,8.729026337e+01,9.056005214e+01,8.534491969e+01,3.027102867e+01,4.323267400e+01,9.118818269e+01,6.081311596e+01,1.972401045e+01,8.591342303e+01,5.713813046e+01,9.715687400e+01,9.244917667e+01,4.788833637e+01,8.202932736e+01,1.534675554e+01,6.598715600e+01,7.735700454e+01,2.434380057e+01,5.827285724e+01,5.464256096e+00,1.769439629e+01,8.263097664e+01,6.743534616e+01,2.910376008e+01,4.519709865e+00,3.452963292e+01,6.808477938e+01,4.233530504e+01,9.073340987e+01,1.417597142e+01,4.082519072e+01,2.711270789e+01,4.243825265e+01,9.009378744e+00,8.224892820e+01,1.634382945e+01
7.563181318e+01,5.704835447e+01,2.345211151e+01,3.353632592e+01,7.026753078e+01,4.818135515e+01,6.162123073e+01,4.756224685e+01,3.940364250e+01,5.860467078e+01,7.042737343e+01,3.140198502e+01,9.231450535e+01,7.590244097e+01,5.259714103e+01,8.138444474e+01,4.488857229e+01,7.866885226e+01,2.384198894e+01,9.624998777e+01,5.434361823e+01,5.103270410e+01,6.558232731e+00,6.171103846e+01,5.732978891e+01,8.037601655e+01,1.117810681e+01,8.168606422e+01,5.289706953e+01,4.646433190e+01,3.221023744e+01,9.219845788e+01,3.301878146e+01,3.680033063e+01,7.905184157e+01,4.470758594e+01,2.262155021e+01,6.440328195e+01,8.974710923e+01,1.421496222e+01,8.348715571e+01,2.624290990e+01,6.593288677e+01,7.400845536e+01,9.573157415e+01,4.906106350e+01,7.313816141e+01,4.588254383e+01,4.308690463e+01,6.208934054e+01,3.210481385e+01,9.466357863e+01,7.779588170e+00,2.260650913e+01,5.372752127e+01,2.930757545e+01,5.371201325e+01,2.945087545e+01,2.608958131e+01,1.393840152e+01,3.596625792e+01,5.689599966e+01,9.109999927e+01,7.740438496e+01,4.273600355e+01,8.643146090e+01
9.787545784e+01,1.779599456e+01,8.299837468e+01,3.432723848e+01,4.247818486e+01,9.867644234e+00,1.337181273e+01,6.480900596e+01,1.043255775e+01,2.563767735e+01,2.553491940e+01,8.824918286e+01,3.343348037e+01,2.983733387e+01,8.454288529e+01,3.165702766e+01,7.068609711e+01,6.986039953e+01,3.293342017e+01,6.706443269e+01,5.306273662e+01,1.403625016e+01,7.689180906e+01,6.277587482e+00,6.969709808e+01,1.935183321e+01,3.288179974e+01,5.672878521e+01,4.017409922e+01,2.402940153e+01,5.281797149e+01,9.408038505e+01,7.740787474e+01,6.972093744e+01,6.899249005e+01,7.760192589e+01,4.629911965e+01,1.073780001e+01,6.023509683e+01,7.688689668e+01,3.339240028e+01,6.220914876e+01,4.688271758e+00,9.563783222e+01,9.680436457e+01,7.332469424e+01,1.375593235e+01,5.371507146e+01,9.206531547e+01,2.990332862e+01,1.453947720e+01,1.393476433e+01,5.201056516e+01,5.151266513e-01,8.365194497e+01,7.880680851e+01,5.452325758e+01,6.215627058e-01,2.083006235e+01,2.262641013e+01,3.331975021e+01,4.915248359e+01,1.952161385e+01,2.190765109e+01,9.307117315e+01,2.592400007e+01
5.326126821e+01,4.643650464e+01,3.637002511e+01,2.771862824e+01,5.544554130e+01,7.762576468e+01,1.456907474e+01,1.085315005e+01,2.933756963e+01,1.759175330e+01,9.192272299e+01,6.847032730e+01,4.038168002e+01,3.359620491e+01,7.482845570e+01,6.686546624e+00,2.210431739e+01,3.418115999e+01,6.054337350e+01,8.611249862e+01,7.630178800e+00,8.334228677e+01,3.338035282e+01,4.479321673e+01,1.236216514e+01,6.580670118e+01,7.558712688e+01,5.278165645e+01,9.487430773e+01,9.177537000e+01,6.112914619e+01,3.143239044e+01,2.172703862e+00,6.019047834e+01,5.868929755e+01,8.870311902e+01,7.131732476e+01,3.550462309e+01,8.314024247e+01,7.516538772e+01,4.727438672e+01,5.599168172e+01,5.232884192e+01,9.140242947e+01,3.507208489e+01,6.058572109e+01,1.988070226e+01,4.213803241e+01,3.081205793e+01,1.127482731e+01,9.300279006e+01,1.478535694e+01,4.673925407e+01,7.239121581e+00,6.901414117e+01,1.631577585e+01,4.799717458e+01,4.247547964e+01,3.496262521e+01,6.850127420e+00,7.082512635e+01,9.427961809e+01,7.003283638e+01,6.976526576e+01,8.884848564e+01,7.123380653e+01
4.613696978e+01,7.786194969e+01,9.545841074e+01,8.147611638e+01,6.248685034e+01,6.464822127e+01,5.667483860e+01,5.386509532e+01,9.043066184e+01,5.571934116e+00,8.449503608e+01,2.674269165e+00,3.567971625e+01,6.591409756e+01,1.454395618e+01,9.567453304e+01,4.690980824e+01,4.400985787e+01,2.317164043e+01,1.691628898e+01,1.186736370e+01,6.043427626e+01,3.217664567e+01,1.283584742e+01,8.631092186e+01,1.534256867e+01,1.984966178e+01,3.343102407e+01,2.090315515e+01,6.349036880e+01,8.990261901e+01,7.561484711e+01,2.916176982e+01,9.488447973e+01,5.746655580e+01,7.658420667e+01,1.729512855e+01,8.542766451e+01,5.427376461e+01,4.522112347e+01,6.670484812e+01,1.394204123e+01,4.422185127e+01,1.965354567e+01,5.889148299e+01,9.701206672e+01,2.267399171e+01,7.146042934e+01,1.317689289e+01,2.186942104e+01,7.002480761e+01,3.594130646e+01,5.871589067e+01,1.096706772e+01,5.545826400e+01,2.114466219e+01,2.160171353e+01,9.885697722e+01,4.722105234e+01,9.751442875e+00,9.002872630e+01,8.765788459e+01,7.970615708e+01,7.997724639e+01,2.716672704e+01,7.042032928e+00
2.162676619e+01,9.004465441e+01,4.716831471e+01,3.523181149e-01,8.064746773e+00,6.954616003e+01,4.007111548e+01,6.259145584e+01,5.617318501e+01,4.916458901e+01,1.062858773e+01,9.420572389e+01,7.295145205e+01,7.409194156e+01,5.190827746e+01,5.145216630e+01,1.229854798e+01,1.666779919e+01,9.994152655e+01,4.957809506e+01,1.238302415e+01,2.809296752e+01,8.110024276e+01,4.864571488e+01,9.451087630e+01,3.411455887e+00,2.811386223e+01,3.921944467e+01,2.687656129e+01,3.366910464e+01,8.078859902e+01,2.785039675e+01,4.829888687e+00,3.640243120e+01,5.702399408e+01,2.426340733e+01,4.799104515e+01,7.570297208e+01,1.703233215e+01,4.519705244e+01,6.080540047e+01,3.102637679e+01,9.990011988e+01,2.151588383e+01,8.628390600e+01,2.096640902e+01,8.678084688e+00,1.750573752e+01,3.476486455e+01,8.875751686e+01,6.909917926e+01,1.002737799e+01,2.011807445e+01,2.587535304e+01,2.666625162e+01,7.539420404e+01,7.630833462e+01,5.880787069e+00,6.338328870e+01,7.064658624e+00,6.368490635e+01,3.728672117e+01,8.532265485e+01,9.394191847e+01,2.896916837e+01,9.942231371e+01
7.897504016e+01,8.647194045e+01,8.541724135e+01,2.601899896e+01,2.576290068e+01,6.918161372e+01,7.576775920e+01,6.875729323e+01,6.608503389e+01,2.319730606e+01,9.397499824e+01,3.487028858e+01,5.955863128e+01,8.859565198e+01,6.460643224e+01,6.331196987e+01,7.298868387e+01,3.654614313e+00,3.224241417e+01,6.461506648e+01,2.266885004e+01,7.740412249e+01,3.697882985e+01,9.116829343e+01,7.495508058e+01,8.100660070e+01,9.852389865e+01,5.385524145e+01,3.586662339e+01,2.701344815e+01,7.596758316e+01,5.894359728e+01,6.426084561e+01,2.346582258e+01,9.567303415e+01,2.664132103e+01,6.040066435e+01,2.544023218e+01,1.479461129e+01,1.408436741e+01,7.637332217e+01,2.807908844e+01,5.680033752e+01,5.051188820e+01,3.792210651e+01,8.427773243e+00,4.152097188e+00,1.052092552e+01,2.548303667e-01,7.385085946e+01,6.019000636e+00,8.657320394e+01,8.850489138e+01,5.719064758e+01,1.826336936e+01,3.250256729e+01,5.482874746e+00,3.217495784e+00,1.056905508e+00,3.112723408e+01,7.211067437e+01,6.245586382e+01,7.167777280e+01,5.623851050e+01,3.448090348e+00,6.697372769e+01
6.971379957e+01,2.515814437e+01,6.570116484e+01,9.893958685e+01,3.582518883e+01,8.540175952e+01,6.354663447e+01,1.194958136e+01,4.896164526e+01,7.750437266e+00,7.879484638e+01,6.927671454e+01,7.591522596e+01,8.552104039e-02,4.646615755e+01,6.377687502e+01,6.556189686e+01,1.366463153e+00,7.513526917e+01,5.248004205e+00,4.420627488e+00,2.893823552e+01,5.682581609e+01,9.486237289e-01,5.266274296e+01,1.870197401e+01,7.572977660e+01,3.097290871e+01,6.677504509e+01,6.324079346e+01,6.632598673e+01,7.451608228e+01,8.389005351e+01,4.022696528e+01,5.837097390e+01,1.391960896e+01,6.927067525e+01,5.340054824e+00,7.693666766e+00,7.665990135e+01,2.167294679e+01,5.196023271e+01,2.188959563e+01,9.114308253e+01,4.579578055e+01,1.619544101e+01,4.099840682e+01,8.001915204e+01,7.170043024e+01,4.653809235e+01,8.469603735e+01,9.781479874e+01,3.337706538e+01,1.635077603e+00,7.171295910e+01,1.409692765e+01,6.456317112e+01,2.187702824e+01,8.988702970e+01,7.315917456e+01,2.419869832e+01,1.627039685e+01,4.046426339e+01,8.084589786e+01,3.788458710e+01,5.513831744e+01
2.819254507e+01,1.866668177e+01,5.954904118e+01,7.294591349e+01,8.792817046e+01,7.502150889e+01,2.158044902e+01,6.786823951e+01,2.294102974e+01,1.668488839e+01,9.242902835e+01,6.499103157e+01,5.180339820e+00,1.086840506e+01,7.000822567e+01,8.713330453e+01,3.457389719e+01,2.774268251e+01,6.965833313e+01,2.614402651e+01,2.434938598e-01,5.205540770e+01,9.959048544e+01,3.100930779e+01,1.120995030e+01,3.338268072e+01,9.003552188e+00,9.088404638e+01,1.096403398e+01,1.512893650e+00,9.945877859e+01,6.142102061e+01,2.998538210e+00,8.086938773e+01,2.629104590e+01,2.047916816e+01,2.779944101e+01,6.658757882e+01,6.435425550e+01,1.909456947e+01,6.527943821e+01,6.614477558e+01,8.846198768e+01,2.177377866e+01,9.629800962e+01,2.682308659e+01,3.404767722e+01,1.953304455e+00,3.846217570e+01,1.001121016e+01,4.875458309e+01,5.905230006e+01,5.278823708e+01,7.524606326e+01,4.045699932e+01,1.668576497e+01,8.362668335e+01,2.971347709e+01,8.481718499e+01,4.122380874e+01,4.574408395e+01,6.558773843e+01,1.625799708e+01,7.199864542e+00,2.773241632e+01,6.253977175e+01
8.214076953e+01,7.245401992e+01,3.309796637e+01,7.765861275e+01,3.792504985e+01,1.250244835e+01,4.746361140e+01,9.063289368e+01,7.135066749e-01,1.185299412e+01,2.920674665e+01,1.904201791e+01,8.913070217e+01,2.392595870e+01,9.322994192e+01,3.084699866e+01,1.355117273e+00,6.027091055e+01,5.774347135e+01,8.392232995e+01,2.628615879e+01,2.053999369e+01,7.830002501e+01,2.835068722e-01,1.277590228e+01,7.775390574e+01,5.633929544e+00,3.234778111e+01,1.796395470e+01,6.822474234e+01,5.906962771e+01,4.310813747e+01,2.927079951e+01,3.826129648e+01,7.076512064e+01,2.607988402e-01,2.480051784e+01,9.175591299e+01,3.053523969e+01,3.463657415e+01,6.174178408e+01,5.774356760e-02,2.441114309e+00,4.691697545e+01,8.913299206e+00,1.068342459e+01,3.323013639e+01,2.756237319e+01,5.933687757e+01,7.366292568e+01,6.121877498e+01,9.645435002e+01,8.238177365e+01,8.875476047e+01,8.308153497e+01,9.423574112e+01,9.667741831e+01,8.902825547e+01,6.649454554e+01,3.824820566e+01,6.743043829e+01,5.442250062e+01,3.011163260e+01,9.266420688e+01,9.620463406e+01,6.410479022e+01
3.486351955e+01,8.898347101e+01,7.844400640e+01,8.080003885e+00,6.861538395e+01,3.956621862e+01,4.973210307e+01,3.194722204e+00,8.495803270e+00,6.577138671e+01,8.514125158e+01,3.538155046e+01,9.669539927e+01,1.506296570e+01,2.503653640e+01,6.713972308e+01,7.551368122e+01,1.817543953e+00,8.109690189e+01,1.544326482e+01,9.960585893e+01,1.382758652e+01,2.754744791e+01,9.692230646e+01,1.851177354e+01,2.109671258e+00,1.686422226e+01,2.512710260e+01,9.887176160e+01,6.723646086e+01,5.877419931e+01,8.070490007e+01,1.511454967e+01,4.307876197e+01,7.758137090e+01,5.390332909e+00,3.672580144e+01,6.232027497e+01,4.036319012e+01,4.996960550e+01,3.903611416e+01,6.784850739e+01,8.811812305e+01,5.513992482e+00,7.803315790e-01,8.828456615e+01,1.953309946e+01,3.180522331e+01,9.385454940e+01,8.760277466e+00,3.172286864e+01,4.028821374e+00,4.214129270e+01,1.602449890e+01,2.520439356e+01,1.684549813e+01,5.032611344e+01,7.159506494e+01,5.682326310e+01,7.514029631e+01,7.924156464e+00,3.264615311e+01,7.362569824e+01,8.680002538e+01,1.617521863e+00,1.005778809e+01
4.452398619e+01,3.001607592e+01,3.675450674e+01,8.651323829e+01,7.547765305e+01,8.756571941e+01,8.929446349e+01,3.597653888e+01,9.122114212e+01,5.763788032e+01,4.985499122e+01,7.286416104e+01,9.514896694e+01,4.584524240e+01,7.277363681e+01,5.511371998e+01,1.349177307e+01,8.830381376e+01,1.074315314e+01,5.346569540e+01,8.386924042e+01,3.233248070e+01,2.105897128e+01,8.352440169e+00,2.164804396e+01,5.724659583e+01,3.748850475e+01,4.320665264e+00,5.476046628e+01,6.117246306e+00,8.707121245e+01,3.587400649e+00,5.673387483e+01,6.527237263e+01,9.440373262e+01,7.291833205e+01,8.287329154e+01,1.488663757e+01,6.978587212e+01,5.501060711e+01,8.282305925e+01,7.073584706e+01,8.380301066e+01,5.982955473e+01,2.736766605e+01,3.066345704e+01,3.338926412e+01,2.936029998e+01,5.464604530e+01,9.082061455e+01,7.032341285e+01,1.657937446e+00,6.983639869e+01,7.458661008e+01,7.100328628e+01,5.335378032e+01,2.923706447e+00,2.748598878e+01,5.829906359e+01,4.867506918e+01,9.434442840e+01,4.677537294e+01,7.377016689e+01,6.332813784e+01,6.961226813e+01,9.091840290e+01
2.831628797e+01,1.379866199e+01,4.432596394e-01,7.988794629e+01,7.621607253e+01,7.358435854e+01,2.365801802e+00,2.560380138e+01,5.835577792e+01,2.195410165e+01,1.426786009e+01,2.972111683e+01,1.149095392e+00,2.081388290e+01,6.800673577e+00,9.306077019e+01,7.696516458e+01,2.120373823e+01,2.912348369e+01,9.371798572e+01,4.435092686e+01,8.594359908e+01,6.369130286e+01,1.433294051e+01,3.904197025e+01,5.031861073e+01,4.413281517e+01,7.277043364e+01,1.325387931e+01,8.261184891e+01,6.666624744e+01,5.102434796e+01,7.770352554e+01,9.798200146e+01,1.879216949e+01,5.185324272e+01,9.376191266e+00,5.053028530e+01,2.790255283e+01,4.072348586e+01,3.175179695e+01,8.082084623e+01,3.760839282e+01,1.206858489e+01,1.459199684e+01,6.238597272e+00,9.565432065e+01,8.967027283e+01,7.901626932e+01,5.233553637e+01,2.555698212e+01,5.829436470e+01,7.333889992e+01,4.349840115e+01,7.810197663e+01,2.863483490e+00,2.229974018e+00,4.828724214e+01,2.582527759e+01,1.118565003e+01,2.691802411e+01,2.865322829e+01,2.873138390e+01,4.703241742e+01,6.777085375e+00,4.149674686e+01
4.502889099e+01,1.674505708e+01,4.407799097e+01,4.269217904e+01,6.398274366e+01,6.986222385e+01,7.693281898e+01,7.538510685e+01,4.623564034e+01,7.495169715e+01,9.486236148e+01,6.121463910e+01,3.845523982e+01,2.348618812e+01,7.957595971e+01,7.595008868e+01,4.436201637e+01,7.813512222e+01,1.002326194e+01,3.050018407e+01,7.483283131e+01,7.906993974e+01,5.014633663e+01,6.147908896e+01,9.143518020e+01,4.454053903e+01,4.897885028e+01,8.826063286e+01,8.540577625e+01,8.495226845e+01,4.902319572e+01,8.090190809e+01,6.284918467e+01,4.126806447e+01,1.702582029e+01,6.054764302e+01,3.798123018e+01,2.712479702e+01,5.101766363e+01,8.388411336e+01,6.840162027e+01,1.876810827e+01,9.009481362e+00,3.271491551e+00,9.671036241e+01,3.644567094e+01,6.575565779e+01,9.735195069e+01,8.197560000e+00,5.549489111e+01,3.740181308e+01,5.054660114e+01,6.288605264e-01,5.038434960e+01,2.217821985e+01,9.874845474e+01,9.070372647e+01,7.663653486e+00,4.884823893e+01,3.558394861e+01,2.436055341e+01,6.834098575e+01,8.885438131e+01,2.888507278e+01,9.735147664e+01,2.145749920e+01
