v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26
8.398360153e+01,4.071207103e+01,1.392596993e+01,8.022431925e+01,6.335636304e+01,5.050115346e+01,8.685555957e+01,7.798258632e+01,4.378058747e+01,5.591015377e+01,9.698701917e+01,4.707156725e+01,4.123829487e+01,5.824258663e+00,1.720525169e+01,6.159471040e+01,9.698215878e+01,2.029430805e+01,5.014269638e+01,4.322291629e+01,4.594377477e+01,3.256934621e+01,9.862041408e+01,9.409516351e+01,2.695896045e+01,1.826557896e+01
1.686633243e+01,2.460018270e+01,8.636060264e+01,3.238224791e+00,1.530334413e+01,5.942973276e+01,8.599913593e+01,2.703882448e+01,1.628904102e+01,3.977753531e+01,9.357915824e+01,1.167135742e+01,1.760875569e+01,1.777007549e+01,6.479172593e-02,8.128656411e+01,2.010441981e-01,2.059700392e+01,2.681760733e+01,8.205409835e+01,9.001287834e+01,6.413652744e+01,1.529684332e+01,1.244272844e+01,8.332222923e+01,1.114076998e+01
5.932063521e+01,3.337047564e+01,8.161402186e+01,1.794673937e+01,5.772782033e+01,6.677233565e+01,8.431994779e+00,7.060882193e+01,2.900918088e+01,6.502895575e+01,5.631122212e+01,4.909169381e+00,8.917807115e+01,5.002184301e+00,2.670115279e+01,7.499400776e+01,4.768684260e+00,7.276336894e+01,4.274838342e+01,6.706604585e+01,1.585584248e+01,2.476990760e+01,5.217662947e+01,7.804254328e+01,2.074342104e+01,5.434968396e+01
6.984771873e+01,7.183241531e+00,6.379539233e+01,9.033659699e+01,6.274582567e+01,4.694766716e+01,5.248634829e+01,9.877748959e+01,7.217280081e+01,9.890903909e+01,9.962361072e+01,4.761055990e+01,5.113959236e+01,3.335573375e+01,7.218212773e+01,5.379589010e+01,3.184471426e+01,3.505179972e+01,8.787790839e+01,2.254905607e+01,1.536701543e+01,1.508879557e+01,5.432761512e+01,8.260578527e-01,3.311642828e+01,2.453811464e+01
3.288249882e+01,5.748063293e+01,5.000515312e+01,9.760545878e+01,2.234037004e+01,5.317950329e+01,5.138438360e+01,7.744739352e+01,6.198926305e+01,5.053684208e+01,8.826311057e+01,7.175463967e+01,1.259382309e+01,4.465788563e+01,6.535874668e+01,3.266704540e+01,6.239514458e+01,7.701399944e+01,7.199341763e+01,9.009218170e+01,9.063319533e+01,1.300772834e+00,5.533134225e+00,6.032736315e+01,4.649638393e+01,4.786211818e+01
6.930986155e+01,9.076413251e+01,9.513874295e+01,9.425379618e+01,7.527824583e+01,9.166569136e+00,1.095631922e+01,5.342788918e+01,2.483492390e+01,9.232839352e+01,7.465449268e+01,7.327499357e+01,7.512868014e+01,2.741854378e+00,2.080353909e+01,2.748127468e+01,4.345598345e+01,5.691835818e+01,9.956025253e+01,3.748130096e+01,2.014546014e+01,4.810185995e+01,6.885037180e+00,2.210618055e+01,2.602079287e+01,6.474691049e+01
2.893076424e+01,8.621107321e+01,2.677207237e+01,7.288126092e+01,3.210411112e+01,5.061382838e+01,4.760470246e+01,7.036082565e+01,5.746855831e+01,6.891875902e+01,7.455015786e+01,3.662424867e+01,5.254703196e+01,5.163776631e+01,2.006404000e+00,6.995712067e+00,4.001899788e+01,6.217953322e+00,5.120865334e+01,5.973390873e+01,9.711632919e+00,6.304802788e+01,1.357776407e+01,6.942772608e+01,2.386446173e+01,6.219227592e+01
4.933892757e+01,4.412551639e+01,4.777904938e+00,3.238602183e+01,2.755209790e+01,3.308049561e+01,2.861776101e+00,2.859706540e+01,7.375782061e+01,3.477878254e+01,6.682950545e+01,9.346351325e+01,8.869395909e+01,3.219730202e+01,4.700377421e+01,4.309841053e+01,1.327129215e+01,5.228612342e+01,3.059963330e+01,5.389411533e+01,5.512564301e+01,9.707526631e+01,3.813134668e+01,6.553234851e+01,9.500561583e+01,2.822652310e-02
7.247758455e+01,1.588245173e+00,3.421153178e+01,9.657083084e+01,7.139438286e+01,3.158403190e+01,5.216122307e+01,8.695838265e+01,9.838998513e+01,3.514518658e+01,2.075940081e+01,7.551992794e+01,3.053085770e+00,3.461985720e+01,8.467847564e+01,8.678496565e+01,2.911178508e+01,3.731595616e+01,8.631561693e+01,1.902796006e+01,1.064709444e+01,2.369445812e+01,9.120697113e+01,2.301692195e+01,8.328795860e+01,7.913229617e+01
4.150641014e+00,6.922100613e+01,1.082839583e+01,1.194178243e+00,7.172412592e+01,4.836036987e+01,8.810117395e+01,3.732399328e+01,9.762184948e+01,3.263596855e+01,5.709090588e+01,9.199458279e+01,1.661773747e+01,4.524443406e+01,2.046027022e+01,8.624117385e+01,4.108479784e+01,2.875535230e+01,4.971509593e+01,9.387998089e+01,9.088383718e+01,7.342167776e+01,9.682072815e+01,4.922459767e+00,9.633523357e+01,1.578445489e+01
5.123239478e+01,8.763274702e+01,7.766031480e+01,8.638394564e+00,2.003078372e+01,8.862398851e+00,2.490280284e+01,5.572810933e+00,5.712353497e+01,9.274977431e+01,5.854938717e+01,8.448537351e+01,4.453219338e+01,6.831617698e+01,9.809984408e+01,4.239819959e+01,4.497281280e+00,3.182957539e+00,2.959090099e+01,1.739577657e+00,2.823157042e+01,5.630783246e+01,3.382861832e+01,6.348390589e+01,3.029291595e+01,1.640649460e+01
7.013488027e+00,5.115191796e+01,9.232026946e+01,7.545235828e+01,2.842068685e+00,2.743510401e+01,9.887974577e+01,1.252986109e+01,9.252550228e+01,5.319009373e+01,4.479233773e+00,1.562915309e+01,5.918013021e+01,2.427929958e+01,2.716826129e+01,6.512537711e+01,3.961234455e+01,3.334762563e+01,4.128003833e+01,5.428529268e+01,9.047568772e+01,9.502042455e+01,7.605040037e+01,2.239247507e+01,8.898728211e+01,2.943221161e+01
8.115276462e+01,5.307470557e+00,3.880876731e+01,6.193332799e+01,1.102774703e+01,9.843294135e+01,3.804021934e+01,4.170080157e+01,5.791096739e+01,2.273584461e+01,7.093881007e+01,9.896605279e+01,8.430526722e+01,7.909189846e+01,2.576491276e-01,3.642431152e+01,8.580827258e+01,5.885384019e+01,6.360799333e+01,9.191230033e+01,1.171244193e+01,6.288400103e+01,5.745847116e+01,7.752452675e+01,9.766028659e+01,3.573218096e+00
8.079014931e+01,6.471262389e+01,7.717543917e+00,2.166113039e+01,6.123335736e+01,3.168538112e+01,7.213114577e+01,5.485450032e+01,1.265644570e+01,1.406338111e+01,1.496443393e+01,9.536490414e+01,9.512662054e+01,5.199336965e+01,6.892111306e+01,2.194279534e+01,3.569125791e+01,3.488094217e+01,5.353359257e+01,5.317570513e+01,6.850248924e+00,8.885698708e+01,3.122608183e+01,3.962178676e+01,1.767646547e+01,9.642992075e+01
8.992134891e+01,1.050922394e+01,1.912731761e+01,2.884433236e+01,7.049193882e+01,9.564738147e+01,7.492179040e+01,5.325798938e+00,7.562700871e+01,7.415915934e+01,1.116909720e+01,5.891793313e+01,4.624717952e+01,4.278337600e+01,5.542778643e+01,7.953667073e+00,6.856871686e+01,2.943624352e+01,1.108356127e+01,1.212594455e+01,9.655726387e+01,1.966019547e+01,2.014789101e+01,1.941107907e+01,6.560754939e+01,1.856309319e+01
2.652457105e+01,5.014593080e+01,1.594826012e+01,7.053647604e+01,9.882342509e+01,5.087239441e+01,2.511097430e+01,9.300570657e+00,5.100502241e+01,7.429830054e+01,9.365168708e+01,3.128068398e+01,1.288990243e+01,4.563271116e+01,6.464184515e+01,9.625125455e+01,4.070865978e+01,2.981730159e+01,5.790312858e+00,9.266531262e+01,4.974733459e+01,7.328352582e+01,9.501510741e+01,1.346747251e+01,6.716280392e+01,1.960636116e+01
2.677931919e+01,5.134549874e+01,2.472516755e+01,4.335704526e+01,9.921835595e+01,5.785374165e+01,7.538553828e+01,6.536275817e+00,5.449175584e+01,1.357245602e+01,9.575042825e+00,9.426755205e+01,7.710909874e+01,3.471654632e+01,1.047819077e+01,4.646378422e+01,4.029537130e+01,1.943457979e+01,5.934054756e+01,7.152531808e+01,8.025739318e+01,1.553277220e+01,9.436921140e+01,5.383929221e+01,9.736569708e+01,4.868891781e+01
6.009006354e+00,7.971254068e+01,9.600182956e+01,6.426281030e+00,4.237356776e+00,5.519982372e+00,9.199143942e+01,2.944146756e+00,8.504322507e+01,2.023026079e+01,6.276177174e+00,4.417878435e+01,6.865204545e+01,9.296111428e+01,1.644828048e+01,8.955723750e+01,4.697158860e+01,5.768508315e+01,7.742354592e+01,8.737839126e+01,9.097303824e+01,4.365945073e+01,7.477809804e+01,5.007744492e+01,3.248565536e+01,9.475551713e+01
9.618593601e+00,7.555366922e+00,2.869221733e+01,6.338677822e+01,2.797869206e+01,7.680378004e+01,1.828220630e+01,6.097085633e+01,1.504828867e+01,5.327790198e+01,1.586168102e+01,9.260110959e+01,8.034131700e+01,2.132992215e+01,1.607366260e+01,2.838434017e+01,8.850143178e+01,7.288126875e+01,4.457106283e+01,6.051667389e+01,7.307864074e+01,4.645516076e+01,8.748570474e+01,2.970942048e+01,5.887588987e+01,5.878527190e+01
7.661325805e+01,9.102923775e+01,8.052696508e+01,2.394042153e+01,5.454081796e+01,9.431800928e+00,1.353176918e+01,6.843718757e+01,2.531253878e+01,7.131389075e+01,8.169907766e+00,7.757021088e+01,6.979610570e+01,1.183317500e+01,3.846706668e+01,8.916313874e+01,4.609615993e+01,3.702708439e+01,7.020164389e+01,6.640014580e+00,1.280777601e+01,1.624888389e+01,4.962464890e+01,1.728379014e+01,9.860792968e+01,7.467116525e+01
7.878932823e+01,4.356739027e+01,3.137961877e+01,2.084516258e+01,5.040743606e+01,7.961489330e+01,1.001744606e+01,3.272227372e+01,7.321325848e+01,6.772738197e+01,2.632682524e+01,3.504600961e+01,3.871912476e+01,1.512219171e+00,6.685159280e+01,2.309144190e+00,1.686666602e+01,2.767243374e+00,6.833913039e+01,3.772226861e+01,9.698810489e+01,3.272100090e+01,7.566741334e+01,3.056939778e+01,5.946471329e+01,6.227227063e+00
2.604653201e+01,2.232357661e+01,5.117021170e+00,2.228481738e+01,7.494524298e+01,9.581216899e+01,1.251573788e+01,5.861074524e+01,3.603094611e+01,4.918730620e+01,2.899711822e+01,7.059398496e+01,5.685695435e+01,7.981124578e+01,3.934124531e+01,7.415003745e+01,7.449746240e+01,1.402826072e+01,9.030428241e+01,3.484944499e+01,8.609994862e+00,7.983308944e+01,9.641041191e+01,6.897964018e+01,1.530251621e+01,2.488106018e+01
6.003514022e+01,1.266033767e+01,9.677622457e+01,2.557534819e+01,8.021172097e+00,1.695200670e+01,3.067050530e+01,7.779639241e+00,6.780205420e+01,9.390965794e+01,4.590311532e+01,8.639248034e-01,7.069093306e+01,3.490162153e+01,3.623340843e+01,4.777409751e+01,7.722728615e+01,2.945562643e-01,5.253653825e+01,8.903851276e+01,3.688841036e+01,4.039980739e+01,1.043846004e+01,8.846485533e+01,6.080689842e+01,3.796121610e+01
8.946581242e+01,2.347240052e+00,7.373572457e+01,1.250597468e+01,2.468168070e+01,7.734213617e+01,7.445438123e+01,8.781768102e+00,6.991906632e+01,4.775178920e+01,6.915047507e+01,4.745531678e+01,5.565218019e+01,6.954938729e+01,3.161344700e+01,7.171628863e+01,1.857044142e+01,8.382486980e+01,4.114554329e+01,3.208486578e+01,8.294697692e+01,1.331410684e+01,7.042765264e+01,9.133711360e+00,1.168446666e+01,4.198050980e+01
6.837963358e+01,3.663290562e+01,9.443563335e+01,1.279630765e+01,4.025296308e+01,2.458166926e+01,6.033888290e+01,1.306466451e+01,9.936772857e+01,2.907338027e+01,9.833558555e+01,5.559640427e+01,3.520761583e+01,8.008735085e+01,4.035332864e+01,2.594082979e+01,8.697202073e+01,6.753166156e+00,9.837850153e+01,6.443465913e+01,9.447976475e+01,9.294358618e+01,8.056183767e+01,4.652857458e+01,3.239772559e+01,8.373229807e+01
1.482251009e+00,9.147394631e+01,8.905456041e+01,5.463470409e+01,7.827735124e+01,4.888152091e+01,9.837635163e+01,9.997111154e+01,1.421512521e+01,6.168882624e+00,2.143932495e+01,6.766566657e+01,4.551882199e+01,3.294238768e+01,6.264899204e+01,7.256924635e+01,3.220531839e+01,7.689796198e+01,5.901474448e+01,3.573545272e+01,4.903753701e+01,9.456447668e+01,7.256812371e+01,7.519055418e+01,1.404248847e+01,4.758805620e+01
2.778488574e+01,3.045023329e+01,3.671290661e+00,4.396477860e+01,3.431191264e+01,6.237652426e+01,3.370739856e+01,2.764692248e+01,7.313599247e+01,5.554555217e+01,4.821041493e+01,3.478849528e+00,7.275496572e+01,3.126752347e+00,8.067190479e+01,4.106023214e+01,3.550256155e+01,1.544341432e+01,1.603769298e+01,3.640172221e+01,4.514969092e+01,5.270925094e+01,4.657223484e+01,8.805026516e+01,4.065427873e+01,3.903792221e+00
7.044386649e+01,2.410355585e+01,5.190834029e+01,2.308547366e+01,5.320363662e+01,5.280740974e+00,3.854576211e+01,1.722676013e+01,3.185018220e+01,7.403756806e+01,3.789720032e+01,3.607896618e+00,4.104368926e+00,2.552257862e+01,7.695186940e+01,1.466518379e+01,6.909513520e+01,2.721190478e+01,5.152380407e+01,6.906379397e-01,7.631227560e+01,4.247024747e+01,6.071966875e+01,7.071229370e+01,3.440904676e+01,4.175492124e+01
5.043526469e+01,3.502843260e+01,7.950224099e+01,5.735673892e+01,2.636059407e+01,2.732523765e+00,6.781549814e+01,4.342523281e+01,4.044790913e+01,9.197310154e+00,9.535780442e+01,6.374334783e+01,6.080752286e+00,8.254770167e+01,7.302050944e+01,6.393042854e+00,7.692763732e+01,6.409678434e+01,7.146824633e+00,2.476218303e+01,2.531630188e+00,3.116611887e+01,7.756801395e+01,3.069447331e+00,9.149174581e+01,1.626985735e+01
3.114595508e+01,4.966860314e+01,6.868499059e+01,6.534946651e+01,9.397239621e+01,8.082931647e+01,4.423503094e+01,2.057398997e+00,2.230639866e+01,4.992670031e+01,3.109146936e+01,4.993970984e+01,3.675843734e+01,6.806216791e+01,5.421822955e+01,9.503560395e+01,7.255503737e+01,9.724652257e+01,8.201545685e+01,5.870479591e+01,7.434097229e+01,7.812585338e+01,3.717525699e+01,6.388304114e+01,5.311624373e+01,3.212092860e+01
5.459887156e+01,6.408625979e+01,3.260508665e+01,8.695916434e+01,3.458973715e+01,4.468150999e+01,3.356994646e+01,5.249355486e+01,9.940135066e+01,2.709109320e+01,5.193352570e+00,7.484628477e+01,9.557288179e+00,9.175385185e+01,7.093204317e+01,4.073480879e+01,4.614941993e+01,8.567578280e+01,9.056132541e+01,8.437128703e+01,6.659126410e+01,3.532923972e+01,2.354195042e+01,1.776311718e+01,2.526359408e+01,6.709393891e+01
6.468937263e+01,3.602383829e+01,9.221419704e+01,9.050624366e+01,9.002766638e+01,5.003479405e+01,2.371490885e+01,9.385117884e+01,7.814087068e+01,3.192674518e+01,5.428257703e+01,1.583057196e+01,5.401756014e+00,6.403919670e+01,1.378600992e+01,7.853919310e+01,9.384143995e+01,4.008149060e+01,4.734682133e+01,2.988293513e+01,6.426820296e+01,1.117971010e+01,7.654326207e+01,5.822974753e+01,2.623669675e+01,4.106847457e+01
9.643681811e+01,1.351067416e+01,6.481857407e+01,5.355678538e+01,4.995514676e+01,5.921904017e+01,2.722663348e+01,4.800473202e+01,6.451455715e+01,6.364838616e+01,2.932648719e+01,2.898912304e+00,2.185284472e+01,5.369977219e+00,5.194551491e+01,7.895851157e+01,8.299150408e+01,7.251920657e+01,4.672515188e+00,8.420178019e+01,6.287303791e+00,5.839894220e+01,4.614228594e+01,4.380525455e+01,3.385171110e+01,5.909237170e+00
5.725677869e+01,8.064362918e+01,4.213954143e+01,2.197537665e+01,8.921049287e+01,6.400625582e+01,7.400766564e+01,2.395401689e+01,5.730046120e+01,4.557332019e+01,8.080660557e+01,1.333156454e+01,5.411865705e+01,7.957292000e+01,5.464326938e+01,2.774496248e+01,9.465730132e+01,2.913059381e+01,4.077270361e+01,5.295686543e+01,8.978936515e+01,1.487437025e+01,2.641855762e+01,9.615840910e+01,7.883773360e+00,7.175234004e+01
9.472791771e+01,6.393794814e+01,8.744874546e+01,4.473014171e+01,5.887973558e+00,5.367025134e+01,6.526957491e+01,4.895975903e+01,8.294606276e+01,2.586111293e+01,1.827658300e+01,6.461042358e+00,9.577712005e+01,1.700587895e+01,2.209927588e+00,6.064905331e+01,4.395280537e+01,5.592515468e+01,3.989355990e+01,3.010768914e+01,6.517987325e+01,3.939001700e+01,5.650054255e+01,8.445381524e+01,5.698971645e+01,1.322103743e+01
9.688885190e+01,1.663526432e+01,3.924293297e+01,5.229949529e+01,2.734865303e+01,3.635000358e+01,4.551307593e+01,8.190357325e+01,8.948930123e+01,6.014426964e+01,7.169950393e-01,4.567762673e+01,7.015776162e+01,6.162116812e+01,1.951570564e+01,7.943046009e+01,5.041832910e+01,8.829112738e+01,2.991803595e+01,4.861568860e+01,7.201644430e+01,8.765656619e+01,3.976603031e+01,6.271727735e+01,6.704681606e-01,2.274548250e+01
1.607868436e+01,8.741375019e+01,9.541686859e+01,3.529475884e+01,7.747616615e+01,9.960190112e+01,6.868081673e+01,6.453955696e+01,2.943534669e-01,4.705682406e+01,3.565510056e+01,2.058434149e+01,8.388940907e+01,9.878636527e+01,3.776110620e+01,6.173164100e+01,6.826511226e-01,3.612147641e+01,3.048918247e+01,1.442489308e+01,8.019402166e+01,4.061015441e+01,8.137076038e+01,1.959779129e+01,8.804203773e+01,2.419319180e+01
2.279638196e+01,1.610109781e+01,9.979779366e+01,8.128558836e+01,1.175508098e+01,6.825038288e+01,1.391351971e+01,8.962162659e+00,9.842009911e+01,5.788994539e+01,9.608741162e+01,2.095489549e+01,7.088768577e+01,7.127898901e+01,6.997204124e+01,7.081070708e+01,9.542262050e+01,9.199505698e+01,2.013124758e+01,1.411133128e+01,9.426427433e+01,2.058758981e+01,6.786116466e+01,7.156283476e+01,6.690903658e+01,5.373938393e+01
4.603078977e+01,4.231195080e+01,5.429758152e+01,6.634541468e+01,8.386020750e+01,2.824940844e+01,7.620291561e+01,2.884863411e+01,9.601154977e+01,5.961193836e+01,3.699273081e+01,4.737281912e+01,5.289744678e+01,2.290379701e+01,8.901030138e+01,8.508378148e+00,4.703722925e+01,9.718185533e+01,8.281602646e+01,4.230163000e+01,5.617405147e+01,4.464313925e+01,9.184551907e+00,2.746978506e+01,7.442215993e+01,2.609531535e+01
5.352809836e+01,3.405524654e+01,8.286824856e+01,5.524650906e+01,9.234509473e+01,7.213130590e+01,1.933175086e+01,5.574226060e+01,8.912498997e+01,4.576133992e+01,1.681123752e+01,6.991389789e+01,2.877449637e+01,4.454734055e+01,6.087284303e+01,8.337141456e+01,9.109943876e+01,2.922520384e+00,4.443605328e+01,9.169291315e+01,7.372862094e+01,6.342918615e+01,8.882321132e+01,9.283485723e+01,7.616639255e+01,1.317567503e+01
1.205212779e+01,5.757664599e+00,6.061736395e+01,6.893756431e+01,4.859102225e+00,2.027350254e+01,4.945274601e+01,9.141561529e-01,3.137555640e+01,8.409240198e+01,6.605418861e+01,5.918461121e+01,7.686229023e+01,3.929962059e+01,1.505227677e+01,2.038523375e+01,3.133827448e+01,8.542064169e+01,8.298915716e+01,9.477402267e+01,9.141711980e+01,6.931521052e+01,8.089957216e+01,7.400679314e+01,2.417830111e+01,9.442586799e+01
5.597397634e+01,2.243371103e+01,1.621192738e+01,1.541264420e+01,4.292246006e+01,1.537974471e+01,3.045831827e+01,7.080520407e+01,1.778891287e+01,6.815903410e+00,4.381382809e+01,5.414341253e+00,5.663080493e+01,2.317636088e+01,6.597973171e+01,1.888477441e+00,2.816383678e+01,4.876015810e+00,9.007235774e+01,8.055876752e+01,5.082350621e+01,1.296577948e+00,3.871424152e+01,4.080613719e+01,4.957819412e+01,7.859904551e+01
9.179871968e+01,1.013370135e+01,2.823113827e+01,9.128584898e+00,3.266337025e+01,5.232607472e+01,4.752394099e+01,1.263168438e+01,7.182255347e+01,6.470654163e+00,4.600926183e+01,5.657896262e+01,3.410246101e+01,8.334641399e+01,2.399456123e+01,2.949154015e+01,3.496366712e+01,3.151538554e+01,1.786168571e+01,2.842420581e+01,8.225249506e+01,8.474947691e+01,5.281304032e+01,4.034874872e+01,6.228667252e+01,9.263735827e+01
5.944309789e+01,7.437479748e+01,3.771862979e+01,7.377420679e+01,9.448734720e+01,4.732852921e+01,2.889388587e+01,5.775311418e+01,1.116185262e+01,8.086106194e+01,1.358571803e-01,8.091072501e+01,6.876867780e+01,4.709460953e+01,2.646962245e+01,8.455183725e+01,1.952317790e+01,9.176497811e+00,7.430975953e+01,7.670413569e+01,6.278628683e+01,1.862582582e+01,3.907240557e+00,4.251361585e+01,2.923001433e+01,2.628982828e+01
2.834561836e+01,7.541505200e+01,5.548240081e+01,6.347240934e+01,5.058295849e+01,9.383112243e+01,2.086825926e+00,5.647930070e+01,7.503296188e+01,6.905858188e+01,2.773912726e+01,2.261493796e+01,6.403156504e+01,5.589488168e+01,8.762081595e+01,3.696223824e+01,9.525188459e+01,2.546313619e+01,6.430624262e+01,5.126664253e+01,3.283171434e+01,2.569265700e+01,2.740772830e+01,1.257277079e+01,8.574257475e+01,3.295057551e+01
4.710093081e+01,5.040988271e+01,5.624440874e+01,5.541002102e+01,8.182814738e+01,9.509075179e+01,2.322276094e+01,2.729937145e+01,1.597577034e+01,2.718513703e+01,2.284604638e+01,2.525072508e+01,8.169997923e+01,3.088898487e+01,5.406477469e+01,8.384262514e+01,9.495858263e+01,8.240809840e+01,6.107773983e+01,1.328731075e+00,8.299721016e-01,6.673125207e+01,7.116205977e+01,2.383967654e+01,1.294970175e+01,4.344612831e+01
5.280603873e+01,3.131253066e+01,2.937651412e+01,3.627670137e+01,2.111421768e+01,2.337997337e+01,9.875918532e+00,6.161504473e+01,5.687484881e+01,6.794997753e+01,9.480126608e+01,2.912105834e+01,6.129403341e+01,8.454299627e+00,8.158039319e+01,8.994476280e+01,8.832407183e+01,9.850951002e+01,8.419501376e+00,8.697373355e+01,7.653936619e+01,5.034923452e+01,6.831059902e+01,7.486944015e+01,1.695339960e+01,7.981486079e+01
7.399649943e+00,6.583971285e+01,6.601816946e+01,1.428950385e+01,2.033659908e+00,8.836712211e+01,4.884272407e+01,7.492977953e+00,3.100686366e+01,7.885463018e+01,2.352379199e+01,3.378116820e+01,1.420904693e+01,1.493041790e+01,7.932885876e+01,4.936684984e+01,8.965291539e+01,8.371824271e+01,9.463881857e+01,5.345320001e+01,8.527849140e+01,5.231082337e+01,1.361047610e+01,5.978842981e+01,7.574010872e+01,1.208259182e+00
4.089598338e+01,2.116728286e+01,6.241752727e+00,9.097914238e+01,3.829782809e+01,4.506212902e+01,6.484310275e+01,3.170741091e+01,9.543883125e+01,3.866970350e+01,8.001343232e+01,5.752962022e+01,8.559725966e+01,4.397022309e+00,5.740964905e+00,2.013405222e+01,9.822638721e+01,4.667464363e+01,6.374108970e+01,9.779736949e+01,9.209445468e+01,4.426664652e+01,1.579145288e+01,8.923813129e+01,3.611160100e+01,6.060073634e+01
2.164524115e+01,2.979594736e+01,8.414590977e+01,5.627612975e+01,1.580717863e+01,9.362056847e+01,6.053543224e+00,7.995491610e+01,5.264747456e+01,8.018906036e+01,4.843937359e+01,6.539527437e+01,4.094429260e+01,5.354734224e-01,4.820590609e+00,1.001992491e+01,2.474258989e+01,6.406622454e+00,4.878012016e+01,9.706981619e+01,4.444426149e+01,2.227309281e+01,1.767215620e+01,9.965326922e+01,1.589615129e+01,2.972802845e+01
5.672328869e+01,4.830965617e+01,5.087867933e+01,5.643584385e+01,9.313213169e+01,6.790621381e+01,1.179320862e+01,6.762471152e+01,9.639046878e+01,7.196745812e+01,3.685885870e+01,1.716020640e+00,4.761369573e+01,9.568801797e+01,1.637910475e+01,4.260247773e+01,3.448704796e+01,7.387257247e+00,9.509956009e+01,5.681847160e+01,2.592781415e+01,9.316775736e+01,5.162518604e+01,9.207386104e+01,6.189729080e+01,9.816680378e+01
2.740952932e+01,8.867359286e+01,2.957015856e+00,5.838835971e+00,6.287237393e+01,4.741601439e-01,1.577348554e+01,7.705972002e+01,5.460410641e+01,6.471077338e+01,3.713562485e+01,9.150502659e+01,2.693874700e+01,7.109741002e+01,4.687289833e+01,2.340850456e+01,9.011892642e+01,8.270603227e+01,6.448407513e+01,2.282080929e+01,7.192718909e+01,3.522073618e+00,5.805757139e+01,9.238831694e+01,6.071478710e+01,6.864848800e+01
9.460539267e-01,1.469127216e+01,9.508632250e+01,7.651647251e+01,8.510732780e+01,1.658845120e+00,1.266207058e+01,9.606730958e+01,2.825218482e+01,7.586178578e+01,2.924167574e+01,1.292635834e+00,7.576606940e+01,1.962379617e+01,8.825411648e+01,8.545787434e+01,4.948536928e+01,2.766540617e+01,3.158223074e+01,2.302707800e+00,8.135654229e+01,3.169721201e+01,3.208470140e+01,3.447194014e+00,1.128890233e+01,8.577398648e+01
3.916961102e+01,3.888195220e+01,2.713617934e+01,9.907968779e+01,3.098759270e+01,5.971976314e+01,6.020958375e+01,4.737186238e+01,6.739156004e+01,9.553736382e+01,2.763150569e+01,7.954327048e+01,4.668664365e+01,3.908341286e+01,3.754844874e+01,6.685374088e+01,2.379087212e+01,8.972362899e+01,5.970924498e+01,7.692001864e+01,7.947289776e+01,5.818673486e+01,4.091168181e+01,4.576157621e+01,1.590915587e+01,4.155413991e+01
2.284247474e+01,5.203441003e+01,6.137052937e+01,7.670249293e+01,7.642637218e+01,1.627070819e+01,9.953035147e+01,3.117250513e+01,5.965836321e+01,7.949313402e+01,1.041889091e+01,7.138262313e+01,2.414919760e+01,4.287973753e+01,4.938258039e+00,6.165942592e+01,7.183095595e+00,9.122898532e+01,8.365679986e+01,3.067056995e+01,7.053962863e+01,3.518704625e+01,8.303463116e+00,1.742370403e+01,9.028808570e+01,9.673766310e+01
4.507732448e+01,9.916961070e+01,5.117849571e+01,6.742516089e+01,5.949304685e+01,3.006306921e+01,6.902320170e+01,3.971057925e+01,8.307994111e+01,5.940178092e+01,7.004178247e+01,8.230836709e+00,1.386745398e+01,6.542342969e+01,4.179766508e+01,6.283671530e+00,6.151685737e+01,1.799855067e+01,3.377982461e+01,4.063880155e+01,2.650859686e+01,6.788997367e+01,4.492572355e+01,7.210453328e+01,7.035889360e+01,9.690643330e+01
1.423532723e+01,4.779834563e+01,4.072581555e+01,6.027370344e+01,4.939268071e+00,4.040024806e+01,3.164840912e+01,7.491280169e+01,1.707821365e+01,2.735633958e+01,8.474718208e+01,8.666247658e+01,4.613788062e+00,9.402766402e+01,9.563344055e+01,2.823094052e+01,6.251006087e+01,9.219834975e+01,9.664504653e+01,9.469077555e+01,9.411440613e+01,9.435631620e+01,6.664552937e+00,4.469249373e+01,7.264684262e+01,2.962068996e+01
5.241099593e+01,6.663640241e+01,6.628304610e+00,6.236096529e+01,6.919073093e+01,2.341745404e+01,3.998460534e+01,3.882641766e+01,2.611525309e+01,3.066238523e+01,9.233973166e+01,7.245936247e+00,1.589929670e+01,7.935498685e+01,5.027555635e+01,6.360253789e+01,8.465415284e+01,1.254859674e+01,1.238123946e+01,4.503366662e+01,9.891742204e+01,6.298234152e+01,7.285517673e+01,1.658525441e+01,4.496635544e+01,1.711726838e+01
5.203486518e+01,8.169198147e+01,3.545774816e+01,4.550224695e+01,6.351627865e+01,9.345510500e+01,4.474700639e+00,6.001126577e+01,9.820457488e+01,9.828053326e+01,1.953813725e+01,3.292839168e+01,8.777857142e+01,3.448817503e+01,1.928791858e+01,8.275510120e+01,6.983943693e+01,8.439006511e+01,5.488646450e+01,2.807044368e+01,8.300241108e+01,2.217003389e+01,1.658076545e+01,7.339916078e+01,3.056395016e+01,2.023978230e+01
