v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56,v57,v58,v59,v60,v61,v62,v63,v64,v65,v66,v67,v68,v69,v70,v71,v72,v73,v74,v75,v76
9.702910150e+01,2.018063142e+01,3.334221022e+00,5.187817996e+00,1.909569137e+01,1.849568174e+01,2.018062854e+01,7.928509750e+00,4.057647722e+01,3.255616918e+01,7.773571602e+01,1.057588894e+01,6.738249071e+01,2.091090622e+01,5.393902718e+01,6.148684157e+01,6.105617797e+01,6.141047109e+01,5.388781297e+01,9.155557247e+01,7.570582682e+01,5.965448865e+01,6.994267920e+01,8.839721509e+01,6.632829121e+01,7.658513933e+01,3.400529160e+01,2.713284712e+00,9.970998938e+01,3.354369699e+01,8.844798425e+01,1.536953890e+01,8.768408413e+01,1.033864897e+01,6.308281958e+01,6.378034747e+01,5.451813982e+01,3.952343326e+01,4.714440848e+01,5.600352372e+01,8.244208071e+01,5.217190943e+01,7.884916760e+01,3.857678198e+01,5.491469835e+01,8.638009929e+01,5.768282159e+01,5.907642087e+01,1.535465299e+01,9.605145507e+01,4.654001786e+01,1.168252733e+01,3.460016006e+01,5.185496447e+01,6.261198284e+01,1.537223633e+00,9.764456849e+01,6.265965085e+01,9.377740243e+01,9.675109657e+01,1.212561692e+01,2.497795429e+01,2.667992457e+01,5.795138681e+01,7.412380519e+01,6.894479500e+01,5.837969088e+01,7.220431072e-01,1.694613573e+01,6.127188396e+01,4.524261482e+01,3.151814440e+01,9.887430091e+00,1.369902647e+01,8.468365438e+01,6.953500124e+01
4.210353705e+01,2.001804821e+01,4.431653447e+01,6.195276577e+01,8.466602725e+01,2.157445583e+01,2.118003112e+01,8.941395504e+01,8.436030713e+01,3.193365790e+01,1.209583139e+01,8.479540551e+01,9.513833897e+01,9.197429555e+01,4.960238371e+01,1.636125862e+01,1.158667698e+01,8.556612487e+01,9.409480209e+01,7.898227957e+01,7.831818949e+01,9.317194853e+00,9.561220436e+01,3.304559833e+01,1.986315666e+01,7.365276460e+01,1.353239376e+00,6.204368757e+01,8.280373520e+00,8.742424552e+01,5.220116678e+01,5.335160115e+01,6.254674695e+01,4.392147830e+01,4.390698620e+01,3.329978024e+01,8.587844105e+01,5.597462997e+01,1.360089208e+01,4.400337452e+01,5.205686893e+01,2.479499645e+01,7.569465847e+01,9.851824751e+01,9.477109441e+01,9.251067062e+01,9.577957650e+01,1.306079115e+01,5.648637610e+01,1.703711102e+01,8.626633512e+01,9.651441216e+01,4.255407677e+01,3.486360835e+01,6.150408373e+01,8.619703757e+01,6.047705867e+01,5.146612462e+01,2.250861717e+01,8.264556728e+01,6.143302978e+01,5.135590661e+01,7.527957073e+01,3.118116174e+01,5.766649395e+01,5.473904844e+01,4.021014264e+01,4.805193446e+01,7.134870477e+01,2.734424432e+01,5.212334989e+01,2.960198436e+01,5.769175261e+01,2.237306909e+01,8.598548939e+01,9.279639203e+01
7.159165877e+01,4.124160548e+00,2.496900384e+01,6.041091229e+01,4.499184029e+01,4.096871321e+01,7.182350835e+01,2.340260088e+00,9.291739354e+01,9.493605176e+01,2.105803916e+01,5.445133587e+01,3.122070252e+01,9.504798709e+00,4.237028539e+01,6.209688646e+01,7.670340691e+01,5.059411949e+00,1.536426235e+01,9.059301828e+01,2.268112369e+00,7.618984431e+01,1.445736684e+01,2.784257599e+00,7.518930104e+01,4.077750641e+01,7.879557949e+01,8.847520933e+01,5.745619473e+01,5.350698153e+00,3.519866393e+01,7.465700778e+01,4.588791947e+01,7.149274246e+00,7.735694225e+01,8.650262851e+01,5.198019024e+01,4.071677406e+01,7.201097518e+01,9.760219909e+01,2.088328962e+01,1.126849452e+00,5.477752165e+00,1.615513848e+01,6.262487237e+01,9.566016162e+01,6.183764070e+01,2.487053545e+01,8.935961360e+00,3.604407610e+01,7.822833079e+01,2.896733422e+00,3.819488925e+01,2.041168053e+01,6.865849998e+01,9.005843579e+01,4.070841534e+00,8.136605030e+01,1.608219747e+01,2.873068182e+01,4.336822866e+01,3.603589550e+01,8.594058415e+01,3.294063068e+01,5.152628630e+01,5.198353132e+01,2.826707089e+01,6.514510713e+00,6.676472025e+01,3.656104671e+01,5.705456260e+01,1.677322515e+01,3.229596222e+01,5.264416216e+01,9.873179535e+01,7.927547314e+01
2.985987440e+00,3.302242127e+01,4.322124598e+01,7.898322176e+01,8.433254277e+01,9.127525715e+01,5.319526642e+01,3.081468457e+01,7.446675302e+01,3.329299569e+00,1.525024291e+01,6.423798387e+01,9.609417798e+01,4.007628335e+00,1.172613025e+01,3.516255742e+01,6.871848536e+01,4.541285387e+01,1.371762362e+01,3.164032375e+01,2.988869728e+01,7.463696987e+01,7.802107844e+01,9.555469754e+01,3.189129561e+01,7.128490006e+01,4.526730054e+01,6.756129894e+01,9.109115517e+01,1.991326873e+01,8.330502661e+01,6.269352943e+01,4.758730631e+01,1.514881292e+01,6.365826495e+01,4.792447231e+01,4.182206207e+01,3.380671081e+01,9.377849002e+01,9.456263420e+01,7.431471303e+01,2.639231713e+01,1.379267233e+01,8.161375744e+01,5.267657856e+00,3.958752507e+00,6.730982950e+01,4.939750810e+01,6.315383819e+01,5.328277432e+01,8.571502563e+01,4.072136079e+01,1.982031265e+01,7.843579820e+01,8.222207415e+01,7.820323685e+01,6.722470094e+01,3.509380125e+01,7.022988844e+01,1.191193390e+01,7.645328418e+01,5.239787047e+01,2.585016291e+01,4.574282301e+01,4.787177117e+01,8.015403784e+01,2.202425146e+01,3.035063551e+01,5.731518568e+01,4.802785784e+01,2.123904024e+01,5.353890059e+01,5.801979623e+01,3.127844137e+01,9.178779010e+01,2.564074373e+01
4.830568576e+01,1.568471996e+01,3.741946539e+01,7.295091568e+01,5.713368488e+01,3.426952307e+01,4.039523442e+01,4.894227772e+01,1.847860049e+00,1.858956634e+01,2.213791252e+01,2.434111564e+01,8.323771488e+01,6.959523741e+00,3.370470914e+01,4.222302798e+01,4.189780341e+01,2.221580398e+01,7.940024847e+01,6.488719219e+01,3.636754335e+01,4.541954595e+01,9.972440559e+01,7.114428712e+01,8.596565246e+00,8.424410587e+01,5.001378428e+01,6.896893923e+01,5.770529134e+01,8.424308837e+01,4.299340098e+01,1.564926506e+01,8.998416276e-01,3.505206531e+01,7.315611116e+01,1.141119375e+01,6.107235779e+01,4.579598656e+01,8.358461200e+01,8.618609515e+01,7.708570338e+01,9.918245425e+01,4.670345639e+01,9.202888383e+01,9.550140925e+01,6.570931160e+01,5.913667983e+01,1.290110258e+01,7.294415346e+01,5.268204613e+01,4.474025126e+01,4.936945158e+00,9.542427803e+01,4.370759498e+01,8.154755875e+01,7.544978537e+01,6.081505274e+01,9.759414080e+01,5.400925793e+01,2.941539806e+01,8.977061667e+01,8.348242750e+00,8.398731030e+01,1.902859174e+01,6.843756866e+01,8.268447793e+01,4.948197048e+01,9.489824547e+01,9.181443062e+01,5.132022203e+01,6.183939566e+01,9.401596265e+01,2.194377935e+01,3.516791298e+01,5.801362304e+01,8.962404368e+00
3.838443280e+01,3.643128812e+01,2.001117422e-01,1.727860310e+01,4.488679312e+01,6.224217405e+01,5.046934191e+01,5.331305604e+01,3.229714023e+01,5.835205430e+01,7.097207056e+00,9.253260249e+01,1.270675149e+01,6.659542853e+01,8.672741103e+01,4.905547515e+01,2.026943793e+00,6.943969180e+01,3.917905760e+01,1.507282228e+01,1.552214037e+00,8.737247173e+01,2.945793549e+01,1.107342809e+01,2.669989524e+01,3.784100443e+01,1.139312866e+01,2.545390493e+01,9.461118450e+01,9.902792050e+01,9.002365930e+01,6.775895398e+01,4.967064165e+01,9.660813433e+01,6.915930407e+01,7.090778096e+01,9.792527973e+01,2.709524941e+01,1.213197610e+00,7.695631529e+01,7.906286932e+01,6.059514163e+01,9.321612144e+01,7.746179589e+01,5.769295877e+01,4.200471569e+00,9.541708887e+01,6.075432621e+01,4.604916703e+01,2.268445896e+01,3.920745812e+01,3.675653319e+01,2.412525259e+01,5.671359090e+01,8.443140843e+00,9.881548397e+00,8.519194915e+01,7.429565763e+01,6.082961474e+01,8.359964893e+01,2.949721708e+01,3.672783090e+01,4.617897568e+01,5.444416921e+01,1.352261032e+01,8.974568128e+01,5.144439414e+01,8.252576907e+01,4.800349386e+01,2.861631919e+01,5.929551230e+01,8.484713298e+01,4.953138309e+01,9.169559287e+01,5.992715719e+01,9.901264436e+01
6.317832840e+01,3.712876273e+01,7.120379258e+01,6.386473839e+00,9.859028437e+00,6.257477025e+01,9.265818835e+01,6.914275185e+01,1.345011119e+00,8.210604299e+01,4.470842999e+01,4.459355065e+01,3.442746532e+01,9.169720137e+01,8.152456851e+01,3.787959990e+01,9.770825156e+01,7.194073501e+01,5.364218111e+01,5.758224194e+01,5.051228972e+01,5.041849934e+01,4.081107339e+01,5.112287061e+01,7.882334246e+01,8.399971243e+01,1.037145676e+01,6.591920590e+01,6.927189441e+01,1.082782456e+01,9.408385305e+01,6.128952881e+01,8.024482488e+01,9.750935240e+01,2.062035514e+01,3.239083593e+01,7.774738135e+01,1.455253500e+01,9.627299395e+01,7.363142462e+01,4.244067107e+01,6.887443150e+01,5.164668727e+01,5.414441250e+01,2.036329319e+01,6.758728840e+01,7.498238888e+01,2.686534690e+01,7.117603003e+01,1.408485536e+01,7.039983878e-01,9.776241370e+01,7.271347949e+01,7.519538585e+01,6.211899044e+01,7.449432318e+01,4.732212733e+01,3.878114216e+00,7.128902754e+01,6.155385748e+01,9.538963569e+01,7.616244688e+00,8.178749157e+00,7.618064424e+01,6.169231763e+01,2.419251069e+01,1.665308848e+01,9.054580028e+01,3.185244434e+01,7.613653116e+01,7.575223034e+01,5.882865547e+01,6.381956445e+01,4.362806372e+01,9.722443893e+01,2.962750833e+00
8.120767395e+01,3.457454674e+01,9.257403562e+01,3.008146481e+01,2.292726624e+01,4.955893422e+00,2.182120133e+01,1.893652419e+01,2.571119368e+01,7.395983329e+01,7.469875016e+01,4.034776659e+01,5.180057638e+01,5.071850632e+01,8.417355527e+01,6.260691966e+01,5.627521693e+01,2.528694370e+01,8.756160945e+00,9.040796610e+01,1.038945114e+01,9.441750539e+01,2.810242591e+01,7.455256135e+01,8.585410233e+01,7.443150994e+01,8.104072512e+01,1.574588307e+01,5.780404125e+01,4.498975890e+01,9.382864667e+01,8.493884065e+00,6.593647668e+01,2.739946987e+01,3.226929850e+01,6.252099974e+01,8.792500601e+01,4.368052978e+01,1.352095306e+01,3.569814198e+01,1.848598679e+01,4.453138611e+01,3.216510524e+01,2.839402178e+01,3.898108269e+01,1.387957482e+01,2.805932817e+01,8.018016634e+01,9.297242315e+01,8.824674352e+01,4.725914125e+01,3.361869285e+01,8.648097453e+01,8.129877064e+01,7.564015406e+01,6.296291584e+01,8.974265086e+00,6.146301034e+01,6.018806737e+01,8.316430756e+01,7.476837842e+01,6.396513324e+01,8.716874659e+01,2.409377865e+01,4.739056732e+01,3.739250260e+01,6.634006832e+01,9.505451045e+01,7.022271039e+01,4.461995553e+01,3.476514516e+01,2.685282220e+01,5.424939253e+01,7.765319786e+01,9.301296792e+00,9.229781718e+01
1.321876492e+01,3.664723100e+01,3.011551155e+01,7.025338909e+01,5.267466849e+01,9.038216608e+01,1.957432629e+00,2.773644245e+01,3.359474929e+01,2.656067545e+01,8.650922143e+00,4.177447887e+01,1.044823365e+01,7.162992478e+00,4.519610154e+01,2.293313306e+01,5.554250074e+01,6.696951346e+01,3.817783576e+01,6.053714754e-01,4.603065509e+01,8.734340600e+00,1.014070342e+00,8.682307883e+01,2.744416098e+01,7.665232261e+01,4.944288544e+01,5.887642836e+01,7.987422597e+00,5.455010590e+01,5.128552419e+01,1.380186964e+01,1.473737790e+00,5.115840776e+01,6.553538578e+01,8.564967988e+01,7.388037820e+01,6.918707764e+01,8.813737714e+01,7.636031180e+01,4.477067268e+01,6.692140352e+01,2.845041726e+01,9.371724145e+01,7.109331037e+01,7.614272658e+00,6.946476996e+01,9.540577285e+01,2.346755827e+01,6.794269432e+01,6.531799649e+01,9.303783037e+01,9.917515754e+01,5.450704114e+01,6.648924894e-01,3.705260147e+01,4.456456837e+01,8.383085298e+01,1.317254985e+01,2.950096343e+01,6.451156987e+01,8.493960653e+01,8.660595721e+01,8.813482208e+01,9.464595159e+01,2.603940130e+01,2.785094174e+01,8.169769177e+01,4.857440958e+01,1.416932331e+01,2.895248823e+01,2.133108358e+01,3.754444769e+01,9.073015288e+01,3.776220542e+01,9.976940114e+01
7.846480394e+01,9.299984064e+01,6.997352941e+01,2.726560242e+01,3.488899951e-01,9.789409453e+01,1.892624297e+01,4.033507181e+01,7.981525869e+01,7.003310520e+01,9.642167747e+01,7.757691063e+00,3.515298408e+00,8.543438903e+01,7.981228071e+01,4.538719728e+01,2.667879064e+01,1.849857430e+01,8.266917849e+01,1.707612056e+00,8.266317521e+01,3.724491997e+01,2.758601141e+01,2.336786926e+01,5.270264086e+01,4.749386920e+01,7.196176760e+01,2.130938762e+01,2.510925255e+01,4.932102553e+01,4.544741466e+01,5.729821452e+01,2.809155698e+01,8.612829508e+01,1.049182607e+01,6.693778515e+01,5.872595854e+01,5.837725651e+00,7.531651688e+01,2.444417908e+01,6.146482725e+01,4.725566369e+01,4.364248228e+01,3.449519266e+01,6.242946960e+01,1.257484338e+01,3.532341675e+01,9.929435320e+00,8.098277673e+01,1.119922418e+01,4.841375945e+01,5.837798734e+00,5.467009682e+01,9.664832859e+01,4.667852935e+01,4.330375698e+01,6.516653161e+01,3.095183396e+01,5.515804089e+00,9.185828580e+01,7.071207791e+01,7.625962041e+01,8.366787223e+01,3.300931059e+00,5.517876896e+00,3.452201373e+01,3.687565745e+01,1.180765621e+01,9.140125407e+01,9.119637308e+01,7.394551200e+01,1.740917571e+01,5.528320585e+01,2.665500587e+01,5.038766947e+01,1.779081261e+01
7.369222888e+01,1.815004509e+00,5.076221031e+01,8.321777890e+01,9.050980291e+01,3.150586801e+01,5.234946125e+01,4.275205338e+01,6.830520120e+01,5.377031091e+01,6.700439876e+01,6.598920132e+01,7.958729006e+01,7.703908947e+01,9.548796389e+01,7.782509369e+01,5.567018102e+01,8.268445591e+01,5.815257033e+01,2.762182543e+01,1.828400664e+01,8.766896506e+01,5.331127551e+01,9.043273652e+01,3.318417125e+01,8.137277885e+01,9.388652781e+00,8.348483273e+01,8.616730269e+01,6.375243103e+01,4.719245633e+01,3.418069467e+00,2.726214398e+01,3.616167635e+01,7.112850578e+01,2.530765834e+01,5.556306652e+01,3.238281629e-02,9.845118477e-01,1.894733591e+01,7.187654468e+01,8.140006956e+00,3.422961224e+01,8.870593585e+01,4.620563356e+01,1.759421077e+01,1.062377483e+00,1.200197427e+01,5.286566911e+01,1.627401519e+00,6.273693706e+01,7.707319126e+00,9.267687043e+01,9.751937066e+01,9.940053176e+00,4.371468460e+01,8.646684087e+01,8.747025781e+01,9.169768552e+01,3.250186124e+01,3.961343251e+01,8.943157604e+01,8.165455024e-01,7.286600079e+01,9.150454578e+01,1.091022880e+01,6.652432247e+01,3.880969106e+01,4.893231422e+01,6.013491848e+01,5.271720108e+01,3.050361675e+00,2.113642355e+01,6.208427583e+01,9.031926412e+01,3.534240206e+01
2.481797664e+01,3.512367188e+00,5.982087482e+01,6.496495413e+01,8.928559039e+00,4.283236781e+01,6.453953227e+01,4.458643821e+01,3.784941086e+01,9.700176424e+01,9.370207585e+01,7.036898020e+01,8.947678067e+01,6.576321443e+01,5.685878119e+00,7.094539740e+00,8.446509368e+00,6.843790017e+01,5.922763225e+01,1.600375843e+01,1.429306472e+01,7.440065368e+01,6.084811892e+01,6.546865785e+01,8.079390916e+01,2.190368808e+00,6.579914947e+01,2.047137442e+01,7.135055430e+01,7.199668276e+01,3.152371423e-01,1.230731658e+00,5.056262392e+00,4.074532955e+01,3.099275570e+01,9.244557133e+01,5.734388666e+01,2.586424798e+01,8.039606771e+01,7.061132003e+01,2.427664832e+01,2.718581214e+01,9.404394832e+01,7.465839773e+01,8.054577102e+01,6.195600676e+00,4.330495486e+01,5.359934393e+00,6.393862834e+00,9.475880386e+01,4.456561191e+01,8.312546548e+01,7.649869040e+01,8.956560290e+01,6.179078248e+01,1.602516462e+01,7.036115913e+01,8.893998822e+01,4.170105213e+01,6.698596660e+01,5.772653329e+01,1.130586462e+01,4.745165746e+01,8.924172528e+01,6.838478426e+01,1.508474689e+01,5.401945061e+01,4.072979441e+01,7.104498975e+01,5.400724865e+01,5.502540237e+01,5.450876182e+01,7.708939585e+01,8.039856608e+01,2.891958904e+01,3.078396531e+01
1.855983000e+00,5.187799689e+01,4.395194660e+01,7.265701320e+01,6.153411728e+01,8.506996727e+01,1.986978943e+01,6.710493464e+01,3.324129445e+01,5.643943748e+01,3.728167791e+00,2.418497540e+00,8.647466994e+00,4.467540088e+01,6.506667620e+01,9.091680500e+01,8.040849129e+01,9.035487724e+01,2.593641236e+00,3.514778548e+01,9.613972312e+01,3.057957090e+01,3.626787042e+01,1.299278822e+01,7.697363729e+01,1.960146272e+01,3.306800919e+01,9.402503054e+01,5.243582912e+01,5.250114642e+01,4.626886729e+01,5.499473879e+01,9.545153253e+01,6.152631466e+01,9.902339904e+01,4.484921204e+01,6.189899596e+01,2.899692219e+01,5.812537912e+01,5.780906005e+01,9.838953807e+01,9.685636450e+01,5.031251482e+00,6.997302901e+01,1.689895905e+01,2.052641507e+01,3.906063134e+01,7.058345547e+01,1.191991158e+01,3.324942924e+01,1.814397600e+01,2.064167854e+01,2.481013414e+01,5.093838816e+01,5.934054948e+01,9.544707348e+01,5.687282953e+01,5.729848851e+01,8.293224770e+01,3.711072406e+01,7.423179365e+01,7.674903280e+01,3.418198946e+01,7.047386962e+01,1.219540846e+01,9.017445511e+01,8.084617483e+01,2.980260185e+01,2.765062724e+01,3.834696045e+01,2.111751353e+01,9.447711775e+01,3.683815142e+01,8.440659925e+01,6.414768757e+01,7.070954422e+01
8.635344999e+01,2.446566977e+01,7.926967509e+01,5.942350304e+01,5.819884878e+01,4.779370196e+01,2.610102650e+01,1.609802566e+01,2.790204054e+01,6.654356376e+01,8.185201987e+01,4.315553495e+00,2.007877309e+01,7.789747782e+01,9.925464263e+01,7.909159088e+01,6.425345820e+01,7.842547736e+01,6.756481164e+01,4.691399094e+01,7.013119808e+01,6.247710673e+01,4.916582001e+01,7.185652316e+01,8.895803994e+01,3.025129761e+00,7.726974676e+01,1.796316175e+01,8.450665436e+01,1.401150931e+01,7.096766300e+01,3.109287101e+01,3.318762161e+01,7.363415475e+01,7.338260296e+01,1.423895646e+01,3.040780437e+01,1.346105336e+01,8.416409248e+01,9.167954748e+01,1.441113118e+00,8.367490764e+00,7.635949743e+01,7.074963256e+01,7.654293042e+01,9.576967776e+01,7.859605731e+01,3.118943684e+01,4.292963058e+01,9.052457399e+01,7.178013541e+01,9.449755436e+01,6.723079868e+01,8.010913015e+01,6.191930251e+01,2.054722848e+01,1.983494838e+01,1.106252318e+01,5.805495271e+01,3.135901967e+01,2.445986277e+01,1.430755359e+01,5.736689957e+00,6.365118591e+01,8.704636138e+00,6.750898907e+00,5.561387004e+01,9.877386541e+01,6.242189246e+01,8.273172915e+01,3.558366482e+01,5.534530379e+00,2.230275090e+01,3.547542757e+01,5.499651686e+01,3.845724322e+01
1.088807205e+01,1.056990112e+01,8.814280006e+01,2.404899833e+00,3.855541330e+01,7.571848882e+01,8.965743013e+01,5.350932375e+01,6.621372760e+01,2.204625919e+01,9.791221857e+01,7.944923628e-01,7.965059559e+01,4.749443607e+01,8.625042675e+00,1.234837068e+01,4.956589495e+01,8.621414904e+01,1.897115117e+01,6.379142624e+01,4.859114219e+01,3.956985391e+01,3.993154454e+01,6.609308350e+01,4.425988175e+01,6.462133713e+00,9.246256908e+01,7.000044701e+00,7.019320926e+01,2.303601247e+01,2.366547847e+01,7.872737401e+01,3.669988767e+01,1.493266484e+01,7.489804999e+01,1.481089172e+01,1.747364323e+01,8.454227725e+01,7.369447241e+01,6.024367522e+01,9.978146698e+01,3.170359838e+01,1.448680185e+01,3.977996993e+01,8.971393165e+01,2.592462579e+01,4.310504673e+01,8.285767317e+00,3.678283664e+01,1.669595691e-01,1.149655416e+01,8.111816318e+01,8.417649621e+00,2.587583655e+01,1.353329229e+00,9.655950936e+01,2.972363006e+01,1.766107222e+01,1.713848085e+01,2.442464700e+01,7.363300850e+01,3.501818995e+01,8.155851654e+01,5.537099827e+01,1.042995575e+01,3.852070734e+01,3.203909284e+01,2.650250991e+00,6.454919555e+01,8.310527755e+01,4.864628043e+01,4.710787793e+01,6.286141881e+00,7.679582694e+01,1.017576921e+01,6.628498272e+01
9.142647543e+00,8.205141269e+01,3.214273612e+01,4.250156088e+01,3.532681796e+01,8.349525600e+01,4.093595219e+01,9.764313496e+01,5.406472459e+01,1.699246979e+01,6.514283917e+01,6.917998647e+01,9.078366764e+01,3.246128583e+01,5.513325549e+01,1.919683584e+01,4.866776558e+01,4.986145873e+01,4.654355879e+01,5.104741057e+01,3.545106980e+00,4.659546253e+01,7.529571704e+00,6.556159971e+01,6.518344800e+01,8.253555148e+01,6.546116781e+01,8.044780357e+01,5.327118358e+01,8.165257762e+01,9.993204915e+01,2.285233856e+01,5.542280978e+01,1.385478849e+01,3.858003850e+00,1.928894963e+01,4.482955300e+01,2.230628465e+01,1.398126017e+01,3.473220493e+01,7.077726321e+01,8.353999829e+01,1.209833373e+00,9.342242039e+01,7.637426765e+01,6.627671091e+01,6.318757030e+01,1.990175956e+01,9.412551470e+01,3.000814331e+01,9.085090291e+01,9.645658894e-01,2.668420469e+01,2.998067443e+01,5.634140117e+01,2.956855645e+01,3.365439580e+01,7.594992992e+01,3.367418972e+01,4.179322627e+01,6.747083926e+01,4.149721766e+01,5.034927520e+01,4.926734466e+01,7.360346079e+01,1.242754035e+01,1.013516916e+01,4.587076052e+01,4.796648824e+00,3.179408126e-01,9.305021204e+01,8.539246790e+01,7.177376758e+01,4.112257655e+01,4.881106021e+01,7.423829614e+01
6.981105576e+01,3.483725195e+01,8.397309819e+01,4.524465030e+01,9.011154354e+01,4.866064507e+01,8.515518756e+01,6.468080755e+01,1.016406901e+01,1.205514917e+01,7.704895129e+01,1.555945875e+01,5.137109128e+01,4.091143689e+01,6.685710773e+00,8.160050292e+01,6.283910898e+00,5.619458339e+01,1.457747682e+01,3.833134934e+01,1.244603418e+01,3.702401352e+01,4.409553574e+01,5.930992108e+01,2.182087385e+01,9.157981985e+00,5.105088646e+01,9.576469980e+01,8.550855861e+01,3.701607263e+01,6.614355444e+01,3.867038022e+01,3.068009489e+01,7.254307186e+01,8.228599575e+01,6.605203181e+01,9.928423533e+01,4.710944628e+01,7.541733006e+01,6.444615813e+01,5.562097238e+01,3.545922128e+01,2.108560130e+01,8.149055649e+01,3.947074559e+01,4.296575090e+01,5.489192600e+01,5.967928404e+01,5.602150096e+01,8.416950354e+01,2.034497237e+01,1.486035973e+01,9.432282543e+01,9.449518264e+01,3.010333385e+01,7.225610412e+01,6.795991958e+00,7.519488613e+01,5.587138507e+01,4.572085629e+01,3.448609287e+01,4.603204284e+01,7.530356498e+01,5.479440629e+01,9.011727594e+01,3.657282005e+01,3.569412074e+01,2.352926552e+01,1.248144061e+01,3.440828100e+01,5.192480044e+01,4.927009138e+01,4.415037576e+01,3.012824757e+01,6.086526860e-01,1.767257232e+01
4.172388860e+01,5.944111707e+01,6.274829786e+01,5.903737854e+01,1.016151415e+01,2.192079751e+01,2.157703495e+01,4.667514261e+00,6.619241403e+01,6.840150831e+01,5.188566073e+01,3.275242780e+01,3.351825781e+01,4.033162048e+01,6.040263118e+01,9.949689321e+01,3.625951127e+01,8.165564423e+00,2.785930538e+01,6.000610740e+01,1.214257709e+01,6.238847508e-01,8.676571619e+01,2.380380348e+01,8.372101030e+01,1.325665962e+01,6.284501215e+01,9.271712127e+01,4.522226014e+01,8.873603163e+01,8.801965526e+01,1.742897564e+01,4.744821003e+01,1.194538416e+01,2.813207900e+01,1.794644165e+01,8.832728153e+01,6.498768942e+01,4.993560464e+01,7.905829468e+01,4.092526652e+01,6.687149847e+01,2.703548563e+01,9.212810516e+01,5.160014382e+01,5.657635566e+01,8.190004299e+01,4.318273076e+01,6.442741492e+01,9.596920478e+01,2.168146164e+01,3.589417811e+01,1.692985483e+00,7.930121851e+01,9.405962938e+01,6.771038158e+01,5.065885921e+01,6.677554479e+01,5.211526346e+01,5.544612665e+01,6.191818719e+01,9.816740958e+01,2.499853872e+01,4.977292277e+01,8.926024368e+01,2.384121990e+01,9.882465813e+01,4.696322461e+01,6.426720051e+01,7.559465634e+01,5.932718931e+01,3.417738751e+01,5.408077863e+01,6.419724922e+01,6.996861438e+01,6.229767436e+01
6.842072912e+01,5.849996886e+01,6.224247006e+01,7.271825607e+01,4.861495514e+01,6.771012282e+01,2.417923875e+01,4.378307883e+01,3.850885222e+01,1.755538115e+01,6.481187258e+01,1.060786291e+01,4.000850155e+01,4.705094634e+01,8.690222769e+01,2.724474537e+01,8.792301849e-01,5.020737823e+01,2.447803385e+01,1.556295356e+01,8.904042200e+00,8.292265460e+01,2.332211300e+01,5.305411836e+01,3.198382842e+01,1.789825226e+01,6.265730744e+01,7.926370258e+01,6.990138695e+01,9.893935638e+01,3.885097128e+01,9.232716700e+01,4.053160946e+01,5.298440972e+01,7.247128483e+01,2.150081476e+01,5.044179300e+01,4.137949770e+01,2.335232677e+01,6.868269665e+01,7.947211765e+01,4.640629139e+01,8.474594730e+00,3.687868773e+01,3.775155635e-02,2.484333472e+01,8.800500442e+01,7.795827533e+01,5.484069507e+01,9.459172808e+01,1.793659375e+01,2.043795771e+01,9.040533984e+01,5.423565059e+01,3.927675594e+01,1.880075390e+01,7.435129289e+01,1.479451603e+01,7.847224890e+01,1.612991670e+01,4.917395041e+01,9.996768418e+01,8.558361637e+01,2.096818720e+01,7.899569182e+01,9.580222184e+00,5.090104236e+01,3.430459010e+01,5.027253419e+01,9.721790350e+01,3.061028393e+00,1.201283747e+01,5.608361587e+01,7.269614174e+01,8.148937533e+01,1.663714075e+01
4.703935401e+01,6.074440940e+01,6.393706390e+01,3.480711736e+01,3.230027154e+01,1.961335510e+01,7.962100660e+01,9.663904615e+01,3.749654649e+00,7.949186302e+01,1.863999228e+01,9.247099773e+01,3.401157402e+01,3.142544161e+01,9.529199357e+01,8.950483275e+00,4.759690973e+01,4.195532367e+01,5.256218268e+01,4.239903353e+01,7.715659463e+01,7.485165485e+01,4.807126698e+01,6.699959597e+01,4.462551712e+01,6.817643581e+01,9.851391373e+01,9.989071028e+01,2.398995524e+01,8.053824750e+01,3.000462040e+01,6.329650446e+01,4.707133156e+01,1.440497292e+01,7.169690517e+01,8.682677030e+01,5.028738908e+00,5.059683654e+01,2.012126650e+01,9.910703387e+01,9.023698106e+00,1.463688808e+01,8.640528543e+01,9.326800348e+01,8.973801552e+00,4.612179614e+01,1.292658117e+01,3.170148107e+00,3.612011699e+01,7.264718440e+01,1.686926517e+01,1.827777387e+01,9.924728847e+01,1.122065135e+01,9.612285554e+01,5.598138817e+01,4.315878675e+01,1.246437627e+01,9.764213966e+00,4.375302168e+01,4.431312729e+01,1.897970814e+01,3.833436573e+01,3.125956759e+01,2.878982082e+01,4.126440681e+01,9.332171781e+01,8.930523565e+00,7.069423338e+01,2.623120310e+00,3.010114004e+01,7.972968330e+01,6.697503410e+01,5.397844751e+00,4.425940703e+01,2.650492600e+01
