v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56,v57,v58,v59,v60,v61,v62,v63,v64,v65
5.921567440e+01,4.238252860e+01,9.827819326e+01,9.887935586e+01,2.394253935e+01,5.471791587e+01,9.354524316e+00,4.073662470e+01,1.830938824e+01,4.971565095e+01,1.844388744e+01,2.431450905e+01,1.928459323e+01,8.248952704e+01,4.431748854e+01,6.967079882e+01,7.609078965e+01,4.689590246e+01,9.444135917e+01,3.781711530e+00,9.827307109e+01,5.920951133e+01,4.280183830e+01,2.100906566e-01,2.846402977e+01,2.710781077e+01,1.243384270e+01,9.743117113e+01,9.789133511e+01,8.830744094e+01,4.376062290e+01,4.354302757e+01,3.331130597e+01,1.197792336e+01,4.110503868e+00,4.400678916e+01,2.828519932e+01,3.477126032e+01,3.876935062e+01,6.517572791e+00,8.758332034e+00,7.333357038e+01,4.484980825e-01,2.438452113e+01,9.394593600e+01,5.132479188e+00,7.953941856e+01,9.939093681e+01,8.592346747e+01,4.437856602e+01,3.117880752e+01,3.690255884e+00,5.944050332e+01,7.437808588e+01,8.942996023e+01,5.107052638e+01,9.723938358e+01,6.920426901e+01,8.818845239e+01,6.096787541e+01,4.234484697e+01,4.096302209e+01,2.793830043e+01,4.305959221e-01,1.839384408e+01
7.104655083e+01,6.745558526e+01,4.842149275e+01,1.356099846e+00,4.020346416e+01,8.439415993e+01,3.284109753e+01,8.803946492e+01,9.781175796e+01,5.957347103e+01,2.172542884e+01,6.600051996e+01,6.978581655e+01,4.674322480e+01,7.324017549e+01,2.346758446e+01,4.054420048e+01,1.934035511e+01,6.425086870e+01,6.763304465e+01,7.542282212e+00,1.714949131e+01,3.792827070e+01,5.114454645e+01,9.875877650e+01,8.293470101e+01,1.838489308e+01,8.956273250e+00,6.408663411e+01,5.996004076e+01,6.690994428e+01,2.948009808e+01,5.782565435e+01,4.548978715e+01,8.349533353e+01,8.110077921e+01,6.194240178e+01,4.355482499e+01,3.508682563e+00,5.006749246e+00,4.937138926e+01,7.441135907e+01,5.469019002e+01,7.782138411e+01,7.025730216e+01,3.017830351e+00,3.106693242e+01,8.540915590e+01,8.272374015e+01,7.172707875e+01,6.063052428e+01,1.516266431e+01,8.115167636e+01,5.339756877e+01,5.384968284e+01,1.374780230e+01,6.824953332e+01,3.442140890e+01,6.109622338e+01,6.489132921e+01,7.765633315e+01,4.312144339e+01,3.914676252e+01,9.852234277e+01,4.347918433e+01
8.328638200e+01,6.989912518e+01,7.437065412e+01,2.799535953e+01,7.919103660e+01,7.777843740e+01,2.995519923e+01,4.802342041e+01,4.480142748e+00,7.233623630e+01,4.290223266e+01,6.036091846e+01,6.576549912e+01,6.289427804e+01,5.107909050e+01,7.603985365e+01,9.241250793e+01,8.030529740e+01,2.245389660e+01,6.244649715e+01,6.951345422e+01,5.190479255e-02,5.792779906e+01,1.094929880e+00,3.535924157e+01,5.120596282e+01,6.199988867e+01,6.576665427e+01,8.935532171e+01,4.767792620e+01,1.333518961e+00,1.073108581e+01,8.702283127e+01,4.876586882e+01,4.742368181e+01,1.106647289e+01,8.020631627e+00,7.203218849e+01,5.525658398e+01,7.031645886e+01,3.491447771e+01,8.632220195e+01,5.658927825e+01,3.716057576e+01,9.516361597e+01,4.239485429e+01,3.092528391e+01,4.590749247e+01,9.364855637e+01,8.850936258e+01,4.471614336e+01,3.704160417e+01,7.081249293e+01,7.598621247e+01,5.297171194e+01,4.196261715e+01,1.037882758e+01,1.536852807e+01,3.490924692e+01,9.533816563e+01,3.924316692e+01,8.088359131e+01,1.072623148e+01,5.910559132e+01,3.118272278e+01
6.315366549e+01,6.412781212e+01,2.306937481e+01,5.594056442e+01,1.831212006e+01,4.408433903e+01,2.002972867e+01,3.309777672e+01,5.041101036e+00,8.350175791e+01,3.525334179e+01,5.987434954e+01,4.300005867e+01,5.067078063e+01,3.222116769e+01,2.989452367e+01,9.169056238e+01,8.083154190e+01,8.447118960e+01,1.975490886e+01,1.434891876e+01,6.510981373e+01,3.553864160e+01,7.823935235e+01,7.997899180e+01,9.258954488e+01,6.688684734e+01,7.647451696e+01,5.419253943e+01,7.351154432e+01,9.465979656e+01,9.934695683e+01,6.409869899e+01,7.607951011e+01,3.034077752e+01,3.050158525e+01,4.588163390e+00,6.697285882e+01,7.652584280e+01,3.047764366e+01,4.731236309e+01,1.354276785e+01,1.056835346e+01,1.304898897e+01,9.094870385e+01,2.812274850e+01,5.619951945e+00,9.403554441e+01,8.118544205e+01,3.987579525e+01,5.682174369e+01,5.524341619e+01,1.068786113e+01,6.729416362e+01,3.619841427e+00,1.677687129e+01,1.555948485e+01,3.333206876e+01,5.390942689e+01,3.410918808e+01,2.494132435e+01,4.253191607e+01,1.822709354e+01,5.163270792e+01,4.103887715e+01
7.724288965e+01,4.449532315e+01,2.571647067e+01,5.749861875e+01,5.723194664e+01,9.149345782e+00,5.834836598e+01,7.642088258e+00,6.254190018e+01,4.619852296e+01,5.998174518e+01,5.878429149e+00,7.190164453e+01,5.849671172e+01,9.367847387e+01,9.483698951e+01,8.576438872e+01,2.938471673e+01,9.007782203e+01,4.614839434e+01,9.058099149e+01,7.889331918e+01,7.161049755e+01,2.311466324e+01,9.661118709e+01,7.693290336e+01,6.153863114e+01,7.368111363e+01,4.567897353e+01,8.067524753e+01,9.670452796e+01,1.590090799e+01,2.358062287e+00,1.661063411e+01,6.053497132e+01,4.675502815e+01,2.187681560e+01,4.775021410e+01,6.989755713e+01,8.660444057e+01,9.717524368e+01,9.376917192e+00,6.016186063e+00,4.597143012e+01,9.311127701e+01,9.320066907e+01,6.549109952e+01,7.427515936e+01,2.695636466e+01,6.098843411e+01,4.878643924e+01,3.462594988e+01,5.048853846e+01,2.886086486e+00,6.538839562e+01,2.395988893e+01,6.833638193e+01,7.619316486e+01,9.608367854e+01,6.248221989e+01,3.850591753e+00,2.474703644e+01,4.100209215e+00,8.487296832e+00,8.112887382e+01
1.586429062e+01,7.695462314e+00,1.532396226e+01,6.082888180e+01,9.638939191e+00,9.380641337e+01,7.349356375e+01,8.988153026e+01,3.653480643e+00,8.057231932e+01,4.541534853e+01,4.238606122e+01,4.232846793e+01,2.520160108e+01,5.597095409e+01,3.192154312e+01,2.969054161e+01,2.063552806e+01,8.687294151e+01,8.910967224e+01,2.921240785e+00,5.416126733e+01,7.037833364e+01,4.489972060e+01,3.762691840e+01,4.872999502e+01,2.438725360e+01,5.928000503e+01,4.767693203e+01,9.482013888e+01,8.930651902e+01,7.834871337e+01,3.626782653e+01,6.965630501e+01,3.163096030e+01,1.094870747e+01,4.870903132e+01,7.060591025e+01,8.748990236e+01,2.939921235e+00,7.021762102e+01,2.183912362e+01,1.654313860e+01,9.950483864e+01,4.003530596e+01,4.589886381e+01,4.471504141e+01,7.403903756e+01,2.910064995e+01,6.356056474e+00,6.384383264e+00,8.970335892e+01,7.672685730e+01,2.120797354e+01,6.485716261e+01,5.252152523e+01,8.018511199e+01,9.186890874e+00,5.604424020e+00,9.796088091e+01,5.694506113e+01,1.107574244e+01,6.345652866e+01,7.325447152e+01,6.460202512e+01
8.892191226e+01,1.803091400e+01,5.814421400e+01,3.023097594e+01,6.888909146e+01,9.172241437e+01,4.814561173e+01,5.770345431e+01,2.930659775e+01,3.955090398e+01,6.448694435e+00,8.422828182e+01,6.593563467e+01,5.700029973e+01,9.851272993e+01,4.908286977e+01,8.596409078e+01,9.310034757e+01,8.111943079e+01,9.423637568e+01,8.597397729e+01,7.231900730e+01,5.426794679e+01,1.306130784e+00,5.809367289e+01,8.613418491e+01,7.624017939e+01,3.930227058e+01,8.407195464e+01,4.843184181e+01,6.618136995e+01,7.787383783e+01,2.612454345e+01,4.551253758e+01,3.345210598e+01,4.942541590e+01,9.505207539e+01,2.935004686e+01,1.087697606e+01,9.769527356e+01,9.771654152e+01,2.919241112e+01,1.106393386e+01,3.613185918e+01,6.906075182e+01,2.823686838e+01,6.803776343e+01,3.891932393e+00,9.620395633e+01,5.787682170e+01,6.774018173e+01,6.684705904e+01,4.615548789e+01,2.974804365e+01,8.934592081e+01,8.838120986e+01,2.077259559e+01,1.801729406e+01,6.190994700e+01,2.095354258e+01,1.127576371e+00,6.468840234e+01,9.742084435e+01,8.718395434e+01,6.275868359e+01
6.515620640e+01,9.238215267e+01,4.083156547e-01,5.727721216e+01,1.411612099e+01,7.184428397e+00,7.235680059e+01,1.556032996e+01,9.847746325e+01,1.684219814e+01,4.664620258e+01,6.919197842e+01,6.711955122e+01,6.782367926e+01,5.515307358e+01,3.292231159e-01,2.328806656e+01,1.292128661e+01,4.317853645e+01,4.649993681e+01,6.368266824e+01,1.285939840e+01,3.039262476e+01,7.125361924e+01,6.551253447e+01,1.606236263e+01,7.638005977e+01,3.422794993e+01,8.004530395e+01,3.144920872e+01,9.090530262e+01,2.405510330e+01,9.937155656e+01,1.724284413e+00,9.828599571e+01,8.151742017e+01,2.703040335e+00,7.892958769e+01,6.794082968e+01,3.293072038e+00,8.454046824e+01,9.271404963e+01,1.858300219e+01,6.169908804e+01,7.936780970e+01,5.785759311e+01,1.153212153e+01,4.335507855e+01,4.173324146e+01,7.342902696e+01,8.772538848e+01,5.595995653e+00,7.924512521e+01,4.977910786e+01,6.470040728e+01,3.616031029e+00,3.746710909e+01,5.549946958e+01,9.214008173e+01,1.512904318e+01,3.621677330e+01,6.439400258e+00,1.972675169e+01,5.817438575e+01,7.586219681e+01
5.124553410e+01,2.287012024e+01,2.076935382e+00,5.544867152e+01,5.914059098e+01,6.448631109e+01,3.580145267e+01,3.773125439e+01,4.426094365e+01,5.537966511e+01,2.137102544e+01,2.535569199e+01,5.762355889e+01,1.472052872e+01,4.874472826e+01,9.611474949e+01,6.459729020e+01,4.606301124e+01,1.365946832e+01,4.963329784e+01,9.196556415e+01,8.383657636e+01,1.411324000e+01,1.173250649e+01,7.688349373e+01,8.605267123e+01,4.268843730e+01,3.392883283e+01,5.841794707e+01,7.278636510e+01,8.348909474e+01,8.412878474e+01,9.091131112e+01,8.365355364e+01,2.989940532e+01,6.334042788e+01,8.174712250e-01,8.327794097e+00,3.352594090e+01,4.665756166e+01,6.678854063e+01,3.201633153e+01,6.066169772e+01,1.434524516e+01,8.725546374e+01,1.857539194e+01,1.732547796e+01,1.185580270e+01,2.262409177e+01,7.519942143e+01,7.325654145e+01,4.913992528e+01,3.020406635e+01,3.144687600e+01,7.400595534e+01,6.034104656e+01,8.275012571e+00,8.750525131e+01,2.265085465e+01,5.249040885e+00,1.929098331e+01,5.501852236e+01,3.543178355e+01,7.509859739e+01,6.621947727e+01
6.722296956e+01,4.903544621e+01,8.567102161e+01,6.437574764e+01,2.233117987e+01,6.925968478e+01,9.758628048e+01,9.387512423e+01,8.029085159e+01,4.486481226e+01,6.848906075e+01,4.946380582e+01,5.724498547e+01,6.046825297e+01,7.500339327e+01,6.269797459e+01,3.897180736e+01,4.315178461e+01,5.511364508e+00,4.991591990e+01,1.547872160e+01,4.198308569e+01,8.058408403e+01,3.249122731e+01,8.371192261e+01,7.286819925e+00,1.466615597e+01,3.320017167e+01,1.587702261e+01,6.534953281e+01,1.237823217e+01,5.365731171e+01,2.941901895e+01,3.163880941e+01,2.000030315e+01,8.044293918e+01,7.541322788e+01,7.664968758e+00,3.190777465e+01,2.610453548e+01,7.468780249e+01,1.228129708e+01,7.204980323e+00,8.858172439e+01,8.053925378e+01,7.582115833e+01,4.365574624e+01,7.956907959e+01,7.105679631e+00,4.102023855e+01,9.925499245e+01,9.604640719e+01,8.467992564e+01,5.097886922e+00,1.317315725e+01,9.985008554e+01,2.866118677e+01,7.392758122e+01,4.187676864e+01,1.966841686e+01,5.438710933e+01,5.551490806e+01,5.810512420e+01,6.735143802e+01,1.081239349e+01
5.873988060e+01,2.858342394e+01,4.418921961e+01,6.411078121e+01,4.303220512e+00,2.268630052e+01,2.694530198e+01,5.527942103e+00,1.706655279e+01,3.920726928e+01,5.779775117e+01,5.205307277e+01,8.282834416e+01,3.943848519e+01,6.807695233e+00,4.921124021e+01,9.214863887e+00,7.335499932e+01,6.454663194e+00,7.004933564e+01,8.806244854e+01,1.426548288e+00,7.907642505e+01,2.982197107e+01,2.539633089e+01,6.397395044e+01,2.918261895e+01,3.577934950e+01,1.730023254e+01,6.896422489e+01,5.959397156e+01,6.385942600e+01,4.539952637e+01,5.338422947e+01,3.597366554e+01,7.954298141e+01,9.831781484e+01,1.404333732e+00,6.860064472e+01,8.384430065e+01,7.637790246e+01,8.446855398e+01,5.690887162e+00,4.404089115e+01,4.962252380e+01,5.998708791e+01,9.451301110e+01,3.150177872e+01,6.842245553e+01,5.834061489e+01,6.570449511e+01,9.837722128e+01,4.412327775e+01,9.386512869e+01,4.546538362e+01,3.125594310e+01,3.418578629e+01,6.772226442e+01,3.534532036e+01,3.266369158e+01,4.155780449e+01,9.436049508e+01,7.144368044e+01,4.014954102e+01,7.319980511e+01
4.801109465e+01,3.786723922e+01,7.063415707e+01,2.566854502e-01,8.783585055e+01,7.104869273e+01,8.317363011e+01,9.521882729e+01,7.104223842e+01,6.089365690e+01,6.779587404e+01,2.710935358e+01,5.687573416e+01,1.138797022e+01,4.620255176e+01,2.096372373e+01,2.139474581e+01,8.586334267e+01,2.861328406e+01,9.627365064e+00,6.031902079e+01,2.482163967e+01,4.292128013e+01,1.511481633e+01,8.971665078e+01,9.939312356e+01,1.367403602e+01,8.871807249e+01,7.688078920e+00,3.711555465e+01,5.897342118e+01,6.230772477e+01,7.390230435e+01,7.350271740e+01,7.561400414e+01,6.179773466e+01,7.141603645e+01,5.155386511e+01,4.418517658e+01,1.281907071e+01,7.675475053e+01,3.389443452e+01,4.318105549e+01,8.197311136e+01,8.628102070e+01,2.879891027e+01,8.971647974e+01,3.370399006e+01,8.846571658e+01,9.800307941e+01,5.662313654e+00,6.448482287e+01,7.199449100e+01,1.016389685e+01,6.007838625e+01,8.394977380e+01,8.009246469e+01,4.736603770e+01,6.449080201e+01,4.209720425e+01,5.558400883e+01,7.124161970e+01,3.678564151e+01,8.420358890e+01,5.088017453e+00
9.346724156e+01,9.160006674e+01,8.087157006e+01,1.035472514e+01,7.628047804e+01,2.326851264e+01,9.290272718e+01,4.816642690e+00,2.302011631e+01,8.270204497e+01,7.619808237e+01,5.397193655e+01,9.491975824e+01,2.421960786e+01,7.939299587e+01,9.945467620e+01,6.857564305e+00,7.800587292e+01,4.081439475e+01,4.754059370e+01,3.869058171e+01,7.185868787e+01,6.340588579e+01,2.877013902e+01,8.074640749e+01,3.774563445e+01,9.744456190e+01,9.830132638e+01,9.601439269e+01,5.719400729e+01,1.160189552e+01,5.040452948e+01,1.726833382e+01,1.025589160e+01,8.555296323e+01,9.384738955e+01,7.340545509e+01,8.144438197e+01,5.239262263e+01,9.669563444e+01,3.260397770e+01,9.375335307e+01,8.018177447e+01,6.051484117e+01,4.629023563e+01,7.677681721e+01,8.300014573e+01,1.396595511e+01,7.314686788e+01,5.423062446e+01,6.520003408e+01,8.687099324e+01,4.325687535e+01,7.037708402e+00,4.417609811e+01,2.489768260e+01,4.793731434e+01,1.892464880e+01,4.200049852e+01,1.567047762e+01,1.435360379e+01,1.203907314e+00,8.046113528e+01,7.791304152e+01,9.310859877e+01
7.021867176e+00,8.620315548e+01,6.126095015e+01,7.027706105e+01,5.124235184e+01,7.350516779e+01,9.869195155e+01,6.826178626e+01,1.091664701e+01,8.251133855e+01,3.407235656e+01,5.360990797e+01,7.497966066e+01,7.408184961e-01,6.105015651e+01,4.727761251e+01,8.321741701e+01,7.531736981e+01,4.787916583e+01,5.173658736e+01,5.663779481e+01,8.163117354e+01,1.442735046e+01,9.329199426e+01,3.160974399e+01,4.753153267e+01,3.924048496e+01,5.405453624e+00,7.105703377e+01,9.694099467e+01,4.995152732e+01,1.315721534e+01,3.537872977e+01,7.637562502e+01,3.627863316e+01,7.036850468e+01,7.747415021e+01,8.888629734e+01,9.922113497e+01,2.464495411e+01,9.941372254e+01,2.729586042e+01,4.845991549e+01,1.729722342e+01,9.804011040e+01,9.864747036e+01,9.409193012e+01,2.685050938e+01,6.284669979e+01,7.182322077e+01,4.136843105e+01,5.033907470e+01,7.740264049e+00,4.164080248e+01,9.113398707e+01,3.999468329e+01,3.191951406e+01,2.923069152e+01,2.847984463e+01,9.704322734e+01,9.738234171e+01,8.015382479e+00,3.251168035e+00,7.484684192e+01,3.223390150e+01
4.985862232e+00,8.473546968e+01,6.003290412e+00,3.728609870e+01,5.535455270e+00,9.309004048e+01,6.954847705e+01,3.151867574e+01,6.332660107e+01,9.619474492e+00,8.182034776e+01,2.233721716e+01,5.115140482e+01,5.429199643e+01,8.292973155e+01,4.936477450e+01,7.094985643e+01,9.119883122e+01,3.873630230e+01,6.188204335e+01,2.173021536e+01,9.725768469e+01,3.811957404e+01,5.437354090e+01,4.129792119e+01,8.143264707e+01,9.716752472e+01,4.250057465e+01,4.642914973e+01,8.083178295e+01,3.989575127e+01,8.669002533e+01,7.848171101e+01,4.322737062e+01,8.604487373e+01,8.630901221e+01,1.648187415e+01,6.083403307e+01,1.453791066e+01,1.964412618e+01,1.472170085e+01,7.382437492e+01,2.619250291e+01,9.306147765e+01,7.628721365e+01,8.163270420e+00,5.174040128e+01,8.974616660e+01,5.857457791e+01,6.161969126e+01,4.050889964e+01,3.146218128e+01,9.603108809e+01,1.565265350e+01,6.502147772e+00,6.189220223e+01,9.123732778e+01,9.605812928e+01,3.069057664e+00,4.423001958e+01,1.939358058e+01,8.700885835e+01,6.278151746e+01,1.004028591e+01,2.073036624e+01
3.872430970e+01,1.304495824e+01,9.619928373e+01,5.142744641e+01,9.575210135e+01,9.003588906e+01,5.894328351e+01,3.247283155e+01,5.302706181e+01,7.590745739e+01,5.467685768e+00,6.571689078e+00,5.505215623e+00,8.480164920e-01,9.546417265e+01,2.420194212e+01,1.901661266e+00,5.165682923e+01,8.693083489e+01,4.780491789e+01,3.197351279e+01,6.880923210e+01,5.312101244e+01,1.695813039e+01,3.924053387e+01,6.561417285e+01,8.411891332e+01,3.957785171e+01,2.348886569e+01,7.441768860e+00,8.754526406e-01,1.940757395e+01,5.841165720e+01,7.712021268e+01,2.920103292e+01,6.414695632e+01,5.938611371e+01,9.573680499e+01,5.628714489e+01,8.973281597e+01,7.960395258e+01,4.971547041e+01,5.671493275e+01,9.960621503e+00,8.497360836e+01,6.276784073e+01,5.995533423e+01,1.796487271e+01,7.091553441e+01,3.644279563e+01,7.744454448e+01,2.713058287e+01,9.833150915e+01,2.376549863e+01,4.285718143e+01,7.408303356e+00,9.624233448e+01,4.810854714e+01,9.861023217e+01,5.762856762e+01,2.397853159e+01,5.362107794e+01,9.597726984e+01,5.395818647e+01,4.266013394e+01
2.420932401e+01,6.745292878e+00,6.534642501e+01,3.076492135e-01,8.994542681e+01,3.129006024e+01,6.229832086e+01,3.293186469e+01,8.412349731e+01,7.322421275e+01,8.670376753e+01,2.577347460e+01,2.208711845e+01,1.716209167e+01,4.320615144e+00,9.473659417e+00,6.796541976e+01,5.412741739e+01,6.456583016e+01,9.921760449e+01,1.674418870e+01,9.432292186e+01,8.713712804e+01,5.481212271e+01,1.852515527e+01,9.781517846e+01,2.044263668e+01,1.561150224e+01,8.126839596e+01,2.413415649e+01,1.599415887e+01,7.264133718e+01,6.022263299e+01,7.417094168e+01,2.713272139e+01,1.415650572e+01,9.618274638e+01,8.083896911e+00,5.575904179e+01,5.286461877e+01,5.850971805e+00,9.473666323e+00,3.843517383e+01,4.518929248e+00,1.484550321e+01,5.107795920e+01,1.758146681e+01,3.481901467e+01,1.689305323e+01,2.865210409e+01,3.319416913e+01,4.435783442e+01,1.982666239e+01,6.635645074e+01,5.215761021e+01,6.847288394e+01,4.883299117e+01,3.806887019e+01,2.288316040e+01,1.584128060e+00,2.109541057e+01,5.479804046e+01,1.783425272e+01,8.985382435e+01,8.969421727e+01
5.309375716e+01,9.804747278e+01,9.714779109e+01,1.220736838e+01,8.652877685e+01,7.549443234e+00,1.299130194e+01,7.725239531e+01,7.614640171e+01,9.518698504e+00,1.386017818e+01,4.874202984e+01,3.562363332e+01,1.944704443e+01,9.550980849e+01,2.941590904e+01,7.804247242e+01,1.067780314e+01,4.009992953e+01,3.827854935e+01,7.285512574e+00,8.922913626e+01,4.047457670e+01,2.508460336e+01,8.058580402e+01,7.545388808e+01,2.982125371e+00,5.454473399e+01,6.139791771e+01,6.429550173e+01,2.661617671e+01,9.921633037e+01,4.786506575e+01,1.803434617e+01,4.783190857e+00,7.438165746e+00,2.007349348e+01,1.660793274e+01,3.458158462e+01,9.670430121e+01,5.518873256e+01,5.942216535e+01,1.536032009e+01,1.166867608e+01,6.464453468e+01,4.941396554e+01,8.629834008e+01,8.044262260e+01,7.914278110e+01,1.335553609e+01,1.698511792e+01,1.901325753e+01,8.353191889e+00,5.356259788e+01,3.783431045e+01,5.663787202e+01,3.022382293e+00,9.936896455e+01,5.491344711e+01,4.318831903e+01,6.328521138e+01,8.725181346e+01,7.172338525e+01,3.378353098e+01,6.100036587e+01
4.792288864e+01,2.950474299e+01,4.535796419e+00,5.467590971e+01,2.081787480e+00,8.164151409e+01,7.765747661e+00,4.485802370e+00,6.633839383e+01,4.021152006e+01,9.328889774e+01,8.822258436e+01,8.753873473e+01,4.263218814e+01,4.509495591e+00,4.821059215e+01,2.366331791e+01,2.988337729e+01,3.254689443e+01,7.129884834e+01,5.128056998e+01,2.288413756e+01,6.603369247e+01,3.478842216e+01,5.613937817e+00,2.441461011e+01,5.794596741e+01,1.949225008e+01,7.067637513e+01,5.586668671e+01,3.856170347e+01,2.623839457e+01,6.122295804e+00,9.684561876e+01,5.157423357e+01,5.524483501e+01,4.580360415e+01,3.456197288e+01,3.211762523e+01,2.858107980e+01,5.224496840e+01,8.121811966e+01,2.889209161e+00,1.608994020e+01,7.146484983e+01,6.446829764e-04,9.541544830e+01,3.422242762e+01,2.049018208e+01,2.314170212e+01,4.108127379e+01,4.264667833e+01,9.783175048e+01,6.742777593e+01,3.828189126e+00,6.473793127e+00,2.191629599e+01,8.485795795e+01,2.336830113e+01,1.295792995e+01,2.881352342e+01,1.964625620e+01,6.872936021e+01,7.234985246e+01,3.255411605e+01
9.827302650e+01,1.824304436e+01,8.140707453e+01,7.706260630e+01,6.049735804e+01,1.497845265e+01,7.425623603e+01,4.907593163e+00,2.213850373e+01,2.191648822e+01,1.870014443e+01,8.404210636e+01,9.702322296e+01,1.423845782e+01,3.300789148e+01,3.171015478e+01,7.746108510e+00,2.797675878e+01,3.389908578e+01,5.773416576e+01,8.481889194e+01,4.883438421e+01,4.546196258e+01,2.710200628e+01,7.634812503e+01,4.213398768e+00,9.468952152e+01,9.757131320e+01,3.993069104e+00,8.956105064e+01,5.075489002e+00,5.782749668e+01,7.686681976e+01,4.142560415e+01,8.280402261e+01,6.294599226e+01,5.603508056e+01,8.424394369e+01,7.847161504e+01,5.075593672e+01,4.453499183e+01,2.071279118e+01,7.345766362e+01,5.864176394e+01,9.466793273e+01,7.990165333e+01,1.021542882e+01,6.002566928e+00,2.832385944e+01,9.378699036e+01,7.166612620e+01,7.816020726e+01,8.651620656e+01,8.417176751e+01,6.800214060e+01,9.741996773e+01,6.550077517e+01,8.151367035e+01,4.404631312e+01,2.935864734e+01,2.910261636e+01,4.273896186e+01,1.237395290e+01,2.120996806e+01,8.991189908e+01
7.445675107e+01,1.112036607e+01,7.508652872e+01,8.560136716e+01,4.887405503e+00,3.867223754e+01,8.681356108e+01,6.918287470e+01,7.813400384e+01,9.562520506e+01,2.431977947e+01,6.488971612e+01,4.732938383e+01,4.537482046e+00,9.052917603e+01,3.561359374e+01,9.589995535e+01,2.182302978e+01,4.800481972e+01,8.413069154e+01,2.224690036e+00,8.457682998e+01,6.761303851e+00,1.594734384e+01,2.137999672e+01,3.050904803e-01,6.167892945e+01,1.123458980e+00,8.452529021e+01,5.260471787e+01,7.703657375e+01,9.481644076e+01,5.522374432e+01,5.989761704e+01,8.110395783e+01,6.883388220e+00,3.091105498e+01,4.278230019e+01,4.708761364e+01,8.013764135e+01,9.370216272e+01,4.156580255e+01,9.830995320e+01,5.927759804e+01,5.835718071e+01,2.124114192e+01,2.641836919e+01,4.127102789e+01,8.519231727e+01,2.598091999e+01,7.913450596e+01,1.691516738e+01,8.298263092e+01,6.599037979e+01,8.213188626e+01,7.213213097e+01,1.010722610e+01,6.102828641e+01,9.377163090e+01,7.451518199e+01,7.563863355e+01,6.203538839e+01,7.706965364e+00,3.794753339e+01,6.820232769e+01
3.207286470e+01,6.197444411e+01,9.096568203e+00,7.286655875e+01,2.797499524e+01,4.628623553e+01,1.578928349e+00,7.352938471e+01,1.359511312e+01,8.269014171e+01,9.359667801e+00,1.915638342e+01,3.671836245e+01,9.972947895e+01,9.181970250e+01,1.066628082e+01,9.400522747e+01,2.699020875e+01,8.890757238e+01,1.532450448e+01,8.103177078e+01,3.517536839e+01,9.874303806e+01,9.063345803e+01,6.136576922e+01,3.526409889e+01,5.186915875e+01,3.289503576e+01,5.423747764e+01,4.117731576e+01,7.005329862e+01,2.256024803e+01,8.558290040e+01,4.184525081e+01,2.802055586e+01,2.581950165e+01,9.710767814e+00,3.216278954e+01,5.808150208e+01,9.313541984e+01,4.553347929e+01,7.540178257e+01,2.498108865e+01,2.143252444e+01,4.952432394e+01,8.999646600e+01,2.264801570e+01,8.087891710e+01,4.793645661e+01,3.890400741e+01,1.351802682e+01,8.906226122e+01,9.917146163e+01,7.644806884e+01,8.781245651e+01,3.487907262e+01,8.689307164e+01,4.793060741e+01,1.568623648e+01,9.063343340e+01,5.057254460e+01,8.667832601e+01,8.183002934e+00,8.956391042e+01,7.029842368e+01
4.878446492e+01,8.155102714e+01,6.270176167e+00,8.672557575e+01,2.954157106e+01,7.588966449e+01,1.206489322e+01,1.513778048e+01,9.345617808e+01,2.641213111e+00,1.792173335e+01,3.062537545e+01,5.269733094e+01,5.553582936e+01,1.685463155e+01,7.572705532e+01,2.885427146e+01,4.305268805e+00,8.146400546e+01,6.687041236e+01,3.787926437e+01,6.718571493e+01,1.047336355e+01,7.474290739e+01,4.253140485e+01,4.866319317e+01,7.810141749e+00,3.753811008e+01,9.355066870e+01,6.251099711e+01,4.072066500e+01,6.755939896e+01,3.887995271e+01,3.788744371e+01,5.161846360e+01,2.255470177e+00,7.569096100e+01,6.301439185e+01,7.439439880e+01,1.132347359e+01,1.348401578e+01,5.613867961e+00,9.206686170e+01,2.068963746e+01,5.198561860e+01,9.505944305e+01,6.633639733e+01,3.388015800e+01,3.650840601e+00,9.955825071e+01,9.769238910e+01,5.202270292e+01,5.603296933e+01,7.286398150e+01,1.377224345e+01,7.521850196e+01,8.863338836e+01,8.782830808e+01,4.487324098e+01,2.220451561e+01,7.015009609e+01,3.032765559e+01,9.269910815e+01,3.351799069e+01,9.752948370e+01
