v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56,v57,v58,v59,v60,v61,v62,v63,v64,v65,v66,v67,v68,v69,v70,v71,v72,v73,v74,v75,v76,v77,v78,v79,v80,v81,v82
5.068045962e+01,3.149518437e+01,5.316227214e+01,4.627019189e+01,5.574720335e+01,4.981143260e+00,9.020341363e+01,8.880734155e+01,1.724973437e+01,3.148480811e+01,5.384732227e+01,8.425247989e+01,7.579055894e+01,7.383810485e+01,9.177551179e+01,9.230138664e+01,6.113581099e-01,8.474628625e+01,4.127874977e+01,3.287860751e+01,1.703865644e+01,9.842590746e+01,1.061942742e+01,4.329279859e+01,3.550119709e+00,8.733749321e+01,4.214866594e+01,2.467981500e+01,9.847103385e+01,2.257925590e+01,3.086053084e+01,3.272840292e+01,1.337226055e+00,7.518298135e+01,5.489508459e+01,7.628860041e+01,5.568160882e+01,2.498362992e+00,4.703966003e+01,1.839330751e+01,6.712811824e+01,8.334463663e+01,1.213446111e+01,9.275302152e+01,9.882720330e+01,4.788440840e+01,6.070074017e+01,3.771003225e+01,6.115259340e+01,2.752124400e+01,3.582408437e+01,8.735826710e+01,6.238518304e+01,2.485019189e+01,7.705425018e+00,5.915926051e+01,5.087726907e+01,9.500264565e+01,1.859534183e+01,9.456139932e+01,5.967674326e+01,7.176443195e+01,4.100382465e+01,6.546980374e+01,7.368906922e+01,9.902498955e+01,7.831537713e+01,4.824909372e+01,9.967513297e+01,6.136636075e+01,5.722652975e+01,1.183657385e+01,3.842615640e+01,2.490242775e+01,9.129530782e+01,9.951387927e+01,1.625917577e+01,9.189219900e+01,5.707901598e+01,9.013516045e+01,3.425893690e+01,7.720753350e+01
8.639112882e+01,1.151672079e+01,2.457253095e+01,5.001416069e+01,5.442394296e+01,8.640715361e+01,7.682732860e+01,9.768810771e+00,6.784277251e+01,6.415499236e+01,2.041188379e+01,6.503665248e+01,6.158529941e+01,8.396225106e+01,1.377148795e+01,6.122729425e+01,8.679383068e+01,6.527733344e+01,6.326644988e+01,1.893723517e+01,3.327592274e+01,2.513588300e+01,4.955976412e+01,8.730941652e+01,8.759809137e+01,7.285116029e+01,4.836657087e+01,2.536448837e+01,6.903864912e+01,8.866814690e+01,2.010061274e+01,7.701572007e+01,5.975409827e+01,4.317626176e+01,7.603474844e+01,4.014785151e+01,7.746561208e+01,9.988276073e+01,7.112865847e+01,4.142660590e+01,7.713653795e+01,8.544104271e+01,8.658335489e+01,7.414066569e+01,8.867664375e+01,1.486013895e+01,5.645513736e+00,8.818524135e+01,9.380570929e+01,6.635642484e+01,7.715360567e+01,7.751761935e+01,5.580332258e+01,9.261093708e+01,7.773644294e+01,3.182550543e+00,8.314830130e+01,7.903387236e+01,2.008056979e+01,9.025255655e+01,3.148983028e+00,8.321162383e+01,9.186032553e+01,7.152628197e+01,9.313817188e+01,5.851267413e+01,1.262467063e+01,4.192238241e+01,1.362867941e+01,3.265334627e+01,1.778077426e+01,5.490541693e+00,6.525613596e+01,3.813077500e+01,5.835188806e+01,8.635418557e+01,6.369691449e+00,7.126484685e+01,7.546923269e+01,2.885315684e+01,1.923997070e+01,7.815908572e+01
3.042205621e+00,6.167189589e+01,5.962438764e+01,3.207617083e+01,8.351455992e+01,8.363758460e+01,7.214542430e+01,5.766319050e+01,1.122558539e+01,6.434776617e+01,8.470952942e+01,8.627826595e+01,3.200504679e+01,6.674691122e+01,8.895388455e+01,7.744714227e+01,8.898402767e+01,2.009927356e+01,5.238122688e+00,9.107682930e+01,4.948666668e+01,7.842285472e+01,6.620178397e+00,7.296024816e+01,5.862529553e+01,1.070165264e+01,5.666707990e+01,1.274416059e+01,4.242185632e+00,2.573224842e+01,2.624430745e+01,5.321683112e+01,2.028987159e+01,2.439726988e+01,6.090559543e+01,9.128594819e+01,1.425832211e+01,4.948577474e+01,3.698144306e+01,8.991310052e+01,7.868465652e+01,9.518336404e+00,4.584581139e+01,2.495899489e+01,3.266299616e+01,5.783629391e+01,3.939488358e+01,1.225762927e+01,6.566249096e+01,5.060973119e+01,7.579284355e+01,9.584675431e+01,5.333379042e+01,8.817159974e+01,2.939100073e+01,6.826109920e+01,6.534847740e+00,9.052905964e+01,8.334531089e+01,4.313960405e+01,2.133777820e+01,5.654736089e+01,9.722712173e+01,4.895923682e+00,2.796871602e+01,9.099545896e+01,7.750651209e+01,5.611372583e+01,4.918632200e+01,9.335360369e+01,5.716744273e+01,3.986331196e+01,2.050108215e+01,1.281709470e+01,1.728203001e+01,3.524809309e+00,6.209665563e+01,6.304396533e+01,8.845392227e+01,9.455146650e+01,6.570693448e+01,4.726181892e+01
3.335619027e+01,8.504437980e+01,1.119365861e+01,3.568810555e+00,2.381750548e+01,3.935090355e+01,5.951910791e+01,7.091148202e+01,8.888239630e+01,2.061236712e+01,8.972931475e+01,1.154517757e+01,6.566951643e+01,9.726139754e+01,4.074823478e+01,1.059607152e+01,6.615561083e+01,3.475168294e+01,5.614321214e+01,2.796580059e+01,1.892008313e+01,7.921370504e+01,4.839678404e+01,6.457550825e+01,4.978278507e+01,1.878919037e+00,6.263411875e+01,8.281454286e+01,7.517067708e+01,9.933177556e+01,4.569974745e+01,6.794725904e+01,5.732186248e+01,3.834902779e+01,9.491572740e+01,1.380264226e+01,5.516955317e+01,5.289755053e+01,9.896832444e+01,1.442834856e+01,7.128151210e+01,3.145247952e+01,4.806065822e+01,9.852571481e+01,6.746202775e+01,2.068841983e+01,9.677831472e+01,1.925708715e+01,3.569437307e+00,9.414797057e+01,7.405440063e+01,9.388950866e+01,5.048121278e+01,1.997384283e+01,8.091106054e+01,1.760056786e+01,2.639685287e+01,5.262775026e+01,4.753901484e+01,6.392801513e+01,7.836770792e+01,7.239129409e+01,2.590435782e+01,1.410782146e+01,3.918455368e+01,2.714643586e+01,5.758008864e+01,7.756834280e+01,9.795710215e+01,2.124670119e+01,6.737755035e+01,1.075570246e+01,9.773103996e+01,3.019000471e+01,2.639707341e+01,9.566728125e+01,5.262155984e+01,9.552414397e+01,3.094338867e+01,8.128656569e+01,7.386213585e+01,9.111204076e+01
8.409567511e+01,7.849896545e+01,7.034968228e+01,5.842816873e+01,4.757220889e+01,7.338386233e+01,1.323244581e+01,6.544283942e+01,9.069541953e+01,8.815498751e+01,6.835499682e+01,7.572587802e+01,2.532469582e+01,2.314538654e+01,1.164099049e+01,2.535662358e+01,7.408474205e+01,4.866405930e+01,2.195671694e+01,2.341441407e+01,2.537998391e+01,2.326309106e+01,9.757143228e+01,9.830475197e+00,4.763496038e+01,4.232756976e+01,5.313991937e+01,6.176492519e+01,9.815792260e+01,5.720181338e+01,9.026835941e+01,9.090535219e+00,7.652904878e+01,1.117987121e+01,9.053283336e+01,6.259258688e+01,4.439525276e+01,1.826164872e+01,4.554126147e+01,2.277532209e+01,3.768570267e+00,8.889943109e+01,7.235932362e+01,2.394207462e+01,4.689460637e+01,8.866689159e+01,8.210030880e+00,3.542265385e+01,1.251250794e+01,1.714477569e+01,1.145410243e+01,3.844852326e+01,6.830053090e+01,8.204894804e+01,2.351807029e+01,3.099565941e+01,9.979770051e+01,4.202355305e+00,5.320362567e+01,4.244561435e+00,8.324300953e+01,3.442629274e+01,6.954055818e+01,5.561228393e+01,6.325652122e+01,3.695841266e+01,3.623844435e+01,6.019270567e+01,6.077161781e+01,1.562116913e+00,7.451065804e+01,8.829371890e+01,6.461491096e+01,4.767078874e+00,9.159005973e+01,3.951547048e+01,8.331790770e+00,2.930249772e+01,9.940564479e+01,1.733219798e+01,1.592494735e-01,3.665627944e+01
3.158045156e+01,9.903544892e+01,8.107790791e+01,9.839895564e+01,3.633465475e+00,4.713193430e+01,4.439180099e+01,6.914727485e+01,3.608238310e+01,5.095448708e+01,4.903312519e+01,3.405128790e+01,8.379988472e+01,6.486710279e+01,9.188928143e+01,8.098108511e+00,9.615115316e+01,9.235785474e+01,9.390549947e+01,5.152936154e+01,5.077014833e+01,6.172468552e+01,2.891532551e+01,4.892200271e+01,5.095349466e+01,5.663443405e+01,8.968757769e+01,4.947745841e+00,4.026043336e+01,3.217137318e+01,2.701254427e+01,8.944646849e+01,7.630823040e+01,6.888975980e+01,2.662270248e+01,1.369756344e+01,1.357080531e+01,2.113396068e+01,5.348953369e+01,3.874696488e+01,9.990513854e+01,5.884122312e+01,9.821502077e+01,5.492278003e+01,4.291745788e+01,1.950561822e+01,9.324054267e+01,5.375179005e+01,3.391485994e+01,8.992102438e+01,7.453346068e+01,8.584329778e+01,4.451987102e+01,1.247522263e+01,7.744870260e+01,6.926165131e+01,5.394060953e+01,6.299565479e+01,6.044995381e+01,5.263060678e+01,8.133942001e+01,4.827288597e+01,7.564574522e+01,1.373637261e+01,8.461471209e+01,3.579762452e+01,6.351518453e+01,6.144873160e+01,3.263103156e+01,1.938367032e+01,4.425796425e+01,1.752330476e+01,2.479605470e+01,6.330394264e+01,9.573352563e+01,8.839787266e+01,6.952066973e+01,8.321848091e-01,7.629244572e+01,4.727675809e+01,3.268462959e+01,5.095214345e+01
3.560289502e+01,8.561605936e+01,9.507828310e+01,6.847695921e+01,8.162057518e+01,2.470944989e+01,4.666676906e+01,3.718293344e+01,3.060198066e+00,6.128681426e+01,8.855696410e+01,7.975177193e+01,7.266892917e+00,6.127875895e+01,6.219012504e+01,8.512025306e+01,5.694019754e+01,4.466685476e+01,4.477675047e+01,7.045932267e+01,5.892920897e+01,1.143393655e+01,1.361096198e+01,9.365384293e+01,2.187904897e+01,4.207441195e+01,1.811970275e+01,9.809559726e+01,1.082881354e+01,1.843050067e+01,9.203774969e+01,4.363134575e+00,8.511472380e+01,6.633825898e+01,8.315784830e+00,4.467948236e+01,3.351343732e+01,7.459919403e+01,2.534114417e+01,6.326169978e+01,1.416007628e+01,2.473853174e+01,9.536643398e+01,1.739020663e+01,3.435537908e+01,1.190646620e+01,8.377442648e+01,8.402156189e+01,7.146119659e+01,5.198097675e+01,9.021567876e+01,8.464227546e+01,1.576287797e+00,5.825098901e+01,9.471036361e+01,2.823019752e+01,5.316040473e+01,4.657353283e+01,3.826809405e+01,5.426967756e+01,9.133294474e+01,6.331228726e+01,5.572796314e+01,5.457082100e+01,6.726794158e+01,9.789992050e+01,4.677026872e+01,6.407071018e+01,3.483687229e+01,2.562178801e+01,2.397940084e+01,7.605688164e+01,8.488120378e+01,8.082591998e+01,1.042937700e+01,6.972462744e+01,2.188154414e+01,7.813725085e+00,1.555687965e+00,7.467671051e-01,5.074059659e+00,6.915415344e+01
6.857692616e+01,3.509291486e+01,6.840053341e+01,4.774759482e+01,7.445909813e+00,3.534965657e+01,8.715104163e+01,1.763012124e+01,5.876225070e+01,4.618646495e+01,3.160114190e+01,4.193544281e+01,2.352280160e+01,9.274576919e+01,6.846801131e+01,9.866831572e+01,8.260027070e+01,7.960798835e+01,6.536949379e+01,4.037700226e+01,7.237263857e+01,5.554221059e+01,8.031246215e+01,8.975476485e+01,8.312663234e+01,9.932192946e+00,1.065818741e+01,6.897687389e+01,9.019242669e+00,4.684827970e+01,8.385008550e+01,8.376536741e+01,3.160284922e+01,9.054081199e+01,8.275502589e+00,5.574559199e+01,5.287664132e+01,8.602254509e+01,1.293184966e+01,6.513964637e+01,4.945560038e+00,8.091673373e+01,8.012921496e+01,2.310855939e+01,7.657633496e+01,7.997871209e+01,2.117549948e+01,3.505664236e+01,4.210346667e+01,3.933181573e+01,6.852966981e+00,9.520590879e+01,9.317126495e+00,6.410847800e+01,1.853110907e+01,1.124706625e+01,4.217550160e+01,4.808839903e+01,8.401333183e+01,6.067053145e+01,5.714178321e+01,5.585613717e+00,8.090464373e+01,7.847731382e+01,3.380211613e+01,9.474235985e+01,5.783124425e+01,5.873676340e+01,5.065216908e+01,1.926160899e+01,1.414221435e+01,8.196587041e+01,2.514599505e+01,4.701688174e+01,9.952027064e+01,9.880181446e+01,1.616554365e+01,5.144929728e+01,5.361054069e+01,8.039440282e+01,1.949718127e+01,4.324767662e+01
2.664319039e+01,6.931346964e+00,9.573088363e+01,9.165653639e+01,6.281656859e+01,6.504436506e+01,4.731831804e+01,5.688962054e+01,1.874561010e+01,1.568103623e+01,9.363177110e+01,4.359023454e+01,8.852516469e+01,8.099544007e+01,5.429788874e+01,3.058361461e+01,7.747646198e+01,4.646016000e+01,8.929216404e+01,6.413032304e+00,7.721561129e+01,6.484141128e+00,3.196305721e+01,5.230702441e+01,6.566163320e+01,3.460275575e+00,6.006667418e+01,9.199056286e+01,6.545108186e+01,7.920536392e+01,2.204330669e+01,2.711808520e+01,9.271959430e+01,9.197944919e+01,9.862595157e+01,5.828065588e+01,4.076808400e+01,6.962470239e+01,3.462089940e+01,9.443729054e+01,6.338713130e+00,4.644345213e+01,1.443205927e+01,5.457493275e+01,6.368174205e+01,2.545401423e+01,7.495970215e+01,2.954614241e+01,3.453124941e+01,6.967548975e+01,7.742365059e+01,7.663876578e+01,1.891213495e+01,8.568750252e+01,1.777361344e+01,1.273575073e+01,9.236810430e+01,9.833602069e+01,1.457186507e+01,1.017845328e+01,2.822812373e+01,6.548270020e+01,7.761909037e+01,1.584740431e+00,2.151086738e+01,8.201141468e+01,5.568469708e+01,1.269088396e+01,5.371209196e+00,1.410251409e+01,2.529465548e+00,3.499131459e+01,6.729942912e+01,3.616736738e+01,5.975347235e+01,7.085396919e+01,1.182716432e+01,3.861907597e+01,2.286901620e+01,3.878164748e+01,4.813092011e+01,9.459280983e+01
1.490996178e+01,4.185775895e+01,3.553176535e+01,9.830029403e+00,4.911405955e+01,3.802987821e+01,5.626429370e+00,5.294748689e+01,8.288790866e+01,1.228996175e+01,2.806769472e+00,6.134336854e+01,9.594648003e+01,9.432724870e+01,5.767255060e+01,1.260959109e+01,9.354780731e+01,9.609835443e-01,9.939541090e+01,8.918124429e+01,6.480474324e+01,8.400970670e+01,1.288567259e+01,3.330435837e+01,6.763760518e+01,5.751836323e+01,1.743895324e+01,6.997713405e+00,7.142196235e+01,4.455788090e+01,7.017240555e+01,5.354840033e+01,5.109324194e+01,6.244764774e+01,4.895506914e+01,6.039137579e+01,9.735235539e+01,6.667212987e+01,9.632073648e+00,4.869982471e+01,8.615904748e+01,8.134438049e+01,3.545783842e+01,5.743442082e+01,6.759931554e+01,5.962828888e+01,6.746158523e+01,2.603592113e+01,2.863450013e+01,2.037496464e+01,9.134199064e+00,2.822131476e+01,4.802403667e+01,9.186197628e+01,3.572737135e+01,9.050594962e+01,8.055364052e+01,7.837507725e+01,7.530540672e+01,3.486559118e+01,7.782976153e+01,3.627622470e+01,5.740117572e+01,1.231118324e+01,1.416000898e+01,5.100214154e+01,5.885237519e+01,8.681058289e+01,1.212487624e+01,9.681039356e+01,9.588439185e+01,9.246842580e+01,1.810208210e+01,6.523773193e+01,5.745183250e+01,3.393167511e+01,9.908115232e+01,5.419771852e+01,7.618478720e+01,6.264792085e+01,1.996478126e-02,5.787575354e+01
3.469099673e+01,7.024975532e+01,8.239034534e+01,8.597357047e+01,8.467794308e+00,7.087905799e+01,8.724773399e+01,3.000573135e+01,7.904409918e+00,3.466662964e+01,1.431355129e+01,5.109293192e+01,5.423771553e+01,6.892123746e+01,9.899448385e+01,2.069659838e+01,1.141494418e+01,8.689471791e+01,6.173851315e+00,4.411966423e+01,8.811737727e+00,8.822639272e+01,7.488461977e+01,3.756093041e+01,8.019477195e+01,3.406430423e+01,8.254173088e+01,4.905072383e+01,9.318008407e+01,9.637737146e+01,8.959980250e+01,4.677506030e+01,9.072503154e+01,5.504091561e+01,3.338964265e+01,8.580208161e+00,9.896772338e+01,5.863623531e+01,5.315847881e-01,2.946550602e+01,9.849775002e+01,6.867654610e+01,9.848448250e+01,4.682956958e+01,4.362953862e+01,9.865643694e+01,2.712001276e+01,9.481015474e+01,1.321237432e+01,9.536265240e+01,7.413396203e+01,6.162412600e+01,6.600635014e+01,8.405495478e+01,7.876186885e+00,3.128790661e+01,7.713124876e+01,1.732346560e+01,8.150532087e+01,9.540381705e+01,8.004362133e+01,3.456065937e+01,7.599647611e+01,5.183174652e+01,7.685389367e+01,3.886750203e+01,6.265453973e+01,9.884544136e+01,1.734556355e+01,2.851469031e+01,9.393546297e+01,2.132177209e+01,5.482648650e+01,1.828081897e+01,7.516263738e+01,1.623940673e+00,9.955436059e+00,2.728230364e+01,4.813104116e+01,5.094543123e+01,2.780995795e+00,4.938785329e+01
1.672083816e+01,5.936685161e+01,3.369744627e+01,3.756546679e+01,1.116570971e+01,4.235141586e+01,4.254481628e+01,8.487501776e+01,1.132713005e+00,4.151782177e+01,9.903928832e+01,5.089292538e+01,1.122236837e+01,9.841403896e+00,5.175188187e+01,3.509358352e+01,8.525405091e+01,3.427103654e+01,2.830925140e+00,1.302698177e+01,6.954445291e+01,9.854683307e+01,1.622844753e+01,6.287294932e+01,9.676891893e+01,3.567944658e+00,3.054871675e+01,4.527177545e+01,9.366617140e+01,3.990199365e+01,4.176427120e+01,2.036672272e+01,9.795649998e+01,1.464815907e+00,5.952274515e+01,6.106836589e+01,8.986512631e+01,4.790541861e+01,1.654446289e+01,4.552899735e+01,3.308011694e+01,8.074239210e+01,7.371572880e+01,8.542174159e+01,3.824670569e+01,9.553255592e+01,5.778575059e+01,3.524318906e+01,8.836009734e+01,7.055447316e+00,3.831156809e+01,4.647822897e+01,9.237018278e+01,6.036460615e+01,4.924331377e+01,5.166725430e+01,4.315494937e+01,3.280391562e+01,4.610607709e+01,5.212438592e+01,2.251655773e+01,5.316666956e+01,9.304624040e+01,5.874787805e+01,5.177566099e+01,8.567151706e+01,4.080613095e+01,3.256141589e+01,3.817667687e+01,5.335598875e+01,6.515514623e+01,4.547567975e+01,1.711212879e+01,2.607710103e+01,7.712525267e+01,1.314544527e+01,9.655861694e+01,2.748726390e+01,3.398672199e+01,3.993756420e+01,2.190129733e+01,3.655652574e+01
3.018306656e+01,6.843178814e+01,1.186106199e+01,2.661587152e+00,4.986128520e+01,7.347299552e+01,1.164974129e+01,4.431927539e+01,5.925399160e+01,8.908404699e+01,3.800575988e+01,8.691050525e+01,4.860386710e+01,5.491312156e+01,7.635583310e+01,5.689960993e+01,5.645310615e+01,8.464914929e+01,1.350501300e+01,7.289882067e+01,7.151988356e+01,7.055728498e+01,7.667593471e+01,8.785423687e+01,6.062053807e+01,2.757441150e+01,8.763948600e+01,8.932364075e+00,2.294939805e+01,6.483757664e+00,4.920660671e+01,2.385716568e+01,4.946576908e+01,6.686624241e+01,8.160491173e+01,3.082890571e+00,9.861146207e+01,9.981541343e+00,5.467256027e+01,4.235567114e+00,8.473535676e+01,2.788237446e+01,2.705326791e+01,7.234849052e+01,4.284700106e+01,6.826991578e+01,5.417564144e+01,4.647988354e+01,4.231542598e+01,1.932846464e+01,5.874817647e+01,9.660471696e+01,1.907682182e+01,7.517090372e+01,5.651026260e+01,8.869103979e+01,9.672868236e+01,1.175347567e+01,5.371787425e+01,1.727122086e+01,4.353766430e+01,9.175839237e+01,7.727964328e+01,3.901523822e+01,5.641027020e+01,1.249719000e+01,3.581007588e+01,3.709546196e+01,3.951347713e+01,5.202630155e+00,8.595420766e+01,5.972345203e+01,2.398019906e+01,4.454604191e+01,7.871156470e+01,8.375684357e+01,8.514959239e+01,4.628758404e+01,9.217435201e+01,6.991322740e+01,1.190995926e+01,6.674428444e+01
9.759968952e+00,5.079686985e+01,6.851191154e+01,2.234820602e+00,5.126647267e+01,8.423911701e+01,1.918731350e+01,4.018047511e+00,2.446510139e+01,4.925457384e+01,8.692600776e+01,6.898364304e+00,9.410623286e+01,1.031495895e+01,9.427051222e+01,5.256211724e+01,7.154276726e+00,8.942718229e+01,4.441226838e+00,5.376206851e+01,1.710555748e+01,5.363394483e+01,4.354499291e+01,2.040136646e+00,4.249234524e+01,7.977718688e+01,7.304790536e+01,9.267426272e+01,3.130394310e+01,5.063280182e+01,6.965176221e+01,6.405625429e+00,4.422054046e+01,5.572045412e+00,5.178557751e+01,1.799522456e+01,4.952307697e+01,7.852275990e+01,1.096814653e+01,2.900580645e+01,9.118692289e+01,1.184764099e+01,1.143514613e+01,9.783913839e+01,4.304998351e+01,1.442178924e+01,6.956966187e+00,8.105975470e+01,6.833841056e+01,9.902065527e+01,3.321615565e+01,6.204220628e+01,2.914394448e+01,6.944514585e+01,3.961641147e+01,8.904976300e+01,1.745146543e+01,7.706000805e+01,5.352974880e+01,9.208897572e+01,9.699736585e+01,3.292090613e+01,9.044376436e+01,7.726399326e+01,5.445875697e+01,7.428669131e+01,1.497982953e+01,4.127950183e+01,1.805772819e+00,9.536713737e+01,7.311102423e-01,3.817417892e+01,8.252443771e+01,1.321997401e+01,8.352084991e+01,3.039049956e+00,3.567103749e+01,2.841123063e+01,6.183224926e+01,7.929159926e+01,6.016239437e+01,4.161814776e+01
8.511827971e+01,1.983170833e+01,6.370741848e+01,9.884644944e+01,4.594865171e+01,1.052651726e+01,2.538422652e+01,4.129078203e+01,6.618476162e+01,4.785216031e+01,2.332617861e+01,5.009534077e+01,5.775685092e+01,7.768705348e+01,6.536008354e+01,4.548177750e+01,4.248405456e+00,8.924530350e+01,2.124662125e+01,6.128950539e+01,4.861258804e+01,3.211866258e+01,3.713298094e+01,9.330104717e+01,1.577253284e+01,9.495411713e+01,9.459753553e+01,2.949350114e+01,9.863350811e+01,8.523508377e+01,4.373913968e+01,1.373541216e+01,7.745288208e+01,9.599156692e+01,3.022828304e+01,8.177336050e+01,9.240408288e+01,3.475711808e+00,6.664752410e+01,2.734088232e+01,4.227952386e+01,6.686899451e+01,5.174898127e+01,6.808662934e+00,6.091435130e+01,6.476671045e+01,5.307067832e+01,9.063419882e+01,2.506254899e+01,4.511385101e+01,1.681623204e+01,1.479556960e+01,9.305073938e+01,8.464271880e+01,9.031548468e+01,1.835585020e+01,6.121061812e+01,6.792239796e+01,5.571196870e+01,4.957962991e+01,5.639694006e+00,5.012229047e+01,7.072825547e+01,5.984407401e+01,9.397807756e+01,2.805735953e+01,8.316992593e+01,1.917619123e+01,5.688806189e+01,8.139749861e+01,2.157839570e+01,1.955106429e+01,1.246794129e+01,4.353767768e+01,4.573092338e+01,1.815591097e+01,6.885770408e+01,2.548751791e+01,7.975740387e+01,6.125117926e+01,3.224205421e+01,8.470467110e+00
1.697170178e+01,6.659103332e+01,2.500541872e+01,8.028262041e+01,8.177645957e+01,2.737559222e+01,8.799651535e+01,7.715502100e+01,5.193319652e+01,1.038239348e+01,6.637466722e+01,9.792444529e+01,9.012833535e-01,8.151419186e+01,2.950527077e+00,1.461259848e+01,6.464878677e+00,9.437757736e+01,3.999497372e+01,6.905599011e+01,9.802767078e+01,6.137030311e+01,1.695458156e+01,6.733718976e+01,9.253262935e+01,2.072378578e+00,8.047246302e+01,4.750983125e+01,7.717000272e+01,1.317963510e+01,9.964908367e+01,6.468481069e+01,4.167603343e+01,3.534898776e+01,5.517975556e+01,5.440396687e+01,4.476896704e+01,5.982425871e+01,3.930747177e+01,3.640417633e+01,9.519054237e+01,6.454692944e+01,1.649947388e+01,8.226776699e+01,1.017626525e+01,2.377023975e+01,9.919900804e+01,7.018358306e+01,3.788479549e+01,9.492951963e+01,3.798756755e+01,5.143272234e+01,7.199194547e+01,1.975567929e+01,2.444885482e+00,7.519468837e+01,2.984383365e+01,5.099293462e+01,7.033384040e+01,9.061529130e+00,3.139029338e+01,5.927965071e+01,4.909996226e+01,7.011041404e+01,8.053471094e+01,3.335691518e+01,7.783790590e+01,6.303899999e+01,9.671379831e+01,3.411515434e+01,3.505172206e+01,6.950797989e+01,6.872225598e+01,8.381760327e+01,1.511655867e+01,5.736806073e+01,4.550575500e+00,9.363482468e+01,7.880022086e+01,8.303507563e+01,6.791188455e+00,1.036164812e+00
7.686255694e+01,3.002565552e+01,8.765755273e+01,8.428616681e+01,2.340458985e+01,5.719067284e+01,3.278628916e+01,4.380583113e+01,9.565087422e+01,8.512408526e+01,1.110134963e+01,4.261268916e+01,6.279108832e+01,8.402323993e+01,7.385542940e+01,2.393954541e+01,7.596913565e+01,3.403154173e+01,2.575353885e+01,9.430024137e+01,5.719702116e+01,9.015326384e+01,6.454516786e+01,7.519343976e+00,7.591568782e+01,6.330191749e+00,2.937039083e+00,3.236580727e+01,4.503439672e+01,2.932380143e+01,6.635561992e+01,3.066515467e+01,1.778854221e+01,1.274039120e+01,7.998055968e+01,1.431173119e+01,8.833260481e+01,4.756958094e+01,2.546469340e+01,4.053283624e+01,7.114597603e+01,8.423262346e+01,8.702907930e+01,9.912258100e+01,2.699970170e+01,8.018096161e+01,6.611647875e+01,6.487695781e+01,5.168747939e+01,1.266752964e+01,5.313350259e+01,3.767800545e+01,4.636065861e+01,9.222218914e+01,9.556696746e+01,9.502014293e+01,6.708104307e+01,9.679431534e+01,6.470391528e+01,8.756618884e+01,2.164423608e+01,9.935948305e+01,8.699898456e+01,5.260403500e+00,9.226984249e+01,1.664328619e+01,2.453842758e+01,7.081819996e+01,1.993675783e+01,8.472881295e+01,6.169440260e+01,9.471965311e+01,1.789739331e+01,7.886767827e+01,8.531974241e+01,5.000485384e+01,9.631627346e+01,3.080408075e+01,1.056260304e+01,9.152448661e+00,3.311600381e+01,6.453617785e+01
1.817575400e+01,3.053847549e+01,2.879167104e+00,8.430143829e+01,3.686254254e+01,8.572150065e+00,3.806440972e+01,9.497486066e+01,8.405628085e+01,8.430383754e+01,7.655940709e+01,3.946653868e+01,9.080359611e+01,4.987978929e+01,1.448520480e+01,8.233437705e+01,6.027485208e+01,3.046729598e+01,5.298197911e+01,5.613451250e+01,5.588256337e+01,6.952077813e+01,9.426459396e+01,6.405491861e+01,7.859014194e+01,2.110166221e+01,1.461860268e+01,5.644269075e+01,3.649740415e+00,8.870698892e+01,3.050920862e+01,9.177602508e+01,4.841481215e+01,7.310611919e+01,1.848376928e+01,8.993350700e+01,1.344773152e+01,6.357996068e+01,9.701749949e+01,9.817111219e+01,3.272189699e+01,2.214151929e+01,4.111126932e+01,3.185216701e+01,2.225757176e+01,2.281637452e+01,2.187311674e+01,9.214059135e+01,3.885835799e+01,3.591647426e+01,5.461661847e+01,1.078367852e+01,6.904506180e+01,8.928357799e+01,4.413762014e+01,3.396674735e+01,9.939168319e+01,5.208566075e+01,1.612359290e-01,8.528766478e+01,9.370693392e+01,2.900053821e+01,9.322431091e+01,5.207540934e+01,5.180475522e+01,7.870845917e+01,3.849483640e+01,9.784155557e+01,7.277513675e+01,7.564799625e+01,9.284212365e+01,3.874580341e+01,6.672501848e+01,7.751764140e+01,6.498280567e+01,2.556566894e+01,1.407316389e+01,8.514626333e+01,4.638677285e+01,4.476750810e+01,2.583763402e+01,5.249521031e+01
