v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21
1.215788907e+01,4.961166218e+01,8.778509192e+01,5.949564803e+01,6.338069036e+01,8.354053342e+00,2.550194680e+01,3.933307282e+01,3.339788740e+01,1.865026066e+01,8.547308010e+01,5.522265315e+01,1.934405068e+01,6.315859792e+01,1.833213349e+01,9.137136141e+00,9.219704794e+01,6.323290029e+01,8.482686746e+01,4.875442657e+01,6.523792203e+01
1.577211771e+01,6.167189589e+01,2.665838212e+01,8.028262041e+01,2.278479769e+01,1.703912686e+01,1.336340260e+01,6.137375321e+01,3.824341083e+00,4.439504301e+01,9.441251794e+01,1.894888634e+01,7.335010989e+01,5.898146402e+01,1.256894792e+01,7.582617749e+01,9.718480752e+01,4.737545355e+01,7.707939436e+01,6.118658335e+01,9.239231668e+01
3.544901792e+01,6.857893674e+01,5.316227214e+01,4.904282066e+01,1.688150392e+01,9.415696627e+01,8.636227018e+01,1.741660713e+01,6.420299967e+01,2.611527659e+01,6.653759892e+01,2.582667830e+01,1.184481123e+01,4.131360952e+01,3.571427768e+01,3.586264670e+00,8.872281071e+01,8.589405685e+01,3.504514870e+01,1.205760820e+01,2.371340274e+01
2.393860386e+01,9.531512063e+01,3.962279569e+00,8.780330297e+01,8.162057518e+01,4.044358459e+00,2.035528729e+01,2.000583026e+01,2.017731838e+00,9.018088323e+00,6.934567606e+01,4.019642131e+01,6.518959652e+01,2.221322599e+01,4.962676603e+01,9.523648074e+01,5.965587678e+01,5.851915893e+01,4.877065543e+01,8.084818052e+01,3.936483971e+01
6.675173213e+01,2.082663540e+01,1.858104072e+01,6.700569137e+01,8.895047196e+01,9.599356345e+01,7.703089611e+01,1.418307813e+01,7.972466040e+01,6.166500128e+01,8.114773352e+01,4.079435004e+00,8.506189356e+00,5.965348506e+01,8.966951911e+00,4.333146207e+01,2.710010490e+01,4.274547437e+01,3.811841647e+01,4.127573251e+01,6.921943843e+01
1.394141814e+01,2.268785597e+01,6.410026291e+01,5.785446535e+01,6.677428418e+01,5.719067284e+01,6.214543476e+01,2.111889276e+00,4.113792439e+01,8.318266579e+01,1.509699502e+01,1.005696869e+01,5.356400479e+01,7.222764595e+01,5.470489316e+01,7.398503897e+01,1.907858282e+01,1.737790779e+01,4.582795900e+01,6.283652157e+01,7.822740072e+01
4.774233468e+01,4.746449750e+01,9.472990088e+01,9.016026488e+00,9.864490166e+01,5.181357647e+01,2.706771481e+01,5.625722635e+01,1.921504733e-01,7.224778371e+01,6.450822543e+01,4.540278527e+00,8.201627550e+01,4.842289133e+01,8.702441697e+01,2.002926580e+01,7.680761551e+01,5.512723390e+01,5.813111001e+01,1.736012067e+01,7.205627948e+01
1.175273424e+01,8.751846240e+01,4.249973403e+01,1.069600257e+01,1.522947287e+01,4.750056301e+01,4.006737715e+01,1.391433650e+01,3.060198066e+00,5.737188392e+01,1.455938808e+01,8.522039204e+01,9.849165998e+01,3.065607496e+01,9.618732985e+01,3.732162223e+01,6.355177627e+00,2.888739793e+01,2.034407741e+01,7.202728647e+01,7.286978708e+01
2.637266564e+01,4.934963012e+00,8.903724008e+01,5.518383448e+01,2.654635463e+01,7.363517789e+01,5.044879131e+01,7.763873412e+01,3.076546622e+01,1.589501012e+01,4.934769528e+01,3.368753988e+01,3.858928730e+01,1.743236286e+01,1.221916309e+01,5.877743866e+01,7.070857512e+01,5.257407819e+01,5.912166709e+01,8.070697491e+01,5.307239247e-01
7.164164964e+01,2.986862333e+01,5.716975390e+01,1.005767966e+01,4.612006689e+01,5.396008608e+01,3.019717788e+01,4.148100251e+01,6.457845593e+01,2.581967561e+00,9.070333868e+01,3.902013002e+01,1.105708908e+01,4.475914345e+01,8.088829115e+01,2.025405678e+01,1.155628312e+01,6.848539881e+01,3.591376778e+01,6.409399053e+01,8.938630556e+01
6.262256536e+00,6.556842192e+01,6.517607216e+00,1.092257055e+01,4.462089498e+00,4.526350350e+01,8.970105295e+01,3.501967616e-01,1.288326759e+01,9.958104754e+00,9.746758375e+01,5.555871023e+01,4.911224087e+01,7.160083739e+01,8.791028230e+01,1.829833921e+01,6.598920691e+01,2.289948054e+01,8.618914007e+01,4.173465713e+01,2.726165121e+00
3.153996326e-01,2.732022146e+01,7.149809807e+01,6.260465829e+01,9.737688834e+01,1.678216755e+01,4.941033912e+01,2.831276694e-01,7.239176576e+01,2.061236712e+01,6.500619813e+00,2.906548020e+01,2.429108397e+01,5.680482808e+01,5.372189795e+01,6.354203768e+01,5.507706151e+01,1.182620876e+01,4.645961711e+01,5.019434824e+01,4.429729552e+01
1.126238760e+01,2.009495213e+01,5.770251627e+01,3.246107792e+01,1.560044042e+01,3.534965657e+01,7.567906322e+01,9.380229875e+01,7.549892615e+01,8.828619847e+01,6.680863377e+01,2.214720418e+01,5.132160465e+01,3.553522529e+01,6.852978854e+01,2.233719458e+01,2.355203181e+01,9.687532399e+01,2.356058769e+01,2.167927290e+01,6.956770731e+00
5.415663863e+01,1.193248903e+01,8.392975421e+01,7.124503962e+01,2.373182350e+01,1.070325457e+01,3.046054140e+01,4.241749270e+01,2.990449980e+01,3.676572904e+01,7.750466343e+01,3.999314616e+00,4.163313602e+01,3.566380314e+01,7.659446861e+01,7.221020816e+01,1.073996721e+01,9.051220901e+01,3.685546175e+01,4.041212450e+01,9.046907170e+01
6.932459526e+01,5.131174163e+01,8.410506964e+01,6.180288593e+01,2.864226737e+01,1.011450046e+01,1.551391667e+01,9.275536581e+01,9.107861045e+01,3.659791072e+01,5.586996843e+01,2.793806826e+00,5.940501230e+01,9.296970996e+01,9.800446725e+01,3.797939615e+01,2.646583936e+01,2.797245578e+01,6.734624851e+01,7.330576296e+01,9.143017700e+01
4.869756436e+01,7.541160556e+01,9.297566092e+01,1.566063357e+01,5.319876213e+01,9.856015277e+01,1.583467229e+01,7.604254795e+01,9.269727747e+01,1.401341936e+01,2.018543555e+01,8.839497240e+00,8.248244435e+01,8.298059743e+01,6.164923821e+01,8.182042380e+00,8.316195426e+01,4.081382407e+01,3.723353593e+00,4.365894938e+01,1.673406289e+01
1.872384637e+01,4.844291795e+01,4.747355473e+01,9.598992638e+01,7.863207888e+01,2.636805600e+01,5.742269550e+01,5.452121098e+01,4.060852630e+01,9.946431115e+01,3.658474030e+01,6.354303331e+00,6.581461228e+01,6.219422684e+01,4.777849053e+01,2.768500740e+01,2.541995993e+01,5.000987507e+01,1.146546489e+01,9.236692433e+00,7.497195265e+01
6.276538520e+01,4.952848069e+01,9.629817401e+01,6.014646921e+01,6.967201287e+01,6.691490229e+01,6.953194520e+00,6.227296449e+01,5.817005468e+01,9.704733388e+01,3.670606144e+01,2.473364475e+01,5.385575791e+01,5.402456774e+01,9.769105003e+01,1.066321369e+01,8.293449120e+01,2.685102809e+01,6.146227990e+01,4.211757633e+01,1.928602821e+01
4.281132948e+01,6.567298078e+01,8.924574289e+01,9.839895564e+01,4.890540173e+01,6.394770618e+01,7.678167605e+01,3.532316273e+01,3.008910841e+01,1.608791628e+01,2.566403900e+01,7.663757588e+01,2.497741619e+01,3.923897950e+01,8.259685133e+01,9.750410617e+00,6.344831719e+01,2.013676481e+01,4.278902850e+01,4.603388608e+01,1.193010216e+01
5.553606167e+01,5.302981141e+01,6.989033556e+01,5.997441689e+01,6.419058351e+01,4.979501263e+01,1.944014382e+01,3.585333986e+01,4.031059053e+01,8.118422026e+00,2.803737245e+01,8.110039694e+00,4.441421559e+01,5.024347117e+01,9.877260873e+01,8.389555057e+01,1.999665478e+01,8.872667775e+01,9.961558538e+00,5.388514036e+01,1.481125787e+01
2.423309612e+01,8.537444541e+01,4.377080111e+01,6.403816695e+01,3.467061472e+01,8.007828231e+01,2.885307187e+01,1.156443447e+01,4.755751306e+00,2.116439364e+00,9.217508757e+01,7.308604726e+01,2.772102072e+01,7.340244755e+01,8.689281993e+01,6.400799800e+01,8.466580899e+01,8.115232520e+01,9.373590507e+01,3.487823838e+01,8.762182840e+01
3.482504408e+01,2.407615974e+01,1.330885152e+01,4.594247798e+01,7.294452305e+01,5.427211817e+01,5.986281436e+00,2.649821820e+01,5.392641427e+01,2.916768281e+01,6.358813740e+01,7.589024892e-01,5.978049451e+01,2.455833957e+01,4.363882030e+01,4.753826646e+01,8.143997024e+01,7.601281787e+01,3.750002457e+01,4.900034513e+00,3.953465231e+01
8.411544313e+01,5.476176693e+01,6.156775669e+01,5.966370166e+00,7.092056315e+00,2.275852287e+01,2.511599412e+01,1.149799892e+01,9.637687529e+01,2.979667359e+01,4.041657231e+00,4.411155506e+01,9.797339026e+01,5.846824182e+01,8.304041971e+01,3.394879834e+00,2.081662998e+01,7.652391414e+00,5.569859641e+01,8.197851130e+01,9.969435732e+01
5.760503567e+01,6.252660000e+01,8.860817422e+01,5.414593549e+00,2.431558890e+01,1.341816412e-01,7.037663065e+01,9.114930202e+00,1.775392558e+01,7.648864124e+01,6.859670226e+01,2.042581928e+01,5.300060202e+01,5.785193809e+01,8.121397702e+01,5.400142765e+01,3.753742690e+01,6.577169730e+01,1.878709434e+01,5.561689675e+01,4.736897795e+01
5.146394997e+01,7.386111053e+01,3.224376461e+01,1.248904138e+01,4.156414934e+01,7.039083349e+01,2.382866277e+01,4.114913039e+00,6.327562808e+01,8.838244606e+01,9.862783296e+01,7.884430208e+01,1.309588341e+01,8.222366644e+01,9.177551179e+01,9.718887782e+01,1.428597003e+01,5.346150931e+01,9.224388126e+01,6.138999128e+00,1.596717241e+01
7.660821625e+01,9.818278853e+01,3.044824756e+01,6.786906345e+00,9.935601510e+01,1.644514297e+01,6.715640427e+00,4.756915420e+01,6.720568889e+01,6.037478592e+01,7.969059277e+01,7.655416378e+01,6.258444465e+00,4.949527164e+01,4.218430597e+01,4.944616531e+01,9.054512436e+01,9.871324384e+01,1.714669051e+01,3.100233718e+01,9.716256318e+01
1.731514457e+01,5.160730193e+01,8.316733096e+01,8.952956871e+01,4.237776789e+01,8.972253220e+01,2.425536304e+01,3.567709890e+01,3.900992745e+01,3.831143809e+01,5.008362954e+01,8.032247991e+01,7.512842375e+01,1.217069837e+01,3.231682119e+01,2.049532312e+01,6.561269446e+01,1.025624115e+01,9.418175221e+01,6.588673373e+01,7.463378048e+01
8.295897180e+01,7.991321221e+00,6.110749240e+01,8.282763545e+01,1.550859364e+01,2.170824365e+01,7.630095585e+01,4.835978665e+01,3.584657109e+01,1.013277001e+01,8.672384652e+01,4.705179350e+00,3.771555512e+01,1.613564805e+01,4.191810762e+01,1.250679125e+01,5.537925433e+01,5.038670555e+01,1.689523075e+01,9.773458181e+01,8.585382661e+01
1.410933780e+01,4.394331832e+01,6.271839539e+01,1.441848804e+01,2.649977277e+01,6.761401317e+00,8.480230964e-01,2.676992887e+01,6.171896585e+01,8.247463408e+01,9.495395927e+01,5.981923148e+01,2.794482109e+01,5.872077870e+01,4.619683080e+01,7.891316694e+01,5.053736408e+00,1.268255774e+01,7.303908312e+01,7.860525726e+01,4.299916091e+01
4.065750333e+01,6.082666477e+01,1.139906335e+01,1.105635413e+00,3.915848216e+01,6.296446994e+01,9.515853604e+01,1.843048968e+00,1.404342651e+01,4.482542584e+00,3.067957053e+01,7.542545470e+01,2.235517644e+01,7.629075753e+01,2.485077604e+01,8.161339261e+01,7.728512177e+01,8.138527009e+01,1.910164337e+01,7.786493734e+00,3.377660427e+01
5.503016953e+01,4.026028929e+01,9.742740050e+01,2.999675776e+01,2.207566566e+01,1.972038521e+00,9.944665743e+01,7.591735070e+01,3.358402624e+01,6.315545903e+01,1.653202673e+01,6.503665248e+01,4.109634104e+01,4.809601678e+01,6.632351860e+00,1.024728548e+01,5.159435801e+01,2.161376259e+01,3.264300644e+01,6.991405421e+01,2.958544932e+01
6.369601616e+01,5.747235014e+01,2.393099236e+00,4.583085034e+01,5.269203382e+01,9.732866038e+01,5.255725982e+01,6.324266425e+01,4.721103668e+01,5.208336467e+01,4.741643864e+01,7.634158731e+01,5.118420161e+01,9.282518466e+01,1.313200504e+01,7.829110465e+00,5.348558716e+01,4.318269796e+01,2.516471861e+01,1.643567655e+01,3.274172066e+01
2.672191547e+01,3.408985463e+01,1.209004381e+01,1.877896152e+01,1.292840071e+01,9.849432976e+01,9.826561085e+01,6.942163011e+01,3.473240430e+01,5.449637009e+01,5.344477528e+01,5.109293192e+01,3.237941861e+01,3.900925337e+01,9.568860369e+01,2.719426628e+00,6.184778309e+01,3.603808335e+01,9.850261754e+01,7.564456783e+01,1.296694229e+01
8.150525504e+01,6.543529340e+01,4.398325127e+01,3.297491279e+01,7.128113678e+01,4.317732987e+01,3.339132199e+01,6.043829185e+01,8.217471540e+01,9.353446042e+01,7.630901436e+01,4.886794655e+01,8.810391774e+01,8.235808558e+01,6.572342057e+01,2.097822825e+00,1.184222838e+01,3.642586667e+01,4.739935674e+01,6.840139814e+01,9.830177594e+01
5.184348826e+01,8.664237811e+01,5.954832767e+01,7.550685778e+01,7.251112044e+01,5.847829567e+01,5.608041773e+01,6.608675587e+01,4.658792631e+01,3.595463450e+01,6.866997949e+01,5.111439720e+01,6.857022747e+01,8.790408033e+00,1.394066050e+01,3.511576867e+01,8.364571029e+01,3.522637923e+01,6.608279514e+00,8.351518163e+01,8.355630405e+01
7.431381403e+01,2.236742723e+01,8.973340652e+01,4.749619649e+01,4.088809197e+00,2.936596438e+01,4.158455609e+01,7.134669266e+01,6.014430083e+01,4.590122746e+01,3.565519281e+00,6.551024576e+00,7.100740367e+01,4.717813892e+01,9.858114602e+01,5.497052452e+01,5.827690332e+01,9.748559205e+01,3.305573774e+01,2.263303731e+01,5.145796373e+01
5.403543259e+01,2.546115362e+01,2.017907752e+01,4.871434292e+01,7.093332462e+01,6.686206791e+01,2.069384495e+01,2.502340896e+01,6.366916125e+01,1.893322242e+01,8.123929660e+01,4.317063422e+01,8.689129470e+01,3.710032945e+01,8.609445489e+01,8.969527956e+01,5.040748809e+01,9.545647732e+01,7.274403170e+00,1.113357606e+01,5.365429727e+01
9.928985683e+01,9.294198303e+01,7.437046154e+01,4.487360764e+01,9.877581586e+01,1.896490354e+01,1.918731350e+01,2.418976919e+01,1.993061130e+01,9.400464059e+01,7.216760094e+01,7.340341998e+01,5.051073904e+01,2.462357949e+01,2.945759823e+01,6.446992577e+01,9.756863172e+01,9.007771314e+01,5.445199938e+01,6.802109450e+01,8.131380235e+01
6.462089045e+01,1.533709412e+01,1.050239008e+01,4.992092047e+01,6.146114515e+00,6.510521852e+01,1.954261272e+01,8.694427146e+01,9.605433916e+01,7.986578914e+01,9.649957543e+01,2.238720370e+00,6.085470047e+01,4.521729733e+01,6.133781924e+01,4.855128506e+01,5.893849022e+01,9.988215094e+00,1.156653012e+01,7.241089731e+01,6.748342655e+01
3.511345736e+01,3.950932056e+00,5.877373332e+01,8.794546008e+01,8.513642363e+01,2.892831559e+01,5.755841657e+01,9.313099811e+01,2.490571172e+01,6.447721038e+01,3.493518115e+01,9.643481581e+01,2.639028383e+01,8.630766037e+01,2.710516176e+01,8.541624878e+01,1.383054267e+01,4.459452290e+01,6.104334427e+01,7.986002518e+00,3.119215133e+01
3.055097087e+01,1.283803492e-01,4.060267079e+01,7.326548674e+01,5.045775795e+01,6.717314367e+01,9.559178244e+00,6.425081420e+01,6.009336725e+01,8.890444881e+01,6.343069355e+01,4.791053163e-01,8.628940145e+01,5.322201945e+01,4.934961852e+01,4.775101793e+01,9.809113477e+01,6.103773068e+01,3.334725269e+01,9.075106487e+01,6.300844423e+01
9.569386128e+01,7.634077707e+01,9.510949268e+01,2.730816427e+01,3.503110409e+01,8.122919961e+00,3.846408173e+01,2.446555605e+01,5.683522034e+01,8.719602881e+01,5.310082596e+01,3.821693586e+01,8.017906977e+01,1.349313888e+00,1.885640909e+01,3.160154459e+01,5.770488590e+01,9.235785474e+01,8.238650359e+00,7.820416869e+01,6.133659735e+01
6.298164649e+01,4.381838017e-01,4.631835751e+01,1.386744662e+00,4.966014937e+01,4.437403120e+01,4.150132263e-01,9.560017420e+01,4.593545221e+01,6.522818812e+01,1.504812279e+00,9.069245875e+01,2.803795876e+01,9.274576919e+01,7.766688491e+01,3.522566788e+01,3.916685462e+01,8.753507579e+01,2.568206106e+00,9.300584199e+01,8.262345435e+01
5.233966245e+01,9.062313821e+01,2.732589971e+01,6.819627696e+01,3.780031671e+01,6.101525419e+01,8.997131291e+01,3.940414435e+01,2.286374040e+01,9.714289962e+01,6.636489235e+00,8.754085410e+01,9.099259081e+01,6.739383631e+01,5.162889132e+01,7.042674404e+01,5.326291082e+01,7.618953542e+01,5.187240931e+01,6.774976886e+01,6.954445291e+01
5.658208575e+01,3.708871690e+01,4.571583350e+00,3.789298218e+01,3.386329203e+01,8.814497398e+01,6.790491631e+01,6.129895700e+01,3.644060212e+01,2.937883755e+00,8.967711078e+01,2.177071369e+01,6.399170230e+01,7.605929352e+01,8.676250483e+01,5.122244073e+01,6.672333415e+01,9.551434922e+01,9.511640713e+01,2.802274248e+01,9.058563261e+01
3.042205621e+00,3.469350506e+01,3.267089681e+01,5.630950912e+01,1.749530678e+01,7.842245300e+00,3.817836580e+01,1.013069704e+01,2.246984638e+01,2.293454877e+01,9.942528763e+00,2.555877260e+01,6.479346060e+01,1.611399910e+00,3.311937348e+01,1.652996251e+01,5.471891406e+01,4.987152908e+01,8.862605970e+01,3.351694394e+01,8.683819797e+01
1.404780219e+01,3.528697724e+01,6.226349859e+01,5.317898364e+00,7.198963849e+01,6.027412504e+01,8.261801211e+01,8.357608210e+01,8.856683357e+01,1.291946108e+01,2.249970250e+01,6.822224712e+01,4.243125743e+01,9.451975260e+01,2.760688435e+00,9.916552832e+01,2.588433967e+01,1.882104391e+01,7.222784073e+01,1.615471914e+01,2.715913539e+01
5.215707779e-01,4.421302502e+01,3.963061301e+01,2.129199739e+01,2.988650976e+01,1.968166774e+01,4.073570640e+01,5.283236871e+01,4.020187752e+01,2.219195290e+01,4.376159583e+01,3.197831720e+01,9.316993893e+01,1.608547486e+01,6.300648123e+01,3.887519922e+01,9.814018945e+01,9.418110575e+00,6.592679249e+01,8.649125170e+01,3.147147316e+01
9.805189464e+01,8.747373776e+01,6.814746260e+01,1.203343636e+01,1.647125101e+01,6.563858440e+01,6.693517060e+01,5.838936760e+01,2.833238428e+01,3.380620909e+01,9.344600969e+01,4.679754972e+01,7.918611880e+00,3.347599617e+01,9.972225948e+01,3.536058637e+01,7.176608927e+01,3.279480118e+00,7.670617005e+01,1.435270575e+01,1.644789141e+01
4.039250348e+01,9.205604439e+01,9.343434086e+00,9.422822643e+01,9.816226159e-01,5.075565997e+01,4.540456894e+01,1.707233126e+01,7.556658771e+01,4.647740203e+01,6.056797899e+01,6.077640933e+01,8.941930230e+01,4.698145293e+01,6.342075734e+01,5.054078111e+01,9.534804841e+01,2.216225479e+01,4.477675047e+01,5.596465461e+01,3.316322133e+01
6.357220600e+01,4.498285692e+01,8.551720878e+01,9.320783467e+01,8.509323350e+01,2.699098607e+00,6.935854470e+01,2.480613865e+01,1.936696189e+01,2.897630331e+01,4.264307679e+01,6.632624527e+01,8.765583453e+01,4.270336218e+01,7.390066990e+01,4.161994404e+01,3.387569183e+01,2.246755223e+01,9.360065284e+01,7.649571198e+01,5.943746065e+01
6.776181156e+01,6.931346964e+00,2.051204072e+01,5.039216441e+01,6.628247867e+01,9.172854211e+00,9.774459975e+01,2.159940560e+01,3.823561615e+01,7.253214091e+01,3.082885182e+01,8.172027073e+01,9.911145893e+01,9.446809713e+01,6.673443809e+01,9.030817275e+01,7.104587620e+01,7.374406677e+01,1.476307839e+01,9.463410724e+01,9.513979631e+01
8.767826310e+01,6.659103332e+01,7.320629795e+01,5.721746909e+01,6.562388285e+01,5.224311011e+01,5.502212624e+01,7.509193991e+01,3.620121791e+00,1.232348484e-01,4.357666557e+01,3.165136362e+01,4.178155419e+01,2.818182308e+01,4.903641568e+01,3.665424514e+01,7.596913565e+01,2.952382266e+01,7.036007263e+01,8.395402438e+01,9.612112437e+01
6.121803542e+01,2.689775666e+01,4.104920745e+01,4.627019189e+01,8.994977591e+01,8.404770530e+01,9.077028438e+01,3.366972228e+01,5.175221260e+01,4.907286930e+01,8.483823549e+01,1.366660693e+01,5.565501044e+01,5.278289593e+01,6.951201393e+00,8.936444905e+01,8.011493315e+00,9.245145395e+00,9.861831331e+01,6.063851276e+01,8.995435935e+01
6.090732051e+01,7.565283800e+01,3.278932425e+01,2.473311054e+01,2.475769960e+01,6.321056907e+01,5.119771145e+00,5.877328412e+01,3.683894987e+01,4.933405253e+01,2.612743844e+01,7.614001159e+01,8.588108357e+01,1.365847590e+01,9.213248478e-01,5.929841489e+01,1.178162305e+00,2.842325728e+01,9.547276587e+01,2.284401684e+01,4.304010731e+01
5.018683918e+01,2.216498999e+01,7.959376890e+01,9.349264821e+01,4.411981232e+01,9.245256003e+01,3.247648658e+01,4.404984491e+01,8.057315818e+01,6.221395498e+01,4.405549054e+01,3.570584745e+01,6.998689990e+01,1.468352965e+01,7.832845868e+01,5.690506385e+01,6.073102732e+01,8.768258906e+01,5.184922066e+00,7.713946525e+01,1.969717528e+01
9.456683641e+01,2.486340519e+01,7.932796913e+01,9.126790721e+01,9.995458310e+01,9.121018193e+01,5.951910791e+01,4.156898666e+01,5.865267434e+01,8.501063894e+00,6.645589529e+01,9.787299349e+01,6.327225166e+01,4.013909034e+01,1.536838199e+00,9.583323441e+01,2.137610532e+01,1.615867382e+01,3.766131918e+01,2.844045718e+01,9.286117076e+01
7.052581572e+01,9.056038836e+01,5.751686995e+01,9.715788957e+01,4.927114841e+00,3.835961559e+01,6.120678953e+01,7.030189557e+01,1.822982318e+01,9.914353798e+01,2.148560808e+00,9.949565948e+01,1.375497444e+01,5.040523315e+01,6.863803260e+01,5.981808379e+01,6.979809093e+01,1.639637241e+01,1.057744689e+01,1.803701060e+01,6.437986596e+00
5.165035948e+01,8.177971601e+01,3.290270472e+01,4.557389482e+01,5.643966263e+01,6.065203853e+01,2.237080835e+01,2.869544315e+01,1.063239135e+01,8.448611815e+01,7.100071485e+01,9.401100036e+01,3.726039529e+01,9.845936679e+01,4.134894546e+01,1.714070699e+00,4.989408337e+01,1.357501938e+01,4.018838576e+00,1.517438093e+01,1.455730620e+00
1.115572883e+01,4.434643706e+01,7.584404299e+01,4.395725485e+01,6.583127075e+01,7.136967525e+01,2.224568718e+01,8.880734155e+01,5.058335467e+01,1.536812207e+01,4.730266624e+01,5.022777859e+01,5.401584744e+01,8.690543761e+01,1.644083069e+01,2.055989786e+01,7.881306687e+01,3.191257148e+01,2.292550903e+01,5.520110282e+01,5.889083614e+01
3.560289502e+01,2.665166907e+01,3.142697091e+01,5.139346603e+01,1.244404352e+01,5.778223191e+00,1.073987819e+01,1.449959724e+01,1.122558539e+01,1.331658170e+01,5.285390134e+01,9.227324796e+01,5.835997544e+01,5.088725363e+01,6.799569119e+01,4.195728328e+01,3.199414049e+01,4.823551397e+01,6.349320163e+01,4.531058235e+01,4.836523296e+01
8.817625921e+01,2.457219309e+01,1.068193431e+01,7.784839594e+01,7.486288582e+01,6.302333673e+01,7.153882109e+01,3.131555312e+01,7.107261874e+01,2.201227146e+01,8.972931475e+01,7.760300567e+01,7.243889736e+01,2.572288272e+01,8.624395869e+01,8.911313054e+01,1.442864402e+01,4.516296047e+01,6.362739433e+01,4.234352823e+01,3.835054308e+01
3.866310515e+01,7.744985485e-01,1.529573682e+01,1.646118422e+00,4.292948114e+01,6.659667092e+01,4.264084455e+01,4.129078203e+01,6.163984636e+01,7.179299690e+01,1.327602671e+01,8.556649180e+01,1.704586046e+01,7.695255903e+01,2.546359849e+01,8.252800180e+01,2.530741097e+01,3.187815610e+01,2.231469359e+01,2.208442081e+01,3.094907538e+01
7.921576062e+01,4.437809972e+00,9.730086450e+00,7.974015759e+01,3.376912827e+01,3.616550336e+01,1.301457167e+01,9.617181597e+01,2.792428121e+01,4.233867682e+01,5.135209501e+01,4.231255596e+01,3.354990103e+01,2.251533518e+01,1.904816251e+01,9.534510710e+01,6.146492204e+00,2.505899286e+01,9.055604179e+01,7.741944451e+01,4.588886307e+01
3.883468130e+01,2.127454497e+01,9.077813116e+00,9.844797123e+01,4.500004931e+01,4.215018434e+01,3.669658737e+01,3.791987474e+01,3.764459070e+01,6.187989687e+01,6.299036388e+01,9.336869727e+01,3.661578325e+01,7.130895566e+01,1.361648349e+01,7.828419109e+01,9.526055853e+01,6.304960833e+01,5.287722272e+01,1.765913798e+01,5.479503197e+00
2.041589622e+01,9.341842945e+01,8.738743227e+01,6.326151784e+01,1.879887444e+00,9.210775889e+01,3.969574576e+01,4.530025654e+01,1.253309341e+01,5.317267285e+01,2.404740955e-01,4.270637272e+01,5.181001768e+01,3.996624890e+01,6.536008354e+01,6.778027189e+01,8.635520306e+01,7.278161849e+01,4.284336455e+00,7.173189841e+01,4.468013725e+01
5.223749317e+01,3.608689602e+01,5.429449099e+01,8.911754703e+01,5.764363183e+01,3.724100392e+01,2.613149418e+01,4.448875519e+01,4.418986401e+01,4.400375509e+01,9.940251696e+01,3.800456264e+01,1.023241477e+00,3.961921089e+01,4.273888718e+01,6.068972031e+00,2.300399959e+00,2.176663453e+01,3.040648120e+00,3.876401819e+01,2.878073788e+01
2.213095218e+01,3.226271578e+01,3.537184733e+01,5.302499895e+01,3.175060905e+01,2.070349910e+01,3.944178264e+01,7.055969748e+01,7.398148376e+01,4.016301756e+00,6.130768755e+01,5.883347154e+01,1.546220094e+01,9.756507184e+01,4.687091456e+01,5.194237825e+01,6.144985730e+01,6.991568707e+01,8.080822325e+01,2.925595096e+01,9.466828190e+01
3.188299845e+00,1.265411725e+01,4.355392395e+01,9.550696641e+01,2.180627024e+01,7.306897657e+01,3.481676174e+01,7.304254941e+00,6.804954861e+01,3.616657025e+01,1.014092388e+01,4.589452855e+01,6.157955643e+00,3.463185553e+01,5.893404988e+01,2.255173833e+01,1.944009413e+00,4.813041231e-01,4.369997934e+01,9.053788859e+01,3.183363016e+01
8.550575463e+01,7.517303722e+01,5.734418639e+00,7.915853367e+01,8.482668797e+01,4.324546592e+00,9.727887962e+01,7.715502100e+01,6.935352665e+01,5.948072912e+01,9.352234827e+01,8.658486328e+01,7.695191361e+01,3.037832407e-01,8.423594155e+01,5.723549268e+00,4.799415256e+01,5.460607952e+01,2.842167067e+01,5.050951270e+01,1.691078992e+00
4.414162869e+01,8.504437980e+01,4.574300027e+01,9.654023034e+01,8.623845601e+01,5.987489858e+01,7.596450676e+00,1.005718328e+01,9.505811050e+01,8.191691035e+01,9.873735189e+01,6.924812803e+01,7.525007959e+01,5.435620844e+01,2.034291385e+01,1.203265642e+00,6.444926223e+01,9.721411107e+01,5.829048478e+01,6.231473497e+01,4.784183812e+01
4.444322629e+01,7.089340093e+01,1.045852925e+01,3.238997396e+01,9.437404980e+01,1.180665961e+01,1.573198116e+01,4.392949540e+01,9.282655763e+01,6.789645915e+00,1.539433715e+01,1.909216145e+00,2.176117883e+00,4.297150849e+01,1.536750084e+01,2.152432092e+01,7.612810757e+01,6.240770770e+00,3.619498212e+01,5.689599603e+01,6.041073964e+01
3.080955463e+01,9.373468879e+01,2.395999486e+01,6.615057166e+01,5.403284995e+01,1.564096169e+01,8.533077796e+00,1.389081760e+01,5.925399160e+01,9.573568189e+01,6.289559209e+01,9.422404477e+01,2.416426068e+01,6.353422187e+01,5.138685952e+01,4.609579387e+01,1.238421285e+01,4.943478998e+01,4.317262597e+01,5.302515543e+01,2.030550369e+01
