v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18
4.401082499e+01,1.086663781e+01,1.268522833e+01,4.207200430e+01,2.584864049e+01,9.867059126e+00,4.225872753e+01,9.654511326e+01,4.186507293e+01,6.773558224e+01,8.456669027e+01,9.806901346e+01,3.827432126e+01,5.619255234e+01,2.541644058e+01,1.636010917e+01,2.079965391e+01,9.601534353e+01
2.799813164e+01,5.647947870e+01,5.144778040e+01,8.801281757e+01,8.256262717e+01,2.398896510e+00,9.495013270e+01,1.596776014e+00,4.481151424e+01,6.076869976e+00,4.520173405e+01,1.362503758e+01,7.061702988e+01,5.130830529e+00,4.520310496e+00,5.191536777e+01,3.907833796e+01,1.061557252e+00
4.548229584e+01,2.392842055e+01,4.346997339e+01,4.014398174e+01,9.266434930e+00,7.871646307e+01,9.569348836e+01,6.351332190e+01,1.147031365e+01,9.577822954e+01,3.017630721e+01,6.515396330e+01,6.361675788e+01,5.847371361e+00,8.269715533e+01,5.708785954e+01,2.805083927e+01,4.708849220e+01
3.353735928e+01,6.795349274e+01,5.198019167e+01,7.342995677e+01,3.361155503e+01,9.613615081e+01,5.250833508e+01,7.878866486e+01,9.163565369e+01,1.923410533e+01,2.648839534e+01,3.270586100e+00,6.463480757e+01,2.633376683e+01,1.181341483e+01,9.148100959e+00,7.831147888e+00,1.527978388e+01
6.349528921e+00,9.924523557e+01,3.509375657e+01,2.061448194e+00,7.586864322e+01,2.446264672e+01,2.763677046e+01,4.747629341e+01,7.424552185e+00,6.255749461e+01,1.671307688e+01,9.424856819e+01,5.161601322e+01,3.802100488e+01,1.294096605e+01,9.414661993e+00,5.086827987e+01,6.945548076e+01
1.000660331e+01,9.844188619e+01,9.490170353e+00,4.603149557e+01,1.954883835e+01,3.333645811e+01,1.074176075e+01,9.148142627e+01,2.975204039e+01,8.103067616e+00,9.958636013e+01,8.403030302e+01,9.989219946e+01,1.234669021e+01,9.792610782e+01,8.006484197e+01,6.600297688e+01,7.463702985e+00
1.178508681e+00,6.310906065e+01,6.265277950e+01,8.589781935e+01,9.171024700e+01,1.275041476e+01,4.652133588e+01,6.619788821e+00,8.883099200e+01,6.765226366e+01,1.924631758e+01,2.860843041e+01,1.614600558e+01,7.706617228e+01,4.089406855e+01,3.590554503e+01,1.334184517e+01,8.394550648e+01
3.525744763e+01,1.615377829e+01,3.653748225e+01,9.519404679e+01,4.687499077e+01,8.277324573e+01,1.507140738e+01,1.803209899e+00,9.385223762e+01,6.695217096e+01,2.806723988e+01,4.130599422e+01,9.604605591e+01,7.739240981e+01,1.251521369e+01,7.212097368e+01,7.698574688e+01,6.032779307e+01
4.632808740e+01,6.178379128e+01,4.660982164e+01,2.382968546e+01,6.434688371e+01,6.691449029e+01,9.121319755e+01,3.436388634e+01,4.289352672e+01,5.108606049e+00,3.057400463e+01,2.293397227e+01,8.648902573e+01,2.052468159e+01,8.309294511e+01,8.565684855e+01,7.551120508e+01,8.752765416e+01
1.437277739e+01,2.684371910e+01,2.610327198e+01,6.110585000e+01,8.027684900e+01,1.336671024e+01,4.491913015e+01,8.172137230e+01,4.080756567e+00,5.783985653e+01,9.658580965e+01,5.010483318e+01,3.326754553e+01,1.055769181e+01,3.731886331e+01,8.228880224e+01,5.870406768e+01,6.851518858e+01
7.477461914e+01,1.755814883e+01,5.944220645e+01,4.025453771e+01,2.172235515e+01,2.435225992e+01,5.370047951e+01,7.107688027e+00,1.003035475e+01,9.539817908e+01,5.210601799e+01,1.120734844e+01,5.159028926e+01,7.663545486e+01,6.262534285e+01,4.720453590e+01,3.033057529e+01,8.728729797e+00
9.784401429e+01,8.128914686e+01,8.622048777e+01,2.737995764e+01,6.365519738e+01,9.339646159e+01,3.786947759e+01,2.505892978e+01,1.949344180e+01,2.682432535e+01,9.329866715e+01,5.870843810e+01,4.120449549e+01,2.938529541e+01,2.827086034e+01,4.571800345e+00,5.426547367e+01,4.234710476e+01
6.284624254e+01,8.833692555e+01,2.536454843e+01,6.836118170e+00,3.404728931e+01,6.233749541e+00,9.527393651e+01,7.338430623e+01,3.682520291e+01,8.178075461e+01,2.941126982e+01,6.382005332e+01,3.939373438e+01,8.491848077e+01,5.603151317e+01,1.207905197e+01,9.982339370e+00,6.740341695e+01
7.655781456e+01,8.447511852e+01,7.368084657e+01,5.271947072e+01,8.661663806e+01,6.794290513e+01,1.921191999e+01,1.631129545e+01,3.077854781e+01,8.714119135e+01,6.170026409e+01,3.017589120e+01,6.497720730e+01,3.545646722e+01,2.560905978e+01,4.612020446e+01,9.304515532e+01,3.939688960e+01
9.448435164e+01,6.487732028e+00,2.354385955e+01,2.576672683e+00,9.849810234e+01,3.686842411e+01,8.173895192e+01,3.921952336e+01,6.304386751e+01,4.035754226e+01,5.719506003e+00,9.205246689e+01,9.187748209e+01,3.170812391e+01,5.846910895e+01,8.732406241e+01,2.632143610e+01,4.172229908e+01
3.503913345e+01,7.843070836e+01,9.175132014e+01,4.057423060e+01,7.387901250e+01,4.809119645e+01,4.858884410e+01,1.666017394e+01,7.277019409e+00,7.817886590e+01,5.988780033e+00,9.195104368e+01,6.029290159e+01,3.376396030e+01,5.570768747e+01,2.528086403e+01,5.130474590e+01,8.687700022e+01
8.073099319e+01,6.747595736e+00,1.197507315e+00,8.067822329e+01,5.571931379e+01,1.553662296e+01,6.452662002e+01,3.716379576e+01,8.022661434e+01,5.205228605e+01,4.135325547e+01,5.795984982e+01,3.703809894e+01,3.704506437e+01,4.649336789e+01,3.146294111e+01,1.246352430e+01,5.315708449e+01
2.009445847e+01,7.885945883e+01,7.135274361e+01,2.067098443e+01,6.957137043e+01,2.877585132e+01,3.592920088e+01,4.308189307e+01,1.467486738e+01,8.979593878e+01,2.535941293e+01,2.075088800e+01,7.050511979e+01,5.751405247e+01,5.194838543e+01,3.441137202e+01,5.850760190e+01,3.520665234e+01
3.227654356e+01,8.340973375e+01,2.013542179e+01,6.075291021e+00,5.937247557e+00,1.507869436e+01,1.168585067e+01,9.749974521e+01,7.299095584e+01,9.646162591e+01,7.353781736e+01,8.456032886e+01,2.790129041e+01,5.492941786e+01,3.558419510e+01,9.718198660e+00,8.495031108e+01,7.650575538e+01
7.442170237e+01,3.685183594e+01,6.741618747e+01,3.893616838e+01,7.820257407e+01,2.727664281e+01,3.853215915e+01,8.736878639e+01,3.557361920e+01,4.862506278e+01,6.243932851e+01,2.927816417e+01,9.704868235e+00,6.118529596e+00,2.675265513e+01,3.749697852e+01,9.756652804e+01,7.143104191e+00
9.731613265e+01,5.502161416e+01,4.029732416e+01,8.790477961e+01,9.390280183e+01,3.745349864e+01,3.920992171e+01,9.256900077e+01,1.518391837e+00,3.602606337e+01,6.257283689e+01,6.597258017e+01,6.338078487e+00,7.978576830e+01,9.155894306e+01,6.403791361e+01,5.538783430e+00,6.912158452e+01
7.433512998e+01,7.310396483e+01,7.051841147e+01,1.212321111e+01,9.691954993e+01,6.527716631e+01,4.575992785e+00,8.813256688e+01,4.516137030e+01,1.357071530e+01,2.686351800e+00,9.089599554e+01,2.547704796e-01,9.629470631e+01,8.412281713e+01,6.091803991e+00,8.450087131e+01,2.891621062e+01
8.881506100e+01,6.190244591e+01,2.411399473e+01,8.672165499e+01,1.914169301e+01,9.096343688e+01,5.487088403e+01,2.072351459e+00,2.373368919e+01,2.001685634e+01,3.028654551e+01,1.691057166e+01,1.634922961e+00,3.788904719e+01,1.475090005e+01,2.297617749e+01,7.033629857e+01,2.085639608e+01
7.153750133e+01,8.398237645e+01,5.538477647e+00,2.125605357e+00,4.297546508e+01,7.580832747e+01,1.940862633e+01,1.524882859e+01,4.068848328e+01,6.287326739e+01,5.614861918e+01,9.182585891e+00,4.205301236e+01,6.045741252e+01,7.734234768e+01,9.459881152e+01,8.666667242e+00,9.785928410e+00
3.974843222e-01,8.299206555e+01,7.389740439e+01,7.786371551e+01,8.804067221e+01,3.095403282e+01,9.785346204e+01,1.142648011e+01,9.181467765e+01,3.697424641e+01,7.907571682e+01,4.151520064e+01,7.206883545e+01,1.649800792e+01,3.590066850e+01,3.788712311e+01,2.066744768e+01,3.429805682e+01
5.359624518e+01,5.792304682e+01,6.179167968e+01,7.753731955e+01,6.534901932e+01,5.357482060e+01,5.534948352e+01,8.683354160e+01,3.004358786e+01,5.772320920e+01,7.562618041e+01,4.669941865e+01,4.659692616e+01,7.963180822e+01,1.810682676e+01,2.337746527e+01,8.366798985e+01,5.176482476e+01
5.695962995e+01,1.673777339e+01,6.139815413e+01,3.303246436e+01,1.510609438e+01,1.904757900e+01,9.682702439e+00,3.734631656e+01,7.700085843e+01,9.983745020e+01,1.024477835e+01,9.816139314e+01,6.107433837e+01,3.404836572e+00,7.776723210e+01,2.102392573e+01,4.141490776e+01,6.364924936e+01
1.376752937e+01,8.817439922e+01,8.026738801e+01,6.953799388e+01,2.025684214e+01,5.904228892e+01,5.237387193e+00,1.777306795e+01,6.942902081e+01,7.106022527e+01,6.960429066e+01,6.205580874e+01,6.174842569e+01,6.282505205e+01,5.731671990e+01,2.252551702e+01,5.460062408e+01,5.192442559e+01
3.715647862e+01,3.924217539e+00,9.937602779e+01,6.605088718e+01,8.425982463e+01,1.415670158e+01,4.899126011e+00,5.479805916e+00,1.957020909e+01,7.988123601e+01,2.777607316e+01,7.719162340e+00,9.143436218e+00,9.117045439e+01,3.994203896e+01,1.701598630e+01,2.812223349e+01,5.844850183e+01
2.277383820e+01,7.136771850e+01,3.206780652e+01,4.873120211e+00,5.241048437e+01,3.819521002e+01,2.461838482e+01,1.466845668e+01,6.472775370e+01,1.382690586e+01,6.766995740e+01,2.048282955e+01,4.923913735e+01,2.643121552e+00,4.119274747e+01,9.855262413e+01,6.765400750e+01,4.317506185e+01
3.038533283e+01,4.166039162e+01,2.766120903e+01,3.396408914e+01,5.894208157e+01,3.704368438e+01,9.800002486e+01,2.229595195e+00,1.060180592e+01,5.328962858e+01,4.199553633e+01,7.608593940e+01,6.574168805e+01,7.747187075e+01,7.331885370e+01,5.847705373e+00,9.245262642e+01,7.750584265e+01
3.741509439e+00,1.848792815e+01,4.111018411e+01,1.424716571e+01,6.229843338e+01,4.210116714e+01,6.217906436e+01,7.800906271e+01,7.258789000e+01,5.065409538e+01,9.970122455e+01,6.219742078e+01,5.561627606e+01,6.637737119e+01,4.367901328e+01,1.080600137e+01,9.941861084e+01,8.886198739e+00
5.952868097e+01,6.823301029e+01,3.463023380e+01,8.283900432e+01,8.292386173e+01,1.598572454e+00,2.722689673e+01,8.015554304e+00,2.886101881e+01,6.939074848e+01,3.947505482e+01,1.864877426e+00,7.261719171e+01,7.950556281e+00,6.810659098e+01,4.379527114e+01,8.931210241e+01,6.666241082e+00
6.459233213e+01,7.815397730e+01,8.761792651e+01,4.960883644e+01,6.151985489e+01,7.465593587e+01,7.704559930e+01,3.203338539e+01,3.579625513e+01,6.329503409e+01,6.283808740e+01,3.747803162e+01,6.087090703e+01,7.936395006e+01,7.131819775e+01,1.191274645e+01,4.838503131e+01,1.942330903e+01
9.324466565e+01,5.204683489e+01,9.722774112e+01,1.407015075e+01,7.866759417e+01,6.803143344e+01,5.581366138e+01,5.833369969e+01,7.854151587e+01,5.085357656e+01,3.357309787e+01,3.603004402e+01,9.599111066e+01,3.820847981e+01,7.678917207e+01,9.982840287e+01,2.408495108e+00,3.917011627e+01
4.398839444e+01,2.045362825e+01,8.779904720e+01,1.864284509e+01,6.378209834e+01,9.854668470e+01,3.388139371e+00,7.903130798e+01,1.992986037e+01,2.093405863e+01,9.845739458e+01,9.915687466e+01,3.350368433e+01,5.500933285e+01,2.619450981e-01,2.016349558e+01,7.313183747e+01,9.592347117e+01
5.077262327e+01,8.710208396e+01,3.361361659e+01,4.481542453e+01,2.210885173e+01,7.639915734e+01,4.370973937e+01,5.275596889e+01,4.348530141e+01,3.985619995e+01,3.556432738e+01,5.976591341e+01,5.213065190e+01,8.271249693e+01,9.115619986e+01,6.328239482e+01,2.534581405e+01,7.778580218e+00
8.819634812e+01,1.426423434e+01,6.464558941e+01,4.353792547e+01,4.808246186e+01,1.568990204e+01,3.832392955e+01,3.301199842e+01,7.918746685e+01,3.188426989e+00,5.140426676e+01,5.752662541e+00,7.443853563e+01,8.428933608e+01,4.475541470e+01,1.132307354e+01,4.195380713e+01,8.136937986e+01
9.664544337e+01,6.440602587e+01,8.329171037e+00,8.923507992e+00,4.863330888e+01,3.456478970e+01,7.856569527e+01,9.793206574e+01,1.854977538e+01,6.817001906e+01,2.167406137e+00,9.303916671e+01,7.792523269e+01,5.480298730e+01,5.382476704e+01,2.724964175e+01,6.813179121e+01,7.004465586e+01
3.901629205e+01,8.685742327e+01,7.090674122e+01,3.470785083e+01,2.998738302e+01,8.526437203e+01,1.808280021e+01,2.492693433e+01,3.460974156e+01,7.970492397e+01,4.420539777e+00,1.973905880e+01,3.005693107e+00,5.908374366e+01,5.931124241e+01,3.016490580e+00,5.552754134e+01,5.895860489e+01
9.411151590e+01,1.241625114e+01,9.315517520e+01,6.880815835e+01,9.522369296e+01,2.483100002e+01,8.623594121e+01,6.663622623e+01,6.388197526e+01,3.537217344e+01,9.818146163e+01,6.431264806e+01,2.261947517e+01,6.079982333e+01,1.544648603e+01,7.381610589e+01,8.335511774e+01,5.807875633e+00
6.674041332e+01,1.747190730e+01,7.278692416e+01,8.998826496e+01,5.522486611e+01,3.140243450e+01,8.776403412e+01,6.347436597e+01,2.785587034e+01,9.903454206e+01,1.305723421e+01,9.220376501e+01,4.153593347e+01,9.757706401e+01,5.378727034e+00,2.343771964e+01,3.946281397e+01,7.630682013e+01
4.430732885e+00,2.854900947e+01,6.319199608e+01,6.670156945e+00,8.947300527e+01,7.566117254e+01,7.341895829e+00,9.622818744e+01,3.942468473e+01,1.225825520e+01,6.381802111e+01,7.568489205e+01,5.884311381e+00,3.135553910e+01,9.645351273e+01,4.781038563e+01,2.409229914e+01,6.052161045e-01
3.298692590e+01,1.889951029e+01,1.069829318e+01,4.111248857e+01,1.871564936e+01,8.299424545e+01,8.826768213e+01,4.600152638e+01,6.252578409e+01,4.080801415e+01,4.865200580e+01,1.902007830e+01,5.541241657e+00,1.823869286e+01,6.650123773e+01,2.597394313e+01,3.082001633e+01,4.428101769e+01
5.099619557e+00,6.935981330e+00,7.632535972e+01,6.972325266e+01,3.814643325e+01,1.156587470e+01,3.602475125e+01,7.282913627e+01,8.203502589e+01,7.574719508e+01,3.753755721e+01,2.532875296e+01,4.108833922e+01,9.820555506e+01,1.764659431e+01,5.720741840e+01,2.990321235e+01,8.466830499e+01
7.739880505e+01,2.173866177e+01,4.924164949e+01,9.097489949e+01,3.735560422e+01,2.004416843e+01,5.466107929e+01,8.532673482e+01,4.648865842e+01,7.468269604e+01,2.561066593e+01,8.077604739e+01,7.048759263e+01,4.694983926e+01,6.874098171e+01,6.029330986e+01,5.252545460e+01,7.894363493e+01
2.032846524e+01,7.833924841e+01,2.308012881e+01,8.074068045e+01,8.095181323e+01,6.892098401e+01,9.474027078e+01,9.363151129e+01,1.313399743e+01,6.790471140e+01,8.687027544e+01,8.937851362e+01,4.895722391e+01,9.449435268e+01,8.496422807e+00,5.607411043e+01,9.543779454e+01,7.558996080e+01
6.047431946e+01,2.176613463e+00,1.040052896e+01,4.817264594e+01,1.167888595e+01,9.324193992e+00,2.002269006e+00,9.466134855e+01,9.432380226e+01,1.158077969e+01,4.481784411e+01,2.233738461e+01,9.761097045e+01,6.301295583e+01,4.614806604e+01,2.485905334e+00,5.869564766e+01,4.596596897e+01
2.869492826e+01,2.100042126e+01,4.570028461e+01,7.981305921e+01,7.900016287e+00,3.443182219e+01,5.670910510e+01,6.934381275e+01,6.975552102e+01,3.472942510e+01,8.398313328e+01,2.312004012e+01,3.094542816e+01,4.885615847e+01,7.820785716e+01,3.354006611e+01,6.718937578e+01,1.236648351e+01
4.216168455e+01,7.374373648e+01,3.522362379e+01,2.598733328e+01,8.543333576e+01,8.864965071e+00,7.880883085e+01,4.110187071e+01,2.071273822e+01,1.677298293e+01,8.466895880e+01,4.803180517e+01,5.852951002e+01,7.838580950e+01,9.495561725e+01,1.828615833e+01,4.055140932e-01,2.911932172e+01
8.432570438e+01,7.986178896e+01,2.812366520e+01,7.826698532e+01,4.941352050e+01,9.323127116e+01,7.507771487e+01,8.686280516e+00,7.867278194e+01,8.598951891e+01,8.201870469e+01,3.962504921e+01,3.254862172e+01,5.003042606e+01,5.632796102e+01,7.266495881e+01,8.349361258e+00,7.061883613e+01
3.952283723e+00,7.964976290e+01,4.636374857e+01,2.975407949e+01,5.430053539e+01,3.015892440e+01,2.069055073e+01,5.597435828e+01,3.614736395e+01,8.941026671e+01,3.196227851e+01,4.016547283e+01,3.736082524e+01,6.121999609e+01,9.674368192e+01,3.193468252e+01,2.662999703e+01,4.766263274e+01
2.639439763e+01,1.186829284e+01,8.207651324e+01,6.725855897e+01,3.760662598e+01,8.988283411e+01,8.469002645e-01,7.827017640e+01,8.863706787e+01,5.811571064e+01,7.519027278e+01,1.234414043e+01,9.959196328e+00,9.697416845e+01,4.870988234e+00,7.975161769e+01,2.610178468e+01,1.880222589e+01
5.232569126e+01,8.381149573e+01,8.811077060e+01,2.360734702e+00,5.646867592e+01,8.395869571e+01,5.145412109e+01,3.112977857e+01,7.611807530e+01,2.906289327e+01,1.063577145e+00,8.425102292e+01,3.238238775e+01,7.177849340e+01,3.913621788e+01,5.165280093e+01,6.704986728e+01,1.876510712e+01
2.884955869e+01,9.758703807e+01,4.418333986e+01,8.864663473e+01,3.428435218e+01,2.563557687e+01,4.355037112e+01,9.285048820e+01,9.610180043e+01,2.787136346e+01,2.674631418e+01,2.891484065e+01,1.210047280e+01,6.088095946e+01,1.455233086e+01,5.471335055e+01,9.443947111e+00,5.695575011e+01
6.132638043e+01,3.031458428e+01,7.796660153e+01,6.206392300e+01,3.910391682e+01,2.894450837e+01,6.480119356e-01,8.992031161e+01,2.118285743e+01,2.468494149e+01,7.096316866e+01,9.890183858e+01,7.179440445e+01,9.367252422e+01,5.522962229e+01,5.847383412e+01,4.548779036e+01,7.230447150e+01
8.501390100e+01,4.186629915e+01,1.528726396e+01,1.617580328e+00,2.209203992e+01,2.691366016e+01,6.334485912e+00,4.108338016e+01,8.060278816e+01,5.637215177e+01,9.892943485e+01,3.133828922e+01,1.373171113e+01,1.770620402e+01,7.519996347e+01,5.684455158e+01,8.463022375e+01,6.042627278e+01
1.835813684e+01,8.574770124e+01,3.260882801e+01,7.374479901e+01,4.058607715e+01,8.773840649e+00,5.493342059e+01,8.561168902e+01,7.608591954e+01,9.811557123e+01,4.140582168e+01,8.808530613e+01,5.068456294e+01,5.432716043e+01,7.991221068e+01,6.500630256e+01,8.772209163e+01,2.004257441e+01
4.380345654e+01,8.734027017e+01,3.243080656e+01,4.172255308e+01,8.159346352e+01,1.788406330e+01,1.829470898e+01,3.567944160e+01,3.354302508e+01,8.002388278e+01,7.420117861e+01,8.356883883e+00,5.261180750e+01,6.843071734e+01,4.382818097e+01,9.659697112e+01,2.942208765e+01,4.135387947e+01
1.609329949e+01,6.816027900e+01,5.607949128e+01,7.617695648e+01,2.479155594e+01,5.054155215e+01,7.317799536e+01,2.931125802e+01,6.161362284e+01,3.614002351e+00,7.793376541e+01,2.435751859e+01,1.681868426e+01,6.654009099e+01,3.527397752e+01,4.848573023e+00,2.492740630e+01,3.472975780e+01
8.823449688e+01,5.948798874e+01,4.592452338e+01,3.128249837e+01,4.654568498e+01,9.161786240e+01,5.171844161e+01,9.675595343e+01,7.760348636e+01,9.338747607e+01,9.084260933e+01,9.141113487e+01,9.178065058e+01,1.831023088e+00,1.092983491e+01,4.419142306e+00,6.169618948e+01,1.154694062e+01
5.383914666e+01,1.368605117e+01,6.480603717e+01,9.306970351e+01,5.206225032e+01,2.056609513e+01,4.636297703e+01,1.658302239e+01,5.473215423e+01,4.558322956e+01,9.212204197e+01,4.278680214e+01,5.784008461e+01,6.295982188e+01,4.691300012e+01,1.440645596e+00,5.796232445e+01,1.068369445e+01
7.098811836e+01,4.384174604e+01,5.668106144e+01,2.305673462e+01,7.658687241e+01,5.835287641e+01,4.212714870e+01,4.331189388e+01,7.829703560e+01,2.435270686e+01,5.701175990e+01,9.112311543e+01,3.143798182e+00,6.419337993e+01,9.126434164e+01,6.397952848e+01,8.990190277e+01,6.072035507e+01
9.047617413e+01,2.622803363e+01,7.127950710e+01,8.624656578e+01,9.983351497e+01,9.666564493e+01,7.809415880e+00,6.231267310e+01,4.990791103e+01,6.264818213e+01,4.899604634e+01,7.583864532e+01,9.751985203e+01,5.268488243e+01,8.099839115e+01,1.062997455e+01,4.375180996e+01,3.408760059e+01
7.707299891e+01,9.919882433e+01,1.972558823e+01,7.154254295e+01,9.386774544e+01,2.298405373e+01,2.075222814e+01,8.245574225e+01,8.018310857e+01,1.841617847e+01,8.675226954e+00,1.221677459e+01,1.387419713e+01,3.069144210e+01,2.208759128e+01,8.135715179e+01,7.356254373e+01,9.913439487e+01
4.462499724e+01,4.882492514e+00,2.319004596e+01,3.962449378e+01,9.120004448e+01,6.537030659e+01,1.978137937e+01,2.241152075e+01,5.142682252e+01,6.748673880e+00,6.736399991e+01,5.468536453e+01,3.585922996e+01,5.048398562e+01,6.144416592e+01,6.574187858e+01,6.475322142e+01,2.440684002e+01
4.799945041e+01,9.216278383e+01,4.491682172e+01,7.833019839e+01,1.331018822e+01,3.789682859e+01,3.315945964e+01,8.185048978e+00,8.938028278e+01,4.580565067e+01,8.522154168e+01,9.604481081e+01,4.022161697e+01,1.582553346e+00,9.740451933e+00,2.499390667e+01,8.440875734e+01,2.853983721e+00
6.692316302e+01,9.742149553e+01,5.689695394e+01,3.403303073e+01,8.145223658e+01,1.093870751e+01,8.308712776e+01,6.474081702e+01,5.596500477e+01,4.945547450e+01,1.398471034e+01,8.710739440e+01,6.771255867e+01,1.720650393e+01,2.873917574e+01,1.961713044e+01,1.672119955e+01,7.118567847e+01
4.364061071e+01,6.110518249e+00,9.161157756e+01,3.810609799e+01,9.808862462e+01,1.397490335e+01,4.247637165e+01,8.869248266e+01,5.513967886e+01,7.773550098e+01,9.714269445e+00,1.484280334e+01,2.840972296e+00,1.611141285e+01,8.125743667e+01,1.094904268e+00,4.536807995e+01,3.063414583e+00
4.307636997e+01,9.341531055e+01,6.895977367e+01,9.569555519e+01,7.742410255e+01,3.957732042e+01,4.159992598e+01,2.796151532e+00,5.282851829e+01,9.307483877e+01,7.368976756e+01,6.927776972e+01,5.236206346e+01,1.884908403e+01,1.982244665e+01,9.073814740e+01,8.759197406e+01,9.438549926e+01
9.174948750e+01,6.167456110e-01,6.299521467e+01,2.414068395e+01,1.625330111e+01,9.990685296e+00,5.566987212e+01,2.795116024e+01,6.002400894e+01,9.024543511e+01,1.190164242e+01,4.863597999e+01,1.328461725e+01,3.383547765e+01,8.941675274e+01,1.168898565e+01,4.671836959e+01,1.466807701e+01
4.715736610e+01,2.536550244e+01,9.368247430e+01,2.635398257e+01,4.671459640e+01,6.411543851e+01,9.036343389e+01,4.167420787e+01,2.944374800e+01,4.891574387e+01,3.233665105e+01,3.686196482e+01,4.460081177e+01,7.042778058e+01,6.252266804e+01,5.146178072e+01,6.823448904e+01,3.548363061e+01
1.968154104e+01,9.050511987e+01,7.566272280e+01,6.870035659e+01,2.951229977e+01,8.117034962e+01,1.555221469e+01,4.360357246e+01,8.976917919e+01,4.934650467e+01,5.628913163e+01,3.429916193e+01,8.326163442e+01,2.076072302e+01,3.947282508e+01,6.968064997e+01,3.454679050e+01,4.856442860e+01
4.100431897e+01,8.344599313e-01,2.947303335e+01,1.926606499e+00,4.225078849e+01,3.536202692e+00,6.610050115e+01,5.176606265e+01,9.653538198e+01,9.824163772e+01,5.829209790e+00,9.029780464e+01,3.552381530e+00,1.482735337e+01,2.603853446e+01,8.806898836e+01,5.704970898e+01,7.682363060e+01
8.515454712e+01,3.010998411e+01,7.226209401e+01,8.221292316e+01,2.132384830e+01,2.575377661e+00,5.422597748e+01,5.841017553e+01,2.249237833e+01,2.661144511e+01,6.232253676e+01,1.304318376e+01,4.571506403e+01,3.369180878e+01,8.463633747e+01,9.094294286e+01,4.109921315e+01,1.575537632e+01
7.885456564e+01,2.875112838e+01,3.011708489e+01,2.869932394e+01,1.685186746e+01,5.540359616e+01,2.330627065e+01,7.416898354e+01,6.227504756e+01,3.319451467e+01,9.240987879e+01,9.632820768e+01,8.336556555e-01,2.249488205e+01,4.659172165e+01,1.312990058e+01,1.299381141e+01,7.058478144e+01
2.613185597e+01,7.234436717e+01,1.829130010e+01,4.787998346e+01,2.943049306e+01,2.592748555e+01,6.106125149e+01,1.089762719e+01,7.117494454e+01,1.146245430e+01,6.359367546e+01,7.428619631e+01,1.625757959e+01,3.098314484e+01,8.163288562e+01,8.352963563e+01,2.740486782e+00,5.023223859e+01
5.138748649e+01,6.450563139e+01,4.266621013e+01,7.139786238e+01,2.770245549e+01,9.080995242e+01,4.840997576e+01,9.045209636e+01,9.733199191e+01,8.035090762e+00,1.790053465e+01,1.945573460e+01,6.536847966e+01,3.243767588e+01,3.336449777e+01,8.500457578e+01,9.017357429e+01,2.260772583e+01
5.961286443e+01,1.049447399e+01,3.630437540e+01,7.965799465e+01,6.928389034e+01,6.648491127e+01,1.998106797e+01,2.359094966e+01,3.878050484e+01,8.120492029e+01,8.410530386e+01,6.042834242e+01,6.300860883e+01,3.677731655e+01,6.681126252e+01,1.054027929e+01,7.632320544e+01,7.142440283e+01
3.678606170e+01,8.880165863e+01,6.510431875e+01,5.380015320e+01,6.519537590e+01,3.213119844e+01,2.688577373e+01,5.856169200e+01,1.603323597e+01,1.652515803e+01,9.197803725e+01,4.404120015e+01,9.163404599e+01,4.962134939e+01,8.530111413e+01,6.017674957e+01,4.871194401e+01,7.906482331e+01
6.745896282e+01,2.061508607e+00,5.231178912e+01,8.910900162e+01,5.801634982e+01,4.039620981e+01,6.078215807e+01,4.142565522e+01,7.498729277e+01,3.202457032e+01,5.389043290e+01,3.724342742e+01,9.461789256e+00,3.863552286e+01,8.924050655e+01,8.577669366e+01,2.202605804e+01,7.709603570e+01
5.043015660e+01,4.785965170e+01,3.389636243e+01,4.288281552e+01,4.486861693e+01,3.656949129e+01,6.686923186e+01,9.537462270e+01,7.199708547e+01,4.639176080e+01,7.945527880e-01,5.595159503e+01,9.231227280e+01,1.541111669e+01,7.569097917e+01,2.865211422e+01,6.886744382e+00,2.723248309e+01
9.161446289e+01,3.152709416e+01,6.751861121e+01,2.401524175e+01,8.266186884e+01,9.756867015e+00,6.132573596e+00,8.138818408e+01,5.065449704e+01,4.103752849e+01,6.950566640e+01,6.344996142e+01,8.752660293e+01,6.006481369e+01,7.007812833e+01,8.203567942e+00,2.227928686e+01,4.300473178e+01
8.900078288e+00,8.900395409e+01,1.104888857e+01,7.055756992e+00,8.435439238e+01,9.064229342e+01,3.333960666e+01,4.242789111e+00,4.005445700e+01,1.525087265e+01,5.098674887e+01,4.818880030e+01,4.580009181e+01,5.765935089e+00,8.221706178e+01,2.686669562e+01,9.504531004e+01,3.430249983e+00
7.030570665e+01,4.304362050e+01,9.461046819e+01,5.968277190e+00,4.941295496e+00,6.142862153e+01,9.344171166e+00,5.742332407e+00,5.447315345e+01,4.955505148e+01,4.975001073e+01,8.819002873e+01,6.263240203e+01,6.442806122e+01,5.398067604e+01,9.239993660e+01,3.215703518e+01,5.973174957e+00
7.495350531e+01,6.515151524e+01,9.059425515e+01,2.132106336e+01,4.107168549e+01,9.384475194e+01,6.030115921e+00,7.470914767e+01,7.595853464e+01,9.103349695e+01,9.688381333e+01,9.580328486e+01,1.643054592e+01,4.291331012e+00,7.450757165e+01,4.917611851e+01,4.309837170e+01,7.445856439e+01
