v1,v2,v3,v4,v5
3.960893501e+01,6.687458774e+01,1.146893241e+01,1.961570203e+01,3.863443663e+01
1.875484501e+01,2.961176846e+01,2.936864920e+01,3.388816089e+01,8.062595734e+01
7.993481165e+01,6.941593892e+01,3.191521534e+01,3.102700154e+01,5.306377465e+01
7.627457495e+01,5.274434541e+01,4.297958802e+01,6.019256874e+01,3.421452424e+01
5.756558037e+00,6.548197344e+01,6.613666886e+00,5.757498128e+01,3.012765353e+01
5.664059828e+01,6.415529104e-01,8.459654240e+01,4.645667382e+00,1.379845918e+01
4.280338439e+01,9.610348181e+01,7.001414694e+01,4.825068422e+01,2.001719860e+01
4.249060707e+01,5.947290304e+01,7.765534533e+01,1.947214863e+01,8.071844845e+01
2.545838796e+01,4.347403895e+01,1.261135882e+01,1.117661003e+01,8.813690385e+01
4.389804519e+01,7.467484708e+01,7.569549737e+01,2.422704174e+01,3.378700043e+01
7.113216246e+01,4.849423690e+01,2.988278739e+01,2.960095411e+01,2.885052039e+01
2.510685835e+01,1.474273834e+01,3.541111026e+01,1.640917784e+01,3.751420631e+00
5.973585989e+01,4.425015942e+01,3.995977776e+01,6.571693112e+01,2.080689741e+01
7.856313940e+01,8.861176293e+01,2.517579059e+01,9.287021316e+01,6.777209251e+01
5.327588741e+01,5.251654633e+01,5.425034759e+01,6.861108362e+01,5.836404702e+01
7.249038238e+01,5.467800188e+01,3.560973159e+01,4.547011680e+01,7.378577062e+01
6.953034052e+01,6.933902792e+01,4.761687828e+01,1.565677348e+01,9.272653260e+01
9.182883811e+00,8.100817885e+01,3.384405912e+01,9.127021003e+01,1.470214393e+01
7.813186125e+01,7.396314954e+01,8.053227080e+01,7.058454964e+01,2.164453305e+01
9.972723560e+01,8.719552367e+01,8.330559761e+01,7.280844085e+01,3.151301155e+01
3.506306972e+01,1.910042899e+01,2.415720056e+01,3.657850717e+01,3.408346376e+01
1.419799666e+01,4.524037129e+01,6.605220578e+01,8.042767576e+01,4.378953736e+01
6.331930701e+01,5.786082287e+01,7.132850996e+01,4.116551373e+00,5.771109237e+01
1.211067859e+01,1.845670711e+01,7.672920336e+01,9.585529536e+01,3.035783562e+00
2.381794747e+01,2.719677100e+01,8.673429157e+01,2.977952931e+01,7.098212844e+01
4.336499160e+01,5.219725300e+01,2.464833076e+01,9.793403870e+01,3.721776035e+01
5.893299853e+01,7.974465914e+00,9.104577834e+01,7.777893925e+01,8.386038018e+01
3.048070061e+01,9.399177122e+01,6.878166221e+01,1.345025676e+00,4.668451125e+01
9.611534951e+01,5.646649420e+01,7.895766777e+00,1.854154592e+01,8.049332017e+01
2.292528693e+01,8.986020645e+01,4.840131237e+01,2.284569254e+01,8.422778498e+01
9.475180261e+01,7.459528324e+01,7.064270435e+01,3.775402944e+01,1.909614485e+00
2.167367132e+01,4.042840467e+01,2.865714707e+01,6.875830689e+01,1.559171429e+01
6.615516032e+01,1.131734998e+01,9.321527475e+01,5.480349942e+01,5.875596472e+01
4.366282614e+01,5.795941168e+00,4.585358756e+01,1.600696954e+01,2.172877802e-01
7.535831969e+01,5.002975120e+01,5.247959025e+01,1.046719295e+01,8.927266146e+01
7.340846889e+01,5.039092861e+01,4.181787720e+01,2.751957152e+01,1.871348688e+00
2.817974275e+01,1.106900459e+01,7.098745397e+01,2.858084824e+01,2.943185205e+01
6.236246536e+00,6.317740009e+01,7.556431890e+00,2.090858533e+01,5.611908280e-01
5.448469354e+01,9.493724782e+01,1.576174158e+01,1.537402973e+01,9.288195247e+01
3.670980089e+01,6.274824295e+01,1.955365543e+01,5.536409719e+01,5.323143208e+01
6.344004684e+00,2.022480711e+01,3.463260726e+01,5.143636468e+01,3.362746855e+01
9.027843016e+01,3.749810127e+01,6.705361906e+01,9.330017562e+00,5.520960857e+01
2.703084115e+01,9.660668937e+01,9.907232909e+01,5.817973630e+00,8.402954052e+01
6.753172447e+01,2.897757271e+01,6.360457750e+01,1.201634321e-01,4.070256045e+01
2.041523006e+00,3.649412621e+01,1.238036740e+00,1.289704102e+01,5.050180110e+01
6.732987707e+01,8.745319832e+01,7.748413054e+01,7.364190627e+01,1.160009789e+01
8.490295044e+01,7.701324873e+01,1.294767254e+01,9.631756824e+01,4.577219706e+01
4.142940917e+01,4.581512463e+01,3.178135648e+01,1.378863467e+01,9.454231578e+01
7.399890726e-01,8.583726037e+01,9.669657774e+01,2.309093063e+01,5.994789142e+01
8.908161328e+01,7.151675626e+01,8.021803715e+01,3.051977584e+01,7.113262332e+00
9.314884086e+01,3.497883651e+01,2.302106653e+00,7.850212682e+01,1.606735068e+01
8.574700861e+00,5.764172597e+01,4.033376253e+01,4.240500475e+01,4.650378027e+01
7.636730752e+01,3.131561034e+01,6.467269091e+01,2.356393365e+01,9.065955325e+01
4.738200839e+01,5.773937209e+01,5.683214644e+01,6.816210224e+00,1.095348370e+01
5.708806883e+01,6.256810630e+01,4.908633925e+01,9.714762749e+01,9.784705421e+01
2.571983518e-01,2.752359283e+01,5.228308845e+01,2.016548226e+01,9.606105441e-01
3.629526521e+00,7.195761491e+01,6.888598013e+01,8.673203680e+01,6.638417247e+01
7.182582592e+01,1.274884884e+01,3.057324108e+01,5.418448950e+01,5.180829647e+01
1.240408591e+01,1.519537953e+01,7.690228957e+01,5.504975227e+01,5.112467272e+01
5.584501551e+01,3.624261496e+01,4.647891474e+01,4.826498584e+00,4.305095299e+01
4.206557112e+01,9.181565639e+01,6.952551819e-01,6.891852139e+01,8.111265547e+01
1.933047123e+01,8.567319938e+01,3.089911155e+01,6.341553807e+01,6.102329452e+01
7.124578717e+01,9.488184378e+01,4.166484401e+01,1.659032476e+01,4.907867705e+01
7.202002446e+01,7.827015780e+01,5.623254016e+01,9.511777245e+01,7.806685741e+01
6.573408716e+00,9.582806183e+01,2.488453451e+01,7.879662784e+01,7.000399525e+01
6.622360283e+01,9.945994505e+01,5.736371038e+01,7.590546848e+01,9.686860537e+01
2.911193292e+01,3.449423355e+01,2.264595932e+01,8.652121857e+01,8.239830630e+00
2.878569210e+01,3.598151174e+01,8.211189314e+01,9.706359052e-02,5.448342673e+01
2.347491710e+00,4.518421663e+00,2.188359085e+01,4.349625798e+00,5.458081155e+01
1.015566011e+01,6.376253792e+01,4.369128755e+01,6.720536529e+01,6.389268867e+01
5.555724994e+00,1.225934914e+01,4.892678702e+01,5.435809115e+01,8.643984000e+01
9.236778482e+01,9.911131767e+01,6.593896936e+01,4.187700186e+01,8.570402648e+01
8.833215411e+01,9.893922984e+01,5.609663190e+01,7.740012212e+01,4.991068430e+01
4.291615380e+01,1.281865128e+01,4.698675619e+01,1.572263844e+00,8.418341669e+01
3.305662932e+01,2.574582533e+01,3.401770727e+01,4.125438189e+01,3.079436743e+01
9.408415080e+01,1.681020075e+01,2.407973483e+01,8.391008090e+01,9.636397820e+01
3.903639629e+01,8.240518817e+01,5.509271380e+01,1.783996061e+01,6.242841565e+01
5.290311411e+01,2.804262728e+01,4.883526143e+01,1.660084871e+01,7.117043512e+01
7.653385866e+01,1.150786944e+01,7.788583145e+01,6.670969127e+01,6.609322756e+00
6.205156658e+01,1.124832809e+01,3.928100418e+01,7.578787440e-01,3.069923812e+01
3.180669992e+01,3.980694863e+01,3.457878697e+01,3.522177588e+01,5.606325792e+01
9.180064831e-01,2.880317099e+01,3.095944233e+01,1.627839973e+01,2.557371914e+01
6.249647810e+01,8.760231220e+01,9.888305669e+01,4.989229651e+01,3.853224953e+01
1.157396918e+01,6.418038621e+01,2.609845506e+01,1.726132450e+01,8.022666279e+01
7.560880579e+01,2.266370967e+01,4.224690268e+01,9.576292283e+01,4.694225511e+01
9.502843044e+01,7.410582949e+01,2.958257528e+01,4.285587406e+01,2.525208723e+01
3.412423744e+01,8.621550430e+01,1.008028589e+01,8.479127304e+00,3.397731131e+01
6.976867109e+01,1.054623375e+01,4.826004607e+01,7.689599389e+01,8.087268762e+01
8.134004298e+01,3.217393985e+01,3.672987682e+01,7.895637556e+01,2.678595792e+01
2.899061026e+01,2.110349300e+01,3.035621563e+01,7.995997174e+01,8.838899577e+01
8.388881682e+01,7.833361338e+01,9.935041881e+01,3.198311605e+01,1.150864321e+00
7.692450074e+01,3.010250470e+01,9.372626314e+01,7.645546062e+01,7.749925555e+01
5.041728995e+01,1.510002396e+00,9.448454406e+00,3.666457485e+01,3.811403100e+00
2.623787696e+01,5.407614510e+01,5.306406622e+01,4.636323939e+01,4.138686840e+01
7.500662183e+01,7.271785407e+01,3.161720798e+01,3.317090624e+01,7.980727762e+01
8.631247250e+00,4.129783818e+01,7.902451882e+01,2.863550289e+01,5.085929317e+01
4.969288934e+01,7.091404230e+01,8.973995730e+01,7.249999260e+01,6.079539157e+01
9.828643676e+01,1.295951492e+01,8.533618487e+01,4.977832400e+01,7.671158750e+01
9.620912225e+01,3.939466240e+01,2.801626037e+01,5.009322906e+01,4.749195223e+00
2.675592580e+01,3.957344476e+01,5.085043196e+01,4.738639470e+01,2.131435766e-02
3.817161869e+00,9.741839659e+01,5.066125563e+01,7.697997086e+01,1.736755385e+01
3.693639064e+01,7.347444518e+01,2.704627196e+01,2.062116836e+01,4.886509197e+01
5.781732082e+01,5.042765020e+01,4.706222226e+01,4.678243144e+01,2.821153894e+01
1.051697090e+01,3.657921930e+01,2.447602980e+01,3.063368035e+01,1.176711307e+01
7.265405226e+01,6.039075454e+00,5.901991370e+01,1.393756040e+01,2.279053579e+01
3.781040027e+01,8.816752915e+01,7.377767177e+01,9.547098829e+01,4.898049773e+00
4.513619686e+00,6.819612677e+01,5.812805570e+01,7.464646307e+01,9.094351771e+00
4.497010786e+01,8.737112874e+01,4.016234276e+01,3.114284466e+01,2.689076083e+01
2.391788896e+01,1.786158884e+01,8.691532424e+01,8.875416412e+01,4.624837874e+01
7.769425030e+01,5.286846258e+01,8.346615777e+01,4.647490484e+01,6.990345983e+01
9.267721798e+01,8.845307813e+00,7.049416330e+01,3.698825238e+01,6.404617358e+01
7.632054531e+00,7.049731169e+01,1.416284760e+01,8.092197116e+01,3.097987940e+01
1.619498794e+01,2.391898664e+01,7.604962922e+00,6.564978239e+01,3.328347708e+01
5.300109532e+01,2.072622198e+01,5.344730857e+01,8.439760535e+01,1.807619029e+01
7.448676580e+01,3.941777424e+01,7.463240784e+01,6.174984709e+01,7.215835450e+00
9.460729757e+01,6.500617373e+01,6.850641235e+01,5.617703752e+01,7.498750625e+01
6.825955050e-01,1.065998606e+01,3.041658132e+01,3.231279249e+01,6.474761728e+01
6.448583943e+00,7.797199353e+01,1.676662631e+01,2.520085199e+01,8.302376700e+01
4.235464190e+01,8.681323924e+01,6.280487989e+01,8.075163292e+01,5.214343862e+00
9.247418442e+01,5.739325585e+01,1.684459145e+01,1.951286134e+01,3.871049116e+01
9.672202261e+01,2.176030690e+01,1.808490419e+01,2.295592491e+01,5.014839138e+01
7.420641422e+01,5.686635480e+01,5.659698673e+01,6.506865970e+01,7.680038402e+01
2.106182312e+01,4.306781197e+01,2.659279733e+01,7.142222664e+01,7.026345302e+01
9.080330828e+01,4.948233938e+01,5.174351828e+01,1.254877891e+01,5.233214603e+01
7.077695365e+01,2.640453321e+01,7.591762988e+01,4.877850194e+01,8.226354875e+01
3.719718991e+01,9.459271874e+01,6.521858411e+01,9.054323116e+01,7.398180437e+01
4.852276561e+01,6.513593752e+01,5.698536857e+01,6.855339607e+01,3.528034180e+01
4.559218663e+01,1.802011303e+01,9.492564925e+01,9.614430056e+01,6.648864164e+01
2.520203307e+01,4.088864818e+01,7.174573119e+01,4.325016476e+01,3.825530920e+01
4.341191996e+01,7.647703905e+01,8.941001256e+01,7.725195624e+01,3.671695141e+01
3.724395543e+01,9.998670928e-02,8.793149019e+01,9.153452798e+01,7.922781852e+01
1.815262308e+01,1.171693964e+01,1.043038604e+01,9.003894460e+01,9.580859011e+00
4.484635082e+01,8.924024747e+01,1.922356798e+01,5.890153237e+01,1.479806552e+00
6.057828748e+01,2.255215504e+01,7.558038695e+01,9.696750137e+01,7.330029125e+01
2.004899920e+01,7.487844757e+01,8.085978738e+00,7.071826321e+01,7.940197255e+01
1.271634081e+01,8.484610789e+01,3.253042519e+01,9.851993314e+01,2.602743156e+01
9.332259288e+01,2.422640448e+01,2.733082713e+01,6.607420117e-01,8.781855819e+01
2.099201071e+01,5.990468567e+01,5.907898973e+00,8.855325734e+01,6.736994798e+01
3.518074357e+00,5.853605288e+01,8.272163672e+01,6.073335094e+01,9.842564353e+01
8.058396191e+01,9.845904407e+01,5.203013844e+01,4.295131376e+01,2.611803116e+01
7.525987106e+01,9.406769405e+01,7.381863007e+01,7.734456393e+01,9.600110615e+01
4.888856781e+01,7.567417467e+01,5.975674387e+01,2.911128532e+01,8.588081489e+01
7.290946124e+01,3.566258542e+01,7.234902634e+00,3.718347879e+00,5.680958657e+01
7.900681343e+01,5.410497760e+01,4.152169307e+01,3.837768477e-01,6.309812717e+01
1.862781854e+00,1.879824673e+01,1.996534680e+01,9.164724876e+00,6.323273840e+00
3.518998549e+01,6.751444415e+01,2.295736924e+00,5.244845496e+01,3.545058550e+01
8.281700974e+01,8.284660519e+01,3.271547966e+00,1.288127782e+00,3.040795606e+01
9.941394503e+01,3.684058127e+01,6.760400006e+01,5.156679251e+01,3.897939457e+01
2.666636669e+00,7.540420219e+01,1.204368639e+01,3.812623594e+00,7.313270321e+01
7.797017560e+01,9.830226260e+01,8.584998483e+01,3.576891610e+01,9.794095079e+01
1.657539699e+01,4.396855436e+01,5.757303918e+00,3.585424731e+01,6.710716193e+01
5.756759633e+01,5.832580350e+01,6.151177576e+01,2.180667514e+01,3.803779451e+01
1.693789729e+01,1.970220653e+01,1.110835842e+01,2.339343042e+01,5.530942261e+01
9.292532846e+01,6.484268262e+01,8.746734258e+01,1.524577466e+01,1.004083033e+01
3.016819111e+01,7.519639471e+01,1.866956212e+01,7.427205992e+01,2.187059411e+01
5.109250899e+01,3.346755791e+00,3.936610427e+01,2.266567755e+01,9.936713386e+01
1.867489375e+01,7.109126226e+01,3.340897266e+01,8.116884550e+01,3.663652515e+01
9.706811456e+00,6.403686396e+00,7.479602126e+01,7.761405551e+01,4.643505305e+01
2.122552854e+01,8.648283095e+01,2.141622878e+01,7.449813113e+01,2.696296190e+00
8.730511657e+01,6.917250630e+01,8.617609242e+01,1.331636358e+01,7.650547049e+01
6.197282065e+01,3.072611557e+01,9.430185322e+01,5.084371757e+01,6.610221650e+01
5.192656654e+01,7.633521082e+01,3.439063743e+01,1.616078247e+01,5.855672396e+01
2.084386782e+01,2.668767204e+01,7.301991683e+00,4.085816638e+00,9.659531523e+01
8.751791345e+00,9.318404647e+01,9.302292926e+01,4.077293973e+01,5.146178328e+01
6.072799885e+00,2.745415524e+00,5.792610802e+01,4.763724822e+01,8.178929622e+01
1.487026626e+01,2.273378662e+01,1.746172476e+01,3.493866988e+01,7.230120409e+01
9.323858967e+01,6.346224533e+01,7.829870110e+01,9.276676999e+01,5.040628206e+01
8.240379709e+01,6.044750084e+01,3.210325831e+01,4.704988003e+01,2.988603101e+01
4.520300352e+01,8.553013292e+01,8.287587887e+00,2.506894559e+01,9.623334539e+01
8.796437888e+01,9.705635286e+01,1.505947189e+01,5.694307530e+01,7.720824071e+01
9.608394266e+01,4.553172881e+01,7.391255399e+01,6.205701822e+01,6.826667434e+01
9.188029731e+01,7.575692076e+01,1.947940370e+00,5.109674100e+00,4.517773803e+01
6.430395434e+01,6.182223494e+01,8.130693482e+01,3.761495789e+01,6.916491191e+01
7.132574335e+01,3.199586206e+01,9.263319542e+01,6.391332945e+01,3.160215307e+01
4.150917735e+01,4.463560172e+01,1.084652846e+01,8.898946952e+01,8.377645377e+01
6.810334820e+01,5.729397575e-01,5.393777136e+00,9.660031126e+00,2.364001102e+01
1.336988084e-01,9.192972795e+00,9.587618395e+01,1.911078611e+01,6.794974372e+01
8.154568397e+01,3.822485222e+01,6.004459098e+01,5.334662449e+01,6.395118891e+01
1.236594181e+01,6.660985708e+01,4.385017698e+01,7.125856158e+01,9.578654789e+01
7.466508216e+01,1.504186168e+01,3.159042282e+01,6.905820659e+01,7.956813070e+01
3.083299538e+01,8.361409384e+01,7.967417825e+01,7.307101755e+01,2.832541647e+01
4.714494998e+01,2.152746362e+01,7.759477847e+00,7.320041949e+01,9.386226753e+01
4.699046515e+01,7.202366295e+01,7.624588441e+01,1.516724311e+01,7.476005348e+01
1.080233523e+01,9.472353878e+01,3.624927576e+01,7.033144984e+01,9.925976810e+00
8.187391614e+01,5.428703132e+00,5.639524444e+00,5.052065058e+01,7.052263193e+01
8.192618910e+01,3.417526833e+01,4.602400195e+01,2.075948723e+01,2.061862142e+01
5.613364257e+01,1.403930127e+01,9.676054140e+01,8.631829871e+01,6.656545614e+01
3.157108076e+01,5.704227950e+01,1.305177061e+01,9.518867850e+00,3.000650978e+01
7.739568204e+01,8.255936304e+01,5.557157263e+01,6.460434217e+01,6.274207142e+01
1.263023999e+01,6.662965307e+00,1.356223649e+01,2.734570589e+01,5.964380804e+01
3.973149832e+01,8.264944227e+01,2.907563167e+01,6.634202625e+01,5.265946621e+01
5.810344687e+01,8.825398854e+01,3.486136716e+00,4.419821112e+01,2.297760605e+01
6.124140111e+01,9.168903955e+01,4.940775209e+01,9.626736140e+01,5.795692494e+01
6.530064574e+01,8.017650212e+01,6.955533777e+01,6.433820031e+01,7.625141794e+01
2.206325615e+01,1.417859024e+01,4.864075892e+01,7.159660294e+01,1.942219928e+01
1.826946389e+01,4.787459510e+01,6.723116498e+01,1.018913669e+01,2.639533028e+01
4.070143077e+01,7.654921019e+01,8.881952561e+00,9.700162794e+01,9.111405381e+01
3.593286747e+01,1.661055495e+01,2.310464029e+01,5.492361661e+01,6.841453675e+01
5.561070327e+01,8.151196010e+01,7.270034665e+01,2.932250616e+01,1.261986287e+01
4.594736527e+01,2.454911980e+01,5.679892614e+01,6.812653417e+01,1.234750849e+01
9.876999945e+01,6.241092121e+01,3.265423864e+01,2.723618755e+01,1.760550213e+00
7.922820731e+00,6.306783547e+01,7.299591779e+01,1.174002697e+01,9.514892881e+01
4.350149308e+01,7.745141943e+01,7.325757194e+01,5.373413084e+01,2.662953266e+01
2.806554031e+00,9.782787147e+01,8.720332529e+01,4.402319263e+01,1.849186534e+01
5.490242285e+00,8.753991501e+01,1.617410272e+01,4.751694474e+01,6.944023720e+01
6.889505094e+01,8.536395340e+01,7.840647850e-01,6.442800783e+01,8.707192123e+01
4.427056673e+01,1.017154858e+00,6.356876493e+01,3.532574049e+01,3.538544488e+01
4.457655246e+01,8.805403903e+01,8.106638777e+01,2.556977292e+01,1.055069127e+01
9.544615807e+01,4.357309223e+01,6.616558420e+01,7.180361268e+00,2.301641569e+01
6.317920281e+01,4.914173463e+01,3.618838913e+01,1.349065615e+01,1.063222225e+01
7.221604400e+00,4.562403929e+01,8.723798735e-01,8.939064229e+01,9.924066540e+01
5.452855281e+01,5.881144656e+01,7.521079651e+01,3.170049265e+01,9.410951918e+01
8.061717245e+01,6.597905689e+01,1.713945619e+01,9.109360066e+01,4.987706649e+01
5.640367614e+01,1.094094782e+01,6.629599346e+01,5.401792071e+01,7.307945630e-01
7.026025619e+01,7.145967648e+00,1.096883335e+01,4.166592353e+01,7.704875236e+01
2.734492079e+01,7.689971590e+01,1.732682477e+01,5.875933705e+01,2.694024180e+01
8.607656017e+01,5.591980592e+01,9.953144996e+01,8.701508960e+01,4.544913012e+01
8.997413186e+00,9.923704824e+01,2.819076644e+01,8.313409780e+01,6.501684225e+01
5.217000805e+01,2.612904118e+01,2.375629004e+01,6.983971632e+01,3.432729083e+01
3.619986747e+01,3.795640288e+01,6.214185557e+01,3.133925919e+01,5.330091050e+01
3.209180132e+01,5.928018406e+01,1.633180839e+01,6.709656267e+00,9.314871433e+01
6.985127298e+01,1.814355739e+01,3.878682432e+01,6.156378463e+00,3.228127526e+01
5.798395279e+01,9.869873786e+01,6.197926580e+01,8.466895937e+01,7.584438058e+01
3.356287270e+00,9.820331662e+01,2.763245280e+01,3.672559814e+01,4.012465457e+01
1.831734019e+01,3.033390832e+01,1.433117505e+01,4.486540340e+01,6.676816285e+01
9.994926786e+01,1.524950590e+01,2.833675849e+01,9.949023581e+01,3.470867403e+00
1.687415374e+01,6.456087056e+01,4.046373338e+01,5.265570930e+01,4.525174415e+01
5.884250704e+01,5.758480430e+01,9.555052326e+01,6.360171262e+01,8.203639600e+01
6.473965012e+01,5.571551828e+01,5.586419044e+01,7.630241344e+01,9.775152229e+01
3.058132600e+01,6.999720157e+01,9.759848428e+01,7.703684483e+01,7.409232998e+01
8.588487449e+01,1.590933823e+01,6.136670926e+01,8.843407656e+01,2.261503704e+01
6.113561067e+00,6.524585014e+01,1.401457100e+01,2.881372202e+01,4.289580881e+00
8.360966030e+01,5.299955280e+01,2.357381146e+01,6.787226747e+01,5.285737492e+01
4.776155326e+01,1.981193329e+01,6.876868770e+00,8.217549070e+01,8.135631367e+01
2.306524591e+01,7.525680829e+01,5.418396587e+01,6.145418693e+01,5.174178062e+01
9.458704561e+01,3.391334994e+01,1.300772609e+00,7.942497332e+00,9.954899260e+01
3.607109237e+01,7.023049309e+01,8.939477871e+01,5.789948371e+01,9.361559291e+00
5.933309426e+01,8.667435652e+01,9.156547098e+01,3.857967832e+01,5.494019314e+01
9.760741427e+01,4.909405854e+00,6.992560284e+00,7.455792194e+01,6.928532726e+01
2.405708004e+01,5.607333146e+01,5.517972049e+01,1.975191015e+01,9.350948784e+01
3.897536620e+01,6.710330522e+01,5.218142220e+01,5.761522001e+01,4.925612686e+01
2.796201498e+01,7.614952660e+01,4.195249791e+01,2.689573633e+01,5.574242575e+01
6.488936142e+01,6.787111234e+01,4.225502174e+00,9.646916316e+01,6.203467169e+01
4.416295795e+01,8.069298508e+01,4.095538909e+01,8.004898719e+01,1.521369650e+01
4.652190255e+01,4.897449872e+01,3.965285597e+01,5.185199852e+01,3.186071276e+01
7.217543031e+01,7.727604718e+01,7.019508220e+01,6.423128979e+01,2.387154867e+01
3.259684864e+01,8.659642717e+01,7.489452229e+01,2.678917787e+01,4.897008108e+01
6.744422341e+01,8.379061191e+01,3.728312042e+01,9.147693757e+01,9.342624072e+01
2.862350776e+01,9.137235581e+01,6.256261285e+01,6.334296480e+01,3.255760816e+01
2.655950119e+01,7.660906012e+01,6.318009695e+01,5.279840156e+01,8.973900220e+01
1.600687555e+01,6.622910467e+01,1.699174086e+01,6.119286562e+01,8.859147340e+00
9.810173827e+01,9.063636469e+00,2.270951685e+01,4.937580326e+01,2.483401231e+01
3.313274368e+01,8.742984397e+00,6.509074433e+01,5.683844875e+01,1.254541251e+01
8.460391854e+01,8.059420535e+01,1.597263238e+01,4.366636942e+01,5.819695281e+01
8.419124436e+01,4.833635184e+01,5.564042892e+01,5.545654133e+01,4.789403810e+01
3.497207209e+01,8.230541124e+01,1.937937728e+01,3.621894886e+01,6.580421770e+00
3.759126453e+01,4.507872886e+01,5.968581394e+01,3.647471427e+01,4.988374236e+00
1.470268680e+01,1.711341491e+01,2.645238095e+01,8.591465493e+01,1.873403883e+01
1.747387218e+01,7.217074825e+01,6.978880465e+01,9.903682278e+01,1.702977066e+01
7.107516064e+01,5.084304073e+01,3.947397858e+01,4.587916872e+01,4.552266369e+01
3.740133927e+01,6.793851402e+01,8.759895348e+01,3.019638681e+01,5.652793627e+00
1.326981615e+01,2.951770632e+01,9.859402344e+00,8.495270308e+01,3.505872051e+01
7.359848490e+00,3.437446039e+01,8.529566524e+01,3.152229603e+00,9.541621299e+01
3.483249943e+01,4.437117011e+00,5.182323694e+01,9.961693031e+01,5.664050393e+01
6.516913771e+01,6.534432765e+01,6.565035173e+01,1.893325189e+01,4.166663651e+01
7.860661029e+01,7.929033152e+01,5.038625467e+01,4.591448950e+01,9.736067751e+01
6.805995959e+00,7.086842794e+00,8.645497551e+01,3.860871303e+01,7.619249882e+00
6.067712962e+01,3.171702666e+01,4.560851761e+01,5.599082722e+01,9.426416098e+01
6.423992898e+01,9.220641228e+01,2.671005111e+00,9.747288742e+01,2.437929063e+01
4.996613486e+01,9.677460790e+01,8.411391453e+01,9.211122600e+00,7.786717406e+01
4.184788840e+01,9.715173043e+01,6.088996125e+01,1.219768489e+01,6.514777148e+01
3.348141669e+01,1.008834021e+01,9.420765095e+01,9.254688054e+01,3.995069915e+01
1.065748418e+01,3.722060174e+01,7.352523970e+01,1.745936415e+01,5.365915865e+01
5.356063399e+00,9.507175654e+01,7.074986098e+01,2.715616435e+01,8.989972582e+01
3.852523236e+01,9.244444806e+01,2.303554253e+01,2.450931328e+00,3.489459695e+01
8.449108688e+01,9.328470877e+01,6.550718215e+01,9.486586155e+01,2.775349209e+01
6.847165078e+01,5.917266826e+01,7.185607915e+01,8.251143239e+01,7.480550840e+01
2.333472398e+01,1.653801195e+00,9.949426291e+01,3.125292025e+01,4.470036199e+01
4.002405714e+01,9.633055531e+01,1.517241395e+01,8.825425682e+01,2.291970443e+00
1.576052977e+01,5.078085500e+01,5.510683354e+00,6.745952865e+01,8.127424172e+01
2.022562087e+01,1.482868150e+01,4.207624547e+01,8.406422448e+01,7.170536657e+01
8.945058949e+01,6.325991838e+01,6.571811514e+01,6.592547187e+01,6.090377313e+01
5.431713916e+01,8.935282555e+01,6.447848934e+01,6.003053728e+01,7.260728268e+01
6.309424674e+01,5.451792009e+01,8.114394092e+01,1.103002927e+01,3.683467529e+01
4.336424906e+00,9.443875232e+01,8.235389902e+01,3.205751194e+01,5.478648664e+01
6.368611965e+01,4.960167344e+01,1.556123377e+01,2.519669367e+01,3.452033398e+01
5.395289039e-01,8.901571294e+01,7.121587854e+00,8.882729717e+01,5.272908579e+01
1.432286069e+01,9.008457719e+01,4.572325595e+01,5.743055960e+01,7.718814158e+01
4.766194126e+01,7.253174657e+01,7.448644660e+01,8.165335755e+01,7.436705045e+00
3.269917483e+00,9.274521174e+01,7.792523507e+01,2.958836106e+01,7.461188151e+01
9.960679853e+01,8.606677127e+01,3.519049586e+01,9.777550690e+01,5.734269774e+01
5.821417638e+00,5.960450708e+01,5.898762756e+01,7.375663229e+01,1.081938417e+01
8.777390256e+01,4.690514064e+01,7.157032736e+01,9.224228941e+01,5.093994892e+01
3.981101059e+01,3.271530798e+01,6.930231491e+01,4.341641551e+01,7.820887279e+01
7.608683434e+01,3.516683887e+01,9.236882184e+01,8.187567225e+01,7.911101179e+01
4.110462914e+01,6.741448786e+01,1.495014902e+01,7.699640626e+00,7.948452918e+00
1.958204626e+00,2.482135605e+01,7.364030017e+01,4.794447370e+01,5.312305570e+01
4.875358146e+01,3.638096729e+01,5.293067129e+01,8.421792627e+01,3.242210224e+01
8.107089569e+01,6.282906052e+00,2.422907821e+01,9.896981299e+01,2.936245773e+01
6.799776618e+01,9.685863300e+01,5.041471340e+01,3.502374228e+00,4.034532328e+01
8.115897893e+01,6.025314725e+01,8.702745071e+01,8.342476198e+01,9.911204463e+01
8.843681948e+01,2.843189396e+01,9.801761323e+01,1.583961211e+01,8.341976977e+01
4.264949194e+01,8.967586352e+01,9.894401493e+01,4.099318596e+01,7.168697836e+01
2.924785068e+01,8.396063362e+01,9.369157064e+01,6.559109592e+01,4.089599136e+01
9.286771858e+01,8.782720075e+01,8.725744513e+00,6.847989383e+01,1.000309327e+00
4.688259597e+01,7.584905907e+01,6.680118748e+01,7.118732137e+01,5.138887986e+01
1.182315773e+01,5.930664405e+01,3.361303245e+01,2.816707995e+00,7.829602576e+00
2.319632067e+01,7.161584032e+01,4.740171576e+01,7.903535204e+01,6.699713537e+01
8.970400495e+01,8.109626067e-01,9.029552795e+01,4.205217913e+01,9.157428556e+01
7.966388861e+01,6.038231391e+01,3.331299611e+01,9.195718147e+01,4.505373751e+01
