v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47
9.374261343e+01,1.802624108e+01,3.249741890e+01,5.317850467e+01,9.354935095e+01,4.558182783e+01,5.653508829e+01,4.350592612e+01,7.698774481e+01,4.263157635e+01,5.035271283e+01,3.138911968e+01,6.883680148e+01,6.063476111e+01,9.551507023e+00,3.129008335e+01,9.283518414e+01,4.801042858e+01,5.642001886e+01,8.059261316e+01,5.895107587e+01,5.636955669e+00,9.028208170e+01,7.017639407e+01,5.281004487e-01,2.118107954e+01,1.838997828e+01,1.502256083e+01,8.551493058e+01,3.745050972e+01,8.175940944e+01,6.942849600e+01,5.440356499e+01,1.814092528e+01,8.268452903e+01,2.095297894e+01,7.400922391e+01,1.742401558e+01,5.342734174e+01,5.354295081e+01,2.341490889e+01,1.775783200e+01,9.446139787e+01,9.824930954e+01,7.995799496e+01,6.573644779e+01,7.804133084e+01
4.073078385e+00,6.045356745e+01,8.549403671e+01,2.532933210e+01,1.947418238e+01,1.379990895e+01,5.908895047e+01,3.813036086e+01,2.014364440e+00,6.713919237e+00,4.758590982e+01,4.482044971e+01,8.117919842e+01,7.916032770e+01,7.650709904e+01,8.101888414e+01,7.339622440e+00,4.368842683e+01,1.738339339e+01,1.626686014e+01,7.821293064e+01,5.297124498e+01,3.860605873e+01,9.190441469e+01,8.335802288e+01,5.307105021e+01,5.497461741e+01,2.905243208e+01,9.908908466e+01,3.996212419e+01,2.576287043e+01,8.667720761e+01,4.278504427e+01,8.283532788e+01,5.808835925e+01,6.351922874e+01,7.022089660e+01,6.339343799e+01,2.955162555e+01,6.519156032e+01,4.713142438e+00,8.076440164e+01,5.897514128e+01,8.161040251e+01,3.862294744e+01,1.354763104e+01,4.930168640e+01
6.984273265e+01,8.228447016e+01,4.648686188e+01,6.321844384e+01,4.037062428e+01,5.398427050e+01,1.153476843e+01,9.499252702e+01,9.839131035e+01,4.442801798e+01,8.763415632e+01,5.739485312e+01,5.865985830e+01,8.901197519e+01,1.613349757e+01,9.873350117e+01,3.745145532e+01,7.574646020e+01,1.669655783e+01,9.823959411e+01,7.070941755e+00,6.266862495e+01,5.339414515e+01,9.581589268e+01,5.502424330e+01,5.019639841e+01,6.270371886e+01,3.090704150e+01,1.669131071e+01,4.048246509e+01,9.502910964e+01,1.313981634e+01,2.974621546e+01,6.145245674e+01,9.147904993e+01,7.841620102e+00,5.771216550e+01,2.178799846e+01,3.206409679e+01,2.788165957e+00,6.146827375e+01,3.404302064e+01,6.163090462e+01,3.711769059e+00,5.189994839e+00,3.193449946e+01,5.087894581e+01
2.270064554e+01,6.464064831e+00,9.602280333e+01,7.193013676e+01,5.270192280e+01,8.113875654e+01,1.843096690e+01,3.503197982e+01,4.251494066e+01,2.779928884e+01,7.199158872e+01,5.757766783e+01,5.407587828e+00,7.104563594e+01,7.210963087e+01,2.380942169e+01,4.410605277e+01,5.697461986e+00,4.701817048e+01,8.445046133e+01,2.970813952e+01,6.980982521e+01,8.282583921e+01,1.149439958e+01,8.453244583e+01,2.599714365e+01,6.471485739e+01,6.786383800e+01,5.581670457e+01,9.817067185e+01,2.784415385e+01,1.216004628e+01,3.676469527e+01,2.038025816e+01,4.737904858e+01,9.856488326e+01,5.210446076e+01,2.419319542e+00,7.342523277e+00,2.633380405e+01,6.885246994e+01,3.343447518e+00,6.414056606e+01,7.166946113e+01,2.566636881e+01,1.814164937e+01,6.575866375e+01
6.495586888e+01,1.955851041e+01,5.077129529e+01,9.381235883e+01,8.703308584e+01,1.025120672e+01,1.393165926e+01,3.237147546e+01,2.742786015e+01,8.485345048e+01,9.399799109e+01,3.418301047e+01,4.208771126e+00,9.426531971e+01,8.247404707e+01,6.583538035e+01,3.817558153e+01,4.173845980e+01,7.928917468e+01,1.787742587e+01,4.582693056e+01,3.136447957e+01,7.550925525e+01,9.931587430e+01,6.061483339e+01,4.441809208e+01,4.553677824e+01,7.952121940e+01,8.606401504e+01,2.004527517e+01,6.083999912e+01,9.611012230e+01,5.975835598e+01,1.568535159e+00,2.960514858e+01,9.058663744e+01,1.050385068e+01,2.263701139e+01,7.504204951e+01,1.217619582e+01,8.896726246e+01,8.895026247e+01,1.759105675e+01,5.492600362e+00,3.383766818e+01,1.725658085e-01,2.030306962e+01
4.631213518e+01,8.465546741e+00,9.696419155e+01,8.852394463e+01,2.417070477e+01,3.767596817e+01,6.560664494e+00,9.395957315e+00,9.080070411e+01,9.667772967e+01,9.616639433e+01,6.144611608e+01,8.607441968e+01,6.969013579e+01,3.736968434e+01,1.992523509e+01,6.850669731e+01,3.630050439e+01,6.458349334e+01,8.061275927e+01,4.247151556e+00,9.317651673e+01,7.008572365e+00,5.085349473e+01,5.533328612e+01,4.353729932e+01,6.640313109e+01,2.090220587e+01,8.818985353e+01,9.611377042e+01,4.244054043e+01,9.145410997e+01,1.889706827e+01,8.001352514e+01,4.678654594e+01,5.176126420e+00,4.107314326e+01,2.358496952e+01,3.129893513e+01,9.577507382e+01,8.925740621e+01,5.371117040e+00,5.675566814e+01,9.421942431e+01,8.707714608e+01,2.224752646e+01,8.711382414e+01
5.549062340e+01,1.129609074e+00,9.003052813e+00,7.038716059e+01,5.482228706e+01,1.225227034e+01,4.368335542e+01,2.148090272e+01,9.763301086e+01,8.810374902e+01,6.942876492e+00,8.223330818e+01,5.008912277e+01,1.363549432e+01,9.978705416e+01,5.592948142e+01,2.083316087e+01,3.150746200e+01,5.334479360e+01,1.332430670e+01,1.265504136e+01,3.034132271e+01,8.796246578e+01,9.950623220e+00,9.105515825e+01,2.221389974e+01,7.087885961e+01,7.115944641e+01,6.569245627e+00,2.361762201e+01,6.570221085e+01,3.731348593e+01,1.942082354e+01,2.923377342e+01,8.701327213e+01,2.844425849e+01,3.694481245e+01,5.775037860e+01,3.798793596e+01,2.371291580e+01,2.742561390e+01,6.843534176e+01,7.148817694e+00,5.584352762e+01,3.539213360e+00,6.615692187e+00,9.748928772e+01
9.549260398e+01,8.384320219e+01,6.695526822e+01,6.147057661e+00,8.169864570e+01,5.049496365e+01,2.625276404e+01,1.099671418e+01,9.528112020e+01,7.469986039e+01,9.923295931e+01,7.342701053e+01,8.936036292e+00,1.028284159e+01,4.329705801e+01,4.244604397e+01,7.675966987e+01,3.794645392e+01,7.832807566e+01,5.423372835e+01,2.366322704e+01,6.434406636e+00,1.496172991e+01,1.766399133e+01,3.883695342e+01,7.785872497e+01,9.219047278e+01,1.091219851e+01,4.408867256e+01,4.038216624e+01,1.311722334e+01,9.889324477e+01,5.666099304e+01,8.459627163e+01,6.028962546e+01,8.448234205e+01,8.173217603e+01,5.698380556e+01,9.591954613e+01,1.349418093e+01,4.496084770e+01,8.605766512e+01,3.069272183e+01,3.463500819e+01,9.734719671e+01,9.316377146e+01,3.877728523e+01
7.791058517e+01,6.147484632e+01,5.416180612e+01,9.138974093e+01,4.906607858e+01,4.484771371e+01,5.496172875e+01,1.411682593e+00,3.872332954e+01,2.523503091e+01,8.422018803e+01,2.117361103e+01,1.029890950e+01,1.835997575e+01,6.830620501e+01,6.854270553e+01,4.320515787e+01,6.174246325e+01,6.713071511e+01,5.074660006e+01,8.127656907e+01,2.099321932e+01,5.652142200e+00,8.378624977e+01,8.960401458e+01,1.615766883e-02,5.862154999e+01,6.834698754e+01,4.020183249e+01,4.341795794e+01,5.514681116e+01,3.559397714e+01,6.657637317e+01,3.082874241e+01,5.928434130e+01,7.230165222e+01,2.846061587e+01,7.058374163e+01,9.095667095e+01,1.672688636e+01,2.707472852e+01,1.978706308e+01,1.585473251e+01,1.121693151e+01,9.386552708e+01,6.132644670e+01,1.077456189e+01
7.916866630e+01,5.593214203e+01,2.565959055e+00,6.158054234e+01,4.127317674e+01,2.604000764e+01,6.086345356e+01,5.415122285e+01,8.656837249e+01,7.101850229e+01,6.200357063e+01,5.289186156e+01,3.454205267e+01,2.177937210e+01,1.707237114e+01,8.905089445e+01,8.327848953e+01,4.405536421e+01,6.393902705e+01,9.009534855e+01,4.876074709e+00,4.346619123e+01,8.164485499e+01,4.464905235e+01,9.681317172e+01,1.191528043e+01,4.834153851e+01,8.949150003e+01,7.953066716e+01,5.991841333e+01,1.031997266e+01,8.685838418e+01,3.118749578e+01,4.251235949e+01,2.742055975e+01,2.007340228e+01,8.449984026e+01,5.033708350e+01,3.172073288e+01,9.117143053e+00,3.284961557e+01,6.663696291e+01,1.546566274e+01,9.782257713e+00,7.829247133e+01,3.142614151e+01,7.127831525e+01
4.913776354e+01,6.553182534e+01,9.102205121e+01,4.236087388e+01,8.680970908e+01,5.900310868e+01,5.598229930e+01,5.327093880e+01,7.835303901e+01,8.220812636e+01,5.106175032e+01,2.799639157e+01,7.023140950e+01,1.037235927e+01,1.964257937e+01,8.600300545e+01,6.081964156e+00,7.997675492e+01,6.107960331e+01,3.372250034e+01,4.097943743e+01,9.821162786e+01,8.705186214e+01,8.521985370e+01,9.665686213e+01,1.048765965e+01,8.663110076e+01,4.279873212e+01,3.038125625e+01,5.180512715e+01,3.031784042e+01,5.984801567e+01,5.611350320e+01,2.831701006e+01,2.998936182e+01,7.426587486e+01,9.152125370e+01,5.792411916e+01,6.833873056e+01,6.870148597e+01,9.275732238e+01,5.946749308e+01,3.857887271e+00,5.513431355e+00,8.963337055e+01,7.651718933e+01,8.488610448e+01
5.847713664e+01,6.406621386e+01,5.649292003e+01,4.715960847e+01,3.478655680e+01,9.207850863e+01,8.657885122e+01,2.496643297e+01,5.720721591e+01,6.257140867e+01,6.181267495e+01,8.987466311e+01,1.135878403e+00,7.134965206e+01,3.197898439e+01,8.294277156e+01,3.194984620e+01,4.441121519e+01,9.893327863e+01,3.448164813e+01,6.928484476e+01,7.781371428e+00,2.709892474e+01,7.885727732e+01,1.268933612e+01,2.450784652e+01,6.362178012e+01,6.702603908e+00,8.505589361e+01,6.076810066e+01,3.463559291e+01,4.472512709e+01,6.535207491e+01,7.796795246e+01,5.734403717e+01,2.449544292e+01,6.579546328e+01,1.344120394e+01,4.920006488e+01,4.371642187e+01,5.820878680e+01,3.106946532e+01,3.312881265e+01,6.107648234e+01,6.252977587e+01,3.560893766e+01,1.662652150e+01
2.837488267e+01,2.833742681e+01,8.428044126e+01,5.443444133e+01,7.687119416e+01,9.471137794e+01,8.718269084e+01,4.774939851e+01,8.519199950e+01,9.704034202e+01,9.078599059e+01,7.699117932e+01,8.502650223e+01,5.373982307e+01,9.007266595e+01,6.125344967e+01,7.990923110e+01,4.597092451e+01,9.287520383e+00,9.973623574e+01,7.809920656e+01,3.245205780e+01,4.233532585e+01,7.370778673e+01,1.392803478e+00,3.904147561e+01,2.018847694e+01,7.675504993e+01,9.550592194e+01,3.219259790e+01,2.175907111e+01,5.459359475e+01,1.534424136e+01,8.334906692e+01,6.236160973e+01,7.707478650e+01,1.849355519e+01,7.168151150e+01,1.210283411e+00,8.442421319e+01,8.473552084e+01,1.681338296e+01,9.544078571e+01,2.270484417e+01,6.607742594e+01,8.148713666e+01,8.457208824e+01
4.490351571e+01,5.482767343e+01,6.967070265e+01,8.620632715e+01,6.860011989e+01,1.066567713e+01,8.637127262e+01,7.827679061e+00,1.773846181e+01,5.553839830e+01,6.466598855e+00,8.947354483e+01,2.347436410e+01,4.639965097e+00,5.903375933e+01,8.737642732e+01,2.310551203e+01,4.715425070e+01,7.620233772e+00,2.291697590e+01,4.031975374e+01,7.679590813e+01,8.312053549e+01,9.623606404e+01,1.760384907e+01,9.367273081e+01,4.912848582e+01,1.462646123e+01,2.318849984e+01,8.335396384e+01,2.235264876e+01,8.525735463e+01,6.438548857e+01,4.757490377e+01,8.536425274e+01,1.426296717e+01,8.137230007e+01,9.908084258e+01,3.645882209e+01,4.563107503e+01,4.154443441e+00,4.160346178e+01,6.969479519e+01,9.535403043e+01,2.338821706e+01,2.882776611e+01,2.365525067e+01
8.146200509e+01,9.794307666e+01,9.931102340e+00,9.175905575e+01,4.934461624e+01,7.836713022e+01,9.226022373e+01,2.407036597e+01,8.560104331e+01,7.865348962e+01,8.927654244e+00,7.516438138e+01,1.138527768e+01,3.281033617e+01,6.982578008e+01,8.395290002e+01,9.794343975e+01,8.799508717e+01,4.588379999e+01,8.883538250e+01,7.148227045e+01,4.633352549e+01,3.725235989e+00,9.025972839e+01,1.823549573e+00,1.563362877e+01,8.650807217e+01,5.927568682e+00,9.899263253e+01,7.870982611e+01,5.143879961e+01,2.136356508e+01,5.999899547e+01,2.227992145e+01,3.589736663e+01,2.783988272e+01,6.346583471e+01,6.617329833e+01,1.075776329e+00,4.725002602e+00,7.404782003e+01,2.775641832e+01,7.893704190e+01,1.443661323e+01,5.987699866e+00,8.368404590e+01,8.690695461e+01
9.320627948e+01,1.641274674e+01,2.008500102e+01,2.087046746e+01,5.957533355e+01,8.745280678e+01,8.777593302e+01,6.156001757e+01,2.771056995e+01,9.019896954e+01,7.311581303e+00,7.318198308e+00,7.132696202e+01,5.497471269e+01,2.542473745e+01,2.979009494e+01,3.325150908e+01,1.163939669e+01,6.024955917e+00,2.765060940e+01,5.214184918e+01,1.840665043e+01,6.623491119e+01,6.879453557e+01,4.943628894e+01,8.409316197e+01,5.725229141e+01,3.627105293e+01,2.477302091e+01,1.739789856e+01,5.936772334e+01,9.903585248e+01,1.263077077e+01,9.743408090e+01,1.529144971e+01,8.486229609e+01,4.906500478e+01,1.843752037e+01,9.661407184e+01,5.912297796e+01,9.820656898e+01,7.687415336e+01,4.587132471e+01,3.427290158e+01,8.170928478e+01,2.188265597e+01,6.152026578e+01
6.153537678e+01,1.176265679e+01,8.141244996e+01,7.411142107e+00,7.176615399e+01,8.218853282e+01,3.607285245e+01,4.997663644e+01,8.264231998e+01,4.477229950e+01,7.804033066e+00,6.049628182e+01,7.218023949e+01,3.182431274e+01,1.367580713e+01,5.412488323e+01,9.037436132e+01,4.551395800e+01,5.885902062e+01,5.708269943e+01,3.885087806e+01,3.403532631e+01,9.119396701e+01,1.168825967e+01,6.755364526e+01,2.878611875e+01,8.229865158e+01,1.287451768e+01,3.499011878e+01,8.167713138e+01,1.537158938e+01,6.548479394e+01,3.103721100e+01,3.260077310e+01,7.630663780e+01,7.296842775e+00,6.126852487e+01,1.471068119e+01,4.454057209e+01,6.244673837e+00,9.396589730e+01,5.077696412e+01,7.354174637e+01,7.054828532e+01,5.766093967e+01,7.383063670e+01,1.756707305e+01
7.549452497e+01,9.183117301e+01,8.195859463e+01,3.344358219e+01,2.812759028e+01,3.112642958e+01,8.155628516e+01,5.578651074e+01,7.207723935e+01,6.107755235e+00,3.708669805e+01,5.170867620e+01,5.518369704e+01,1.530624190e+01,6.949936108e+01,1.641702888e+01,2.897144462e+00,5.581365827e+01,5.628872620e+01,5.744848733e+01,6.582137932e+01,1.082532884e+01,9.055460491e+01,6.230543279e+01,3.976798499e+00,9.817869174e+01,9.668037622e+01,6.046014105e+01,4.276150410e+01,8.258718370e+00,6.547198193e+01,1.546484169e+01,2.234288418e+01,1.603987929e+01,6.350137436e+01,6.483352404e+01,4.181391002e+01,3.675894252e+01,2.364100995e+01,9.037000116e+01,3.112165374e+01,6.870549431e+00,1.281174511e+01,8.210091646e+01,6.535578500e+01,8.984440506e+01,2.707263429e+01
9.856784757e+01,3.367138888e+00,2.843090493e+00,5.400152383e+01,3.165916881e+01,6.889693354e+01,9.134339075e+01,6.825129442e+01,8.617276541e+00,2.112474449e+00,3.089879524e+01,4.752713768e+01,7.324181186e+01,7.473288934e+01,7.205660480e+01,5.514757661e+01,4.289560361e+01,3.767842350e+01,9.705537680e+01,9.153919265e+01,5.101858954e+01,6.572472005e+01,3.367661272e+01,9.109031560e+01,2.869640850e+01,5.670739692e+01,4.617865834e+01,3.579387793e+01,1.343452042e+01,9.341877534e+01,9.911113051e-01,6.529096962e+01,6.618747000e+01,7.127102723e+01,3.692726815e+01,7.216532828e+01,7.994575746e+01,3.150178382e+01,6.034056814e+01,1.470876082e+01,8.033723222e+01,6.982255730e+01,2.789892786e+00,9.860678012e+01,3.695857657e+01,1.192224557e+01,1.928750119e+01
8.587253572e+01,8.735798089e+01,8.930991127e+01,5.176080138e+01,9.856434086e+01,3.103179985e+01,4.560425846e+00,4.071248374e+01,3.041877787e+01,7.061244480e+01,1.567844394e+01,7.296909121e+01,5.985642273e+00,5.847039199e+01,2.037539596e+01,8.181244465e+01,3.178856380e+01,8.995077070e+00,4.975550576e+01,8.130727767e+01,1.703841471e+01,3.271756605e+01,2.984641966e+01,1.441787820e+01,7.304890294e+01,9.200726104e+01,2.711710894e+01,8.042503823e+01,9.030426812e+01,2.013100882e+01,1.478402774e+01,3.604390889e+01,8.178488732e+01,5.045093969e+01,1.557937873e+01,4.257124446e+01,6.306120944e+01,3.813781098e+01,5.125538212e+01,8.012355438e+01,8.628916130e+01,8.798276604e+01,3.165672147e+01,5.992363526e+01,8.826900816e+01,4.355776369e+01,8.530098897e+01
5.174867665e+01,1.692369038e+01,9.484720389e+01,1.654055067e+01,8.316154579e+01,2.342304255e+01,2.447934222e+00,2.435265259e+01,1.810395910e+01,9.445737366e+01,3.597976692e+01,8.594410946e+01,6.025734695e+01,7.560628678e+01,9.311564511e+01,7.217470331e+01,2.389762792e+01,4.943875922e+01,7.290867014e+01,1.905847057e+01,1.823346640e+01,8.967576404e+00,4.284896010e+01,5.142423408e+01,3.103389869e+01,8.950377714e+01,8.787811001e+01,2.183547508e+01,8.387113731e+00,8.664201133e+01,9.593954710e+01,6.640704915e+01,7.388950115e+00,8.016222827e+01,7.027837065e+01,4.449594951e+01,7.413296016e+01,4.020263203e+01,9.884929329e+01,2.384431440e+00,7.172402737e+00,3.141009905e+01,6.146115990e+01,8.246467309e+01,3.567500699e+01,5.052430228e+01,7.545991208e+01
6.581469879e+01,3.196661137e+01,8.908688999e+00,4.995078957e+01,4.369001828e+01,1.917444140e+01,3.896202188e+00,8.269151045e+01,4.404880702e+01,5.318545376e+00,7.898579072e+01,6.459145155e+01,7.401288605e+00,4.491356295e+01,7.759201738e+01,6.358653285e+01,1.916864737e+01,4.194713354e+01,9.787876357e+01,7.989023970e+01,7.848552159e+01,6.774212985e+01,8.618713368e+01,3.155962692e+01,5.268644198e+01,6.373715353e+01,5.712135398e+01,6.351237120e+01,9.583970179e+01,3.511905758e+00,2.288067316e+01,6.476560438e+01,6.015473065e+01,4.785605828e+01,4.999397700e+01,6.634120738e+01,7.286606631e+01,6.137482714e+01,5.710109631e+01,2.555231789e+01,4.442262036e+01,2.976887295e+01,1.228815336e+01,6.181268946e+01,8.410973184e+01,7.579399874e+01,2.016186651e+01
1.875190450e+00,1.798052120e+01,2.763116424e+01,5.936664279e+01,5.220573635e+01,8.021450716e+01,9.837900216e+01,8.692514762e+01,1.841608673e+01,1.395624700e+01,8.360676650e+01,4.688687345e+01,6.219368007e+00,3.210360834e+01,3.550916316e+00,3.528516324e+01,1.920333771e+01,5.436631188e+01,8.194383972e+01,1.250236388e-01,3.172766154e+01,6.276528701e+01,9.716520724e+01,9.295223860e+01,9.458741837e+01,4.799706667e+01,5.446742742e+00,6.747422505e+01,4.131164178e+01,1.228867339e+01,2.954035685e+01,4.922189153e+01,2.360626253e+01,8.807553880e+01,7.458872387e+01,8.772417681e+01,3.479332556e+01,8.216759857e+01,3.525379528e+00,7.376099102e+01,8.577980511e+01,8.355337409e+01,9.428223899e+01,5.465590258e+01,7.271956682e+01,8.677962145e+01,2.740179659e+01
7.909157537e+01,2.719649527e+01,8.736228700e+01,4.748195385e+01,5.859804999e+01,6.181568289e+01,6.856614072e+01,1.979071453e+01,9.511427792e+01,1.730963484e+01,6.155674005e+01,2.492438358e+01,6.458144503e+01,1.970270267e+01,2.422496398e+01,3.733268052e+01,6.649667222e+01,1.361895625e+01,6.047973216e+01,2.959869616e+01,8.966569713e+01,2.511737335e+01,5.595183567e+00,4.078083325e+01,9.287204369e+01,4.898587175e+01,2.988617618e+01,8.036348858e+01,9.236261572e+01,8.637155012e+01,2.858781799e+01,1.940582713e+01,4.056086462e+01,8.623221929e+01,6.158208572e+01,4.975549403e+01,7.205423963e+01,1.298050910e+01,8.799103604e+01,2.405930726e+01,1.023765181e+01,1.575103482e+01,1.112551023e-01,2.617359559e+01,1.058265585e+01,4.867158646e+00,4.098465938e+01
5.799363415e+01,7.221316757e+01,2.251138221e+01,3.552896851e+01,1.347957431e+01,5.113150817e+01,3.493883307e+01,3.396853736e+01,5.053017111e+01,2.085106206e+01,9.116240555e+01,2.030498601e+01,6.632584144e+01,8.718667472e+01,1.157088041e+01,6.660994372e+01,2.805410894e+01,6.508408735e+01,9.447606112e+01,7.900304321e+00,9.065448236e+00,5.832648328e+01,3.128504078e+01,6.772600561e+01,5.772260651e+01,6.396070249e+01,3.026832554e+01,6.727033678e+01,8.011818407e+01,8.961534933e+01,8.873482814e+01,7.265312331e+01,8.234562563e+01,7.771313569e+01,6.146544889e+00,5.780129573e+01,8.465608815e+00,3.045903221e+01,8.865562932e+01,9.565044183e+01,9.872215427e+01,4.225951737e+01,1.673671135e+01,2.225545419e+01,2.349496065e+01,4.482116164e+01,1.944312951e+01
5.815002940e+01,2.523225219e+01,4.712067239e+01,9.805420526e+01,6.843431660e+01,6.065253669e+01,1.652106803e+01,7.373897807e+00,3.341278653e+01,4.979273659e+01,1.129086886e+01,1.957763207e+01,7.547819299e+01,9.093287074e+01,2.783434338e+01,2.065972019e+01,5.317168458e+01,1.733542748e+01,4.690635482e+01,9.773175446e+01,2.042960859e+00,4.364577550e+01,3.332510185e+01,4.650140192e+01,6.136435160e+01,9.934368684e+01,2.557117635e+01,8.260875836e+01,6.975786012e+01,3.787640185e+01,7.011840708e+01,2.860062116e+01,8.096800022e+01,8.939761175e+01,9.450436425e+00,3.907558661e+01,1.312435144e+01,3.292513038e+01,6.488659728e+01,4.266114380e+01,1.433614100e+00,1.110282378e+01,9.141130275e+01,8.919374718e+01,4.264556363e+00,6.393060795e+01,8.681121141e+01
9.666850460e+01,9.964582031e-02,2.542504156e+01,7.326684303e+01,7.248136237e+01,9.336265411e+01,8.590714869e+01,2.091459387e+01,1.760217076e+01,5.585785565e+01,1.452777072e+01,8.189926164e+01,2.501663920e+00,1.584263307e+01,5.734724384e+01,4.842809936e+00,8.781195229e+01,9.129787105e+01,7.915070323e+01,5.435596031e+00,2.692745259e+01,8.834405567e+01,4.150223075e+01,4.936572320e+01,1.223638830e+01,6.903657164e+01,5.883725545e+01,7.296281490e+01,3.351662984e+01,4.539422747e+01,4.284260299e+01,1.683188089e+01,8.730873599e+00,6.784403917e+01,1.583776558e+01,7.913372126e+01,1.286902911e+01,5.572331275e+01,1.399095454e+01,8.286783256e+01,9.249639138e+01,2.115332890e+01,1.979232278e+01,7.125280247e+01,7.217150546e+00,6.122880835e+01,2.950479847e+01
1.574300693e+01,8.121233211e+01,5.889369781e+01,9.336785758e+01,6.658885250e+01,1.312522946e+01,9.751263490e+01,8.922703969e+01,9.261435462e+01,6.829910663e+00,9.365086493e+01,8.976764079e+01,7.800348624e+01,1.672061441e+01,9.273858524e+01,6.748401753e+01,6.878545266e+01,8.523217109e+01,7.471976167e+01,5.896163807e+01,2.906571734e+01,2.649220955e+01,6.608025897e+01,3.424342007e+01,9.972417005e+01,4.570905343e+00,3.437660868e+01,6.281820341e+01,5.795138089e+01,8.081987572e+01,6.641554914e+01,2.600977595e+01,3.993219667e+01,7.052159303e+01,1.487104588e+00,8.061831287e+00,7.939408103e+00,6.758605772e+01,2.190822757e+01,8.053873127e+01,7.967053337e+00,7.779731056e+01,7.981845042e+01,5.172283979e+01,6.936269764e+01,4.569469420e+01,6.627997982e+01
8.643159547e+01,5.919347749e+01,4.418374207e+00,8.766541129e+01,1.827242562e+01,9.592457621e+01,4.748114458e+01,8.726250991e+01,6.959519583e+01,8.388544735e+01,5.530611311e+01,4.832114661e+01,3.430075676e+01,5.994591972e+01,7.683399382e+01,5.200792849e+01,6.604827378e+01,9.104409740e+01,4.373695747e+01,9.077020841e+01,1.651724716e+01,2.142119809e+01,1.314678002e+01,8.340420679e+01,1.831141897e+01,8.910219335e+01,2.095882507e+00,9.332480677e+01,4.125935738e+01,7.660958062e+00,7.899817199e+00,2.153953798e+01,5.553145684e+01,6.891294664e+01,3.657968941e+01,2.714580031e+01,6.234268294e+01,6.143069447e+01,5.170672592e+01,3.110915845e+01,9.369224904e+01,9.936879647e+01,1.892453747e+01,4.595378552e+01,6.010587505e+01,9.620925895e+01,9.775501984e+01
6.325114357e+01,9.703063714e+01,8.300701352e+01,5.230335979e+01,7.456195617e+01,9.688944705e+01,3.650695032e+01,7.824273535e+01,2.576716377e+01,7.446625374e+01,4.597357290e+01,9.848059432e+01,9.268190655e+01,6.214166416e+00,3.473869453e+01,7.903289453e+01,7.114655544e+01,2.798246820e+01,6.646956431e+01,3.625828623e+01,7.768536357e+01,1.245729021e+01,8.516436829e+01,4.097401384e+01,1.870093622e+01,5.397169819e+01,1.426369346e+01,8.247082373e+01,3.378030295e+00,6.174995356e+01,7.645837188e+01,7.837676395e+01,5.623489562e+01,2.656531180e+01,1.488076918e+01,6.448941024e+01,6.585881328e+01,7.383660273e+01,2.487067459e+01,8.216903309e+01,9.045995518e+00,4.784381302e+01,7.829893133e+01,4.737523532e+01,6.057602182e+01,5.168100002e+01,8.857001234e+01
9.412439528e+01,4.608513435e+01,2.131912667e+01,5.491379722e+01,5.872368914e+01,2.828422730e+01,2.883817722e+01,1.038586255e+01,2.860635179e+01,2.466481971e+01,4.658626456e+01,8.179138226e+01,4.012863854e+01,9.953174079e+00,9.458561808e+00,1.181333656e+01,5.646634005e+00,5.379339414e+01,2.559057496e+01,2.542954061e+01,3.862461805e+01,5.791642031e+01,2.499513233e+01,3.439921270e+01,7.464118630e+01,1.372670291e+01,4.429436714e+01,9.538345647e+00,7.560772157e+01,2.545170738e+01,9.824743859e+01,9.003647912e+01,8.598192153e+01,8.057069413e+01,4.338460641e+01,7.720141762e+00,3.566761548e+01,2.647758034e+01,4.019301282e+01,8.740237150e+01,2.075114599e+00,3.123943977e+01,5.329471064e+01,6.679662994e+01,1.472575077e+01,2.051927197e+01,1.806975638e+01
3.658838494e+01,7.810419148e+01,3.590126005e-01,4.352601169e+01,5.906570163e+01,7.929669752e+01,8.815091679e+01,6.141064521e+01,9.786339183e+01,3.259722346e+00,6.439961212e+01,5.649119453e+01,3.573025707e+01,8.291587662e+01,6.896533448e+01,7.823627966e+01,2.203431762e+01,9.799394525e+01,1.754941758e+01,8.112652720e+01,3.091033794e+01,9.481787315e+01,4.803405239e+01,5.914642182e+01,4.169852206e+01,8.320462342e+01,6.510775381e+01,9.580974978e+01,4.208973169e+01,2.251775193e+01,8.401815760e+01,2.656651687e+01,6.391147658e+01,3.342405560e+01,1.594380457e+01,5.859120674e+01,1.592606046e+01,9.882012002e+01,2.089832776e+01,7.348051402e+01,6.519149626e+01,8.637573227e+00,4.214282188e+01,3.811453299e+01,9.602729000e+01,1.948294855e+01,5.540633144e+00
