v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56,v57,v58,v59,v60,v61,v62,v63,v64,v65,v66,v67,v68,v69,v70,v71,v72,v73,v74,v75,v76,v77,v78,v79,v80,v81,v82,v83,v84,v85,v86,v87,v88,v89,v90,v91,v92
1.708324930e+01,5.889616096e+00,2.406186333e+01,4.910722111e+01,2.809217296e+01,3.321532476e+01,5.850002966e+00,5.865274026e+01,4.693926893e+01,1.080741459e+01,2.913459528e+00,2.032700326e+01,4.150201828e+01,1.915245220e+01,3.892306829e+01,5.645327902e+00,7.953776027e+01,5.934180706e+01,3.907052041e+01,7.515835869e+00,1.077441376e+01,1.942180781e+01,6.395491960e+00,8.404588261e+01,5.429336986e+01,1.462965357e+01,9.805869435e+01,2.231515516e+01,4.139701865e+01,6.116937427e+01,5.633865120e+01,3.945439347e+01,7.887344201e+01,5.521360760e-01,9.706219818e+01,4.896351579e+01,9.830862331e+01,1.898937609e+01,4.967952605e+01,7.149540961e+01,5.703986181e+01,2.080507724e+01,8.552241225e+01,6.401511253e+01,7.812441623e+01,5.182107244e+01,2.506138745e+01,6.639088474e-01,5.084307982e+01,9.530295100e+01,8.018128161e+01,6.019564720e+01,3.474006289e+01,5.338254844e+01,2.293776650e+01,2.623573768e+01,9.335036545e+01,8.817538432e+01,6.889129055e+01,4.842403891e+01,1.403403170e+01,4.021256510e+01,3.671376052e+01,5.901891239e+01,4.234953960e+01,8.299559686e+01,7.639516506e+01,6.396349190e+01,5.291042620e+01,5.029662539e+01,3.260489602e+01,4.380633518e+01,1.920640979e+01,9.029993540e+01,9.629273113e+01,5.101534708e+01,1.792137106e+01,7.156290256e+01,9.655952845e+01,3.908452400e+01,9.334589658e+01,2.303272355e+01,5.419313447e+01,2.279342035e+01,7.525384551e+01,5.333079324e+00,7.491325209e+00,1.745116171e+01,4.226950374e+01,2.553225611e+01,4.599797823e+01,7.172031462e+01
2.296661887e+00,5.425472614e+01,2.984770268e+01,5.679099265e+01,3.960697537e+00,5.882340516e+01,8.803678133e+01,5.651443285e+01,3.981826480e+01,9.292830589e+01,2.015922006e+01,9.820705114e+01,6.897362440e+01,7.661732917e+01,4.190584609e+01,5.499928631e+01,1.217828820e+01,9.157682230e+01,5.855350982e+01,9.107197656e+01,1.389060786e+01,7.151583248e+01,9.989623023e+01,5.553625913e+01,7.854982685e+01,7.382006006e+01,1.541225107e+00,3.083036332e+01,5.278934859e+01,3.982274303e+01,6.894145131e+01,4.650664760e+01,1.305010391e+01,3.416575805e+01,8.757503006e+01,7.357892917e+01,3.568435000e+01,2.531371678e+01,3.257013392e+01,4.512229404e+01,2.388746082e+01,5.131591117e+01,8.682905378e+01,7.007048544e+01,8.177586354e+01,1.253062957e+01,8.493443809e+01,6.212946222e+01,9.255201299e+01,2.906250108e+01,8.535959092e+01,4.408311971e+01,8.221686239e+01,8.276399957e+01,5.903694092e+01,5.558137122e+01,7.025073241e-01,6.825969495e+01,4.263877431e+01,6.507679704e+01,3.825897215e+01,8.751295004e+00,5.272484437e+01,1.522593875e+01,5.016885917e+00,8.564501058e+01,4.124277644e+00,1.070581572e+01,8.841829404e+01,1.704863306e+01,7.389147261e+01,4.472837600e+01,9.713956498e+01,2.809631035e+01,6.933694600e+01,6.792828191e+01,4.925596741e+01,4.502969527e+01,2.603598331e+01,8.505546015e+01,1.888576595e-01,8.738072924e+01,7.678760572e+01,7.761848423e+01,3.090128014e+01,9.334928653e+01,1.163840421e+01,3.146875689e+01,6.599256628e+01,9.773731282e+01,2.298129493e+01,5.695151787e+01
7.617453183e+00,2.201719497e+01,7.296535599e+00,5.153622146e+01,7.808258973e+01,7.199003299e+01,6.951422952e+01,8.679840224e+01,3.264149256e+01,4.609551623e+01,6.013773795e+01,5.791283601e+01,4.009972787e+00,6.546444045e+01,2.652346096e+01,7.047807026e+01,6.206115068e+01,6.253022405e+01,1.437112902e+01,8.563618294e+01,2.154307618e+01,2.828095180e+01,8.937924231e+01,5.764177003e+01,4.700734931e+01,4.192706266e+01,7.653941447e+01,8.834595020e+01,2.403090666e+01,1.780940550e+01,7.076353176e+01,6.178181149e+01,7.796630756e+01,1.121506716e+01,2.569889506e+01,9.602733558e+01,9.326369802e+00,8.577200629e+01,8.507073410e+01,5.992926257e+01,7.802430155e+01,1.460743277e+01,6.156876793e+01,3.142542072e+01,3.798428085e+00,6.892844897e+01,1.877450984e+01,7.908857138e+01,8.228244137e+01,3.910689503e+01,4.539627041e+01,3.558004942e+01,1.313307142e+00,9.371363678e+01,7.477562863e+01,7.962964012e+01,4.117656804e+01,1.239445028e+01,6.477983322e+01,5.887814608e+01,4.632068303e+01,2.107555185e+00,1.458483793e+01,2.655055376e+01,1.872556906e+01,7.355527560e+01,3.830993490e+00,1.134686594e+01,2.632315189e+01,3.249007195e+01,3.859669584e+01,4.962435022e+01,3.420957392e+01,8.507110699e+01,2.654113904e+01,4.768529512e+01,7.075814715e+01,5.693019282e+01,5.030108223e+01,9.768269417e+00,7.746477786e+01,4.218907476e+01,1.998271200e+01,5.314343701e-01,1.768871572e+01,6.564438734e+01,1.128918953e+01,8.110390302e+00,9.374480584e+01,6.739545981e+00,7.783421923e+01,4.778032944e+01
9.536751363e+01,8.865374134e+01,5.588886802e+01,2.949712258e+01,9.393182385e+01,9.871883940e+01,3.597074058e+01,9.840526076e+01,1.260306306e+01,1.053746816e-01,6.000744007e+01,4.554310463e+01,4.938144940e+01,5.749016168e+01,5.804329083e+01,3.552233494e+01,8.189453739e+01,9.296615040e+01,4.398860209e+00,9.988072090e+00,3.887855545e+01,7.960725377e+01,6.055933594e+01,3.566179711e+01,7.957983262e+01,9.171108638e+01,9.059495300e+01,8.588833874e+01,5.641494023e+01,3.032950344e+01,9.653202767e+01,6.752367067e+01,5.121928841e+01,8.878253869e+01,2.146440577e+01,9.724558091e+01,3.033146742e+01,9.802500275e+01,3.290937374e+01,1.081554256e+01,3.314729134e+01,2.321776438e+01,7.487548901e+01,5.638419061e+01,6.681007305e+01,6.967400240e+00,9.795983846e+01,3.918563409e+01,6.856486539e+01,8.808490375e+01,2.676544902e+01,8.461552831e+01,9.179126741e+01,4.820734344e+01,2.097502102e+01,4.988241735e+00,1.512636004e+01,4.083717643e+01,1.398284202e+01,9.962136851e+00,6.675692790e+01,8.146509450e+01,8.014287358e+01,1.664746085e+01,3.786661765e+01,6.909940318e+01,7.262128100e+01,4.173307297e+01,9.821274031e+00,6.909791850e+01,5.634627377e+01,8.906904714e+01,2.003489110e+00,7.057742544e+01,1.495380856e+01,3.071288010e+01,6.834454454e+01,7.297852150e+01,1.338526479e+01,8.979376345e+01,7.215125168e+01,8.871535799e+00,4.777983410e+01,8.267922784e+01,8.481475091e+01,8.861773420e+01,6.458885287e+01,3.121973075e+01,6.386090880e+01,5.501545978e+01,6.282386493e+01,7.436850547e+01
6.115937950e+01,6.158661846e+00,4.856817472e+01,5.825126334e+01,3.794647692e+01,8.347480145e+01,3.978585072e+01,7.027318828e+01,4.600166461e+01,1.475898899e+01,4.004189422e+01,3.645700737e+01,8.731060733e+01,6.244861276e+01,5.123487590e+01,8.368108659e+00,7.546533902e+01,4.542373018e+01,9.419528019e+01,5.561895141e+01,9.882865428e+00,8.828969573e+01,5.714070421e+01,9.582695779e+01,3.082790158e+01,3.492760370e+01,2.446325818e+01,5.457193022e+01,7.119642508e+01,9.266513068e+01,4.041343028e+01,2.392219214e+01,5.665806124e+01,5.484738157e+01,3.646718465e+01,3.925572611e+01,3.193769624e+00,2.090439325e+01,1.848123899e+01,7.188989272e+01,1.713404101e+01,1.958990501e-01,5.872463388e+01,7.907219523e+00,8.078121611e+01,4.283243420e+00,7.454697474e+01,7.949668525e+01,8.879147151e+01,2.110026512e+01,5.388267806e+00,9.830185396e+01,2.774399077e+01,2.359920341e+01,9.351508512e+01,8.033013108e+01,8.105251243e+00,8.013756909e+01,9.236130312e+01,3.419344815e+01,6.944752333e+01,9.399617821e+01,5.780977519e+01,5.660669167e+01,2.326117949e+01,9.065055874e+01,1.905602841e-02,5.485598241e+01,7.943594958e+01,6.308718361e-02,7.029398868e+01,8.764100216e+00,8.112166479e+01,8.681996627e+01,8.119532443e+01,7.160626084e+00,5.554543656e+01,5.744847758e+01,2.455279104e+01,8.276228868e+01,4.156294578e+01,4.838887708e+01,5.944151453e+01,7.606999031e+01,4.932370790e+01,5.732374009e+00,4.339396057e+01,1.220538370e+01,6.508176456e+01,6.286143090e+01,3.568389111e+01,3.211425690e+01
8.261946062e+01,3.306327424e+01,8.297369102e+00,9.835605439e+01,6.295540575e+01,8.263175885e+01,6.452337240e+01,8.057113255e+01,2.500555397e+00,7.993658704e+01,4.134133314e+01,1.386283917e+01,9.133467979e+01,5.072383078e+01,3.482806317e+01,9.119320481e+01,3.933658389e+01,3.494984064e+01,7.179537532e+01,1.462245803e+01,4.668074367e+00,4.669529534e+01,9.003596259e+01,7.841858631e-01,6.037305573e+01,9.539412320e+01,7.757671089e+01,9.451546514e+01,7.017679494e+01,5.773690228e+01,7.188204273e+01,3.238097617e+01,1.665018548e+01,5.422405483e+01,9.432681385e+01,4.154951640e+01,3.298782308e+01,9.658032627e+01,9.870031297e+01,6.100229475e+01,3.945855330e+00,6.495978913e+01,1.636996998e+00,5.267274032e+01,9.121675937e+01,8.843955914e+01,4.227340333e+01,6.918870986e+01,7.162565569e+01,9.804920053e+01,8.155035578e+01,8.766985058e+01,6.027312813e+01,3.560203480e+01,9.805545805e+00,4.515727622e+01,6.810489478e+01,9.703053907e+01,3.862543905e+00,7.612386540e+01,9.014309907e+01,2.555480972e+00,4.922859254e+01,4.567509574e+00,3.766780582e+01,7.273315961e+01,7.014884850e+01,3.562376012e+01,5.028304191e+01,2.465537373e+01,3.433766659e+01,1.112221898e+01,7.927597415e+01,8.055380162e+01,7.329355729e+01,5.303510855e+01,7.770083742e+00,5.398879573e+01,1.077475656e+01,8.675853552e+01,1.026408168e+00,9.100373505e+01,1.807143444e+01,4.009471835e+01,9.691109707e+01,4.870293843e+01,2.267944927e+01,6.823320750e+01,8.282001292e+01,7.317320151e+00,4.977404567e+00,2.200987303e+01
7.057472645e+01,6.411089160e+01,2.463494541e+01,1.890302316e+01,1.721188252e+01,2.725798687e+01,1.822871076e+01,9.940117949e+01,3.513652382e+01,2.354161677e+01,8.482511834e+01,5.325495635e+01,5.228138517e+01,9.177985189e+01,3.206381960e+01,1.059816934e+01,2.357094496e+01,1.542610184e+01,3.397286191e+01,6.549057645e+01,6.897263712e+01,2.079542607e+01,3.058615683e+01,7.709004917e+01,3.284971523e+01,5.551199072e+01,5.498379965e+01,2.852837049e+01,6.517548398e+01,7.744258464e+01,3.102776923e+00,1.379435908e+01,9.830015919e+01,5.874891835e+01,1.350296491e+00,6.404985373e+01,4.176694149e+01,6.932577667e+01,3.559029278e+01,5.866287705e+01,9.251877491e+01,9.358049841e+01,2.102883932e+00,8.924659930e+01,6.643667114e+01,1.465958547e+01,8.922929134e+01,2.554124007e+00,7.571615438e+01,7.068305135e+01,3.013034043e+01,8.199941137e+01,7.095367411e+01,9.311020847e+01,4.938488743e+01,4.693841254e+01,3.075394411e+01,9.498766766e+01,5.286762687e+01,5.554858502e+01,3.903773912e+01,6.710742873e+00,1.200908828e+01,7.681340521e+01,5.519497574e+01,2.672934991e+01,3.216974326e+01,6.692071760e+01,5.651826627e+01,8.479844784e+01,4.142788533e+01,3.837285788e+01,7.124232725e+01,9.243744538e+01,9.139087733e+01,3.601985122e+01,5.208414235e+01,9.428344796e+01,8.771463610e+01,5.558006315e+01,9.103087728e+01,4.626852178e+01,6.773959114e+01,3.380682371e+01,8.365453484e+01,6.622572411e+01,2.181212246e+01,6.636211360e+01,7.011336836e+01,6.930624395e+00,6.495942341e+01,9.517528359e+01
8.049587605e+01,5.801622890e+01,6.064409054e+01,4.172789067e+01,1.394055833e+01,5.986556143e+01,9.481357077e+01,8.082207489e+01,3.563188638e+01,8.150613126e+01,7.350708715e+01,9.073994630e+01,6.329904283e+01,8.889631173e+01,1.480375992e+01,2.917639902e+01,7.507622235e+01,9.142586032e+01,4.620853312e+00,4.836535239e+01,1.572731416e+00,9.197804728e+01,3.768730027e+01,4.825514082e+01,4.242365599e+01,6.658636016e+01,1.686029890e+01,7.416374067e+01,6.610509879e+01,7.965941078e+01,3.546587766e+01,7.411605825e+01,3.673766231e+01,5.498879912e+01,4.905165355e+01,7.484414567e+01,4.873294667e+01,6.114403244e+01,9.178645128e+01,2.599895704e+01,1.996938069e+01,7.548655208e+01,8.112936119e+01,7.855683400e+01,9.452426492e+00,4.966419823e+01,1.696136133e+01,4.428276000e+01,9.554953056e+01,8.008005247e+01,5.648379142e+01,1.718569372e+01,7.833410353e+01,6.420798210e+01,8.655711757e+01,1.132266330e+01,4.592691262e+01,1.133257627e+01,3.779400156e+00,6.491135626e+01,7.680795622e+01,5.109827081e+01,4.450706545e+01,6.121412165e+01,4.583962185e+01,4.281341808e+01,7.465059652e+01,5.904501777e+01,2.480369317e+01,6.345384470e+01,5.456531285e+01,3.126790307e+01,7.462453415e+01,6.419983137e+01,6.717499638e+01,9.877438167e+01,6.916794073e+01,5.857493412e+01,4.359189364e+01,1.756911965e+01,5.974683798e+01,2.947424674e+01,9.858044765e+01,8.554325878e+00,3.584974664e+01,7.119560735e+01,6.368853653e+00,8.339840372e+01,2.702583090e+01,8.094434486e+01,1.744452486e+01,7.342876733e+01
4.525189969e+01,8.799457171e+01,4.959568372e+01,2.642581899e+01,7.575613009e+01,2.990696371e+01,9.385054604e+00,1.897913689e+01,9.725191726e+01,7.633816856e+01,9.802474953e+01,4.696708425e+00,6.704576864e+01,8.762019884e+01,9.104022850e+01,4.532922961e+01,7.754297807e+01,8.472522900e+01,4.054136657e+01,1.079554120e+01,2.949800681e+01,6.556342178e+00,7.418365269e+01,5.742471192e+01,9.371082255e+01,7.009920581e+01,1.195295177e+00,1.024697947e+01,2.561960546e+01,7.067450823e+01,9.563721342e+01,1.110438747e+01,8.156071792e+01,2.417903225e+01,1.042611859e+01,6.000495781e+01,8.186293227e+01,5.915084436e+01,2.192610967e+01,5.416224158e+01,2.851953691e+01,6.263859095e+01,6.462201350e+00,4.239137815e+01,4.043328054e+00,4.641835869e+01,4.280427537e+01,3.722690437e+01,9.865509202e+00,9.360940272e+01,1.078674992e+01,4.875958894e+01,5.760287316e+01,7.861566314e+01,4.328317868e+01,4.627909026e+01,8.424054352e+01,6.968821565e+01,1.444119322e+01,2.939630407e+01,9.487533833e+00,6.486735418e+01,3.548802730e+01,9.610473992e+01,9.229815433e+01,2.737320396e+01,3.675125360e+01,1.959715044e+01,5.734835531e+00,6.772487603e+01,2.902372666e+01,9.768688118e+01,1.221237873e+01,9.255582866e+01,5.525558711e+00,9.318600443e+01,1.337203140e+01,6.790957240e+01,2.315459142e+01,9.225768640e+01,1.182353587e+01,7.941035625e+01,9.425221977e+00,3.709000232e+01,7.546776081e+01,2.541321327e+01,3.197072028e+01,4.016407818e+00,7.932984176e+01,2.849790655e+01,4.359874152e+01,9.122723856e+00
6.402553160e+01,8.216111388e+01,3.762554807e+01,3.686344594e+01,8.826036666e+01,1.898906226e+01,5.990349804e+01,5.524461553e+01,5.824335334e+01,3.436314512e+01,2.204042227e+01,5.830667409e+01,8.090488407e+01,8.652682026e+01,8.944975453e+01,7.431378738e+01,9.294620655e+01,1.668395980e+01,2.160694512e+01,7.837345304e+00,5.867096083e+01,5.505707537e+01,6.246826198e+01,4.191665284e+01,2.941254293e+01,5.568133872e+01,7.116193294e+01,7.198294593e+01,5.977715788e+01,5.966768623e+01,1.646752630e+01,6.306745447e+01,6.783778308e+01,7.761374223e+01,9.081408616e+01,4.925292636e+01,8.302134034e+01,6.764186371e+01,7.160544810e+01,3.829566252e+01,3.183220419e+01,8.059779461e+01,5.769910272e+01,2.659816644e+01,4.369063833e+01,3.004153614e+01,6.389615469e+01,7.651300228e+01,4.535138677e+01,5.506862816e+01,2.807307946e+01,2.538161096e+01,4.354457521e+00,9.985340460e+01,1.603979549e+01,3.412284116e+01,3.707926354e+01,4.102240937e+01,9.320408689e+01,4.372655109e+01,3.725948931e+00,2.735490257e+01,5.933820178e+01,3.545204351e+01,1.843325900e+01,3.539994065e+01,2.792818270e+01,7.702383626e+01,2.037822359e+00,6.809547994e+01,5.678847866e+01,1.068835675e+01,8.646664144e+01,2.799512522e+01,4.276463974e+01,3.709405899e+01,2.623715378e+01,8.733389828e+01,2.016873440e+01,1.785672499e+01,1.557247123e+01,9.215017793e+01,2.678757475e+01,8.652001657e+01,8.288728087e+01,7.970528135e+01,6.890727193e+01,5.655900582e+01,8.566674139e+01,5.109299709e+01,4.848885361e+01,9.741660518e+01
1.963283268e+01,9.706343545e+01,3.113451421e+01,7.988709205e+01,8.182018322e+01,2.564750766e+01,5.922797739e+00,1.308521627e+01,2.858948824e+00,5.357301656e+01,3.477910757e+00,3.789246294e+01,5.768013981e+01,9.100373412e+01,1.466440470e+01,6.655374603e+00,2.049272620e+00,1.350737686e+01,7.560286913e+00,3.926369667e+01,7.242341925e+01,3.877634737e+01,9.285486125e+01,3.928969032e+01,3.759009472e+01,7.797191996e+01,3.636035555e+01,7.636400921e+01,3.351855972e+01,7.892151388e+01,8.971291686e+01,6.867843950e+01,2.230718197e+00,9.141552742e+01,6.835532629e+01,4.454293005e+00,7.966377041e+01,3.153236724e+01,7.625738981e+01,7.313197306e+01,6.305972763e+01,8.318912573e+00,8.811965196e+01,9.590325552e+01,3.724590594e+01,8.791266552e+01,9.210984900e+01,8.613770457e+01,3.305843797e+01,4.409557097e-01,2.228318014e+01,4.243199416e+01,8.021914138e+01,5.431789417e+01,9.527720160e+01,6.903972208e+01,3.984119383e+01,8.414761239e+01,3.049055731e+01,1.725059358e+01,6.010357800e+01,5.284807203e+01,3.235814215e+01,7.217263678e+01,3.520633013e+01,5.275685446e+01,3.865670347e+01,9.748721011e+01,7.826168225e+01,6.411627768e+01,4.248613405e+01,9.735979688e+01,3.600949967e+01,3.190448219e-01,5.139694123e+01,5.143127769e+01,2.073719759e+01,4.755008467e+01,4.852205257e+01,6.412028651e+01,8.093072879e+01,7.691604126e+01,3.494292526e+01,6.124025691e+01,9.678243803e+01,1.672486264e+01,4.439890450e+01,3.574589079e+01,7.479593693e+01,4.204624204e+01,7.708122113e+00,4.902050773e+01
7.304684776e+01,1.172271491e+01,7.333607851e+01,2.701176116e+01,1.454125807e+01,9.220608253e+01,5.226203575e+01,8.004781773e+01,2.689282671e+01,4.502494501e+01,5.457514391e+01,5.252826531e+01,6.034910420e+01,7.264639426e+01,1.626973852e+01,9.203138135e+01,5.122841147e+01,1.622786758e+01,4.694369368e+01,5.044905919e+01,3.421232568e+01,5.963932150e+01,9.698330987e+01,1.076009578e+01,1.721658997e+01,5.718289088e+01,3.466601436e+01,3.727475035e+01,9.943201612e+01,7.408153205e+00,3.477912435e+01,5.790582510e+01,7.584187395e+01,5.600023935e+01,9.423402514e+01,2.465741756e+01,3.968309363e+01,7.512619108e+01,1.494234160e+01,6.376629869e+01,7.464247792e+01,2.021958352e+01,4.972507763e+01,7.766524620e+01,9.110413009e+01,8.580410274e+00,6.528772492e+00,8.850981957e+01,4.098986603e+01,5.135402844e+01,1.638251725e+01,8.069824472e+01,9.280067202e+01,6.638413969e+01,1.045345815e+01,9.329868319e+01,6.277686244e+01,4.876393849e+01,4.770550197e+01,4.441016417e+01,2.039477984e+01,9.453484847e+01,5.838552458e+01,3.636928904e+01,9.447893114e+01,1.428430852e+01,4.346578073e+01,3.593021260e+01,9.483603810e+01,3.407778730e+01,6.688980587e+01,3.348483800e+01,2.811654331e+01,5.229653169e+01,9.956783023e+01,6.801649448e+01,1.199914250e+01,8.593355157e+01,3.869490544e+00,8.250217730e+01,1.457441101e+01,9.749685957e+01,6.616813500e+01,9.285003339e+01,3.834991949e+01,1.062773538e+00,9.491618262e+01,1.663942863e+01,7.960407308e+01,1.648026790e+01,5.388816806e+01,1.335993489e+00
9.646953543e+01,4.741476425e+01,2.100064941e+01,5.239414559e+00,8.235492340e+01,1.489459053e+01,1.339276944e+01,2.000407332e+01,7.281300744e+01,9.883442324e+01,8.602049454e+01,4.573730418e+01,1.250359386e+01,2.439085889e+00,7.949792196e+01,4.816200614e+01,8.625394667e+01,7.739289541e+01,4.915481028e+01,2.883020177e+01,5.219958851e+01,7.844291691e+01,6.793893242e+01,7.315659121e+01,8.047728081e+01,5.537201780e+01,5.446424533e+01,4.809266605e+01,6.711226080e+01,1.643279141e+01,9.319680196e+01,6.089148754e+01,1.753026918e+01,9.880064764e+01,4.406991911e+01,3.201569851e+01,3.981198829e+01,8.495688093e+01,1.645448498e+01,7.408039313e+01,7.309041046e+01,3.775119582e+01,6.864069463e+01,9.394885582e+01,4.786012343e+01,9.553659096e+01,8.322366637e+01,5.725738576e+01,4.825041887e+01,1.085838702e+01,9.929091436e+01,4.760634878e+01,3.988058184e+01,2.347965236e+01,4.569003723e+00,5.056833039e+01,4.322393382e+01,8.068421295e+01,9.435134296e+00,5.162544993e+01,3.428854676e+01,9.517363792e+01,2.134466537e+01,7.874916476e+01,5.306223755e+01,1.581052701e+01,2.473944820e+01,8.950637773e+00,3.206645602e+01,7.421741394e+01,8.837859204e+01,4.319367432e+01,7.859256483e+01,6.255039393e+01,9.602629524e+01,5.192921230e+01,8.841071756e+01,1.980775802e-01,8.284370896e+01,3.702455948e+01,5.790988893e+01,3.899371119e+01,7.439712514e+01,8.797619694e+01,9.374349396e+01,1.071296899e+01,5.345197359e+01,4.940103031e+01,2.725760651e+01,4.234448358e+01,9.635921636e+01,7.957010663e+01
9.224990059e+01,9.474454402e+01,2.080998537e+01,7.056443249e+01,5.847837609e+01,7.070737437e+01,9.008610335e+01,3.275184861e+00,3.589730825e+01,1.285700298e+01,7.674576453e+01,9.466245443e+01,4.962549301e+01,5.802629105e+01,4.074149032e+01,4.249561864e+01,8.600523308e+01,3.509384314e+01,1.799359298e+01,7.843805229e+01,6.712193130e+01,3.506435530e+01,7.980084605e+01,3.842324996e+01,9.442283831e+01,5.192674133e-01,8.625128007e-01,7.456325885e+01,8.061084446e+01,5.195011755e+01,2.931242288e+01,2.823027457e+01,4.349291277e+01,5.532068496e+01,5.563987092e+01,7.066574368e+01,3.220622175e+01,3.716011677e+01,4.714949972e+01,5.778420389e+01,6.942918779e+01,2.642245201e+01,9.152852239e+01,7.635178973e+01,7.219250829e+01,9.941621046e+01,1.823488736e+01,7.086705037e+01,7.101797685e+01,5.400560107e+00,9.573944067e+01,1.357768496e+01,2.376307261e+01,9.104670114e+01,3.570239782e+01,9.754800582e+01,2.758087331e+01,8.288818848e+01,1.875798288e+01,3.740030995e+01,2.999318449e+01,6.862121343e+01,4.537814450e+01,3.909075805e+01,9.853333502e+01,2.000432959e+01,4.319266050e+01,8.918725104e+01,6.278422931e+00,1.627028437e+01,6.582968788e+01,6.472104602e+01,8.450191743e+01,4.489271594e+00,4.695877201e+01,6.960747174e+01,5.087369678e+01,6.930533041e+01,6.688814656e+01,3.812983531e+01,9.495885731e+01,2.330359267e+01,4.043346490e+01,1.697576585e+01,4.747022909e+01,7.217726824e+01,7.248931823e+01,2.578392401e+01,4.049465899e+01,2.312945229e+01,5.265944902e+01,1.368729754e+01
3.503801489e+01,5.493708041e+01,1.275507515e+01,1.766075288e+01,8.130945430e+01,2.797519845e+01,8.306591764e+01,5.496592978e+01,7.169115097e+01,7.493210658e+01,4.552416134e+01,5.431725446e+01,5.577097962e+01,7.501386932e+01,3.375602123e+01,6.918999384e+01,4.716747690e+01,7.636059941e+01,4.855777505e+01,8.785703776e+01,3.131419158e+01,8.570068240e+01,9.493832653e+00,1.974763951e+01,7.497831887e+01,2.501179173e+01,8.642974591e+00,6.445567617e+00,5.466652052e+01,3.471206524e+01,8.362569262e+01,5.170189835e+01,5.285780939e+00,5.229471070e+01,2.125444289e+01,6.766650785e+01,7.485265726e+01,9.353190385e+01,4.534607876e+01,8.375181074e+01,4.474897123e+01,6.308479816e+01,8.493857765e+00,7.708183777e+01,9.074345678e+01,1.966870390e+00,5.342923316e+01,4.862463742e+00,9.323792173e+01,7.638251636e+00,8.479799596e+01,7.933199812e+01,9.439383476e+00,7.326207068e+01,3.199141577e+01,3.042061432e+01,5.464470278e+01,9.208819499e+01,3.588274769e+00,6.041846239e+01,4.785669068e+01,6.000599089e+01,1.820974158e+01,8.069328040e+01,6.387598987e+01,3.590998917e+01,1.237173139e+01,9.181148156e+01,6.550271290e+01,3.470331274e+01,1.279596980e+01,1.908645399e+01,3.460319410e+01,8.204691914e+01,1.102112242e+01,7.474198870e+01,6.767953907e+01,1.436613509e+01,9.383057876e+01,2.286999701e+01,5.696440993e+01,2.775899352e+01,1.422934316e+01,9.576565062e+01,6.317940130e+01,4.036772375e+01,7.869916131e+01,8.943836470e+01,7.367590649e+01,8.601795566e+01,9.778925144e+01,6.603560944e+01
1.908053460e+01,6.746462680e+01,4.197619599e+01,2.988413904e+01,4.069790974e+01,2.246623302e+01,1.643771580e+01,5.674865584e+01,2.602603920e+00,6.600879537e+01,1.518281203e+01,4.324895377e+01,2.697714694e+01,7.045295143e+00,6.756765877e+01,4.038272971e+01,5.117430837e+01,3.542451520e+01,9.950892162e+01,9.732902239e+00,9.480279657e+01,9.528285074e+01,1.171798375e+01,4.231262680e+00,9.571394221e+01,3.897671825e+01,4.173102641e+01,7.834783856e+01,6.736956315e+01,2.821257645e+01,4.779637577e+01,3.869377642e+01,9.979908389e+01,5.735001675e+01,1.052979919e+01,5.047814711e+01,2.953496187e+01,8.168974395e+01,5.350940376e+01,9.309628758e+00,5.380797789e+00,1.447457102e+01,2.800563022e+01,1.015592440e+01,9.173510636e+01,7.573719417e+01,9.235718743e+00,1.688269685e+01,1.912800555e+01,4.406178393e+01,5.104101493e-01,3.013292101e+01,8.070820133e+01,4.939365013e+01,4.135143177e+01,4.099092637e+01,9.546421167e+00,3.648551832e+01,8.389873757e+01,6.595857838e+01,6.152568963e+01,4.002126816e+01,7.983156253e+01,7.558996310e+01,8.263264639e+01,5.578847300e+01,3.769655807e+01,6.885747239e+01,4.484706789e+01,9.327274069e+01,5.441694358e+01,1.122288566e+00,4.502772453e+01,6.750608318e+01,6.088464636e+01,6.548549344e+01,4.257171851e+01,8.265340191e+01,5.404857565e+01,4.480467611e+01,4.014981772e+01,4.404807971e+01,6.852960287e+01,5.015071070e+01,7.639405509e+01,9.853894530e+01,3.091701575e+01,4.206787103e+01,7.824505091e+00,5.260754240e+01,3.777773500e+01,1.181331725e+01
