v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43
2.420128810e+01,9.378702441e+01,8.601192836e+01,3.686885056e+01,5.505793071e+01,3.348790536e+01,4.954561807e+01,9.985603519e+01,1.585477805e+01,3.999317479e+01,4.860767286e+01,9.010368131e+01,7.675818499e+01,2.902466773e+01,9.541333795e+01,9.984095661e+01,3.197818704e+00,5.171933229e+01,7.595386575e+01,4.940618754e+01,9.125084234e+01,8.494404853e+01,3.724483748e+01,6.650049751e+01,2.821770289e+01,1.638515232e+01,8.151788359e+01,9.008968445e+01,7.984336880e+00,2.481738985e+01,3.045719811e+01,4.305196072e+01,3.613262911e+01,9.140820908e+01,2.081105690e+01,4.295330531e+01,8.303660402e+01,3.413052668e+01,8.850244669e+01,5.622307219e+01,7.835535838e+01,4.526257732e+01,8.771846998e+01
6.344386358e+01,6.504376969e+01,9.748204299e+01,9.460028657e+01,3.555242887e+01,5.758151214e+00,2.678182217e+01,2.233998668e+01,3.876373270e+00,8.704383250e+00,5.302636878e+01,3.255717634e-01,5.648469938e+01,1.756460820e+01,8.461551825e+01,8.959276969e+00,7.112947320e+00,8.767937184e+01,6.818524716e+01,3.852369996e+01,2.527809550e+01,8.047138179e+01,9.073387971e+01,3.653846407e+01,7.433273093e+01,6.301313268e+01,3.719568833e+01,2.741424801e+01,3.787293679e+00,5.593646031e+01,4.616038847e+01,2.616107104e+01,4.603672776e+01,7.728788551e+01,2.643539781e+01,3.579324727e+01,4.572690591e+01,1.953136200e+01,6.489856764e+00,8.984031313e+01,9.566436865e+01,5.054648427e+00,6.398241372e+01
1.471387227e+01,5.052977442e+01,5.341421763e+01,4.337641819e+01,6.324576358e-01,1.342239608e+01,9.445199039e+01,9.661649904e+01,1.865083085e+01,6.109538713e+01,8.346314949e+01,2.124244063e+01,1.292887072e+01,8.374133555e+01,6.756270371e+01,2.966325498e+01,7.669291298e+01,3.912973463e+01,1.577829260e+01,5.616183849e+01,2.634496826e+01,5.515148259e+01,7.182337824e+01,1.539533177e+01,7.500187287e+01,9.424676875e+01,2.429416829e+01,8.656940686e+01,8.454664495e+01,5.469592886e+01,6.506150419e+00,6.342795312e+01,6.824237870e+01,8.538470835e+01,7.302278356e+01,8.520814116e+01,3.925110458e+01,1.150203882e+01,4.001993383e+01,1.148438699e+01,4.862667778e+01,6.500403588e+01,9.071599556e+01
4.105295418e+01,8.401921917e+00,8.349765074e+01,4.821123695e+01,5.518226664e+01,1.684801636e+00,3.777413091e+01,3.812455501e+01,4.783834899e+00,1.828288454e+01,8.039750924e+01,2.314684500e+01,7.216178323e+00,9.025174675e+01,4.066609746e+01,9.181487847e+01,2.403620746e+01,3.253630837e+01,7.759223447e+00,8.908955872e+01,2.848389184e+00,3.858590238e+01,1.314835600e+01,1.612896655e+01,2.042603448e+01,6.867982033e+00,8.920471757e+01,1.720286750e+01,6.949837214e+01,2.881810092e+01,7.609885751e-01,2.041262924e+01,7.225781177e+01,3.470793131e+01,7.968194507e+01,7.309868351e+01,3.560548931e+01,5.681713525e+01,5.862195527e+01,7.665314329e+01,2.330498486e-01,9.959227041e+01,1.765630093e+01
4.337636099e+01,1.966703384e+00,1.135791661e+01,2.349439665e+01,3.763907127e+01,9.969235544e+00,4.304600309e+01,2.374888712e+01,5.025219129e+01,6.586712732e+01,3.591381696e+01,7.766457026e+01,8.231492075e+01,7.931641260e+01,7.466535976e+01,4.288001815e+01,9.237761565e+01,8.556478872e+01,7.772981059e+01,4.955621806e+01,4.223439482e+01,2.789507996e+01,1.830772006e+01,5.978867105e+01,2.802808882e+01,8.485101144e+00,5.667728060e+01,8.537358339e+01,9.228673277e+01,2.019702015e+01,6.602125890e+01,2.687903217e+01,7.556587914e+01,3.646301231e+00,5.982866488e+01,1.489805152e+01,2.442097338e+00,4.043649416e+01,5.794396789e+01,4.121089844e+01,7.870356114e+01,5.461389289e+01,6.279443267e+01
8.375491792e+01,5.835080320e+00,1.716277325e+01,3.710219429e+01,4.015146608e+01,5.216383809e+01,1.316379028e+01,5.467322791e+01,3.049389531e+01,8.678315974e+01,2.372195856e+01,3.393104286e+01,3.095124508e+01,5.741184586e+01,4.713784942e+01,3.358236945e+01,8.700526464e+01,1.281314446e+01,1.246328757e+01,5.018356347e+00,8.318715844e+01,4.161243764e+01,6.069251741e+00,5.661787790e+01,9.519981864e+01,3.593276287e+01,3.372961487e+01,5.601561299e+00,4.603174882e+01,9.532973168e+01,1.229386127e+01,7.374853978e+01,3.090907955e+01,3.926137943e+01,6.277278006e+01,4.837850130e+01,1.532854692e+01,2.129233979e+00,9.663737537e+01,3.842667042e+01,1.807150470e+01,4.680209122e+01,6.067442113e+00
6.784143925e+01,5.513577711e+01,1.802611498e+01,3.080775001e+01,9.812579090e+01,5.662182906e+01,8.077372842e+01,2.248837814e+01,5.696285146e+01,9.658781817e+01,7.164115532e+01,7.519278313e+01,3.020057500e+01,6.427198438e+01,8.124465055e+01,3.899575525e+01,8.677856544e+00,6.601396445e+01,6.207183779e+01,1.445805960e+01,3.905618147e+01,7.722451896e+01,2.610230304e+01,1.659493637e+01,9.227350665e+01,6.807755437e+01,8.536758752e+01,2.656820455e+01,3.751671575e+01,3.775220863e+01,2.767548711e+01,2.242558061e+01,9.993570428e+01,4.241034473e+00,9.349987010e+01,9.334185246e+00,6.056565511e+01,7.831507574e+01,5.363482239e+01,8.429026741e+01,4.736213134e+01,8.882815617e+01,7.786839086e+01
3.187523947e+01,5.898432260e+01,9.669058933e+01,9.106074980e+01,3.903793840e+01,2.738049338e+01,6.385898231e+00,9.634583885e+01,9.540771490e+01,8.289086457e+01,2.016988627e+01,8.553234015e+01,4.226187239e+01,9.978990717e+00,5.973706553e+01,8.819920321e+00,8.611578110e+01,9.503643143e+01,4.342791916e+01,8.899994841e+01,6.654966361e+01,8.957556428e+01,6.789489319e+01,8.056802441e+01,1.539768685e+01,8.863479958e+01,8.428056243e+01,6.091238890e+01,4.891783510e+01,3.094828484e+01,2.917255398e+01,4.205903109e+01,8.685226798e+01,7.231453632e+01,9.930419179e-01,8.622741890e+00,8.992808977e+01,5.168292257e+01,7.973636990e+01,8.541657994e+01,5.985185010e+01,8.524258878e+01,2.978497497e+00
9.048883157e+01,8.021890438e+01,5.474961195e+01,2.806556076e+01,2.266849182e+01,4.163914047e+01,5.328267286e+01,3.043571999e+01,6.163823383e+01,2.227330998e+01,7.865782594e+01,6.932475085e+01,1.910747092e+01,3.787327089e+01,2.964138441e+01,9.339677922e+01,8.957945009e+01,6.047087497e+01,4.044033342e+01,2.752789583e+01,1.875572404e+00,6.932009911e+01,7.215808463e+00,1.431223782e+01,7.414562399e+01,5.447705321e+01,5.793986464e+01,2.472618178e+01,3.915391810e+01,8.601598023e+01,1.441577374e+01,9.491457922e+01,6.363562491e+00,4.831869786e+00,6.111028332e+01,4.881197172e+01,8.840895705e+01,7.520087455e+01,4.669730628e+01,1.056198747e+01,6.010990603e+01,9.728781219e+01,8.573632543e+01
7.273278519e+01,3.627971832e+01,9.140145812e+00,9.725440130e+01,8.180483320e-01,1.108433137e+01,1.635637966e+01,8.651883910e+01,9.832126789e+01,1.448525085e+01,1.723784382e+01,1.768263494e+01,2.158241722e+01,9.845480820e+01,3.130152989e+01,8.416092666e+01,5.995556736e+01,4.562007794e+01,5.007187378e+01,9.589556258e+01,2.950107293e+01,8.272380114e+01,7.119651209e+00,5.310142138e+00,9.110479508e+01,8.700331003e-01,5.600915193e+01,4.814520465e+01,3.928981204e+01,7.607513486e+01,6.272323311e+01,2.470428143e+00,1.232645055e+01,4.209527130e+01,2.022557808e-01,1.246918847e+01,6.572463421e+01,7.355827176e+01,9.593942336e+00,4.068245049e+01,8.247405391e+01,1.516081593e+01,6.494517545e+01
9.227308150e+01,7.504560526e+01,8.373708843e+01,3.447491981e+01,5.726268714e+01,1.770612911e+01,2.768659499e+01,9.324394902e+01,2.104202392e+01,4.976812033e+01,8.987238515e+01,4.086428541e+01,9.514171331e+01,6.346615383e+01,7.546366800e+01,3.832968026e+01,3.833936269e+01,8.111283954e+01,2.333661117e+01,1.463141779e+01,3.204084219e+01,7.332821278e+01,5.478066308e+01,2.794437904e+01,4.861467523e+01,7.249800602e+01,2.903964936e+01,1.277697971e+01,2.998437226e+01,9.220642339e+01,9.223341369e+01,5.972911611e+01,7.500377608e+01,5.973844199e+01,9.593032960e+01,6.338472899e+01,7.436083894e+01,7.630069436e+00,8.119306807e+01,4.957192737e+01,8.603452086e+01,9.607104741e+01,7.706581582e+01
1.967154837e+01,9.406811694e+01,1.467533941e+01,4.452378652e+01,7.555124998e+01,3.508342674e+01,5.370499271e+01,1.647860252e+01,2.717872097e+01,2.134562193e+01,7.275643111e+01,6.416158758e+01,3.980050819e+01,1.279872603e+01,1.692725424e+01,5.196169266e+01,6.629588772e+01,4.206477203e+01,8.344027450e+01,2.139400986e+01,4.875550634e+01,6.537140536e+01,7.376149133e+01,5.040122369e+01,1.996545591e+01,6.597036001e+01,2.245627420e+01,6.826858167e+01,4.780945879e+00,5.943290389e+01,3.259648443e+01,5.996801588e+00,2.018534198e+01,3.560836392e+01,1.659193150e+01,1.656618618e+01,8.460561024e+01,1.619967578e+01,4.393073827e+01,9.277411917e+01,6.057464314e+01,9.960762897e+01,7.430606815e+01
4.142701884e+01,3.118740981e+01,1.567060152e+01,7.571352547e+01,7.339264684e+01,6.045781411e+01,1.425291442e+01,2.123414902e+01,1.036440760e+01,8.394586554e+00,5.210451369e+01,7.852435104e+01,4.831026362e+01,4.985401407e+01,7.588044037e+01,7.808707000e+01,1.892728812e+01,3.732265104e+01,9.761734091e+01,6.038730109e+01,8.250128439e+01,8.983777979e+01,6.320066246e+01,7.228174951e+01,3.528136431e+01,7.974324062e+01,3.885062130e+01,4.841480670e+01,9.378274131e+01,8.665875463e+01,2.637610450e+01,4.190198125e+01,4.981434951e+01,9.680856556e+01,1.318356307e+01,5.527565520e+01,3.010961755e+01,2.074487830e+01,8.816275875e+01,1.241771981e+01,9.155004800e+01,7.145183833e+01,9.530077553e+01
5.207879478e+01,8.325551491e+00,7.395865596e+01,5.385439172e+01,5.709056123e+01,7.479162212e+01,7.151531321e+01,1.224382861e+01,4.303325063e+01,8.834755265e+01,6.006361393e+01,2.411378011e+01,9.913267050e+01,5.676249515e+01,2.051747566e+01,2.051872330e+01,7.122792700e+01,6.536519929e+01,6.100647441e+01,4.935983406e+01,3.644067132e+01,3.612337604e+01,8.984481467e+01,2.276324579e+00,6.743777233e+01,9.748872737e+01,2.496712605e+01,3.788741174e+01,3.787460853e+01,9.476825918e+00,5.634501756e+01,7.876593444e+01,2.110397774e+01,4.617740363e+01,5.699427799e+01,7.989443393e+01,9.694625416e+00,4.609001676e-01,5.941414048e+01,9.397284697e+01,1.580517623e+01,3.484874446e+01,4.980211054e+01
4.350352191e+00,8.644107753e+01,6.828364324e+01,3.059398540e+01,4.170534155e+01,2.487324885e+01,9.301132531e+01,1.275324449e+01,5.206004785e+01,8.750618602e+01,1.976296625e+01,2.847068662e+01,3.771384942e+01,9.533023925e+01,7.248764645e+01,7.132266450e+01,6.856230974e+01,7.940316040e+01,6.923618364e+01,9.632316609e+01,8.893193741e+01,8.251514512e+01,3.343882254e+01,2.517169103e+01,2.317334766e+01,8.516184648e+01,2.529091579e+01,1.385308184e+01,3.803215743e+01,4.750748827e+01,2.305186292e+01,7.826468562e+01,6.690524220e+01,3.589483981e+01,5.358141394e+01,4.199590917e+01,4.040327892e+01,8.172002827e+01,3.942690411e+01,6.719363968e+01,4.431745093e+01,2.376769299e+01,3.033865415e+01
9.953211492e+01,9.887036856e+01,2.483993201e+01,3.098417053e+01,4.238711810e+01,6.553589370e+01,6.336188544e+01,2.322447622e+01,9.000299214e+01,3.161622890e+01,1.457039041e+01,9.463784349e+01,6.056276814e+01,5.691290046e+01,1.837154193e+01,5.724564447e+01,5.349632813e+01,9.342377421e+01,5.135674547e+01,7.442737394e+01,2.076857231e+01,9.490661645e+01,7.510700040e+01,7.372543546e+01,2.771060521e+01,4.942915852e+01,3.607406177e+01,8.451001831e+01,5.371583379e+01,9.966929566e+01,3.592853218e+01,9.171762022e+01,2.146722061e+01,4.746821788e+01,8.782252844e+01,5.474247441e+01,2.552495616e+01,2.442121799e+01,8.238091163e+01,9.662053860e+01,1.501146780e+01,1.920221634e+01,4.463829530e+01
1.209134886e+01,4.226584097e+01,4.199293945e+01,3.277983508e+01,3.547916182e+00,9.598300300e+01,3.294610723e+01,3.605693983e+01,7.448612430e+01,3.895873719e+00,3.315987313e+01,8.515250033e+01,9.811034897e+01,8.970176410e+01,4.012844170e+00,1.418807918e+01,2.837880846e+00,3.506179534e+00,6.350242312e+01,1.905849623e+01,8.041391267e+01,3.985245644e+01,4.013301409e+01,9.751342031e+01,5.263830959e+00,6.892161018e+01,9.132054090e+01,9.825474857e+01,1.243776020e+00,3.767904905e+01,3.867307535e+01,8.760558314e+01,1.269308946e+01,6.663617387e+01,3.243906252e+01,9.892151029e+01,4.672432698e+01,7.097061187e+01,5.119036118e+01,1.928014447e+01,9.983669863e+01,7.646875285e+01,3.387632996e+01
7.859955530e+00,7.029954417e+01,1.656944592e+01,7.113284719e+00,2.831760058e+01,3.207844047e+01,7.730025018e+01,7.847599621e+01,7.742323485e+01,8.539290109e+01,3.047490222e+01,6.691816452e+01,6.664344500e+00,3.373326629e+01,1.204086345e+01,9.967313292e+01,4.577687973e+01,2.865482513e+01,6.363683107e-01,1.981213573e+01,9.944394229e+01,6.526505069e+01,1.699539735e+01,4.717452707e+01,8.321010646e+01,5.148177536e+01,7.120176295e+01,9.815274589e+00,1.647243961e+01,8.438091800e+01,1.977436170e+01,2.117276082e+01,9.438703334e+01,3.034567827e+01,6.566240345e+01,8.700036826e+01,5.927875767e+01,4.962196506e+01,5.743760018e+01,9.178465257e+01,1.763232579e+01,9.041765062e+01,9.887036696e+01
2.651120059e+00,1.647645149e+01,5.138184235e+01,9.651735790e+01,4.643319322e+01,8.287597577e+01,2.933100430e+01,8.599148593e+01,1.243594310e+01,4.509253006e+01,1.633027012e+01,4.439902916e+01,4.575486918e+01,5.532560797e+01,8.622604514e+00,4.252857235e+00,5.743130864e+01,5.505048960e+01,8.659824512e+01,8.255136536e+01,4.240113456e+01,4.802325232e+01,1.564758038e+00,4.860324537e+01,4.982839594e+01,2.580154645e+01,8.362854363e+01,3.934900497e+01,7.470866182e+01,8.453570720e+01,8.737657014e+01,8.821020353e+01,7.270674623e+01,7.665919059e+01,1.706896192e+01,8.948693197e+01,6.101484055e+01,6.201818611e+01,3.678070118e+00,2.262942241e+01,6.020529510e+00,4.947118509e+01,5.262791032e+01
5.474668457e+01,5.721746757e+01,7.050012414e+01,5.956630124e+01,4.541569927e+01,5.045277759e+01,9.474400829e+01,7.535922497e+01,9.123253468e+01,3.548462859e+01,6.229625011e-01,8.155672699e+01,9.392096647e+00,6.458688447e+01,7.110997579e+01,9.670181665e+01,6.747708470e+01,8.648315672e+00,1.949665316e+01,2.862558939e+01,8.802210615e+01,1.133481477e+01,3.399200206e+01,7.156603975e-01,6.294963885e+01,6.995558721e+01,2.288708933e+01,8.701087596e+01,2.291296113e+01,4.865767365e+01,2.797277244e+01,7.684057829e+01,3.109139715e+01,8.041376754e+01,3.020149420e+01,4.018223470e+00,9.580583561e+01,4.487310773e+01,4.315338408e+01,4.302488098e+01,9.359369845e+01,3.256667398e+00,7.680931455e+01
8.649987181e+00,2.479005547e+01,4.334241446e+01,7.070310404e+01,3.359520883e+01,9.545228198e+01,4.254812437e+00,6.576926038e+01,7.417727442e+01,8.268163523e+01,3.445161733e+01,6.311499057e+01,2.672429167e+01,7.425338253e+01,5.146820191e+01,8.871061833e+01,4.512580384e+00,2.820703366e+01,9.689353541e+01,3.578588939e+01,8.166205009e+01,3.508178703e+01,1.180285060e+01,5.548082983e+01,6.849795785e+01,2.377878971e+01,6.767367417e+01,2.921962288e+01,7.509438265e+00,2.245719721e+01,8.141485995e+00,3.186221455e+01,4.476224806e+00,3.156986776e+01,9.333461204e+01,8.466667090e+01,7.321825035e+01,2.521373762e+01,4.806614793e+01,4.783114095e+01,6.740370753e+00,3.429477380e+01,8.525943801e+00
1.358600270e+01,5.262316917e+01,5.444990492e+01,8.464898893e+00,2.422454076e+01,3.434039596e+01,5.452303117e+01,3.801786828e+01,2.429588004e+01,5.482063717e+00,6.793814819e+01,7.082747114e+01,4.520649099e+01,4.833240073e+01,4.784704011e+01,2.572058650e+01,3.651008952e+01,1.988463993e+01,3.778715891e+00,7.205570121e+01,7.723244383e-01,1.047257703e+00,1.375400693e+01,9.252266857e+01,9.395453963e+01,8.599445547e+01,1.453121441e+01,1.176063254e+01,1.481838266e+01,9.923231585e+01,7.307259823e+01,2.204724590e+01,7.670031794e+01,6.107730789e+01,3.143415315e+01,5.467076341e+01,4.191530591e+01,7.272324223e+01,2.429522303e+01,3.561296931e+01,8.803604251e+01,8.978751855e+01,3.118102324e+01
9.701003494e+01,9.251223253e+01,7.037322462e+01,4.261905056e+01,3.450870266e+01,6.026698346e+01,4.733225942e+01,8.431586803e+01,5.497021242e+01,3.729332505e+01,1.433386010e+01,5.521887390e+01,3.240584140e+01,6.697065369e+01,2.154827292e+01,9.842548631e+01,4.807831883e+01,7.660554079e+01,7.673117100e+01,3.811787070e+01,1.454607797e+01,8.183886706e+01,7.998323356e+01,8.179541490e+01,5.602968590e+01,5.497314819e+01,9.018879893e+01,7.530284823e+01,3.985709704e+00,4.422061025e+01,2.211461327e+01,8.536370171e+01,3.399982768e+01,1.730304409e+00,1.930904510e+01,6.715568538e+01,7.923279252e+01,1.375477259e+01,1.291697514e+01,9.239017626e+01,9.407710570e+01,6.934368354e+01,3.928303400e+01
8.329596818e+01,1.936156231e+01,2.370115731e+01,2.624723356e+01,2.876525440e+01,4.468722920e+01,5.284093616e+01,2.854975409e+01,2.090659176e+01,3.499918241e+01,2.195347176e+01,3.671786362e+01,2.806692367e+01,8.320576009e+01,9.409573426e+01,8.000473290e+01,7.361908589e+01,2.437928558e+01,1.228326206e+01,7.406765583e+01,9.925518331e+01,6.924038441e+01,7.075371112e+01,7.144557823e+01,7.296059173e+01,4.464504466e+01,9.757161288e+01,9.016368713e+01,2.095921766e+01,8.032902119e+01,7.336800555e+01,1.655644889e+01,4.049875525e+01,2.570144270e+01,9.821110785e+01,7.580989190e+01,6.590934710e+01,2.735755211e+01,7.084294938e+01,8.860422315e+01,3.624945097e+00,6.072095966e+00,1.722869606e+01
8.407951431e+01,2.776152510e+01,4.064163329e+01,4.398584462e+01,8.466175876e+01,6.714294493e+01,7.828971712e+01,7.509039975e+01,4.880462396e+01,1.141954544e+01,4.445465863e+01,2.025263834e+01,5.726151869e+00,2.876313291e+01,6.147902093e-01,8.035767423e+01,6.387928730e+01,6.126129215e+01,4.756089559e+01,5.783187232e+01,4.170594199e+01,6.803583531e+01,3.670332976e+01,3.070057578e+01,2.656201212e+01,2.727075323e+01,9.561667988e+01,2.784740106e+01,6.007819254e+01,9.570772043e+01,4.201695798e+01,3.423862460e+01,7.971314620e+01,6.160281568e+01,3.296946290e+01,3.815569970e+01,1.698828586e+01,4.331233394e-02,9.461549561e+01,9.804119087e+01,8.232316891e-01,5.040302227e+01,3.758645346e+01
8.841870516e+01,3.423768975e+01,3.840589369e+01,1.639835015e+01,5.896859041e+00,7.573907870e+01,9.936889707e+01,7.240204389e+01,9.266734172e+01,6.885737392e+01,7.893864163e+01,8.417336944e+01,8.639089789e+01,7.975830069e+01,1.135516990e+01,5.700539136e+01,9.271596854e+01,3.448770152e+01,5.620870905e+01,5.319639508e+01,8.059664451e+01,5.200101081e+01,3.874104526e+01,7.068722380e+01,3.541067296e+01,4.444859717e+00,2.762056639e+01,6.933790312e+01,4.914547174e+01,1.140257145e+01,5.917699361e+01,7.896331482e+01,7.700881000e+01,7.320131709e+01,3.106034500e+01,7.821778665e+01,7.193148456e+01,5.606531153e+00,7.444364551e+01,7.683215396e+01,9.812295154e+01,1.678851751e+01,8.312071900e-01
2.678072585e+01,2.515631593e+01,2.280370957e+01,5.367053858e+01,8.286506984e+01,4.061713663e+01,1.470503660e+01,3.262523368e+01,6.456908893e+01,3.240726597e+01,1.362968768e+01,6.877187921e+01,3.487577119e+01,9.954066272e+01,2.870732014e+01,6.087904345e+01,1.586256196e+01,3.216650402e+01,1.870924197e+01,7.982681436e+01,2.829493047e+01,1.196636146e+00,6.039593721e+01,3.271565670e+01,4.336969961e+01,8.486427358e+01,5.761618325e+01,6.705203756e+01,9.591315687e+01,6.389656525e+01,6.318967622e+01,4.304634752e+00,8.268135477e+01,8.076998926e+01,5.094439252e+01,9.432811734e+01,2.760098693e+01,4.832920530e+01,2.681251597e+01,2.035464392e+01,8.759813275e+01,2.887960146e+01,1.645711047e+01
4.185260066e+01,9.670341757e+01,7.605417300e+01,2.177030398e+01,1.444036440e+01,2.696206071e+01,1.565120681e+01,5.089785660e+01,8.963889132e+01,6.811930399e+01,7.738369667e+01,3.831338761e+00,4.459739591e+01,8.135623868e+01,4.939447295e+01,4.734675368e+01,6.375197105e+01,8.233642073e+01,3.679332545e+01,9.824069349e+01,5.073292724e+01,3.564061607e+01,8.197837425e+00,1.803512322e+01,9.323219791e+01,9.019842208e+01,2.144660703e+01,2.017745069e+01,7.151050838e+01,5.649089642e+01,9.368314705e+01,5.522245741e+01,2.633896210e+01,2.612413490e+01,8.930313912e+01,5.398566320e+01,1.787659897e+01,6.384397365e+01,1.611729140e+01,1.775007102e+01,4.084729978e+01,5.427339607e+01,6.336919457e+01
8.017553759e+01,9.854339332e+01,9.076706862e+00,1.396474891e+01,9.159795886e+01,5.414666027e+00,1.412768408e+01,9.543503367e+01,1.375151854e+01,9.364993088e+01,4.826693913e+01,2.192652469e-01,3.417993153e+01,4.809967298e+01,9.083425937e-01,9.577783488e+01,8.585952370e+01,6.542349728e+01,5.520953972e+01,5.061911636e+01,5.727364132e+01,5.661711140e+01,9.368909186e+01,8.381924725e+01,4.450480498e+01,8.720061280e+01,4.002830768e+01,6.626706674e+01,9.434675615e+01,5.379094004e+01,3.462698050e+01,6.764679049e+01,6.176261425e+01,5.462333312e+01,7.106708136e+00,8.971730512e+01,2.353750605e+01,2.238130748e+00,4.789676595e+01,4.914808338e+00,5.388417777e+01,6.778560726e+01,1.409701360e+01
6.886821889e+01,3.352056094e+01,2.554126517e+01,8.623906608e+01,6.638003057e+01,2.475062002e+00,5.047023841e+01,7.227526981e+01,2.297245354e+01,3.786930668e+01,2.344804934e+01,8.263932678e+01,7.403871508e+01,7.948444637e+01,1.043573364e+00,3.150123695e+01,5.787134741e+01,8.083181847e+00,9.339002824e+01,8.824963858e+01,6.798397539e+01,2.193226607e+01,5.000250593e+01,6.972978002e+01,9.400186566e+01,5.680771504e+01,5.144298034e+01,8.280360729e+01,7.437649107e+01,1.268866343e+01,9.322327259e+01,2.065757891e+01,2.127267376e+01,8.056362310e+01,4.469562380e+01,4.579960986e+01,4.180215677e+00,6.505348041e+01,9.383185728e+01,8.268140778e+01,5.833854226e+01,8.252504766e+01,3.737415634e+01
4.210580851e-01,6.301830935e+01,2.719721271e+01,4.406992770e+01,8.931021732e+01,7.770337368e+01,3.813414897e+01,7.727267709e-01,7.754343936e+01,7.965225497e+01,6.880764391e+01,1.499233446e+01,4.959618635e+01,6.589033895e+01,4.956920743e+01,2.985562737e+01,1.774738097e+01,4.150845950e+01,3.627497801e+01,9.326909317e+01,7.028705032e+01,3.677222929e+01,8.155280891e+01,3.132830938e+00,8.681149186e+01,6.169935362e+00,9.244742577e+01,7.014813014e+00,7.153465181e+00,1.781834480e+01,7.523880469e+01,3.351741159e+01,7.897172108e+01,5.947946772e+01,5.044874953e+01,5.342551913e+01,7.695069172e+01,3.857694033e+01,8.847949721e+01,9.791049353e+01,3.394444716e+01,4.083080344e+01,4.525346657e+01
7.192352180e+01,8.759675861e+01,7.611310426e+01,9.217599298e+01,9.693749663e+01,6.869600823e+01,1.025011844e+01,1.950416689e+01,4.478623680e+01,5.013455118e+01,3.567159357e+01,4.185408464e+01,5.668497697e+01,4.845117888e+01,5.220212225e+01,6.801426089e+01,1.418692247e+01,5.461410674e+01,8.735282143e+01,9.360918254e+01,2.913224776e+01,4.142302095e+01,4.544958539e+01,6.377733066e+01,6.092962915e+01,3.559377559e+01,8.342991609e+01,7.908826127e+01,6.331921429e+01,7.101260236e+01,3.207318253e+01,4.357979130e+01,3.538718820e+01,4.955935119e+01,4.138868875e+01,9.266491649e+01,4.688914367e+01,8.089857058e+01,9.513091789e+01,6.317270599e+01,2.610037347e+01,4.274437517e+01,2.985525075e+01
8.499788785e+00,7.726942852e+01,3.259277811e+01,4.437683937e+01,4.489339141e+01,5.522226503e+01,8.624587410e+01,8.678133147e+01,7.891504849e+01,9.311454222e+01,1.504239507e+01,7.361002048e+01,8.670920443e+01,7.631593843e+01,4.866768609e+01,8.097707933e+01,3.257156220e+01,9.203237535e+01,4.743278583e+01,6.541486157e+01,2.669690685e+01,2.858109643e+01,7.432118381e+01,5.952703376e+01,9.998134352e+01,6.749955714e+01,3.329000535e+00,2.343263884e+01,9.153760066e+01,8.992400357e+01,7.295201982e+01,2.966971607e+00,4.135113142e+01,2.063303436e+01,2.381933812e+01,6.585068901e+01,8.746983918e+01,4.677453372e+01,7.439129174e+01,7.181936904e+01,7.173895476e+01,7.737232251e+01,2.081645335e+01
6.748271897e+01,4.237399018e+01,7.014129594e+01,5.773525755e+01,5.638188458e+01,8.478721602e+01,8.227708676e+01,3.363010906e+00,5.018628292e+01,2.515306580e+01,1.838657405e+01,9.300798730e-01,4.424570037e+01,9.227865083e+01,7.610682717e+01,4.996216958e+01,7.800162016e+01,2.943501680e+01,2.785694708e+01,1.319814464e+01,6.405289642e+01,5.659347434e+01,9.853811731e+01,7.398968431e+01,4.656087958e+01,2.795277045e+01,2.853382053e+01,3.304408328e+01,3.160831386e+01,1.715638899e+00,4.400577885e+00,7.749263777e+01,4.469001050e+01,8.525522498e+01,6.453625762e+01,5.489485494e+01,6.933852049e+01,7.251774340e+01,8.215115010e+01,6.035929984e+01,2.071615059e+01,6.283259700e+01,9.275419415e+01
4.822703190e+01,6.202331958e+01,3.807675206e+01,3.579584470e+01,1.785462276e+01,1.872348598e+01,1.055463383e+01,8.355239831e+00,4.210950142e+01,4.603908706e+01,3.100237440e+01,7.312323269e+01,7.009402414e+01,7.321803023e+01,6.618483009e+00,3.871901174e+01,2.728027279e+01,5.051608783e+00,7.402011342e+01,1.025709690e+01,3.097667445e+01,6.779508606e+01,9.111455500e+01,1.222549357e+01,4.672353282e+00,9.144815058e+01,5.721542003e+01,6.903959324e+01,2.729086449e+01,8.938883825e+01,5.763521328e+00,8.427257824e+01,8.448344826e+00,2.599421930e+01,6.203682764e+01,9.829078504e+01,9.630328828e+01,4.765173609e+01,2.190503737e+01,2.055858267e+01,1.896068212e+01,3.620699213e+01,9.264317481e+01
