v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34
3.697896477e+01,5.007491306e+01,7.663260570e+01,9.608264311e+01,5.089539131e+01,7.301199950e+01,7.788991116e+01,1.715356883e+01,5.038996555e+01,3.296432021e+01,8.441726019e+01,8.939586873e+01,1.973169654e+01,4.973545183e+01,8.339633391e+00,1.576197565e+01,1.712836881e+01,7.179667245e+01,2.302256700e+01,6.799666074e+01,3.163493457e+01,2.619295252e+01,7.440574811e+01,3.356633887e+01,9.076236252e+01,7.753605177e+01,2.687007701e+01,7.751557027e+01,4.778560830e+01,5.514132455e+01,8.730858577e+01,3.893050530e+01,1.520320797e+01,5.490686545e+01
3.417588981e+00,5.607893483e+01,2.829658952e+01,6.011839678e+00,5.891778923e+01,1.425922172e+01,4.356345285e+01,3.360076383e+01,6.056251867e+00,3.320407323e+01,7.755062011e+01,8.801202674e+01,3.366373600e+00,7.061479440e+01,8.124915738e+01,4.757018933e+01,1.116220452e+01,8.131416697e+01,4.002854687e+01,5.446851775e+01,6.217572310e+01,3.681719582e+01,4.830045570e+01,1.149138154e+01,5.213934037e+01,8.615349316e+01,4.426112886e+01,3.029365440e+01,7.352270918e+01,9.799293914e+00,3.740581651e+01,8.325410285e+01,5.987151559e+01,8.411463023e+01
8.636780600e+00,9.750130146e+01,5.799262538e+01,6.052140048e+01,1.933251915e+00,8.966786796e+01,9.947070925e+01,6.166977392e+01,7.784592619e+01,9.278097506e+01,6.295563766e+01,6.096743252e+01,4.964191797e+01,5.814953017e+01,6.751721153e+01,5.325440591e+01,8.894934634e+01,3.098477813e+00,6.091471984e+01,7.105298146e+00,7.465982940e+01,8.436972253e+01,1.356052798e+01,1.216458261e+01,2.911501111e+01,2.417933865e+01,9.830748498e+01,2.822958456e+01,4.153802155e+01,2.155953215e+01,6.252291566e+01,5.238319153e+01,7.438498914e+01,8.439315279e+01
1.727989607e+01,7.750037232e+01,7.891410868e+01,2.192042143e+01,4.347980440e+01,5.056829471e+01,4.229744617e+01,1.408633994e+01,1.880405352e+01,7.448613771e+01,4.041444806e+01,6.306056737e+01,8.573915279e+01,9.223609740e+01,5.806233698e+01,3.426209847e+01,9.787754124e+01,7.037166457e+01,9.821365084e+01,7.247621370e+01,1.344214753e+01,6.218941975e+01,7.180684432e+01,5.663771289e+01,6.042209749e+01,7.103225278e+00,7.514749342e+01,4.949064843e+00,9.912282323e+01,7.551167308e+01,3.560903181e+01,6.984491330e+01,3.923702488e+01,4.665008532e+01
4.721870260e+00,6.470449856e+01,7.912281631e+01,5.045055423e+01,3.334673311e+01,5.349096844e+01,3.080568532e+01,9.293871939e+01,1.490924586e+01,5.312682840e+01,9.542084027e+01,8.562470013e+01,9.653099555e+01,1.127039451e+01,2.220497805e+01,7.629309202e+01,2.664734994e+01,2.996405753e+01,4.401167721e+01,1.609649829e+01,3.778185328e+01,3.186720522e+00,4.890143030e+00,7.359715367e+00,3.616182313e+00,9.208782136e+01,2.803043120e+01,3.873665191e+00,9.997669765e+01,2.140018822e+01,1.749943290e+01,7.905723139e+01,5.033045993e+01,4.743071441e+01
6.393830382e+01,9.098353400e+01,7.810836089e+01,7.279373047e+01,2.700953753e+01,4.884525319e+01,1.489976203e+01,7.255917527e+01,6.844416889e+01,3.761507247e+01,1.718764308e+01,8.810295880e+01,7.080667147e+01,4.445475395e+01,9.810248910e+01,6.102946602e+01,2.745497126e+01,2.314350612e+01,3.929078221e+01,7.390888017e+01,6.468162806e+01,9.979627990e+01,2.108539091e+01,1.751123238e+01,4.593206885e+01,5.962846704e+00,6.787805009e+00,1.848067733e+01,7.978175704e+01,5.969080861e+01,5.175091858e+01,9.108559471e+01,3.017274251e+01,5.607853073e+01
8.495286194e+01,1.418070175e+01,6.058013406e+01,8.610364379e+01,3.144768008e+01,7.508182777e+01,5.925487139e+01,5.770802600e+01,5.459663744e+01,4.205355767e+01,3.612321181e+01,9.148376919e+01,7.456307724e+00,7.128424793e+01,5.118054544e+01,6.677281380e+01,9.758613600e+01,2.354226828e+01,7.914490119e+01,6.518567153e+01,9.311488008e+01,6.002829456e-01,4.266025350e+01,3.717720349e+01,2.634441644e+00,7.192368260e+01,3.039224492e+01,5.368873699e+01,7.428114548e+01,5.080249312e+01,2.736210919e+01,2.439567899e+01,8.301730271e+01,2.392974490e+01
7.987547890e+01,3.773256664e+01,6.441667513e+01,3.822730368e+00,7.377218457e+01,6.127222654e+01,7.639495816e+01,1.918392417e+01,4.865556122e+01,3.250314621e+00,7.092260474e+01,7.670334401e+01,2.907584330e+01,8.729186787e+01,6.908688365e+01,8.791667738e+01,8.272385143e+01,9.324404056e+00,7.614101779e+01,2.638803974e+01,4.339156759e+01,5.117910567e+01,8.744918867e+01,4.569585626e+01,2.209094685e+01,7.998315355e+01,8.893240994e+01,4.363817781e+01,4.828801899e+01,4.891755380e+01,5.061095984e+01,4.936859308e+01,6.892629519e+01,5.805250032e+01
1.047533142e+01,8.861370678e+01,4.979606375e+01,7.251624399e+01,4.743581247e+01,2.008319452e+01,5.343452888e+01,8.591083186e+01,6.836754231e+01,6.302401490e+01,4.029566023e+01,2.150647853e+01,4.641793949e+01,8.517575182e+01,8.211410671e+00,6.820250855e+01,8.881804663e+01,6.693542624e+01,1.230402740e+01,1.774531326e+01,7.021942429e+00,2.402228560e+01,7.775123536e+01,4.078200756e+01,8.139529795e+01,7.563275357e+01,2.677915262e+01,5.290977738e+01,4.748363047e+00,3.573475803e+01,4.108368518e+01,7.838635455e+01,4.861976043e+01,1.744169633e+01
6.707217543e+00,5.629781475e+01,9.284886126e+01,2.758019463e+01,3.228463093e+01,5.877479348e+00,8.329421374e+01,8.095578558e+00,2.504142185e+01,8.149611329e+01,6.928013641e+01,9.568595524e+01,9.876182019e+00,7.877356991e+01,8.468042698e+01,9.715694405e+01,5.571951400e+01,6.390953784e+01,2.679185662e+01,1.367842660e+01,5.401487051e+01,3.018383280e+01,7.504941086e+01,9.129817150e+01,8.771089010e+01,1.918136293e+01,6.103955168e+01,4.791875925e+00,4.934218096e+01,8.618610581e+00,3.480435023e+01,2.243569798e+01,7.423467807e+01,5.394540324e+01
7.683371983e+01,2.876167624e+01,9.261465178e+01,7.931669414e+01,5.053190172e+01,3.567748333e+01,9.920484326e+01,7.456892674e+01,7.039554717e+01,4.656474595e+01,9.662381572e+01,9.860499365e+01,2.457702864e+01,6.418103891e+01,3.515221770e+01,3.198833396e+01,7.855743218e+01,7.863812170e+01,1.416583653e+01,6.657387085e+00,3.214275355e+01,9.409138361e+01,8.278915123e+01,7.249841689e+01,5.948576329e+01,5.324664669e+01,3.165160257e+00,3.946268921e+01,5.508626715e+01,5.507951302e+01,1.047918124e+01,5.229134323e+01,7.938365616e+00,5.950261749e+01
3.447359667e+01,9.499338232e+00,5.191595513e+01,1.095700361e+01,8.677789714e+01,8.310454194e+01,3.892564332e+01,9.905490925e+01,7.682508183e+01,7.416725587e+01,7.129469852e+01,6.481690499e+01,2.263066386e+00,6.962652699e+01,3.523632501e+01,7.158324176e+01,4.473007799e+01,5.244051742e+01,4.711814925e+01,9.075524288e+01,7.333030586e+01,2.340017465e+01,7.587102291e+01,6.971866250e+01,3.177860935e+01,1.735374249e+01,6.879919523e+01,1.984448492e+01,8.285627184e+01,4.155960485e+00,1.823048681e+01,8.105766403e+01,8.694282756e+01,5.943099025e+01
5.519727511e+01,2.550046490e+01,7.222919012e+01,8.620605513e+01,7.193841580e+01,6.794721996e+01,5.756989445e+01,2.211707872e+01,9.846469619e+01,4.967635144e+01,2.586133503e+01,3.003995478e+01,1.320910472e+01,9.983614878e+01,6.551502481e+01,4.383920148e+01,5.346292395e+01,4.050658874e+01,1.364775986e+01,7.843752614e+01,6.587882893e+01,4.795214002e+01,2.289038856e+01,1.545089140e+01,5.743734319e+01,7.983674317e+01,8.056589859e+01,2.323834790e+01,4.256054114e+01,6.652218320e-01,4.232150670e+01,7.525309798e+00,5.484816953e+01,3.295466672e+01
3.978729563e+01,9.854205826e+01,3.665564851e+01,5.377075709e+00,3.203537976e+01,2.998608433e+01,9.372137662e+01,8.729300848e+01,2.956026180e+00,7.211302183e+01,2.801283637e+01,3.619037473e+01,2.588913261e+01,8.927417578e+01,3.114513373e+01,2.628289979e+01,7.114399860e+01,2.002049897e+01,9.261644778e+01,5.938979946e+01,3.337523010e+01,6.303669729e+01,5.860934005e+01,2.301699689e+01,4.119045989e+01,8.692093286e+01,9.047460181e+01,9.635728898e+01,1.657903260e+01,9.038674763e+01,8.416890909e+01,6.964091607e+01,2.019835771e+01,7.815435693e+01
5.154963813e+01,7.552736316e+01,6.916750950e+01,6.202651374e+01,3.445750882e+01,8.305187161e+01,7.512096199e+01,6.866464066e+01,9.102923641e+01,2.943232705e+01,1.103968088e+01,7.876656680e+01,2.596869091e+01,2.141327230e+01,2.087045033e+01,3.293899870e+01,1.959759768e+01,8.606453658e+01,5.039350453e+01,9.630328910e+01,3.729612224e+01,5.870717699e+01,7.836333451e+01,3.379945156e+01,3.850617741e+01,1.484383499e+01,9.420596416e+01,9.234738958e+01,9.008068736e+01,2.448713339e+01,1.462582318e+01,9.009298820e+01,5.141007935e+01,3.562801858e+01
8.353295692e+01,3.399834473e+01,9.678712989e+01,8.558966777e+01,4.398154954e+01,2.261408876e+01,8.773689027e+01,7.172933509e+01,9.008035555e+01,5.836625537e+01,6.388108514e+01,8.978495235e+00,4.868666524e+01,5.732475808e+01,8.507358228e+01,1.974290563e+01,1.612497984e+01,9.142063384e+01,5.455463959e+01,9.148428542e+01,6.369923628e+01,9.022473354e+01,1.691502467e+01,4.154347862e+01,7.134131878e+01,6.318110406e+01,7.911409110e+01,1.249495252e+01,8.035871191e+01,2.820783869e+00,7.063744655e+00,8.414479074e+01,1.694934764e+01,8.318656138e+01
1.263482424e+01,4.189107089e+01,3.222258834e+00,3.269678812e+01,9.997958738e+01,8.702055024e+01,2.830583458e+00,3.724796558e+01,8.497710278e+00,9.578340456e+01,1.031190152e+01,6.401964511e+01,9.564647386e+01,8.794791826e+01,4.752889843e+01,6.477154286e+01,7.056657526e+01,3.501648184e+01,7.462263621e+01,1.529115237e+01,4.463678275e+01,3.597911515e+01,1.875764354e+01,2.373625748e+01,3.785580287e+01,9.850154493e+01,6.265768112e+01,5.794032656e+01,8.160050690e+01,2.752305841e+01,9.570043591e+01,3.742759395e+01,3.303460100e+01,4.722329037e+01
5.737299502e+01,6.306503933e+00,2.132291139e+01,9.395581538e+01,1.439098788e+01,8.185138999e+01,8.622572756e+01,2.418330223e+01,6.478195012e+01,3.335139465e+01,3.499186331e+00,1.313736816e+01,5.672423533e+01,9.918716739e+01,5.372939845e+01,7.242414329e+01,6.780500774e+01,7.704924242e+01,9.711241398e+01,3.622280518e+01,7.672830217e+01,8.687368982e+01,2.954503370e+01,2.347789750e+01,6.109621322e+01,2.385829383e+01,4.705015078e+01,3.913808217e+01,8.902231140e+01,8.823426001e+01,4.392527255e+01,7.349968414e+01,2.957566723e+00,6.533434869e+01
5.302153058e+01,4.737920905e+01,9.378646001e+01,5.178591017e+01,3.564344801e+01,2.111043086e+01,2.688985401e+01,7.296307895e+01,6.350032374e+01,7.897876021e+01,3.430768935e+01,3.649199794e+01,4.244510308e+01,8.374396713e+01,7.657277568e+01,7.445069145e+00,3.221377051e+01,6.589557717e+00,4.735924467e+00,1.372219390e+01,4.800624687e-01,1.140999637e+01,9.371988042e+01,1.235378968e+01,7.309813572e+01,9.955464100e+01,5.888879239e+01,9.623309360e+00,3.692911854e+01,8.137334568e+01,4.867582167e+01,7.465633764e+01,4.516003085e+01,5.325288224e+01
2.171161908e+01,4.020552155e+01,7.213143141e+01,9.514005381e+01,5.638581781e+01,1.843432547e+01,3.866475701e+01,7.366020164e+01,7.019207058e+01,3.642696821e+00,5.640531947e+01,4.240859837e+01,2.724514157e+01,3.242326291e+01,5.758709231e+01,5.161119487e+00,6.606956790e+01,3.722091164e+00,1.324803556e+01,6.687069045e+01,6.395179619e+01,1.045329415e+01,6.333899076e+01,1.687022920e+01,7.496722149e-01,5.610573178e+00,2.942669398e+01,4.622056832e+01,9.401194644e+01,6.678439175e+01,5.747008494e+01,1.131325144e+01,4.520202937e+01,1.199397652e+01
2.226108329e+01,8.576675744e+01,1.424591720e+01,7.395850502e+00,1.792495832e+01,1.092771617e+01,4.438291318e+01,9.463147619e+01,8.150456523e+01,6.543215443e+01,6.074341420e+01,5.398210848e+01,9.123743575e+01,2.346328374e+01,3.345881424e+00,9.592606626e+01,3.978782937e+01,2.596561600e+01,3.688501515e+01,5.479492347e+01,5.750072251e+01,4.051381449e+01,8.465867001e+01,5.795811854e+01,5.875103251e+01,2.326873445e+01,2.308471947e+01,7.002352419e+00,3.434701487e+01,4.830089062e+01,7.676133019e+01,6.061543453e+01,1.318807486e+00,8.891691066e+01
9.374540874e+01,6.367311493e+01,1.151186430e+01,1.419165298e+01,5.976659855e+01,9.721298216e+01,7.761390278e+01,3.844545939e+01,9.064687779e+01,1.459205475e+01,9.099952239e+01,3.671456050e+01,8.690771267e+01,2.439822607e+01,3.163846342e+01,4.458858602e+01,3.495039289e+00,9.696517761e+01,3.207477504e+01,2.438272334e+01,2.077825941e+01,7.718271562e+01,2.949324557e+01,8.122022109e+01,7.395896017e+01,6.807505852e+01,9.308941364e+01,3.253142955e+01,1.583684664e-01,1.549309462e+01,6.263121722e+01,8.225201905e-01,9.324465911e+00,5.301176099e+00
4.970058510e+01,7.198737525e+01,7.118668012e+01,5.680658174e+00,8.264617142e+01,7.543455573e+01,1.267787872e+01,9.447860185e+01,1.400434273e+01,8.320316190e+01,7.290834752e-01,2.399164058e+01,4.422431260e+01,2.823642370e+01,6.898424030e+01,2.734228349e+01,2.762053521e+01,7.270423276e+01,5.050677272e+01,6.827005579e+01,5.982385523e+01,1.443959511e+01,6.225605561e+01,6.849574515e+01,7.694019227e+01,9.618726720e+01,5.604528169e+01,4.675185900e+01,1.420451246e+01,1.105903780e-01,9.324020246e+00,1.710296667e+01,5.337588869e+01,8.561316653e+00
2.579779842e+01,7.701260587e+01,2.650987981e+01,9.829530528e+00,5.596568316e+01,3.581895775e+01,8.220260563e+01,4.298201697e+01,1.938922881e+01,1.934219324e+01,8.978495561e+01,4.925351846e+01,5.209710175e+01,7.133009522e+00,7.693913077e+01,5.503471330e+01,1.485927433e+01,7.083103218e+01,6.765493434e+01,3.688678020e+00,2.708579265e+01,8.175917905e+01,9.093190609e+01,4.132644189e+01,4.402448676e+01,6.585682294e+01,2.838120186e+01,4.560100897e+01,5.131520021e+00,4.537654743e+01,2.059797834e+01,1.543616719e+01,6.610496364e+00,6.053817549e+01
6.740014800e+01,8.598090606e+01,5.172958626e+01,3.659323717e+01,4.112349973e+01,8.773954313e+01,8.450152214e+01,1.056669533e+01,5.648059315e+01,9.781123899e+01,9.967575486e+01,1.610020452e+01,4.771885202e+01,7.206163344e+01,6.124246895e+01,8.588649002e+01,3.929657750e+01,7.995817926e+01,8.769287044e+01,2.045222897e+01,7.996676190e+01,1.787808819e+01,8.958435273e+01,4.599994304e+01,1.432606853e+01,4.809397958e+01,9.767402359e+01,1.793821494e+01,2.155311425e+00,6.612663619e+01,6.605864103e+01,1.145619618e+00,7.644552548e+01,7.273118918e+01
2.251001216e+01,2.068737139e+00,8.411102835e+00,2.561768617e+01,9.546838760e+01,1.881186897e+01,6.035460278e+00,4.791737014e+01,4.345576001e+01,6.520869684e+01,1.740729417e+01,7.447783783e+01,4.619339184e+01,1.870544752e+01,6.296322484e+01,5.050624524e+01,3.209727311e+01,9.432080173e+01,9.139718845e+01,4.459633021e+01,8.848985713e+01,5.921493391e+00,3.967460534e+01,3.112084758e+01,8.485696248e+01,7.702172009e+01,2.590012939e+01,4.863258327e+01,3.412970207e+01,9.447307978e+01,4.670785894e+01,3.162362817e+01,4.301960351e+01,6.030707155e+00
8.791895115e+01,6.249149180e+01,1.460069370e+01,3.937892531e+01,7.777030801e+01,6.702346473e+01,2.097783832e+01,5.118267738e+01,3.498173018e+01,4.920485487e+01,5.625122427e+01,5.156092158e+01,2.303487140e+01,2.781275925e+00,7.088939714e+01,8.428029635e+01,4.462227004e+01,1.303917940e+01,7.198992091e+01,2.262024665e+01,3.585170712e+01,7.390863274e+01,7.982888824e+00,9.648886499e+01,1.621111742e+01,7.539293173e+01,9.378000719e+01,3.093636035e+01,9.966077755e+01,4.018609307e+01,8.821040594e+01,3.950442728e+01,7.612454577e+00,2.458999052e+01
8.927906172e+01,7.477790763e+01,1.360585510e+01,8.445448822e+01,5.392833069e+01,9.710127804e+01,5.293357614e+01,7.974863829e+01,5.343114770e+01,1.088784798e+01,9.828973152e+01,3.434871234e+01,4.870041731e+01,4.426338491e+00,4.872667242e+00,8.924368699e+01,4.809861369e+01,5.663363951e+01,4.394011107e+01,7.685899942e+01,6.228827608e+01,8.739577242e+01,9.397058796e+00,8.564264662e+01,8.485297834e+00,2.621963865e+01,4.782624210e+01,4.401662768e+00,8.433013503e+00,3.897672736e+01,3.123713642e+00,5.214626747e+01,3.868727695e+00,6.781931105e+01
9.192740257e+01,8.442348280e+01,5.056275896e+01,1.690769924e+01,9.965079180e+01,8.108306156e+01,7.274531785e+01,3.047617473e+01,1.133177153e+00,1.910788572e+01,6.413766383e+01,6.475878232e+01,5.964937532e+01,6.812059062e+01,9.449446704e+01,2.581854405e+01,8.478357041e+01,5.764563176e+01,7.590419874e+01,5.120500875e+01,5.296384756e+01,4.580461655e+01,9.895692586e+01,1.421196047e+01,4.525414769e+01,7.425837637e+01,4.929396590e+01,8.821725041e+01,8.890603974e+00,2.579457892e+00,8.899913271e+01,5.097162128e+01,3.934277800e+01,3.451933886e-01
6.861828031e+01,7.433629117e+01,2.115605335e+01,8.472277733e+01,4.751203244e+01,3.504202195e+01,6.489230285e+01,7.925119900e+01,9.591512123e+01,9.249950696e+01,2.909096580e+01,7.226491016e+01,4.686658096e+01,9.790387226e+01,4.782486464e+01,9.059813663e+01,5.771173450e+01,3.634431457e+01,5.189837397e+01,7.919063751e+01,4.008127477e+01,8.855357945e+01,4.336570841e+01,8.850884693e+01,7.352328250e+01,3.622765576e+01,6.294216844e+01,7.873233552e+01,9.903450676e+01,7.125878583e+01,3.238148768e+01,3.978995518e+00,4.369873211e+00,2.712562922e+01
7.466145281e+01,3.164860542e+01,4.719818351e+00,3.275592042e+01,1.837470680e+01,7.615819965e+01,2.640399258e+01,7.126588626e+01,5.226352712e+01,9.671985164e+01,9.877410676e+01,9.206085430e+01,2.432357035e+01,5.233229729e+00,5.463479464e+01,1.062896681e+01,8.317631768e+01,7.547563953e+01,8.933840214e+01,3.748991788e+00,3.091890405e+00,7.073826461e+01,2.638390855e+01,1.058729422e+01,2.844281115e+01,3.476355499e+01,2.818204173e+01,7.550461321e+01,5.890111086e+01,8.705076683e+01,6.672513176e+01,7.597775798e+01,6.718620259e+01,5.407947153e+01
4.237375787e+01,1.732361634e+01,8.372830606e+00,9.577256651e+01,1.139818714e+01,5.070019927e+01,8.715138695e+01,1.965924589e+00,7.761280613e+01,5.907018866e+00,2.677856433e+01,7.540962090e+00,9.699292589e+01,1.993040502e+01,3.732180131e+01,1.260195348e+01,7.677346879e+01,3.865617832e+01,7.930172327e+01,2.947792870e+01,9.000203271e+01,4.644206281e+01,7.557151113e+01,1.901430974e+01,9.179890532e+01,2.090603786e+01,7.125991306e+01,9.257071717e+01,7.602136664e+01,9.389625214e+00,8.940308648e+01,1.474918093e+01,2.497906809e+01,6.402911627e+01
1.010655163e+01,7.094503651e+01,1.813969399e+01,4.351192226e+01,1.822056828e+01,5.858928328e+01,3.574743131e+01,8.441485996e+01,1.383374070e+01,4.740706637e+01,4.514442603e+01,9.731310511e+01,3.481126704e+01,3.407491969e+01,8.409838378e+01,6.834489451e+01,9.322889470e+01,9.629249297e+01,5.720452824e+01,6.457704553e+01,1.455550989e+01,9.370066478e+01,2.172429916e+01,9.440033369e+01,8.317877935e+01,2.180658274e+00,4.867053845e+01,5.751978502e+01,6.161021652e+01,4.509326810e+01,1.527124205e+01,1.984848157e+01,7.746239971e+01,7.032023987e+01
7.884558980e+01,3.493135247e+01,3.200446673e+01,5.060588027e+01,5.954976457e+01,2.741886086e+01,8.937431878e+01,1.246409993e+00,7.568060052e+01,4.376829814e+01,4.934907305e+00,1.025848828e+01,2.985407364e+01,8.576236361e-01,7.648896572e+01,7.711144751e+01,8.652272538e+01,1.490527069e+01,2.954229098e+00,4.958471942e+01,6.943228028e+01,3.757516343e+00,9.585611103e+01,2.119949511e+01,7.788784756e+01,3.300901823e+01,2.150715503e+01,5.344312730e+01,4.559354733e-01,2.761852566e+01,5.038416311e+01,2.634894788e+01,7.980512270e+01,1.288633376e+01
1.998696845e+01,5.490887982e+01,5.409768637e+01,6.721847044e+01,3.787860308e+01,6.521744113e+01,1.177759059e+01,5.978066154e+01,2.410663611e+00,4.363525592e+01,8.825357524e+01,8.424538083e+01,2.082474971e+01,1.511684837e+01,8.730712390e+01,7.436069752e+01,8.046177151e+01,3.825568466e+01,1.878012874e+01,1.318198868e+00,3.463020192e+01,7.031229680e+01,3.653718129e+01,8.228048751e+01,8.241905816e+01,6.674832053e+01,5.562742806e+01,5.720225954e+01,1.291824295e+01,2.115248213e+01,6.382389727e+01,5.509423713e+01,9.320029100e+01,7.470963905e+01
9.581902710e+01,6.728436454e+01,3.591823245e+01,2.089979529e+01,1.122419833e+01,8.834619631e+01,7.825824786e+01,8.549779045e+01,9.839158257e+01,3.215533103e+01,4.595686496e+01,9.311991130e+00,2.344138635e+00,5.710219435e+01,3.724535410e+01,8.952130162e+01,5.498590990e+01,9.808589650e+01,8.948209314e+01,4.186011301e+01,5.483734924e+01,6.809151445e+01,8.678031214e+01,8.117697907e+00,1.120680586e-01,3.420849524e+01,5.304439169e+01,8.703996563e+01,9.794190761e+00,4.716369095e+01,7.380300923e+01,2.846341255e+01,5.567013163e+01,3.086615696e+01
3.399237900e+00,2.687351139e+01,8.933875771e+01,4.186105355e+01,5.646499637e+01,2.902643757e+00,7.348258413e+01,2.140631238e+00,2.011092651e+01,2.254685824e+01,8.562817422e+00,6.532971694e+01,5.415215675e+01,7.549800920e+01,8.779561853e+01,8.860870071e+01,1.451126299e+01,3.690681548e+01,7.891653595e+01,9.185217700e+01,2.291254523e+01,1.876990687e+01,3.703566613e+01,3.373676809e+00,8.176299935e+00,7.724686598e+01,1.310155284e+01,3.885367808e+01,4.023644174e+01,9.765715409e+01,3.792932190e+01,6.662438656e+01,5.378839152e+01,6.638994800e+00
5.825471635e+01,1.518955860e+01,4.988513159e+01,8.701259204e+01,6.039537182e+01,1.488466925e+01,5.775057365e+01,9.017716167e+01,1.742196908e+01,6.152922087e+01,6.113101270e+01,1.272970030e+00,5.464029914e+01,4.610685191e+01,7.303095591e+01,5.606810637e+01,3.800980855e+01,8.598037242e+01,9.811409337e+01,8.745327923e+00,2.509777386e+01,7.688308398e+01,5.058132907e+01,3.033670105e+01,4.565708788e+01,4.800573827e-01,2.013794448e+01,3.052770582e+01,2.948013223e+01,9.246589315e+01,4.791416460e+01,8.546430894e+01,3.839126275e+01,6.352387170e+01
2.492947811e+01,7.383480110e+01,1.822372840e+01,1.636885527e+01,1.618472498e+01,2.920148014e+01,5.727594196e+01,2.718132362e+01,5.768816327e+01,9.201750601e+01,8.721332256e+01,5.142123617e+01,9.091979918e+01,1.291347093e+00,1.385357446e+01,6.364835271e+01,2.526904038e+01,6.173916566e+00,7.638280066e+01,8.765171796e+01,4.695856544e+00,6.731188206e+01,9.407504493e+01,4.788327126e+01,7.532976491e+01,9.877692182e+01,4.589081982e+01,2.469247551e+01,6.924975575e+01,4.937628979e+01,1.146887583e+01,3.461087619e+01,3.112959720e+01,8.528490453e+01
8.395262857e+01,6.054771932e+01,2.640516120e+01,7.616824899e+01,3.652411394e+01,7.783829367e+01,2.603598045e+01,5.948547351e+01,9.199468817e+01,4.023926745e+01,3.328816738e+00,5.775885943e+01,8.429735198e+01,4.001939307e+01,5.475362681e+01,9.885910734e+01,5.589534683e+01,6.423061996e+01,8.101783276e+01,9.664749374e+01,9.389250488e-01,4.078382706e+00,2.997417621e+00,1.518854953e+01,8.085533644e+01,7.792483973e+01,5.677130858e+00,9.763004746e+00,4.263451453e+01,1.286972185e+01,3.783213576e+01,8.714355731e+00,2.704201719e+01,9.068412529e+01
9.034197369e+01,6.980914286e+01,8.205539849e+01,5.594760816e+01,7.424498317e+01,7.085786059e+01,1.754354065e+01,3.034618076e+01,3.087204579e+01,5.645506907e+01,1.113106405e+01,6.898057858e+01,3.887868540e+01,9.433107345e+01,2.741237560e+01,8.991704149e+01,6.897237537e+01,5.390547073e+01,4.994508819e+01,8.983473762e+01,5.406207677e+00,8.775229506e+01,5.551719146e+01,6.317108481e+01,9.186473208e+00,5.236946208e+01,3.232422478e+01,9.341743199e+01,5.073743774e+01,4.987301940e+01,4.982277161e-01,1.763914144e+01,6.362871550e+01,6.018094466e+01
6.189359126e-01,4.847923981e+01,7.377087584e+00,3.563046888e+01,1.287016191e+01,1.683103232e+01,4.554592050e+01,3.850024482e+01,2.607046805e+01,5.005041005e+01,3.273418833e+01,3.802819932e+01,4.927966546e+01,8.150561391e+01,9.805443782e+01,3.250457542e+01,6.271226834e+00,8.759171763e+01,1.634209936e+01,9.386134496e+01,3.297381257e+01,9.485146698e+01,6.645805381e+01,9.268665811e+01,2.516624487e+01,7.515972435e+01,2.502977976e+01,4.205913475e+01,9.495375116e+01,5.370137914e+01,3.504948976e+00,7.376826049e+01,8.491014574e+01,7.141868810e+00
2.769506263e+01,6.028361076e+01,3.322217873e+01,3.127955738e+00,2.545450447e+01,2.715861205e+01,5.470505281e+01,9.845503503e+01,3.213677762e+01,3.366087973e+01,1.545441140e+01,6.230956849e+01,5.375278576e+01,4.190101695e+00,2.804193317e+00,5.870261781e+01,2.386189244e+01,3.330107105e+01,2.133202557e+01,3.714883710e+01,4.896771876e+01,4.323089165e+01,9.385667565e+01,2.031900628e+00,7.401839488e+01,2.477609873e+01,4.314797028e+00,7.389849434e+01,7.843122766e+01,4.148976666e+01,5.247620805e+01,2.728841326e+01,4.834457116e+01,8.742970448e+01
2.607208261e+01,6.102618107e+01,2.762725595e+01,5.623729864e+01,7.622249834e+00,5.828627606e+01,4.212155218e+01,5.559455583e+01,4.625446087e+01,3.711900453e+01,9.148839009e+01,4.960872002e+01,2.809699601e+01,9.234154965e+01,2.250804725e+01,6.359852961e+01,5.738059747e+01,6.874528291e+01,1.077180859e+01,3.193632738e+01,3.173699360e+01,8.594809216e+01,1.299017503e+01,1.439402115e+01,1.617507959e+01,6.570230161e+01,5.274755762e+01,7.863001666e+01,2.794000781e+01,5.052942315e+01,3.549946512e+01,7.529291098e+01,5.861978846e+01,7.002395989e+01
9.227832178e+01,2.081614551e+01,6.513317444e+01,1.672338668e+00,3.697716469e+01,7.889263417e+01,8.733135401e+01,9.163613975e+01,9.787853435e+01,1.496060519e+01,6.933275779e+01,5.233176848e+01,4.465354132e+01,2.547639708e+01,8.493622508e+01,4.377655882e+00,3.596510923e+01,6.230237989e+01,2.245306731e+01,3.434109603e+01,8.204539544e+01,4.548108699e+01,9.910950883e+01,6.206406064e+00,3.207215072e+01,8.353512377e+01,9.032919577e+01,5.883711800e+01,8.402351237e+01,2.084097327e+01,5.913647909e+01,1.751358814e-01,5.845054022e+01,8.083260667e+01
