v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56,v57,v58,v59,v60,v61
2.958126163e+01,4.750867272e+01,5.041342373e+01,6.483589332e+01,2.245299116e+01,6.236192046e+00,4.247819889e+01,3.666514168e+01,4.679992377e+01,2.604354595e+01,7.199575323e+01,9.698470680e+01,2.683917608e+01,9.404501142e+01,9.074352460e+01,1.897112582e+01,2.261062790e+01,1.927129730e+01,6.683328278e+01,1.663092066e+01,7.221007641e+01,9.164930784e+01,5.977391759e+00,1.225608447e+01,1.217488164e+01,4.876899877e+00,5.562562343e+01,1.789775055e+01,5.827222368e+00,7.251281038e+01,7.496596685e+00,1.552889795e+01,5.838647960e+01,1.454849214e+01,5.960993782e+01,6.167227730e+01,5.358297708e+01,2.279539284e+01,9.357938733e+01,8.956058746e+01,9.043268551e+01,6.459400623e+00,1.176316158e+01,8.565402555e+01,3.768120365e+01,3.068412653e+01,1.521177798e+01,9.519047424e+01,7.848726332e+01,8.662244523e+01,2.344333612e+01,3.103715884e+01,6.388712584e+01,2.742109145e+01,2.606403231e+01,5.063926615e+01,8.151755471e+01,6.194084763e+01,8.387714942e+01,5.479281181e+01,5.190521847e+01
1.658083098e+01,9.397107580e+01,7.000314162e+01,6.594261384e+01,3.410151756e+01,2.005841843e+01,9.268869637e+01,1.879680415e+01,7.194491193e+01,6.724167620e+01,6.616910450e+01,5.423708319e+01,6.531434180e+01,9.789768816e+00,3.068487882e+00,1.550854568e+01,1.200060522e+01,7.879803307e+01,7.297031268e+01,9.042004079e+00,8.647013538e+01,4.553411393e+01,2.370550963e+01,7.866939639e+01,9.609492415e+01,7.195881742e+01,2.065435467e+01,6.478475257e+01,4.667454250e+00,5.315807087e+01,9.467711507e+01,1.487199438e+01,3.018351276e+01,2.416973273e+01,1.682016957e+01,9.840147431e+01,9.519414963e+01,1.001698042e+01,2.079193647e+01,7.233501310e+01,3.614779670e+01,6.799086150e+01,5.603264669e+01,3.444921163e+01,9.527120770e+01,6.155512133e+01,4.898191206e+01,2.828932680e+01,6.535904893e+01,8.312112859e+01,7.206245934e+01,5.534664894e+01,5.421543340e+01,8.113572067e+01,8.259052828e+01,2.373499313e+01,7.317828318e+01,7.911422675e+01,5.564956738e+01,9.602324453e+01,7.908559618e+01
8.747490288e+01,4.592179531e+01,8.027314847e+01,8.996845083e+01,2.217800184e+01,2.159269671e+01,7.011995746e+00,7.066294049e+01,1.671930767e+01,7.769956282e+01,6.325469985e+01,7.086167274e+01,1.192222384e+01,5.644251101e+01,8.838832248e+01,4.947963697e+00,3.671320583e+01,5.282633621e+01,5.857140831e+01,3.355320001e+01,8.965846542e+01,4.192713181e+01,6.501775059e+01,6.321204295e+01,2.362450549e+01,9.714166961e+01,1.446995716e+01,5.438322810e+01,8.871240344e+01,4.196343877e+01,9.265878433e+01,5.744279500e+01,7.170709493e+01,1.034898153e+01,3.137157618e+01,3.131812535e+01,1.860113483e+01,7.067396417e+01,1.477670483e+01,8.716935698e+01,4.035120169e+01,7.403115490e+01,8.338476495e+01,6.647946370e+01,9.592113012e+01,7.066834055e+00,9.165551641e+01,6.529102148e+01,7.486589767e+01,4.421360616e+01,5.247072788e+01,3.067145206e+01,9.277294226e+01,3.118712260e+01,4.595595150e+01,1.070189465e+01,8.387757342e+01,5.406661902e+01,6.218467578e+01,1.715460882e+01,3.039221915e+01
4.626575129e+01,7.115390297e+01,9.289872596e+01,3.836315993e+01,2.317006946e+01,8.090842704e+01,7.228375805e+01,8.237295584e+01,4.636045922e+01,1.011604359e+01,3.994984811e+01,8.972242483e+01,1.182425541e+01,6.341647671e+01,1.919320082e+01,3.179243003e+01,8.515318477e+01,2.427812208e+01,4.511513462e+01,8.597651237e-01,5.060689305e+01,3.470106695e+01,5.556115979e+01,6.026995937e+00,4.791132941e+01,2.356842830e+01,9.746221359e+01,3.826304997e+01,3.088369394e+01,6.122734498e+01,9.382343595e+01,1.611560936e+01,2.872469031e+01,2.138493600e+01,3.792598589e+01,1.551884251e+01,2.855104417e+01,2.315306477e+01,6.822228903e+01,5.226860714e+01,2.355361271e+01,7.275327078e+01,2.886026271e+01,1.902707742e+01,9.292346165e+01,5.995389645e+01,3.405726243e+01,9.875017169e+01,7.207017132e+01,5.816790832e+01,3.880377006e+01,9.832882416e+01,4.302398464e+01,6.092861924e+01,2.798385586e+01,7.480061342e+01,3.510613843e+01,6.302443833e+01,8.842550174e+01,6.098419189e+01,6.255619896e+01
4.716121749e+00,7.968932414e+01,4.923439733e+01,7.960989267e+01,8.459862773e+01,8.908435301e+01,4.407355362e+01,3.822859318e+01,2.022864013e+00,8.369021621e+01,6.327202502e-01,6.772917624e+01,9.379945400e+01,6.068428344e+00,3.162350311e+01,8.789908732e+00,7.246953545e+01,9.584616870e+01,8.661322072e+01,1.570690949e+01,3.514490933e+00,3.946096097e+01,9.557141212e+01,7.168162600e+01,2.700853887e+01,9.931403478e+01,7.077416420e+01,9.855890423e+00,6.363084161e+01,7.080319697e+01,5.905320842e+01,1.650814116e+01,9.231824622e+01,7.920790733e+01,7.776417182e+01,6.593705437e+01,3.126182887e+00,5.672829860e+01,3.282133847e+01,6.027247520e+01,9.845104529e+01,3.849339857e+00,2.371687657e+01,9.975391786e+01,8.837459461e-01,7.076371950e+01,4.800662040e+01,7.720113905e+01,8.417759177e+01,8.467976606e+01,2.592081111e+01,6.828033352e+01,2.048283921e+01,1.582569692e+01,1.360912597e+01,4.249537447e+01,3.588030911e+01,6.953466865e+01,1.981239768e+01,6.111528582e+01,5.096528605e+01
1.905752092e+01,7.902500786e+01,6.548908607e+01,2.663073063e+01,2.962092368e+01,5.788286159e+01,6.582000118e+01,8.105041415e+01,7.286119023e+01,2.766607377e+01,6.594867982e+01,8.768381253e+01,7.820461138e+01,3.643167182e+01,9.335485178e+01,1.548525467e+01,6.552225896e+01,5.249364890e+01,9.642849879e+01,9.835274919e+01,4.000744499e+01,6.634706451e+01,2.434237031e+01,2.343133700e+01,8.269351823e+01,4.091677758e+01,6.800810516e+01,2.157019986e+01,9.978860730e+01,1.793899356e+01,9.059305429e+01,3.407729019e+01,6.939081045e+01,5.100684677e+00,3.488716893e+01,3.102966146e+01,7.436491177e+01,4.174276293e+01,9.094024049e+01,1.875493640e+01,2.736081114e+01,3.432776103e+01,5.374402414e+01,1.594916580e+01,5.192748930e-01,5.943388194e+01,2.772977523e+01,5.749108077e+01,1.239210344e+01,3.585787445e+01,4.243145011e+01,6.913619420e+00,6.004417467e+01,1.711229118e+01,4.513813549e+01,1.542267674e+01,6.659176140e+01,2.372642853e+01,4.351531062e+01,8.846792247e+01,3.300515849e+01
3.558289622e+01,7.838457327e+01,2.837953619e+01,5.257411498e+01,1.146193455e+01,7.928073018e+01,9.642686806e+01,9.101029323e+01,4.253673555e+00,4.956851360e+01,5.286551831e+01,4.262037775e+01,5.996110660e+01,1.512251745e+00,4.217354598e+00,3.149447598e+01,8.441808425e+01,7.161776742e+01,4.069000935e+01,7.390806525e+01,5.337697410e+01,4.582795842e+01,4.222501143e+01,8.391160579e+01,2.606878021e+01,1.181255614e+01,4.105123510e+01,8.212376041e+01,7.706016771e+01,4.553581644e+01,3.687323026e+01,9.990827126e+01,7.362570461e+01,2.288182029e+01,1.443441414e-01,6.499284600e+01,3.962142371e+01,5.664794314e+01,9.204088884e+01,3.836502795e+01,5.681080304e+01,2.022794631e+00,4.158033666e+01,9.758945804e+01,6.363618274e+01,7.357396985e+01,2.287363487e+01,4.258881727e+01,5.007206057e+01,7.158163027e+01,7.238614676e+01,3.836651445e+01,2.604258132e+01,3.354939196e+01,9.965491012e+01,4.274865056e+01,7.898850914e+00,8.344161761e+01,5.108922760e+01,9.253504568e+01,2.594124604e+01
3.112751877e+00,1.928571378e+01,4.104893563e+01,1.140731849e+01,7.191193104e+01,9.272251535e+01,9.487161971e+01,8.083258580e+01,9.856587410e+01,8.570258278e+01,6.845979288e+01,9.948338983e+01,5.132236811e+01,2.534447266e+01,6.429220508e+01,3.528117153e+01,1.548721248e+01,7.235988772e+01,8.163362856e+01,6.064647608e+01,5.034192266e+01,8.485467395e+01,3.618135203e+01,7.158418893e+01,6.741358343e+01,7.416203250e+01,9.095608668e+01,6.240293580e+01,8.908127754e+01,3.774099398e+01,2.621786575e+00,8.070133950e+01,3.686232337e+01,4.448533563e+01,5.650451674e+01,7.210738763e+01,5.785570685e+01,3.441832742e+00,8.321356655e+01,5.957508739e+01,8.685254089e+01,6.343823184e+01,7.596154019e+01,1.771845024e+01,2.945416319e+01,6.318165011e+01,1.619657006e+01,7.325961866e+00,2.597896585e+01,8.110688653e+01,1.712834305e+01,4.828247087e+01,3.620176121e+01,3.094165095e+01,1.643336631e+01,7.857040769e+01,4.207542808e+01,8.061234969e+01,5.450560027e+01,4.442027300e+01,9.205666419e+01
6.669299296e+01,4.849037676e+01,2.691383472e+01,5.778546479e+01,3.144172743e+01,8.066225178e+01,7.807655573e+01,1.691003099e+00,1.755591621e+01,8.875376353e+01,2.600825026e+01,9.112991231e+01,2.633991384e+01,4.237183835e+01,4.482920051e+01,3.843034852e+01,8.259743148e+01,3.179506118e+01,9.791163598e+01,4.939481590e+01,5.979483041e+01,8.677113896e+01,7.403719053e+01,8.484191435e+01,8.889471306e+01,9.037272622e+01,1.144424308e+01,8.380605547e+01,1.130323791e+00,7.744165592e+01,2.127162974e+01,8.610630963e+01,5.022847781e+01,7.660557217e+01,9.785131457e+01,1.104071101e+00,8.618124373e+01,9.429601392e+01,9.011885378e+01,8.812518582e+01,5.490216460e+01,6.508110297e+01,4.965527333e+01,7.720311923e+01,7.147982304e+00,3.557838911e+01,6.250231374e+01,2.929163845e+01,1.249026159e+01,5.267494385e+01,9.152059525e+01,1.529455858e+01,7.834490454e+01,2.270234074e+01,4.499033614e+00,6.653463287e+01,7.752604755e+00,5.420768678e+01,2.920834047e+01,1.388222685e+01,5.731565452e+01
3.155785328e+01,5.104244548e+01,9.789386871e+01,2.380320948e+01,3.758147139e+01,5.889405396e+01,3.637704036e+01,1.194377642e+01,9.130849574e+01,8.361616653e+00,6.454585322e+01,1.797244561e+01,3.921160818e+01,7.777611293e+01,8.290692984e+01,4.217291359e+01,3.907612364e+00,6.425877730e+00,2.294309765e+01,4.337096342e+01,6.894516142e+01,4.986071529e+01,2.844918130e+01,4.050143464e+01,4.714744088e+01,6.410913814e+01,5.063675092e+01,8.565694586e+01,5.084102349e+01,9.664848262e+01,4.332042114e+01,2.086358285e+00,9.551599675e+01,1.916861416e+00,9.297718857e+01,3.057121300e+01,6.429750403e+01,6.832747138e+01,2.200466598e+01,1.747139956e+01,4.498479791e+01,1.309788365e+01,9.313676541e+01,5.993454240e+01,8.337122775e+00,3.126871903e+01,5.818823829e+01,1.852959001e+01,1.893195660e+01,6.621794637e+01,7.359982798e+01,4.135017234e+01,9.728511988e+01,2.941698460e+01,5.780212672e+01,5.786714493e+01,4.402536433e+01,1.827679830e+01,7.565181647e+01,8.223576604e+01,3.560728948e+01
3.634470463e+01,8.354648724e+00,2.663631084e+01,5.209676431e+01,2.553344670e+01,4.880526354e-01,1.099419867e+01,8.366654216e+01,3.368314989e+01,3.663087120e+01,8.852025259e+01,8.568415025e+01,6.054060444e+01,5.024264204e+01,2.527486407e+01,1.095779945e+01,6.501051314e-01,9.993115881e+01,8.567822542e+01,1.105553183e+01,4.948400051e+01,7.300683382e+01,9.417763099e+01,8.850905940e+01,9.492064760e+01,7.502035158e+01,9.620337902e+01,9.236527776e+01,8.142276849e-01,1.789716158e+01,7.650519579e+01,8.380692852e+01,6.720544264e+01,3.413035638e+01,7.810340664e+01,7.712254485e+01,2.560221437e+01,9.846539535e-01,6.186058371e+01,4.530554793e+01,3.951144105e+01,6.220572635e+00,9.858575771e+01,7.221187734e+01,8.244276628e+01,8.740738623e+01,8.314309629e+01,3.472853171e+01,1.352701230e+01,1.301445041e+01,5.225767100e+00,4.372199832e+01,5.051317030e+01,1.296943520e+01,6.323497720e+01,5.605380640e+01,9.868494133e+00,6.479826505e+01,9.727040121e+01,5.637754311e+01,4.187793240e+01
5.833425821e+01,2.740831507e+01,8.937587058e+01,7.626183850e+01,4.741021520e+01,8.381507951e+01,6.208634285e+00,5.013675236e+01,2.414123406e+01,6.816190699e+01,7.557127622e+01,9.374128149e+01,2.772338414e+01,7.562268740e+01,2.131427377e+01,7.750911603e+01,3.594555859e+01,1.715868171e+01,5.529692908e+01,6.311718393e+01,2.711135978e+01,3.428909686e+01,9.665951040e+01,7.311100094e+01,5.116227254e+01,4.471205494e+01,1.469007536e+00,5.385935800e+01,8.644078623e+01,9.546156560e+01,9.323716331e+01,7.354509172e+01,7.528081284e+01,2.928010365e+01,9.836856298e+01,7.758668334e+00,9.287107547e+01,8.481693162e+01,5.706285515e+01,1.973128759e+01,2.120693873e+01,1.065261070e+01,3.235314751e+01,6.609397096e+01,2.849145948e+01,9.593066298e+01,6.857022595e+01,5.297385453e+01,1.720532244e+01,8.394162903e+01,1.049718212e+00,7.785242950e+01,5.435994783e+01,9.023308463e+01,9.049624937e+01,1.864043294e+01,5.945163273e+01,3.688726997e+01,5.670695979e+01,5.722563619e+01,6.365143822e+01
4.735913975e+01,9.936027083e+01,9.425053056e+01,7.002208834e+01,9.625304819e+01,8.701302681e+01,1.682385006e+01,4.324582156e+01,5.724394672e+00,9.441287384e+01,7.661561991e+01,7.122382687e+01,6.275592086e+00,8.391882417e+01,7.301287785e+01,5.150998645e+01,3.379207384e+01,5.475072927e+01,8.656976437e+00,1.552341711e+01,7.905479107e+01,1.148006046e+01,5.544685774e+01,8.562925640e+01,4.651428485e+01,7.162037044e+00,7.381558896e+00,2.586217924e+01,2.279975620e+01,9.158685950e+01,8.318041523e+01,3.563317553e+01,3.175315825e+01,1.836750845e+01,8.993911070e+01,9.720283542e+01,3.725447544e+01,3.285767419e+01,8.003654269e+01,6.277762505e+01,8.959951546e+01,5.878897073e+01,1.146592224e+00,6.013026980e+01,1.204156702e+01,8.777578186e+01,3.082246781e+01,6.615818738e+00,4.827507451e+01,2.911509150e+00,6.585673458e+01,3.203140030e+01,2.464236099e+01,6.063878019e+01,8.732152073e+01,2.586868508e+01,6.903726116e+00,4.839572165e+01,6.860483048e+01,5.967440534e+00,2.212616055e+01
6.093576567e+01,1.414376122e+01,5.001636490e+01,5.437882757e+00,4.017826589e+01,2.280950485e+01,5.978646387e+00,8.904257107e+01,3.756987526e+01,1.555446585e+01,8.554353970e+00,1.307669292e+01,7.424092854e+00,3.344373804e+01,3.572570427e+01,1.729643782e+01,2.476537926e+01,8.041752147e+01,2.526527533e+01,3.822107336e+01,1.046583104e+01,2.712512827e+01,2.797007489e+01,3.216869129e+01,5.256147625e+01,2.739369285e+01,9.164904050e+01,3.509007709e+01,6.998594940e+01,8.329249555e+01,7.320133419e+01,9.875701347e+01,3.452893964e+01,5.705737847e+01,5.618671309e+01,1.849737333e+01,5.910000949e+01,9.997877599e+01,9.267014212e+01,7.684693649e+01,9.919417500e+01,2.145711464e+01,3.841356575e+01,1.489196869e+00,3.296091331e+01,1.144120323e+01,3.069900442e+01,3.387283743e+01,7.091237526e+01,2.415839094e+01,3.218549480e+01,6.147931989e+01,5.198509108e+01,9.261688026e+01,7.145296073e+01,2.789858240e+00,9.874701716e+01,8.838346658e+01,7.204297137e+01,9.935274462e+01,1.439370169e+01
4.076785996e+01,4.798078499e+01,6.790674684e+01,5.730637063e+01,9.345040883e+01,1.971531382e+01,3.797164751e+01,8.742791905e+01,1.157607402e+01,3.415146122e+01,8.835144863e+01,4.800868292e+01,7.742873296e+01,3.567743464e+01,8.200275252e+01,4.573760521e+01,6.048402958e+01,2.703601456e+01,7.831751642e+01,9.033504526e+01,8.604398760e+01,1.890459936e+01,9.921118558e+01,9.581581889e+01,6.020492722e+01,1.914784666e+01,5.817786954e+01,4.641384358e+01,9.024946874e+01,4.941324755e+01,6.603215438e+01,7.819482174e+01,3.156522778e+01,6.269892547e+01,5.641240791e+01,1.097581916e+01,3.054531432e+01,8.222186624e+01,1.334890637e+01,4.918967396e+01,4.468842990e+01,2.949660605e+01,1.265837998e+01,8.007494507e+01,4.424983060e+01,5.886391436e+01,2.308071987e+01,1.431026231e+01,1.467194340e+00,8.988071228e+01,9.496396766e+01,7.071325453e+01,2.216950741e+01,7.188879013e+01,7.118786123e+01,2.286952806e+01,5.853649740e-01,8.453791655e+01,3.513296336e+00,2.681605546e+01,2.424374414e+01
2.204255107e+01,3.816052276e+01,2.143350914e+01,9.535218699e+01,3.892306953e+01,7.580681909e+01,4.105063101e+01,6.736317184e+01,4.578217072e+00,9.710721644e+01,3.413482627e+01,1.120439251e+01,3.076395695e+01,5.795021783e+01,2.590921454e+01,7.709932278e+01,8.144857982e+01,2.668795607e+01,7.268919193e+01,4.971723135e+01,3.665642317e+01,7.457343687e+01,8.996017799e+01,5.350802999e+01,7.334814345e+00,7.689930903e+01,7.956068069e+01,4.012920887e+01,5.737540279e+01,3.132154928e+01,8.608099161e+01,2.640331835e+00,6.376300207e+01,3.188967939e+00,1.123019147e+00,1.051504964e+01,3.408021583e+00,7.605534273e+01,3.133442870e+00,5.488001395e+01,9.580110583e+01,2.966030516e+01,4.943234572e+01,4.297328133e+01,1.512227163e+01,5.296780347e+01,5.795506026e+01,4.632812246e+01,5.452318250e+01,1.545213593e+01,8.572996600e+01,7.681945848e+00,2.505914640e+01,9.946318994e+01,4.789749816e+01,9.816643998e+01,6.291526392e+01,1.104209499e+01,8.044860534e+01,4.462653238e+01,2.495131092e+01
4.149637387e+01,7.377282393e+01,3.212616293e+01,2.636321978e+01,5.764775785e+00,1.555640294e-01,6.121602639e+01,2.183874995e+01,7.286189452e+00,4.374598264e+01,8.014783832e+01,8.995775649e+01,8.390558531e+01,3.401786683e+01,2.115339441e+01,5.575631296e+01,1.686092770e+01,2.949679906e+01,4.419543890e+01,9.718673468e+01,3.519268903e+01,5.666556473e+01,1.415860085e+01,1.637702650e+01,9.985026261e+01,7.463586977e+01,8.542223356e+01,4.236406295e+01,4.421342290e+01,8.068892148e+01,1.525669964e+01,1.928818899e+01,6.866703288e+01,6.427526912e+01,2.905837123e+01,3.616893208e+01,3.080945265e+01,3.008435543e+01,5.600975164e+01,3.433687807e+01,4.923775448e+01,6.993453247e+01,8.135135553e+01,2.587072188e+01,8.560096329e+00,5.801457515e+00,6.876928005e+01,2.251205009e+01,9.959975169e+01,6.171911754e+01,2.809967850e+01,4.865901915e+01,7.934834308e-01,1.123830117e+01,3.160666750e+01,1.822723162e+01,6.248108881e+01,1.942891013e+01,2.002099918e+01,3.628570554e+01,6.237542799e+01
4.109071777e+00,9.573038481e+01,1.931822745e+01,2.343032910e+01,4.525816102e+01,9.186316551e+01,6.325094412e+01,7.396108658e+01,2.618160593e+01,2.444903534e+00,8.302880253e+00,6.671339471e+01,3.682534757e+01,8.242165417e+01,3.710255505e+01,8.852759213e+01,1.165116582e+01,4.037981558e+01,4.448425188e+01,2.526778040e+01,5.660407804e+01,2.394825393e+01,4.031732756e+01,5.469569213e+01,9.147380659e+01,5.140499705e+01,3.874790144e+01,6.892196953e+01,8.726856075e+01,6.950374038e+01,6.622881535e+01,5.374707132e+01,5.096364959e+00,1.027449262e+01,5.895864032e+01,1.648486569e+01,2.299643904e+01,8.164013164e+01,6.953724214e+01,7.992444425e+01,2.756077224e+01,7.215433377e+01,5.453346980e+01,8.306285663e+01,8.586054332e+01,9.946589544e+01,1.050171005e+01,4.393240199e+01,2.550799452e+01,6.504226564e+01,5.391158588e+01,1.485485253e+01,4.124364306e+01,7.117205413e+01,7.713669855e+01,5.897749004e+01,1.688154035e+01,7.570953062e+01,6.397111613e+01,2.328386973e+01,3.211528709e+01
3.529227104e+01,1.527398269e+01,3.019208139e+01,3.017178657e+01,8.809168750e+01,5.170128566e+01,4.047112854e+01,4.337249360e+01,9.261426981e+01,9.324558859e+01,1.816063589e+00,4.770622451e+01,1.205655628e+01,2.464388372e+01,7.420626460e+01,4.731049450e+01,2.224422403e+01,1.459933740e+00,3.475118436e+01,7.774746096e+00,1.425129495e+01,1.406765024e+01,9.477877080e+01,8.826964133e+01,1.014078973e-01,5.306191961e+01,6.671459772e+01,7.025639887e+01,2.503563895e+01,3.198050639e+01,6.518157607e+01,9.367459771e+01,5.380674514e+01,5.297985372e+01,8.281791260e+00,7.437934105e+01,9.250550942e+01,6.397160899e+01,3.534815165e+01,8.388388616e+01,2.982246281e+01,8.324866622e+01,7.100670829e+01,4.623683740e+01,1.976014276e+01,4.120887835e+01,4.681915397e+01,7.603725323e+01,2.148330335e+01,8.998405144e+01,9.746474667e+01,5.409034133e+01,8.339233155e+01,2.643757386e+01,8.169437147e+01,2.253131925e+01,8.415670755e+01,9.030312431e+00,6.048445594e+01,4.796369302e+00,6.571991590e+01
7.090936776e+01,1.315256892e+01,8.082698788e+00,5.132086495e+01,6.915832400e+01,5.544713876e+01,8.826057465e+00,9.948441232e+01,8.588941997e+01,8.720646999e+01,2.122568729e+01,9.160772456e+01,2.882608137e+01,9.794762992e+01,8.345072549e+01,7.129653284e+01,2.840652402e+01,1.395790899e+01,6.037534439e+01,4.151897949e+01,1.996880254e+01,9.605573486e+01,9.753120391e+01,6.207672069e+01,8.135972491e+01,1.584303327e+01,1.710852628e+01,8.625258733e+01,9.592614799e+01,2.566692639e+01,4.719777631e+01,5.806079593e+00,4.371618622e+01,4.073983244e+01,7.970569350e+01,2.032847655e+01,6.595907135e+01,6.234212413e+01,9.477869262e+01,8.220462470e+01,8.739843600e+01,2.489884982e+01,7.932597566e+01,8.373578361e+01,8.396643147e+01,6.435133341e+01,8.183656945e+01,2.306638394e+01,8.161451363e+01,5.100697006e+01,6.026234792e+01,7.277853459e+01,3.249370021e+00,1.241233411e+01,6.936378421e+01,4.299340579e+01,2.586769694e+01,4.422728099e+01,3.882841916e+00,5.920686908e+01,6.155806320e+01
6.413783532e+01,9.596182356e+01,7.358318478e+01,7.150708735e+01,3.823114328e+01,6.335769870e+01,3.012135654e+01,7.105473418e+01,6.565754040e+01,2.759818768e+01,9.604381997e+01,6.390366883e+01,5.721574715e+01,3.184897758e+01,7.960394453e+01,4.023387343e+01,7.391654873e+01,4.756806027e+01,6.579499610e+01,6.172538800e+01,4.328196384e+01,7.045743917e+00,1.182873235e+00,1.252972523e+01,1.151992718e+01,2.516743083e+01,6.587662894e+01,2.854012399e+01,4.755280647e+01,9.948515320e+01,2.617481523e+01,8.662427907e+01,9.087091782e+01,4.547690579e+00,8.660140529e+01,9.178699788e+01,6.447500513e+00,9.970093538e+01,9.810203296e+01,7.457426619e+01,8.615628443e+01,9.051775155e+01,9.885171097e+01,5.361325484e+01,7.679001071e+01,3.711770701e+01,1.628757105e+01,5.314642341e+01,3.163552919e+01,6.528593043e+01,4.038812585e+01,6.877017213e-01,1.320212765e+01,8.834625537e+01,5.070857897e+01,8.143191341e+01,6.149182246e+01,7.970358703e+01,1.564637691e+01,5.675012296e+01,9.219175011e+01
9.033905678e+01,6.585217962e+01,7.124805327e+01,7.195109698e+01,8.984762757e+01,9.205108385e+01,5.246802028e+01,1.217064959e+01,6.580302901e+01,3.069379233e+01,9.519235555e+01,1.263923268e+01,4.968018567e+01,8.210995284e+01,6.276144837e+01,4.371451629e+01,7.259074492e-01,6.727510398e+01,1.114008156e+01,7.001345771e+01,7.869212507e+01,8.127186330e+01,6.365776066e+01,6.988093752e+01,3.256145034e+01,7.629681137e+01,1.486614968e+01,3.979788902e+01,1.330324309e+01,9.396015150e+01,8.659896028e+01,5.066410878e+01,9.662421903e+01,6.567180612e+01,7.656846309e+00,6.454102638e+01,6.206397016e+01,8.784860186e+01,4.506420631e+01,6.581729653e+01,5.725367130e+01,6.537326179e+01,9.254135342e+01,4.112665454e+01,5.506931611e+01,8.127397292e+01,5.563724186e+01,5.288253621e+01,6.331476152e+00,2.717942840e+01,6.470738491e+01,5.142040032e+01,3.306809583e+00,5.378207948e+01,3.553351885e+01,6.109805019e+01,9.382701185e+01,6.628850369e+01,3.198059407e+01,8.818861683e+01,5.667183424e+01
3.177250529e+01,2.306914082e+01,8.984428325e+01,9.264044739e+01,4.178963787e+01,4.516218840e+01,4.513484954e+00,2.384642347e+01,1.770897014e+01,7.375984344e+01,7.836974903e+01,4.067185623e+01,6.569178630e+01,4.315390989e+01,3.344734888e+01,5.489744927e+01,1.723564400e+01,1.509269460e+01,7.923740079e+00,8.299759978e+01,6.598334309e+01,7.225376375e+01,5.874871216e+01,2.600642308e+01,6.943491356e+01,1.672256524e+01,6.360416166e+01,9.691033798e+01,8.274744482e+01,2.951071830e+01,4.923908076e+01,5.434607238e+00,7.221160776e+01,8.664537579e+01,9.111215553e+01,4.443906045e+01,4.575064006e+01,4.116277798e+01,6.467279414e+01,9.967223490e+01,2.360977844e+01,5.743988153e+01,4.387517351e+01,1.975836662e+01,4.601351183e+01,6.872259509e+01,5.613606738e+01,3.663772375e+00,8.681267801e+01,8.310072911e-02,8.081677775e+01,7.367444483e-02,6.374645485e+01,1.649751082e+01,1.754806684e+01,3.155880105e+01,5.714834353e+01,6.993374971e+01,1.385377644e+01,4.488036964e+01,1.175393673e+01
7.707858664e+01,1.203078004e+01,1.152525029e+01,6.138087101e+01,2.027950061e+01,5.487095201e+01,8.489380658e+01,3.921044520e+01,9.920695039e+01,4.519092367e+01,8.713622014e+01,2.017212022e+01,8.377706610e+00,5.901994729e+00,9.803297815e+01,7.145582276e+01,4.507938746e+01,8.364629720e+01,4.616089874e+01,1.395451050e+01,3.014671525e+01,7.992331598e+01,5.745106270e+01,1.844901075e+01,9.236355609e+01,8.873139155e+01,9.722016483e+00,3.088564252e+01,7.267039805e+01,8.102085274e+01,5.155735440e+01,9.179921730e+01,5.497944555e+01,6.721000958e+01,6.508642943e+01,9.087144177e+01,1.373136744e+01,7.561189533e+01,4.667284770e+01,6.119601955e+01,9.441361278e+01,6.035678103e+01,1.421544150e+01,7.098580404e+01,2.742988553e+01,8.249418127e+01,6.711082148e+01,1.114052615e+01,2.019634367e+00,2.180385613e+01,7.871159269e-01,8.405328119e+01,5.277012567e+01,2.634184456e+01,5.171714810e+01,2.356725095e+01,2.081455820e+01,6.368661599e+01,2.659876392e+00,1.454427624e+01,6.031576939e+01
5.897597326e+01,3.661962983e+00,8.742132041e+01,3.590560187e+01,4.998733852e+01,1.628581517e+01,8.887308474e+01,1.533335016e+01,6.487684082e+01,3.880967478e+01,7.092282944e+01,8.366835975e+01,6.473167257e+01,5.537037767e+01,1.495953183e+01,6.864054468e+01,8.554446701e+01,7.038477209e+01,4.553869952e+00,7.498490694e+01,9.557647592e+01,7.653709779e+01,9.735284554e+01,4.000964408e+01,2.637069053e+01,2.343118809e+01,1.125411551e+01,2.054242407e+01,7.522361873e+01,1.210728326e+01,3.254614478e+01,1.260885823e+01,7.186128386e+01,1.013483499e+00,6.122898869e+00,5.171321277e+01,9.186276327e+01,5.574635923e+01,9.051881028e+01,4.497217839e+01,6.136457886e+01,5.138862983e+01,4.308257995e+01,5.199699794e+01,1.287544658e+01,3.614644330e+01,1.765639268e+01,4.116480118e+01,8.928975285e+01,6.426994719e+01,5.864366515e+00,2.802275344e+01,7.210205096e+01,3.228798677e+00,8.711525214e+01,8.367594983e+01,4.539749385e+01,1.455902206e+01,8.035333581e+01,1.899901755e+00,7.308582214e+01
