v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56,v57,v58,v59,v60,v61,v62,v63,v64,v65,v66,v67,v68,v69,v70,v71
8.825250140e+01,1.940171497e+01,8.140752508e+01,9.468682742e+01,7.925026768e+01,4.984388406e+01,9.108507746e+01,8.020295250e+01,7.943552297e+01,2.238613917e+01,8.021849418e+00,4.887486370e+01,1.045674717e+01,5.010675139e+01,9.614624211e+01,1.092618402e+01,5.022416518e+01,5.553167346e+01,1.759126057e+01,5.409032102e+01,9.920571092e+01,7.666094326e+01,6.678101361e+01,8.215672757e-01,9.697967412e+01,6.118735806e+01,4.386840963e+01,3.457642746e+01,5.977854696e+01,3.815765900e+01,8.931613503e+01,8.102922152e+01,1.084209908e+01,4.182339052e+01,4.339712678e+01,6.385418671e+01,4.568326574e+01,6.449091559e+01,3.916607675e+01,4.164029847e+01,3.120108386e+01,8.618566541e+01,4.169928640e+01,6.223622933e+01,5.859923772e+01,3.656225054e+01,3.719715019e+01,7.960804097e+01,2.327213366e+00,5.995790482e+01,2.434514092e+01,3.491870416e+01,7.528590079e+01,9.818473651e+01,3.100108581e+01,4.255325850e+01,3.541396507e+01,6.087959838e+01,6.486588074e+01,8.853887399e+01,2.465406308e+01,6.696340943e+01,5.241459006e+01,1.681751698e+00,6.742306598e+01,9.769756117e+01,6.358510228e+01,5.025819440e+00,3.637514678e+01,3.579164665e+01,4.835822965e+01
4.446330917e+01,6.810648499e+01,1.631624541e+01,7.351925206e+01,3.147211993e+01,9.630612016e+01,3.271521913e+01,9.655261846e+01,4.634177947e+01,4.288559785e+01,5.697817448e+01,5.395139622e+01,9.342245462e+00,8.304779175e+01,4.306588266e+01,5.918781152e+01,3.507695808e+01,5.752238953e+01,1.980127893e+01,2.193740758e+01,5.343485170e+01,1.266456828e+01,2.749511508e+01,8.065256912e+00,7.346616377e+01,6.697825887e+01,5.911272726e-01,7.229227802e+01,9.847254786e+01,7.115203218e+01,6.158860056e+01,8.749959717e+01,5.224767747e+01,8.448883525e+01,8.474570844e+01,5.345207604e+01,8.970173047e+01,6.885193023e+00,6.763713946e+00,2.539479858e+01,1.027304998e+01,4.704216232e+01,3.093810928e+01,5.113195557e+01,9.928406404e+01,9.640298198e+01,8.981155385e+01,1.861928800e+01,5.475631006e+01,9.252127458e+01,2.643366989e+01,7.148851793e+01,8.325076103e+00,1.449694862e+01,3.190531964e+01,4.742891850e+01,3.925462300e+01,5.579286851e+00,2.716337552e+01,2.371600333e+01,1.001466457e+01,3.312474220e+01,3.951922830e+01,6.086116619e+01,5.424052437e+01,4.692188614e+01,3.354629120e+01,7.261676571e+01,2.522528260e+01,3.826434369e+01,3.900814630e+01
3.220138022e+01,3.126070505e+01,1.391586129e+01,5.341014483e+01,6.120132750e+01,7.948863221e+01,6.410914093e+01,1.772818417e+01,7.694370709e+01,6.384551588e+01,4.583960888e+01,6.997489179e+01,6.840929858e+01,4.503711687e+01,4.493147122e+01,5.146886782e+01,5.620221988e+01,2.676941331e+01,6.149367185e+00,5.460611270e+01,1.622911664e+00,6.978978900e+01,8.577429655e+01,7.542221468e+01,5.163814787e+01,8.791019266e+01,2.563634738e+01,1.315671704e+01,9.717200263e+01,4.454759038e+01,2.274757336e+01,7.026484579e+01,2.187828690e+01,2.428692102e+01,5.980335004e+00,4.027502959e+01,9.421916327e+01,9.079705183e+01,4.263216234e+01,6.334292389e+01,8.232546532e+00,8.141081557e+01,7.584591052e+01,7.866268977e+01,8.549035244e+01,9.424287653e+01,1.079206227e+01,7.233337966e+01,7.135036065e+00,3.840817817e+01,3.620262872e+00,1.954482350e+01,2.647774346e+01,3.268087875e+01,5.824337540e+01,1.035471880e+01,5.849170647e+01,7.781500101e+01,1.778262255e+01,4.472010185e+01,8.181600351e+01,4.549715454e+01,8.839138746e+01,4.201667986e+01,6.550486273e+01,9.053825577e+01,3.018950163e+01,9.400149188e+00,8.639086001e+01,9.108084459e+01,4.891015863e+01
8.765502395e+01,5.614734444e+01,3.328792546e+01,4.924125054e+00,9.744457430e+01,3.581959251e+01,8.803430587e+01,2.869935369e+01,9.832276182e+01,6.168965356e+01,9.686998082e+01,1.662613810e+01,5.796794244e+01,1.970691446e+01,3.348665610e+01,6.031348599e+01,6.200111627e+01,1.902270543e+00,6.691313759e+01,7.259830905e+01,7.681274565e+01,2.929125142e+01,6.549987378e+01,6.818975687e+01,4.731346655e+01,8.904096293e+01,6.942613544e+01,3.693317510e+01,8.063825874e+00,4.970252352e+01,8.673579433e+01,7.924780785e+01,9.459571520e+01,9.102112340e+01,8.251221181e+01,2.242496496e+00,1.881436371e+01,2.256338812e+01,7.294069025e+01,9.299869098e+01,1.480663135e+01,8.356676009e+01,7.901124547e+01,8.188480559e+01,8.445034996e+01,6.327697983e+01,2.695944210e+00,7.864842572e+01,7.305682298e+01,8.240400127e+01,1.140096758e+01,3.317522432e+01,2.112770090e+01,1.343928286e+01,6.001997726e+01,8.949546436e+01,2.831401372e+01,4.831267060e+01,8.400815816e+01,5.381604971e+01,2.272122116e+01,3.744776561e+01,3.583176403e+01,2.047775998e+01,3.334017954e+01,2.513078522e+01,7.043203265e+01,1.892831345e+01,1.613922975e+01,4.890624958e+01,4.946157749e+01
1.790916802e+01,5.932413687e+01,1.658778371e+01,4.603462481e+01,7.994038332e+01,1.397624673e+01,7.917790076e+01,9.399175035e+01,7.716388396e+00,4.335385170e+01,5.006848323e+01,2.304893966e+01,7.615622559e+01,3.196586007e+01,7.410472317e+01,7.817399164e+01,7.574840054e+01,4.746413962e+01,7.630019555e+01,5.448526976e+01,7.576949958e+01,8.841937544e+01,9.082118785e+01,6.847720840e+01,8.756204899e+01,7.747064076e+01,8.225272302e+01,8.210139980e+01,5.476094420e+01,8.515994606e+01,5.886770164e+01,5.742255447e+01,4.151614886e+00,7.974061857e+01,6.889583701e+01,4.836842028e+01,7.118526208e+01,9.081215741e+01,6.103438864e+01,6.927714934e+01,8.903784049e-03,3.262025245e+01,5.117882474e+01,5.397488667e+01,2.155914379e+01,5.197212528e+01,8.665994553e+01,7.520870577e+01,9.538326899e+01,6.747316512e+01,2.193806134e+00,3.077644678e+01,7.252544436e+01,3.009819782e+01,7.645480743e+01,3.760744496e+01,6.354047410e-01,6.615527971e+00,6.761591113e+01,7.840949622e+01,6.344281925e+01,4.864936305e+01,6.990591248e+01,1.564015257e+01,8.347042435e+01,1.058796953e+01,8.092885584e+01,4.515784253e+01,5.495722527e-01,1.418258990e+01,5.910707306e+01
7.889644816e+01,4.437634778e+01,3.783143824e+01,5.647706391e+01,1.727451022e-01,2.687136951e+00,9.491490726e+01,1.574428998e+01,8.749727555e+01,2.129780748e+01,1.600444154e+01,2.534117284e+01,8.616597318e+01,1.324200888e+01,8.134071607e+01,5.563842100e+01,5.307710731e+01,9.266247175e+01,3.999444677e+01,3.041810467e+01,3.863138116e+01,2.146693150e+01,5.628079146e+00,5.481194202e+01,2.407781203e+01,3.331250165e+01,8.656972588e+01,2.820398471e+01,3.061479779e+00,9.586522784e+01,2.860374967e+01,8.633663793e+01,5.796924657e+01,9.946615245e+01,7.379603616e+01,5.436344504e+01,2.151519271e+01,9.333763472e+01,4.820522854e+01,3.767570518e+00,5.304927240e+01,5.655668351e+01,1.366150768e+01,7.658072551e+01,3.976753043e+01,3.707286651e+01,2.821738819e+01,8.038267147e+01,7.021018617e+01,2.796463910e+01,6.611952520e+01,5.971558790e+01,5.096939253e+01,7.151456811e+01,8.022561275e+01,9.264713314e+01,4.825158938e+01,1.483968548e+01,3.854048116e+01,5.481495518e+01,1.075766904e+01,4.110008124e+01,7.309541629e+01,9.024432733e+01,4.778167101e+01,9.743691975e+01,1.827891645e+00,5.310804434e+01,8.976240913e+01,8.696623055e+01,2.531240134e+01
8.347794132e+01,4.345746201e+01,6.638946029e+01,5.265534895e+01,3.117781012e+01,3.636779993e+01,5.380885443e+00,7.120719912e+01,7.269790451e+01,7.512700330e+01,1.742435449e+01,1.472646128e+01,2.803084118e+01,5.021457789e+01,9.384245637e+01,2.303016264e+00,4.362840492e-01,5.234408083e+01,5.430623244e+01,9.888522694e+01,8.704458552e+01,1.147766665e+01,3.338069179e+00,3.369623635e+01,1.356862784e+01,4.453043978e+01,5.982052374e+00,3.045404206e+01,9.639083977e+01,7.201485076e+01,9.645266951e+01,4.743323853e+01,6.004722647e+01,8.715569316e+01,1.161268551e+01,2.320731714e+01,4.318461505e+01,7.722350842e+01,1.511702006e+01,5.083702974e+01,4.106569388e+01,3.578073516e+01,1.390342089e+01,4.309813511e+01,3.142950960e+01,9.435372105e+00,2.190703411e+01,1.364505866e+00,7.850960722e+01,7.055226072e+01,4.692685084e+01,3.830769862e+01,8.064456826e+01,5.838528439e+01,3.411645120e+01,2.515164871e+00,9.695293633e+01,8.230623026e+01,5.351792512e+01,2.417680814e+01,4.749976030e+01,5.936505891e+01,6.306920833e+01,6.866866774e+01,6.381793624e+01,6.720679320e+01,6.455744871e+01,3.513343801e+01,7.149163708e+01,8.650439550e+01,6.064978951e+01
7.899803673e+01,7.038201125e+01,8.517835612e+01,3.046072523e+01,8.406370888e+01,1.621163791e+01,9.488280014e+01,4.797837699e+01,5.489217092e+01,7.032337622e+01,4.536529784e+01,6.859124583e+01,6.313108016e+01,9.293150776e+01,9.740974235e+01,5.214760629e+01,9.704116633e+01,4.339541017e+01,7.977367482e+00,5.856807086e+01,1.075553374e+01,1.619944495e+01,1.588911197e+01,2.918996625e+01,7.605842595e+00,2.998742188e+00,6.363403468e+01,3.342114046e+00,6.027426120e+01,3.470471416e+01,7.090974500e+01,1.877548455e+01,2.067820353e+01,4.132388601e+01,1.688749670e+01,9.632469772e+00,7.155093085e+00,2.899525938e+01,8.603725493e+01,9.039045636e+01,8.920720240e+01,3.781934752e+01,3.427743982e+01,7.661267130e+01,6.564219375e+01,8.715265820e+01,9.915895359e+01,1.498366664e+01,8.556984833e+01,8.368691647e+00,3.929676293e+01,8.388255655e+01,5.402320501e+01,3.125092056e+01,1.948029845e+01,5.253778634e+01,4.647426165e+01,2.591988715e+01,8.791738269e+01,8.271696917e+01,9.729246634e+01,7.808243070e+01,9.946774966e+01,6.133473883e+01,8.538197565e+01,9.784004055e+01,1.343857735e+01,7.221228206e+01,2.615182278e+01,8.830750654e+01,4.800337865e+01
1.651270369e+01,7.412410447e+01,4.930971301e+01,7.848692312e+01,5.166759987e+01,8.313332809e+01,3.529309267e+01,6.867122240e+01,6.707302089e+01,3.803137549e+01,6.316748476e+01,7.738603881e+01,2.055934515e+01,8.396304399e+01,6.842044184e+01,9.222772145e+00,5.035330380e+01,8.561540642e+01,5.226031771e+01,9.783253082e+01,4.563516461e+01,9.874375041e+01,6.448742792e+01,1.142682455e+01,3.394963384e+00,3.345866602e+01,1.820854649e+01,4.737274741e+00,7.211303326e+01,8.702906578e+01,7.746178361e+01,3.209305852e+01,8.989144349e+01,2.860404223e+00,8.559888857e+01,8.051961766e+01,9.778297282e+01,3.736669424e+01,3.513853003e+01,2.797315567e+01,5.968503098e+01,1.801766885e+01,1.018479257e+01,2.843641949e+01,8.490987044e+01,7.034950969e+01,4.112825143e+01,7.133176841e+01,6.120111816e+01,9.956095290e+01,5.149733489e+01,3.370405628e+01,9.033447984e+01,4.949694896e+01,3.620435701e+01,9.682313883e+01,7.268632991e+01,6.832261265e+00,3.467058688e+01,5.606280261e+01,3.615258411e+01,9.444999704e+01,9.663336960e+01,9.215516355e+01,3.772644538e+01,5.769065473e+01,9.900041390e+01,9.978866853e+01,2.736193654e+01,2.985506109e+01,6.976828120e+01
4.984609085e+01,2.003465295e+01,9.090773615e+01,8.513892993e+01,2.155828093e+01,5.827073932e+01,8.294761706e+01,7.264361188e+01,4.948048768e+01,7.160857012e+01,7.656788283e+01,9.357762367e+01,5.980573975e+01,1.194799938e+01,4.046642031e+01,2.384606445e+01,6.303435588e+01,7.728671495e+01,4.943210792e+00,6.367492232e+01,6.545462717e+01,8.282921875e+01,5.336978389e+01,1.216887840e+00,7.229781438e+01,4.336761413e+01,6.073715615e+01,5.383285049e+01,8.086777979e+01,4.928046687e+01,6.696052597e+01,2.190404425e+01,7.186753848e+01,3.712665114e+01,2.676474215e+01,1.326242770e+00,8.073032879e+01,8.492404483e+01,6.773312062e+01,9.327561420e+01,4.439090196e+01,7.887164021e+01,3.688249350e+01,1.926312108e+01,8.672703323e+01,1.960356159e+01,8.483416182e+01,8.857597196e+01,7.133900668e+01,8.320738597e+01,3.439884259e+01,3.081452266e+01,4.068257099e+00,5.860388073e+01,5.948726901e+01,6.191204734e+01,1.411128940e+01,3.823664108e+01,8.200941380e+01,1.307578895e+01,5.688375015e+01,5.607854730e+01,5.067346183e+00,3.536927089e+01,1.596807994e+01,9.317573766e+01,6.324502575e+01,8.921496594e+01,3.108130350e+01,2.480645764e+01,8.232324981e+01
3.905650833e+01,4.196951726e+01,3.208658255e+00,9.861449026e+01,4.713694759e+01,2.716962988e+01,9.137879819e+01,8.126366877e+01,5.590320679e+01,1.370336901e+01,2.605265611e+01,5.591974204e+01,2.272476870e+01,9.530299699e+01,3.662278428e+01,6.745635807e+01,8.763526549e+00,8.816294312e+01,3.432334277e+01,2.937700000e+00,2.470296444e+01,4.229030882e+01,1.785507077e+01,7.787620192e+01,5.294064453e+00,8.279545249e+01,3.166288434e+01,2.143909428e+00,5.441409212e+01,5.325688380e+01,6.278596343e+01,6.066475381e+01,7.118406306e+01,5.497789620e+00,8.568922266e+01,6.850353349e+00,5.623954737e+00,1.799002988e+01,6.162503503e+01,8.737294917e+01,3.354835486e+00,7.391926590e+01,5.815015460e+01,1.989247162e-01,1.381939662e+01,7.030408943e+00,4.909247011e+01,8.511407961e+00,7.729175539e+01,4.009194093e+00,4.043350575e+01,8.707686669e+01,7.877154671e+01,5.811615722e+01,3.503211935e+01,7.791106472e+01,3.212016498e+01,2.016207390e+01,4.305932724e+01,1.061598494e+01,6.108487384e+01,7.001083656e+01,7.632161578e+01,6.632724332e+01,3.941957017e+01,1.660606431e+01,9.756268763e+01,6.731947600e+01,2.267930210e+01,3.097341071e+01,3.228728611e+01
4.804641095e+01,6.324517567e+01,3.197396675e+01,3.673667231e+01,7.327166550e+00,2.964785108e+01,8.278215536e+01,1.156967488e+01,9.166568248e+01,5.667825424e+01,2.218674611e+01,2.712906713e+01,4.152748038e+01,1.166754635e+01,1.444612749e+01,5.758579638e+01,7.874514247e+01,7.841895228e+01,7.885038158e+01,2.087491808e+01,3.937699795e+01,4.836776880e+01,7.831029237e+01,9.005942644e+01,5.645346644e+01,6.285760028e+01,2.306582110e+01,4.238875742e+01,5.258765549e+01,3.515092208e+01,8.367671699e+01,2.837617623e+01,1.773682865e+01,7.540195285e+01,2.945700519e+00,6.543226544e+01,1.901639763e+01,3.793945399e+01,3.481404401e+01,6.018027621e+01,6.891967794e+01,3.295007745e+01,2.939920329e+01,4.086387481e+01,1.234514797e+01,7.888309231e+01,5.880139107e+01,4.837608245e+01,8.610354095e+01,2.840099744e+01,2.864079969e+01,2.269954131e+01,6.745239586e+01,7.273035538e+01,7.020378466e+01,9.919944435e-01,5.715033430e+01,1.109766833e+01,9.598020790e+01,1.836426558e+01,6.436518035e+01,4.257654189e+01,2.580126253e+01,8.681358693e+01,3.603189264e+01,3.089832117e+01,9.506295696e+01,4.052010776e+01,8.329616029e+01,1.756014152e+01,2.765150895e+01
5.936607724e+01,5.629203073e+01,2.433128901e+01,2.418459775e+01,8.885580524e+01,2.101399192e+01,5.520632847e+01,8.996301042e+01,9.268322724e+01,2.791284917e+01,8.094392304e+01,6.579170443e+01,6.372043931e+01,8.612045782e+01,8.958465878e+01,5.375691854e+01,8.838567159e+01,4.972430823e+01,8.179714739e+01,1.250803437e+01,1.115348199e+01,5.533577599e+01,4.034361031e+01,3.652669939e+01,7.408941923e+01,4.045619323e+01,5.528058952e+01,8.456358022e+01,4.357669357e+01,9.509912803e+01,9.463369564e+01,3.138814506e+00,3.837838234e+01,4.045173511e+01,3.552994668e+01,1.367715634e+01,2.857949099e+01,7.171660820e+01,3.710840543e+01,8.384886594e+01,2.572326866e+00,5.943900018e+01,2.982263869e+01,8.780288783e+01,6.092329143e+01,9.123919468e+01,2.939538308e+01,2.062895044e+01,8.618002715e+00,3.576546765e+01,8.870986895e+01,4.612735699e+01,7.403006749e+01,7.319962147e+01,9.256997900e+01,8.067790080e+01,3.603735979e+01,5.890066487e+01,7.802273674e+01,7.700089116e+01,7.719366119e+01,1.206336890e+01,9.846912448e+01,3.442161053e+01,2.688808094e+01,5.521439384e+01,5.484771627e+01,6.203112452e+01,5.902272360e+01,1.432167905e+01,9.322457575e+01
8.617073185e+01,3.790415458e+01,2.814481684e+01,8.797982264e+01,5.934489302e+01,5.789425040e+01,5.050955994e+01,9.560215450e+01,6.477883535e+01,2.664621293e+01,9.898907211e+01,9.528901558e+01,9.670071607e+01,8.084727895e+01,1.640222390e+01,6.584884794e+01,2.943546111e+01,6.884917456e+01,8.362469474e+01,6.136587114e+01,1.792739512e+01,8.085610736e+01,9.364216340e+00,9.541510676e+01,3.786392757e+01,2.911826633e+01,2.969714593e+01,8.982130260e+01,3.155087311e+01,9.364559415e+01,5.155433709e+01,3.308229449e+01,4.609263958e+01,5.769161974e+01,8.997637076e+01,6.295567828e+01,9.884016061e+01,3.118059299e+01,1.982049299e+01,4.430177944e+00,5.305339357e+00,8.981315379e+01,1.008039406e+01,4.068640364e+01,3.612833454e+01,5.577514023e+01,7.669918751e+00,7.852205994e+01,9.189311171e+01,4.384259352e+01,1.517445679e+01,9.973854048e+01,8.300847543e+01,2.399656827e+01,6.181213768e+01,6.944246920e+01,3.171223795e+00,4.082363408e+01,4.210634544e+01,6.448343752e+01,4.176128867e+01,5.578754825e+01,6.711354648e+01,6.611623829e+01,5.261723978e+01,9.285528522e+01,9.863277436e+01,1.400110781e+01,7.774488381e+00,9.796218207e+01,9.928516222e+01
1.528527778e+01,3.825554539e+01,4.654299208e+01,2.227866303e+01,5.676163471e+01,8.207433583e+01,9.246210691e+01,4.848591448e+01,9.802910573e+01,9.140216227e+01,4.152176374e+01,6.632986920e+01,5.634742071e+01,2.736453650e+01,5.771676021e+01,8.021183772e+01,6.243314396e+01,1.719616928e+01,9.196843257e+01,9.186816067e+01,9.613594703e+01,8.331374376e+01,9.288333768e+00,4.669262951e+01,7.666845423e+01,1.379935458e+01,3.577719578e+01,4.863159337e+01,8.802269477e+01,9.759061078e+01,9.895173344e-01,7.097379725e+01,2.412099532e+01,7.552026247e+00,6.804400937e+01,5.537918767e+01,1.213885989e+00,3.312916428e+01,7.361143729e+01,2.158064455e+01,7.889432782e+00,1.749983200e+00,3.379723546e+01,2.030254865e+01,7.933139707e+01,7.384545583e+00,2.020511690e+01,2.058362904e+01,3.279177791e+01,8.962628118e+01,6.318707343e+01,1.103809563e+01,2.982848054e+01,5.732025838e+01,8.033470238e+01,9.780245149e+01,2.299108112e+01,2.890109511e+01,6.452861818e+01,5.278994146e+00,2.526154281e+01,2.602095235e+01,8.301185171e+01,8.074886295e+01,3.460748887e+01,8.514852310e+01,8.085709404e+01,7.171970448e+01,4.493285197e+01,7.139364266e+01,7.982622364e+01
8.496447915e+01,2.983301444e+01,9.055090946e+00,5.800640882e+00,6.578119347e+00,5.602192030e+01,1.648558475e+01,7.692624856e+01,3.338458555e+00,9.196470546e+01,9.315973635e+00,9.164106366e+01,7.978188950e+00,8.685221408e+01,4.381375272e+01,2.227719090e+01,5.706584883e+01,1.947364584e+01,4.854461764e+01,4.261923136e+01,2.819837754e+01,1.747255782e+01,4.574226666e+01,8.151801939e+01,2.796031753e-01,4.772043314e+00,5.988837902e+01,7.773474920e+01,9.685827192e+01,8.674094339e+01,1.146976825e+00,3.405317603e+01,3.763930137e+01,7.953673838e+01,9.086436154e+01,4.512960299e+01,3.298271569e+01,3.100024914e+00,4.452396836e+01,6.085809649e+01,2.140115861e+01,8.297881826e+01,7.614641206e+01,4.856869413e+01,6.794058906e+01,2.659032584e+00,1.968510524e+01,9.524943191e+01,6.195550487e+01,1.543253504e+01,9.451225934e+01,9.441660608e+01,3.543262240e+01,7.753144680e+01,3.470675735e+01,8.111742425e+01,4.431524699e+00,7.625082129e+01,5.977727214e+01,8.291664514e+01,2.839899508e+01,5.424159724e+01,2.949428859e+01,8.697266920e+01,2.294569442e+01,5.454873511e+01,9.054590237e+01,9.327112683e+01,2.670646071e+01,7.973558247e+01,8.199436997e+01
5.642601598e+01,1.114777601e+01,6.046870717e+01,7.912190239e+01,1.621773168e+01,3.227909347e+01,7.378230629e+00,7.061468478e+01,2.821157173e+01,6.441179979e+01,3.623964123e+01,6.425132936e+01,4.868043859e+01,6.635081283e+01,7.407823109e+01,7.924926680e-01,7.168910856e+01,9.707424086e+00,4.253981576e+01,4.904453580e+01,7.339669078e+01,1.352151132e+01,4.806396088e+01,7.149829349e+01,4.075215659e+01,1.288718554e+01,3.646779206e+01,6.088409799e+00,4.009625038e+01,9.725153383e+01,6.981894736e+01,4.148660594e+01,5.455790643e+01,1.908831979e+01,7.709745222e+01,8.996995910e+01,4.025830040e+01,8.122195825e+01,9.253037385e+01,4.693051963e+01,6.810291863e+01,2.657670410e+01,7.783290763e+01,2.571957180e+01,4.274153220e+01,2.490919808e+01,1.869455346e+01,6.986469177e+00,5.834450516e+01,2.021463839e+01,4.641223965e+01,6.425274768e+01,1.645005741e+01,7.254837122e+01,9.786489166e+01,7.078161418e+01,4.949352332e+01,9.439993775e+01,3.956744815e+01,2.935543115e+01,6.784602377e+01,4.072099675e+01,8.791532800e+01,7.246936120e+01,8.666160382e+01,7.260559412e+01,7.566528171e+01,6.717997088e+01,4.544574899e+01,8.878673287e+01,7.255973892e+01
8.920083181e+01,5.177699631e+01,4.851754269e+01,8.421269509e+01,3.220975981e+01,6.718204840e+01,6.485877313e+01,7.700310779e+01,9.733061407e+01,2.496632532e+01,1.452018824e+01,1.310907251e+01,9.414713063e+01,7.797208688e+01,1.940198112e+00,1.727383279e+01,6.727350682e+01,2.756482515e+01,8.049220255e+01,7.186041796e+01,2.013300089e+01,5.495817503e+01,8.655117108e+01,6.195420803e+00,1.420549077e+01,3.553178124e+01,5.720169137e+01,8.277447354e+01,2.308819202e+01,9.884723539e+01,4.754104800e+01,9.784336490e+01,2.685517692e+01,1.728844636e+01,2.823152135e+01,2.625074017e+01,7.613274755e+01,5.723016888e+00,7.348970737e+01,6.953183524e+01,7.720404717e+01,7.458395557e+01,2.067885285e+01,3.812607767e+01,9.236014844e+01,6.597400532e+01,9.614084638e+01,8.328734523e+01,2.891099283e+01,3.522039109e+01,7.398287525e+01,9.061247165e+01,7.730865989e+01,2.914032408e+01,9.655625354e+01,2.493455078e+01,3.118301763e+01,3.147176921e+01,7.629965560e+01,9.562273509e+01,7.351762147e+01,8.957765872e+01,1.275584995e+00,8.987714471e+01,6.632098859e+01,5.588859875e+01,8.380145281e+01,6.447306558e+01,4.351951771e+01,1.354173357e+01,7.894241125e+01
7.012057364e+01,9.395386953e+01,6.189090722e+01,1.362140082e+01,5.692014844e+00,7.521949704e+01,1.510225382e+01,5.886305522e+01,3.175226257e+01,9.583948259e+01,7.593063539e+01,7.582901538e+00,4.233094586e+01,6.538987769e+00,4.213329372e+01,9.661300458e+01,7.642181404e+01,1.570212046e+01,1.566760872e+01,1.274547254e+01,8.294541421e+01,8.560163014e+01,1.015889843e+01,2.044979140e+01,6.897684318e+01,5.488965933e+01,7.278444636e+01,7.838714736e+01,7.603258420e+01,4.484636234e+01,3.943872444e+01,9.100227927e+01,8.537701351e+01,8.295534788e+01,8.450205945e+01,7.610157771e+01,5.562771599e+01,7.655519192e+01,7.926413712e-01,5.288146420e+00,8.267000281e+01,8.490606818e+01,6.546092267e+01,5.268126265e+01,5.171972607e+01,3.917533535e+01,9.028917168e+01,5.430661165e+01,9.078807908e+01,3.816571034e+01,5.398571031e+01,2.014483603e+01,8.584980473e+01,2.522525971e+01,1.079955628e+01,8.600532311e+01,4.714421221e+01,1.214000779e+01,3.509620939e+01,5.547313654e+01,4.404938034e+01,5.895362255e+01,7.684191384e+01,9.153170656e+01,9.018498733e+01,1.155711988e+01,4.457410360e+01,1.253143382e+01,9.456732418e+01,6.276492961e+01,4.176259547e+01
6.970549603e+01,4.302715024e+01,9.298245309e+01,1.373786562e+01,9.942595975e+01,6.943644771e+01,6.669470134e+01,5.966879095e+01,6.496957953e+01,5.143217830e+01,3.385446511e+01,5.223057250e+01,8.426436959e+01,8.031234084e+01,6.162247589e+01,6.961109514e+01,5.096902182e+01,5.892461156e+01,1.489021272e+01,5.996685822e+01,8.451478501e+00,7.571999676e+01,1.352566724e+01,6.254744623e+01,2.465087232e+01,5.291762751e+01,2.496182095e+01,4.738162331e+01,3.770553296e+01,5.897032702e+01,3.696096550e+01,5.691218106e+00,3.165267372e+01,9.007166509e+01,8.269705049e+01,9.309431235e+01,4.897254117e+01,9.427531372e+01,7.558731114e+01,3.724458448e+01,7.247753611e+00,9.908947963e+01,2.975993951e+01,5.410345672e+01,3.463758053e+01,8.248279454e-01,9.966833350e+01,3.499602158e+01,6.057402279e+01,5.816434331e+01,8.883828378e+01,5.919476510e+01,8.941714250e-01,2.478244498e+01,7.284428172e+00,8.543776844e+01,4.100304111e+01,2.866048002e+01,4.419476722e+00,7.159283817e+01,6.569045339e+01,5.330746075e+01,6.427714570e+01,8.197975038e+01,8.652731051e+01,3.426776998e+01,4.519919654e+01,3.504593881e+01,4.752393360e+01,9.807140851e+01,7.526137787e+01
2.523303986e+01,6.949329359e+01,1.540087361e+01,2.800955145e+01,8.556439827e+00,2.154899642e+01,3.970980937e+01,8.970098514e+01,9.652918143e+01,1.735887981e+01,2.789447635e+01,7.909645355e+01,7.735295345e+01,4.704823509e+01,6.732404348e+01,5.774564785e+00,4.221925576e+01,5.068844416e+01,7.141088462e+01,5.755633780e+01,1.368045940e+01,4.059791026e+01,5.225136973e+01,8.854349803e+01,4.550177763e+01,2.565664465e+01,7.530330999e+01,2.041203088e+01,5.145392536e+01,8.466917341e+01,7.004620169e+01,5.881235911e+01,4.917474270e+01,3.404056351e+01,1.892575678e+01,3.372791144e+01,1.100005512e+01,2.605375402e+01,9.825066441e+01,3.393601539e+01,1.940770724e+01,4.794529237e+01,1.139291105e+00,3.096009082e+01,8.723051835e+01,7.494176840e+01,3.936240340e+00,1.143125884e+01,3.922921602e+01,8.453537163e+01,2.587521754e+01,7.235334041e+01,7.069391888e+01,7.350058725e+01,1.460658738e+01,9.554943583e+01,4.491964572e+01,1.338497262e+01,2.452006165e+01,5.368607689e+01,6.657042576e+01,1.058811078e+01,2.835545161e+01,5.580539438e+01,1.766402349e+01,5.806378550e+01,1.411329204e+01,8.651736493e+01,6.242956878e+01,1.253335440e+01,9.115759962e+00
