v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51
7.879595245e+01,4.194771354e+01,8.127962569e+01,5.348745473e+01,2.958077778e+01,3.039141642e+01,4.424526179e+01,7.448317420e+01,4.550789549e+01,9.076931747e+01,9.678566313e+00,7.541761561e+01,6.605175256e+01,7.825966384e+01,2.596390102e+01,2.673348474e+01,9.805028918e+00,8.207299557e+01,7.884777996e+01,2.831057265e+01,2.295848102e+01,8.696683998e+01,2.617598883e+01,8.842693711e+01,9.324079138e+01,4.488096211e+01,9.682783798e+01,6.489141086e+01,2.235949303e+01,6.799044035e+01,6.526267873e+01,5.384440512e+01,5.933825499e+01,2.000937787e+00,2.018263455e+01,9.280780293e+01,7.643321859e+01,3.660946455e+00,4.185739763e+01,6.877576281e+01,5.916993643e+01,4.651382949e+01,5.565469623e+01,5.422873398e+01,8.372167729e+01,7.693504676e+01,8.255554952e+01,5.683111169e+01,5.663762467e+01,6.415706245e+01,4.958810433e+01
2.306885650e+01,1.263660704e+01,4.608968635e+01,4.120459784e+01,2.623391271e+01,1.940526343e+01,9.653332010e+01,4.117701186e+01,8.370117931e+01,1.947474019e+01,3.600616925e+01,8.650070183e+01,3.781420281e+00,8.249737250e+01,4.549325435e+01,8.130633011e+01,8.413648527e+01,9.361341426e+01,9.000929235e+01,1.056394364e+01,6.705524772e+01,4.361463885e+01,1.022896569e+01,9.541196559e+01,8.358461551e+01,7.340047701e+01,7.866575784e+01,7.991491059e+01,5.352620739e+01,8.496424798e+01,1.842924770e+01,6.727224947e+01,4.748305294e+00,4.223255033e+00,3.755699027e+01,2.885262241e+01,2.736324367e+01,3.014988808e+01,2.550482276e+01,8.292227270e+01,8.537714391e+01,5.110918719e+00,8.958702109e+00,9.855833343e+01,9.895495705e+01,8.401083920e+01,7.537892480e+01,4.602987149e+01,7.116558735e+01,8.768640870e+01,4.997813579e+01
2.079728876e+01,6.401494953e+01,3.668349470e+01,4.084008160e+01,4.124089693e+01,2.681851220e+01,9.148463367e+01,4.240802987e+01,6.546606773e+01,4.924006000e+01,1.216420067e+00,9.670424039e+00,2.247177206e+01,2.431573432e+01,6.341464815e+01,5.261314947e+00,3.728337508e+01,2.036173567e+01,5.942778376e+00,6.431796818e+01,5.327721131e+01,2.870846760e+01,5.678131182e+01,2.619057849e+01,5.573896323e+01,2.011588762e+01,5.871215982e+01,2.215186869e+01,7.167835300e+01,1.752871283e+01,5.223791374e+01,6.544083559e+01,3.766801717e+01,1.957905485e+01,4.364261455e+01,8.047598406e+01,9.428069203e+01,6.846967244e+01,8.279893013e+01,9.254454557e+01,9.339421896e+01,4.166374701e+01,8.460443621e+01,5.139054333e+01,4.316409536e+01,8.133141538e+01,5.898091134e+01,4.719827719e+01,2.490494290e+01,2.005461910e+01,3.087416338e+01
3.493203484e+01,1.389142611e+01,2.790098320e+01,9.074480897e+01,6.709705822e+01,8.299183433e+01,5.543930087e+01,2.312495913e+00,7.129852348e+01,1.108705825e+01,1.997423627e+01,4.281052655e+01,1.853509207e+00,7.618667579e+01,8.178543744e+01,6.103636230e+01,9.540241566e+01,8.610696061e+01,7.112929278e+01,8.168400813e+01,2.884546465e+01,7.010968479e+01,2.124377975e-01,5.389274697e+01,9.995552322e+01,1.122829411e+01,8.214595209e+01,5.047827992e+01,2.779490104e+01,4.041313080e+01,5.951478924e+01,9.236446471e+01,2.681234146e+00,2.523365654e+01,5.604692751e+01,3.242602356e+01,4.464797720e+01,6.828004391e+01,2.643778575e+01,9.478520257e+01,9.340793920e+01,4.438580737e+01,2.931787046e+01,3.604370679e+01,5.620297608e+01,4.102202236e+01,8.231497758e+01,6.628515529e+01,6.928473316e+01,6.921414088e+01,3.491714881e+00
4.234765224e+01,5.844652590e+01,8.694765586e+01,2.342377928e+01,1.569397845e+01,7.113489604e+01,8.993720610e+01,6.507841918e+01,3.081213992e+01,1.950493142e+01,4.371395833e+00,8.002139366e+01,4.273185082e+01,5.336597214e+01,1.168873670e+01,4.465251783e+01,5.045686417e+01,1.212093607e+01,7.250278466e+01,9.538060843e+01,5.819064824e+01,6.748412167e+01,1.849920638e+01,1.429235871e+01,8.266068119e+01,8.479127576e-01,5.677958735e+01,4.434647627e+01,1.236076234e+01,7.690145429e+01,2.457566509e+01,5.479814989e+01,3.144082291e+01,8.857134987e+01,3.848674035e+01,6.800934311e+01,9.739217378e+01,9.592932859e+01,5.858950088e+01,1.923263083e+00,1.105960209e+01,5.094887148e+01,1.677031747e+00,7.453592048e+01,6.589961324e+01,6.226072690e+01,9.816102048e+01,2.219826197e+00,5.871213044e+01,6.336047101e+01,8.689982180e+01
8.538090223e+01,6.323089717e+01,2.833325134e+01,2.149522677e+01,3.292899975e+01,1.195528537e+01,2.700260652e+01,7.550377690e+01,2.288219412e+01,3.865971154e+01,7.077514838e+01,2.051018973e+01,5.414660965e+01,8.298596658e+01,4.900635303e+01,8.305212855e+01,2.967155415e+01,1.428089276e+01,5.512650631e+01,8.303375125e+01,6.157247130e+01,7.577961544e+01,8.163913963e+01,5.497908031e+01,5.295255642e+01,2.181854951e+01,2.470094798e+01,3.913425358e+01,5.094864884e+01,5.106730559e+01,4.095835144e+01,4.307324195e+01,6.488672836e+01,3.121710566e+01,2.728593705e+01,2.412385652e+01,9.364702771e+00,7.377481092e+01,5.172588543e+01,4.519742515e+01,6.912257549e+01,2.184157842e+01,8.209136416e+01,7.812644499e+01,6.714381313e+01,6.106080466e+01,8.509933090e+01,8.358443775e+01,6.498375341e+01,2.987336361e+01,7.812216549e+01
3.150697042e+01,9.054490127e+01,8.641842325e+01,6.325699838e+01,4.674203306e+01,5.464838512e+01,3.649080060e+01,8.884064906e+01,2.921305984e+01,9.948420850e+01,9.484223176e+01,4.612277700e+01,3.494697789e+01,9.743370869e+01,4.383734284e+01,6.691698682e+01,7.363032565e+01,4.117715093e+01,2.139018091e+01,4.580367549e+01,7.956487377e+01,1.295443767e+01,8.811984877e+01,9.114748747e+01,4.726943490e+01,2.314168467e+01,2.116737173e+01,8.510099649e+01,3.927564793e+01,7.954823236e+01,9.011033735e+01,4.671184353e+01,5.458057642e+01,4.369379275e+01,3.919228835e+01,9.203187365e+01,1.553565886e+01,8.178330567e+01,9.478051675e+01,2.701302413e+01,3.092681051e+00,3.195524746e+01,2.083849161e+01,6.110315228e+01,5.851420894e+01,5.715171038e+01,4.557693535e+01,9.186565976e+01,7.035467192e+01,2.709145230e+00,3.291388168e+01
6.342794282e+01,5.653827098e+00,7.623780611e+01,6.400962026e+01,5.987374545e+01,3.682498213e+01,9.341694029e+01,4.154518205e+01,5.377107815e+01,7.292190248e+01,3.440852930e+01,7.236640689e+01,6.657397679e+01,2.944613695e+01,9.756595113e+01,5.757010157e+00,3.100266409e+00,9.381523694e+01,9.633887363e+01,5.664382641e+01,1.418448776e+01,7.550955781e+00,5.019616022e+01,5.045759158e+00,5.723353376e+01,4.401323330e+01,4.110033430e+01,3.434975001e+01,9.758219355e+01,5.461152469e+01,3.144682354e+01,3.677796112e+01,2.738873292e+01,2.578138482e+01,1.942429964e+01,1.409098283e+01,8.598013619e+01,6.774023600e+01,7.728906056e+01,7.883414197e+01,8.546905016e+01,7.618155621e+01,8.059757674e+00,6.324966054e+01,4.767762006e+01,2.319585095e+01,3.247545046e+01,7.310824198e+01,1.855863948e+01,3.452826601e+00,2.415310065e+01
4.210944728e+01,9.962470666e+01,4.020465540e+01,1.584463200e+01,1.080432197e+01,9.948394352e+01,9.997136455e+01,2.128060422e+01,8.364109989e+01,8.489492200e+01,3.907425769e+01,7.950435236e+01,2.432978280e+01,5.375800732e+01,6.262865451e+01,4.909267541e+00,8.668463022e+01,5.953977303e+01,4.209022699e+01,8.691765107e+01,1.295733364e+01,5.615451140e+01,2.650896762e+01,9.646135921e+01,6.672097152e+01,2.345721325e+01,7.644879781e+01,2.510578947e+01,5.939837962e+01,4.255224570e+01,8.732024260e+01,7.479700890e+01,2.927017609e+01,8.087403941e+01,1.414140657e+01,2.631481000e+01,1.271732813e+01,3.170664631e+00,7.487831505e+01,1.107371998e+01,5.525912448e+01,2.144095895e+01,5.745324884e+01,4.067056034e+01,9.455402989e+01,7.017923094e+01,8.617519291e+01,5.910621529e+00,1.986584717e+00,3.135368317e+01,6.249529548e+01
6.783382744e+00,2.150080027e+01,9.875975411e+01,4.023009764e+01,7.134106418e+01,2.005541129e+01,7.751506346e+01,1.372452599e+01,5.213796618e+01,9.818018569e+01,7.837332884e+01,6.424658223e+01,9.096375602e+01,3.625424494e+01,2.042320163e+01,7.099258247e+01,9.539761661e+01,4.391459321e+01,1.891061198e+01,7.825001041e+01,7.545496566e+01,1.118532114e+01,9.951424024e+01,7.983151668e+01,2.298004655e+00,9.033244206e+01,7.332249824e+01,5.688998227e+01,3.573350514e+01,7.679070765e+01,2.754920040e+01,7.172679388e+01,9.106648029e+01,7.567595536e+01,7.917497765e+00,1.739146451e+01,2.490765617e+01,8.084210506e+01,8.908113589e+01,8.405534029e+01,4.557586216e+01,6.659071992e+01,1.215983644e+00,7.641624583e+01,4.259085469e+01,8.803703131e+01,2.559917507e+01,6.004812729e+01,7.091805954e+00,4.233130569e+00,9.136397984e+01
6.847720790e+01,5.090176354e+01,5.418197316e+01,6.357631668e+01,6.670131349e+00,8.199187706e+01,4.558912558e+00,4.606832672e+01,1.495566147e+01,3.658158864e+01,6.393299720e+01,9.481679304e+01,8.538971675e+01,1.003776859e+01,9.593784129e+01,1.805964889e+00,5.485288568e+00,8.862898030e+01,4.503991453e+01,5.650805913e+01,7.497306185e+01,1.087900527e+01,5.799318829e+01,5.367090000e+01,4.576144966e+01,1.176514137e+01,5.607382825e+01,6.863096562e+01,7.691331922e+01,9.335600956e+01,6.480569904e+01,7.495388699e+01,7.964362470e+01,2.812027454e+00,8.556103428e+01,6.272996296e+01,1.899967370e+01,3.816123245e+01,5.157827691e+00,7.960831172e+01,4.517929456e+01,1.178190209e+01,7.014532225e+00,1.426470360e+01,3.312758646e+01,5.207075928e+01,5.055463702e+01,4.498468150e+01,1.973157798e+01,3.228504145e+01,3.504099598e+01
3.038447846e+01,7.445252073e+01,4.092337962e+01,9.174606470e+01,8.382877568e+01,9.607649646e+01,8.702400234e+01,3.056423128e+01,5.185231061e+01,9.460508314e+01,2.009808253e+01,2.697246458e+01,2.189528701e+01,9.805728859e+01,3.855090000e+01,3.885261866e+00,8.915608632e+00,8.230837226e+01,5.498536431e+01,1.420856276e+01,7.426505785e+01,8.326078381e+01,2.926752831e+01,6.853964531e+01,5.756316613e+01,4.148337817e+01,8.515941685e+01,7.122326800e+01,6.970040725e+01,1.139343495e+00,5.385823497e+00,3.642011773e+00,4.882804948e+01,4.814418567e+01,8.972053504e+01,8.494804368e+01,3.947856959e+01,4.839601491e+01,1.417109163e+01,4.230431376e+01,3.843374292e+01,5.763137260e+01,4.049271820e+01,5.053039220e+01,5.687713194e+01,3.377483537e+01,8.774563730e+01,8.614758542e+01,2.741507758e+01,3.327591015e+01,2.293659691e+01
1.523432824e+01,4.601465595e+01,4.823710211e+01,2.099710114e+01,2.929146904e+01,2.879605434e+01,7.773145182e+01,7.084348374e+01,4.350802199e+00,3.354883939e+01,4.205944113e+01,2.292690587e+00,9.482704369e+01,3.031185359e+01,7.696925876e+01,5.144262387e+01,4.024563528e+01,1.205548995e+01,8.062068618e+01,3.584939299e+00,5.830185132e+01,1.902546879e+01,3.890909188e+01,4.133288146e+01,1.605412652e+01,6.625167877e+00,8.428090277e+01,8.969132641e+01,1.391086417e+00,5.264664710e+01,5.064257079e+01,2.360574229e+01,7.773266098e+01,6.122756138e+01,9.121776335e+01,9.449375075e+01,2.468680117e+01,2.535170202e+01,8.872590843e+01,5.562636061e+01,3.505413757e+01,9.589130793e+01,1.156168745e+01,5.059053277e+00,5.975539862e+01,1.065275333e+01,9.063644793e+01,5.357193762e+01,1.874363462e+01,6.386605503e+01,4.819757260e+01
1.772591148e+01,3.741490547e+01,2.015070279e+01,2.606988681e+01,5.567850914e+01,4.897085442e-01,8.125237168e+01,8.196621314e+01,7.139010600e+01,9.866603584e+01,7.260079365e+01,4.856254764e+01,4.239989904e+01,9.671157147e+01,3.130047132e+01,3.739559691e+01,7.260580860e+01,6.888086098e+00,4.729847453e+01,6.219792924e+01,5.145969496e+01,5.252131849e+01,3.668768998e+01,6.977148399e+01,7.438059499e+01,5.387463238e+01,9.068960874e+01,3.391609313e+01,3.134772958e+00,9.820202162e+01,2.097665319e+01,3.825121731e+00,5.097679120e+01,7.476397587e+01,1.728110818e+01,8.806835956e+01,8.529328453e+01,8.949166428e+01,8.946867270e+01,7.860577626e+01,1.234852092e+01,1.565868528e+01,5.966007345e+01,6.181273161e-01,5.086544121e+00,2.735069956e+00,5.606496200e+01,4.873643975e+01,9.334286987e+01,5.804281295e+00,7.654951775e+01
5.823546642e+01,8.068126251e+01,3.027707432e+01,7.689684019e+01,9.360099414e+01,7.796851690e+01,6.454963130e+01,2.808331120e+01,7.775066882e+01,6.271745787e+01,1.699099721e+01,1.758568396e+01,4.363783000e+01,1.081330004e+01,7.773212258e+01,2.746980133e+01,4.475763430e+01,2.283176012e+01,4.135450082e+01,1.433581681e+00,8.649722303e+01,4.761560313e+01,4.113160487e+01,1.479654545e+00,9.155528334e+01,4.182817376e+01,2.206607181e+01,9.108002245e+01,1.266975905e+01,8.211676003e+01,8.289184921e+01,6.638357574e+01,3.996223976e+01,9.695881429e+01,8.471180927e+01,2.896682664e+01,7.382787382e+00,8.772121537e+01,2.232918956e+01,1.859445730e+00,6.787591335e+01,3.787124956e+01,9.450358538e+01,6.802950527e+01,9.734227479e+01,4.015800842e+01,8.622334665e+01,6.143530203e+01,1.514230311e+01,6.556038579e+01,7.988242175e+01
4.388944591e+01,3.946021204e+01,8.577917907e+01,3.043204268e+01,4.872503458e+01,1.908062409e+01,8.144357013e+01,3.108791097e+01,5.574309396e+00,3.625352405e+01,1.399672992e+01,6.085193394e+01,5.147154429e+01,6.279453013e+01,8.857004659e+00,8.046256349e+01,2.824432495e+01,2.249784260e+01,6.897427120e+01,6.521548831e+01,8.015715263e+01,4.935112591e+01,4.503224648e+01,5.243055059e+00,3.193581196e+01,7.975487090e+00,3.487275033e+01,8.224680102e+01,6.866598457e+01,4.793760655e-01,7.398370530e+01,7.568280780e+01,6.128973420e+01,5.828658897e+01,4.951934205e+01,9.587578204e+01,4.043795807e+01,4.400226869e+01,1.329361876e+01,3.656711266e+01,7.678468134e+01,8.370262190e+01,8.081276836e+01,6.956894467e+01,1.432371910e+01,6.982987194e+01,4.002816832e+01,8.509175915e+00,9.633434439e+01,8.242988996e+01,7.957412978e+01
5.203300897e+01,7.041771595e+01,7.274565223e+01,9.751408656e+01,6.821751212e+01,7.524632386e+01,2.448610498e+01,5.991879115e+01,3.723926169e+00,6.498255459e+00,5.793185208e+01,6.596288366e+01,7.327916755e+01,3.403300716e+01,2.155045653e+01,9.936428383e+01,8.623512863e+01,7.601679509e+01,5.375375101e+01,5.508596738e+01,3.491706184e+01,6.230735552e+01,8.403477925e+01,8.822100946e+01,7.590817888e+01,1.466681392e+01,6.401991849e+01,2.677973063e+01,4.947655419e+01,1.884536208e+01,3.950482653e+01,7.781124286e+00,2.944157193e+01,4.376094909e+01,8.115412108e+01,7.972004248e+01,1.335475152e+00,1.233165148e+01,3.931850676e+01,5.865715665e+01,2.364744485e+01,4.987796396e+01,1.410819566e+01,5.326615984e+01,7.289330557e+01,1.094977726e+01,1.998607795e+01,5.872893579e+01,8.702279510e+01,1.646066303e+01,6.703298154e+01
3.109109074e+01,4.783266769e+01,5.807398933e+01,2.446930800e+01,7.966867360e+01,6.498717482e+01,7.698921036e+01,8.532859727e+00,2.562601226e+01,6.817610276e+01,2.568696114e+01,4.309134357e+01,2.389180971e+01,9.416921649e+01,9.709278159e+01,3.909806366e+01,7.358417170e+01,8.095176023e+01,8.175640315e+01,3.948223410e+01,8.981755299e+01,2.592243802e+01,8.281349846e+01,8.355945371e+01,6.274693875e+01,5.417760084e+01,2.672042112e+01,3.049985094e+01,2.112914867e+01,4.955961458e+01,9.574006063e+01,1.833363322e+01,1.683299555e+01,6.060090931e+01,5.738537572e+01,5.594892140e+01,2.722061742e+01,7.791976647e+01,6.164593383e+00,3.190962110e+00,3.281647986e+01,8.019122277e+01,6.958084969e+00,6.549247097e+00,3.438411368e+01,5.738636446e+00,6.035903200e+01,7.499115087e+01,3.728864897e+01,1.038764613e+01,9.403591917e+01
9.712885300e+00,8.949940521e+00,6.518785495e+01,5.561274969e+01,4.474719410e+01,9.292943302e+01,6.094207938e+01,5.180695194e+01,9.609028430e+01,6.958917887e+01,8.479956551e+01,2.514408018e+01,8.581660747e+01,1.473055318e+01,2.662206907e+01,1.311370070e+01,3.941590354e+01,8.353960468e+01,9.429612667e+01,7.425149062e+01,7.168005987e+01,6.854579336e+01,1.579656388e+01,7.836921621e+01,8.956369679e+01,9.153770456e+01,8.348973874e+00,6.033739007e+01,1.613238229e+00,3.053145148e+01,3.476668461e+01,2.679893856e+01,9.780463146e+01,9.078289393e+01,4.662108850e+01,8.862091519e+01,2.803768836e+01,1.095703740e+01,8.884786672e+01,5.356328143e+01,3.082809622e+01,2.298162106e+01,4.067272944e+01,3.044820577e+01,3.342707027e+01,9.254565771e+01,2.544857320e+01,6.862515600e+01,9.701361706e+01,2.671054134e+01,2.572290887e+01
9.903925787e+01,2.423281676e+00,7.145772979e+01,1.997416456e+01,9.808160991e+01,7.194456277e+01,5.820111271e+01,4.569795427e+01,1.579962959e+01,8.031005143e+01,3.980355031e+01,8.870997942e+01,5.966991811e+01,5.915244604e+01,6.157977664e+01,4.456648571e+00,8.571144413e+01,9.140281776e+01,5.041991175e+01,4.018244801e+00,3.299311622e+01,9.384605085e+01,4.872001003e+01,9.941629581e+01,6.397232687e+01,2.058363200e+01,5.105160893e+01,1.761024370e+00,1.771926076e+01,3.297959050e+01,9.729482499e+01,7.637279925e+01,1.175089400e+01,6.528779831e+01,5.440886977e+01,2.575598249e+01,5.478927039e+01,5.241293813e+00,4.943976798e+01,1.124967563e+01,4.893353133e+01,2.393291575e+01,4.177562869e+01,7.591208725e+01,2.502127338e+01,2.563736756e+00,8.823993216e+00,5.862237050e+01,2.544734700e+01,2.220409698e+01,7.405532775e+01
1.195455624e+01,5.855644697e+01,9.526355152e+00,5.284539888e+01,4.184147798e+00,8.231870510e+01,7.328520882e+01,8.101287071e+01,4.231950011e+01,7.334224514e+01,3.136412832e+01,7.981393984e+01,6.161711126e+00,3.978879451e+01,4.086367474e+01,2.589967543e+01,6.148655572e+01,6.060128779e+01,7.725327201e+01,2.379598521e+01,4.270951604e+01,6.448680015e+01,2.798825764e+01,3.799799180e+01,4.789682091e+01,2.592256345e+01,5.292381101e+01,6.858843635e+01,9.302937670e+01,4.020052883e+01,4.966316066e+01,6.785750731e+01,9.848594918e+01,1.174567959e+01,8.302251649e+01,9.916599348e+00,1.836939919e-01,4.381488859e+00,1.753758136e+01,7.297984275e+01,2.436979569e+01,8.196979951e+00,9.831471436e+01,3.227399696e+01,4.944179403e+01,4.549638152e+01,5.702485041e+01,9.698886709e+01,9.783294213e+00,2.767052148e+01,7.925673743e+01
8.809552439e+01,6.517291229e+01,5.555198560e+01,9.662666444e+01,9.226161792e+01,4.785675542e+01,6.765964521e+01,8.418833328e+00,5.301304285e+01,5.096133099e+01,5.274988937e+01,9.662603117e+01,5.700182095e+01,3.452824907e+00,9.459702326e+01,2.149950723e+01,9.096295036e+01,3.159860174e+01,8.008610580e+01,9.550275697e+01,8.458724959e+01,9.732560446e+01,2.184146028e+01,5.529517008e+01,1.768642875e+01,1.795904282e+01,1.864192767e+01,2.530678742e+01,9.804273392e+01,3.365594007e+01,5.832664958e+01,5.515745456e+01,4.555810036e+01,1.947480019e+01,8.913605544e+01,6.533839389e+01,1.833647636e+01,8.967843977e+01,3.484145484e+01,9.788601957e+01,5.663355318e+01,4.404634569e+01,9.947903599e+01,4.354590812e+01,5.387398107e+01,7.769724921e+01,9.628203250e+01,8.423735153e+01,2.001835479e+01,1.044125079e+01,1.187295628e+01
6.217255243e+00,3.973913625e+01,7.716275213e+01,4.944216934e+01,9.500644277e+01,5.141238874e+01,4.219866920e+01,4.451223422e+01,7.171412821e+01,1.352544170e+01,4.285375434e+00,1.820349244e+01,8.296599117e+01,7.532327687e+01,2.871946591e+01,1.306493679e+01,5.712626837e+01,1.262673434e+01,9.886986621e+01,2.621678349e+01,6.667484767e+01,4.108876515e+01,2.754342264e+01,6.223293630e+01,2.635490488e+01,7.956056703e+01,2.683466381e+01,4.585462398e+01,2.885772425e+01,7.944650303e+01,8.978459632e+01,3.070101689e+01,9.148757331e+01,8.837253688e+01,1.925540985e+01,1.634444962e+01,8.366605166e+01,2.672484998e+00,8.775252787e+01,3.663863188e+01,9.185292523e+01,9.394849811e+00,6.177505222e+01,1.770504706e+01,2.536105199e+01,6.901557936e+01,7.451784260e+01,7.390564921e+01,5.909465360e+01,8.330344871e+01,2.264000972e+01
6.979303790e+01,5.807196817e+01,6.331588646e+01,7.895062965e+01,4.520317743e+00,3.230927270e+01,5.865362345e+01,7.888084554e+01,4.400824881e+00,2.063077257e+01,8.069359148e+01,6.050035554e+01,4.141373398e+01,7.716711508e+01,4.947724438e+01,9.735782039e+01,1.817213077e+00,2.497614942e+01,1.495097987e+01,5.262198554e+01,4.531984547e+01,6.690320364e+01,7.711130778e+01,5.646077828e+01,2.572357030e+01,9.226418001e+01,7.491352802e+01,3.664075772e+01,8.081509162e+01,6.114971875e+01,9.866628958e+01,9.874851355e+01,5.417073648e+01,1.628059501e+01,8.796887132e+01,7.535242453e+01,5.612953958e+01,4.759817803e+01,4.749492757e+01,2.513956794e+00,5.236231739e+01,8.371345008e+00,8.989354919e+01,8.058340132e+00,1.985616358e+01,2.239814253e+01,2.082783471e+01,8.380980560e+01,2.962702793e+01,9.539105774e+01,9.422089783e+00
8.022417982e+01,9.453597119e+01,6.214165909e+01,5.589221442e-01,7.024367671e+01,4.226114933e+01,8.771203026e+01,1.850315171e+01,5.430271042e+01,5.937306414e+01,3.927186494e+01,5.321950975e+00,2.698747849e+01,6.561515817e+00,8.712484700e+01,5.171107933e+01,8.044598838e+01,8.387540071e+01,5.282830683e+01,2.458166747e+01,1.086062719e+01,6.093863312e+01,8.516086681e+01,6.313708584e+01,2.036905311e+01,4.494964252e+01,2.243367446e+01,6.549527222e+01,8.951784038e-01,9.818080475e+00,2.619133673e+01,6.382528823e+01,1.325720701e+00,6.035849624e+01,6.737180395e+01,8.880813423e+01,1.929365730e+01,1.430354595e+01,3.257912478e+01,7.457590561e+01,1.633338994e+01,2.900579839e+01,3.416815921e+01,6.399180938e+01,5.013439089e+01,3.804871251e+01,3.391864211e+01,8.143658447e+01,5.820403714e+01,3.432746366e+01,6.859023622e+01
9.899969066e+01,7.649953749e+01,7.053551712e+01,1.567125602e+01,4.504041161e+01,2.749921404e+01,6.317258845e+01,1.673916588e+01,5.080032125e+01,2.364214006e+00,7.739013031e+01,1.691711358e+01,4.729203930e+00,3.949646534e+01,7.744822620e+01,7.227468729e+00,3.146559200e+01,1.639864700e+00,7.686219507e+00,2.424182451e+01,6.183765113e+01,7.697750438e+01,1.590607259e+01,3.686034052e+01,3.570254514e+01,6.752032624e+01,3.084096600e+01,4.248127605e+01,8.902661049e+00,4.215369572e+01,8.311171044e+01,2.712056577e+01,2.119412903e+01,2.711459036e+01,5.579506149e+01,9.545265434e+01,7.429250849e+01,5.058980907e+01,4.012722255e+01,4.115859117e+01,4.017916277e+01,7.869328860e+01,4.085436168e+00,2.654969509e+01,5.610797939e+01,4.562615514e+00,3.047904602e+01,8.017207324e+01,6.795663709e+00,1.687245594e+01,8.485077382e+01
2.145173413e+00,4.924755702e+01,6.114292412e+01,8.111210788e+01,7.085736849e+01,3.766620262e+01,9.156208744e+01,5.106024745e+01,5.931635202e+01,9.310747449e+01,4.718677079e+01,7.846665292e+01,4.315940460e+01,8.285702581e+01,5.292387398e+01,3.814790208e+01,1.665315649e+01,9.638101188e+01,7.926138681e+01,7.404536594e+01,5.635166016e+01,8.754126928e+01,9.868794964e+01,3.636507630e+01,8.479261082e+01,5.433800457e+01,5.001747956e+01,3.512673842e+01,1.900578833e+01,9.949146574e+01,7.484413844e+01,3.776998902e+01,4.206774452e+01,2.315345472e+01,6.234282220e+01,8.266625735e+01,7.505942529e+01,2.749398782e+01,6.104809082e+01,4.369434128e+00,7.919739909e+00,9.555371376e+01,5.558613579e+01,8.603438224e+01,3.029539969e+01,5.483613961e+01,4.727951355e+01,3.263611450e+01,1.337179838e+01,4.687805776e-03,8.943879223e+01
9.604528464e+01,6.944004443e+01,9.340255806e+01,3.070356179e+01,4.575017846e+01,7.481392261e+01,3.981951281e+01,4.431735675e+01,5.037625571e+01,7.746922871e+01,8.206458387e+01,4.436494805e+01,8.990094986e+01,3.705449196e+01,1.223382194e+01,2.475031686e+01,7.512682031e+01,9.640395368e+01,7.355054328e+01,3.989055901e+01,4.420976393e+01,2.975707400e+01,1.494776534e+01,2.495280590e+01,8.701300951e+01,3.715893184e+00,8.045374811e+01,2.437168819e+01,9.683169139e+01,3.211639626e+01,2.446788841e+01,7.039582442e+01,2.819141056e+01,8.078463467e+01,1.531379263e+01,6.090251907e+01,6.223364949e+01,2.054344548e+01,1.138485860e+01,7.037652731e+01,9.929456512e+01,6.328731526e+01,8.248872727e+01,8.322199045e+01,9.160229294e+01,8.654471330e+01,7.503514633e+01,4.567558051e+01,2.692144335e+01,2.365285352e+01,5.527456369e+01
3.919452489e+01,2.285350207e+00,4.001774484e+01,4.691471917e+01,5.909947540e+00,8.160543877e+01,1.572433141e+01,5.048214529e+01,7.295457220e+01,9.632783486e+01,1.737864330e+01,4.889324412e+01,4.590454027e+01,2.994758475e+01,6.190739787e+01,6.429389043e-01,3.893689544e+01,6.763982346e+01,2.792120428e+01,1.020819801e+01,2.597116820e+01,3.435454136e+01,5.737886099e+01,6.123315028e+00,5.382945489e+01,3.225342142e+01,3.213493167e+01,1.803073199e+00,2.548538428e+01,8.720190380e+01,3.998851186e+01,7.941959223e+01,7.160781785e+01,1.782010979e+01,1.998114829e+01,8.636047202e+01,6.176499184e+01,4.878377981e+01,6.424749700e+01,5.387470063e+01,1.573262482e+01,4.191236560e+01,8.595124693e+01,2.309202862e+00,2.098028507e+01,8.724281376e+01,7.921860253e+00,1.839043489e+01,3.748688552e+01,7.899528035e+01,4.984858429e+01
2.772466616e+01,5.256120603e+01,4.872835197e+01,1.195772583e+01,8.669589419e+01,5.986015718e+01,3.267455951e+01,8.472229201e+01,3.466688340e+01,3.908363685e+01,1.196292513e+00,1.122664536e+01,3.965959565e+01,8.177617713e+01,4.599420890e+01,9.862836143e+01,1.095363694e+01,5.702497049e+01,9.803698162e+01,5.794057595e+01,7.632716985e+01,6.223430369e+01,7.329956495e+01,2.169721059e+01,7.380471690e+01,9.529713997e+01,2.238744368e+01,5.276130753e+01,3.734873085e+01,5.931253729e+01,9.288694169e+01,6.289691732e+01,3.474106501e+01,6.511070617e+01,9.535379133e+01,1.071930329e+01,7.087795053e+01,9.145375556e+01,3.719967626e+01,1.229734221e+01,8.715252312e+01,5.722245452e+01,4.092616900e+01,2.335242644e+01,3.878138400e+01,4.891794436e+01,5.357374097e+01,3.038671988e+00,7.803909238e+00,6.753447073e+01,4.494202917e+01
