v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33
2.934326744e+01,9.997006343e+01,4.509950742e+01,4.930718532e+01,9.273673897e+01,2.077732683e+01,8.576284115e+01,6.101947892e+01,6.009157701e+01,3.489547974e+01,9.992475762e+00,9.275771093e+01,5.581346162e+01,4.534392724e+01,6.158181267e+01,7.571195344e+00,3.721800694e+01,4.481217143e+01,1.134280000e+01,7.624188566e+01,6.919648052e+01,5.690834147e+01,8.949719121e+01,1.806544565e+01,8.888211789e-01,4.528808499e+01,5.648979459e+01,9.859034966e+01,6.472730515e+01,1.318477995e+01,9.407051383e+01,2.502244092e+01,2.065424301e+01
2.545191649e+01,9.205108419e+01,7.193055807e+01,1.001474500e+01,4.602498639e+00,9.051753836e+01,8.306289342e+01,6.419089454e+01,6.581916484e+01,4.915809647e+01,2.807435567e+01,6.249379245e+01,6.868514330e+01,7.424028164e+01,1.861397153e+01,1.812773441e+01,5.946437502e+01,9.397839125e+01,6.280396616e+01,9.689596581e+01,4.186976704e+01,2.501530855e+01,6.949422748e+01,3.677427951e+01,5.138666886e+01,9.875306075e+01,6.627884134e+01,2.533355585e+01,6.153048244e+01,3.020681818e+01,7.132322952e+01,1.320282552e+01,7.415757152e+01
4.167894435e+01,3.739956312e+01,8.550661155e+01,3.527657661e+01,5.478697975e+01,6.245021026e+01,9.093079829e+01,9.666119388e+01,3.728946668e+01,5.802679393e+01,6.193968299e+01,9.088889221e+01,2.800323351e+01,8.294074768e+01,1.924449184e+01,5.019353265e+01,5.015968043e+01,7.532235101e+01,2.310402673e+01,5.302250044e+01,6.381760848e+01,2.407450031e+01,2.106211787e+01,1.805980279e+00,1.953149942e+00,2.632420998e+01,5.149647066e+01,2.189597520e+01,7.698578858e+01,6.734901617e+01,9.801885136e+01,6.986805788e+01,9.297948782e+01
8.453424264e+01,4.450000141e+01,6.528561835e+01,5.886986410e+01,6.380648699e+01,9.392248885e+01,7.326585754e+01,9.069236508e+01,2.744634252e+01,5.969657691e+00,7.067170038e+01,4.342068689e+01,8.862211021e+01,6.328395844e+00,4.971527229e+01,2.102583381e+01,5.222141579e+01,9.491572502e+01,4.600799150e+01,5.511766477e+01,5.422853270e+01,2.676840882e+01,7.810874688e+00,7.722959047e+01,8.177097565e+01,5.054523576e+01,3.274109838e+01,4.304128743e+01,4.174078714e+01,2.847420744e+00,1.475729425e+01,2.054721697e+00,7.628876637e+01
4.111697170e+01,2.320214041e+01,3.096797346e+01,8.771273376e+01,9.827270370e+01,2.232981051e+01,3.566172263e+01,8.550948682e+01,5.276974286e+00,7.429340753e+01,1.043982531e+01,8.382896980e+01,3.045042352e+01,2.886100237e+01,3.605303594e+01,4.664825712e+01,2.810047553e+00,3.878258451e+01,3.256677451e+00,4.573402822e+01,5.752634703e+01,6.900308722e+01,5.239994188e+01,6.056963795e+01,9.964874554e-01,3.233086187e+01,8.843004351e+01,6.049611816e+01,6.853803403e+01,7.358476452e+01,5.573351875e+01,7.962679335e+01,4.555776543e+01
7.592116567e+01,6.637804427e+01,3.477274757e+01,5.968565374e+01,9.358502322e+01,9.489370206e+01,6.565372430e+01,5.177729837e+01,1.738151958e+01,4.443303667e+01,5.278145950e+01,5.763162720e+00,5.723041477e+01,1.683073237e+01,4.823166573e+01,8.256230686e+01,3.200970949e+01,1.809253080e+01,9.306775221e+01,1.760446217e+01,6.993594657e+01,8.009320396e+01,3.398192455e+01,5.907509419e+01,7.208446858e+01,6.523025825e+01,8.378944786e+01,3.650941962e+01,4.219977318e+01,1.307481121e+00,7.215671002e+01,7.320719778e+01,6.995047976e+01
4.492368536e+01,7.005747643e+01,1.112549000e+01,6.138924291e+01,9.518126750e+01,2.218564063e+01,6.701429697e+01,4.582031881e+00,3.065058037e+01,4.686162149e+00,6.298583763e+01,1.216153017e+01,7.175901477e+00,2.328596211e+01,5.609354940e+01,9.086368304e+01,4.163267474e+01,2.296587474e+01,9.828120065e+01,2.084872769e+01,4.913338541e+01,3.075682587e+01,5.294835652e+01,1.877082608e+01,8.615064817e+01,8.002404348e+01,9.794874628e+01,6.658974074e+01,5.139219216e-01,3.409720824e+01,6.164985368e+01,3.675613907e+01,2.059766132e+01
8.270971768e+01,5.683186376e+00,1.581545507e+01,4.438273481e+01,8.240874438e+01,2.460661670e+01,9.654529323e+01,8.854264056e+01,4.365671856e+01,1.517740885e+01,5.122414458e+01,1.898850610e+01,9.786509958e+01,9.036261868e+01,7.072916060e+01,2.615832173e+01,1.209893364e+01,1.580545140e+00,4.960038034e+01,1.354327612e+01,5.352490953e+01,3.507418486e+01,9.852525552e+01,8.261460937e+01,3.243345811e+01,7.022696122e+01,8.192945201e+01,5.520991222e+01,6.080129583e+01,1.998864085e+01,2.613071069e+01,3.827130521e+01,3.415471001e+01
5.596748721e+00,6.276524808e+01,9.902811788e+01,3.839978566e+01,7.347327894e+01,6.525700865e+01,2.313525510e+01,9.046951326e+01,9.939604780e+01,9.730357721e+01,8.070785480e+01,5.098696231e+01,5.723678780e+00,2.968298809e+01,6.125019316e+01,4.637558299e+01,4.366122808e+00,4.238821153e+01,5.747772192e+01,5.592560982e+01,6.787158866e+01,5.315008588e+01,1.164089020e+01,2.727714540e+01,9.288218539e+01,1.105862625e+01,9.945547276e+01,2.383244331e+01,6.573590948e+01,3.178090173e+01,6.877496788e+01,3.690656060e+00,8.037072508e+01
2.269828679e+01,5.946286862e+01,8.525822303e+01,4.609750524e+01,1.488419963e+01,8.467024659e+01,2.350910881e+01,9.209584697e+01,8.612462315e+01,4.765794410e+01,2.716190616e+01,8.686547365e+01,7.458469218e+00,9.504036294e+01,2.520898488e+01,9.499533879e+01,9.752655451e+01,6.434178148e+01,3.508344883e+01,3.707385715e+01,2.028454851e+01,2.488452366e+01,6.219256240e+01,7.486253672e+01,2.692069731e+01,7.924899324e+01,3.710286262e+01,7.846055142e+01,2.717605519e+01,3.048006724e+01,1.176019631e+01,9.583351110e+01,4.132759245e+01
6.878578822e+01,6.210081039e+01,7.016467935e+01,7.694345102e+00,1.003657317e+01,2.326596631e+00,8.805776763e+01,4.271303743e+01,8.745596444e+01,2.443995108e+01,2.418049999e+01,4.135872387e+01,6.237050961e+01,8.864688871e+01,3.016434636e+01,7.699237724e-01,2.865217638e+01,5.836902758e+01,2.329342665e+01,6.196315687e+01,4.708728564e+01,1.908149417e+01,6.118643229e+01,4.744689456e+01,7.012639909e+01,4.912659631e+00,9.513715170e+01,4.506716782e+01,8.317169493e+01,4.192084717e+01,2.301261885e+01,4.402959851e+01,2.461272851e+01
4.002579886e+01,5.453225065e+01,4.950388582e+00,5.572995571e+01,5.535674356e+01,1.461286472e+01,3.782065533e+01,2.511476134e+01,8.046437199e+01,8.995576677e+00,7.776343100e+01,2.671400464e+01,8.105352286e+01,2.308868827e+00,5.007853823e+01,3.758545699e+01,2.752446461e+01,2.175482439e+01,7.924021984e+01,2.411288204e+01,8.176000873e+00,4.591538486e+01,7.766194057e+01,8.456191943e+01,4.007311735e+01,9.846784813e+01,2.776151574e+01,5.435587392e+01,4.757890675e+00,2.377240389e+01,9.824745771e+01,9.418789732e+01,4.910174840e+01
4.336487997e+01,5.438437134e+01,3.895851219e+01,1.408186723e+01,4.745468471e+01,4.010477613e+01,7.944345712e+01,9.824048687e+01,6.597995145e+01,2.806529410e+01,6.246790730e+01,1.088681783e+01,2.926509239e+01,5.073867287e+00,5.284756814e+01,6.039621816e+01,4.616014111e+01,5.541726830e+00,3.488401708e+01,7.956108236e+01,8.515937675e+01,1.428839900e+01,5.926176587e+01,5.404345585e+01,5.753560147e+01,1.677467917e+01,6.157333562e+01,8.824642386e+01,7.043706180e+01,8.904826501e+01,3.132162243e+01,7.002157164e+01,5.876560508e+00
6.285340259e+01,3.394117898e+01,7.946363226e+01,5.863204728e+01,5.164379386e+01,7.637302303e+01,8.368459061e+01,6.737124422e+01,6.845508860e+01,8.221537817e+01,6.744758514e+01,6.205709812e+01,7.736518271e+01,3.626463511e+01,3.037208815e+01,4.622050542e+01,2.497705732e+00,3.505753422e+01,3.471351533e+01,5.436199903e+01,6.255838659e+01,1.196934853e+01,3.381500397e+01,8.170159155e+01,3.453176368e+01,9.216049339e+01,3.026676069e+01,7.548642954e+01,5.264133905e+01,1.903909599e+01,9.272598145e+00,1.455355196e+01,3.845732652e+01
4.014188732e+01,8.540896895e+01,6.648770086e+00,2.485266040e+01,9.840591294e+01,2.800741624e+01,4.169730829e+01,2.217784690e+01,4.603665998e+01,3.368974465e+01,9.585815448e+01,5.545065948e+01,7.460319815e+01,2.310720554e+01,2.334605857e+01,6.666602225e+01,5.394551679e+01,2.350776285e+01,8.285598432e+01,1.737689563e+01,8.146910590e+01,2.523385402e+01,7.243278959e+01,2.237072858e+00,6.821685532e+01,6.182294261e+01,6.225886342e+01,3.850108007e+00,1.480029772e+01,9.066336040e+01,2.168365333e+01,5.491765086e+01,5.515184208e+01
8.970364573e+01,2.708107233e+01,8.910562890e+01,1.946758450e+01,6.755602433e+01,5.671463923e+00,1.548551060e+01,4.037861739e+01,6.531967835e+01,9.556011545e+01,7.518562114e+01,5.155862256e+01,6.372557061e+01,4.361440135e+01,4.885521075e+01,2.461013886e+00,2.412579323e+01,6.648677480e+01,5.812980671e+01,5.783158664e+01,1.830384203e+01,6.917667923e+01,3.219873871e+01,9.772771758e+01,5.277447134e+01,5.968779143e+01,4.568221041e+01,1.476759614e+01,3.987151333e+01,8.598617253e+01,6.407582834e+00,5.619341595e+01,9.746444138e+01
5.166227307e+01,9.469945497e+01,5.292037733e+01,8.847924814e+00,5.040727862e+01,6.667522832e+01,5.972666986e-01,7.834227817e+01,1.434392410e+00,3.576400522e+01,2.299479707e+01,1.140255422e+01,1.945213261e+01,6.180643578e+01,1.971596140e+01,2.645857563e+01,6.633742754e+01,7.195594643e+01,3.752827351e+01,9.062148197e+00,9.890125830e+00,3.404753906e+01,5.368717930e+01,7.368936316e+01,2.917493179e+01,1.348974759e+01,8.941498739e+01,4.771438430e+01,8.217186241e+01,3.164373467e+01,1.483819748e+01,9.071830227e+01,3.749125059e+01
8.272955600e+00,5.973271712e+01,3.826092851e+01,5.921093360e+01,1.903965111e+01,5.535509512e+01,4.854980028e+01,2.234662365e+01,5.007453860e+01,4.308780047e+01,7.821247097e+01,2.480958950e+01,6.362457736e+01,8.146574948e+01,3.540141741e+01,4.727006845e+01,6.265717140e+01,6.723918260e+01,6.614772906e+01,5.745822307e+01,9.282393634e+01,3.019893521e+01,3.498991609e+01,7.810221574e+01,3.979701542e+01,8.344265981e+01,4.414566537e+01,3.687401018e+01,4.603774614e+01,9.026546560e+01,4.393967840e+00,8.341499609e+01,2.640172963e+01
5.156807329e+01,5.236884212e+01,6.841965031e+01,5.819275837e+01,1.729050736e+01,2.718625648e+01,7.348152343e+01,1.719184182e+01,4.596239718e+01,1.556624224e+01,9.060832423e+01,6.702454760e+01,2.620446501e+01,8.459360822e+01,7.209174795e+01,8.934794049e+01,9.555042801e+01,8.608198829e+01,5.167354936e+01,5.525133729e+01,9.432368898e+01,1.306627578e+01,4.683232671e+00,2.262102276e+01,1.827916507e+01,7.394673673e+01,4.754225685e+00,8.638214783e+01,5.587790170e+01,2.870012163e+01,7.759675626e+01,3.358782749e+01,8.347858010e+01
3.343752545e+01,1.292907723e+00,5.245615947e+01,4.054003620e+01,2.446097592e+01,9.166432881e+01,1.129502283e+01,1.119024910e+01,5.092580081e+00,8.080960005e+01,9.967468243e+01,6.931307518e+01,9.775401991e+01,8.856285825e+01,6.414791547e+01,1.914382270e+01,9.956339798e+01,2.113169376e+01,6.754087646e+01,7.295516163e+01,8.370145481e+00,1.670020294e+01,3.021667818e+01,5.449344275e+01,7.070506607e+01,7.443300135e+01,4.193963617e+01,5.231904274e+01,9.944431374e+01,4.894537926e+01,1.952626906e+01,2.160833753e+01,8.517471885e+00
4.864747353e+01,3.065746217e+01,5.891513382e+01,7.563283601e+01,8.498343779e+01,9.660560210e+00,3.246484282e+01,9.500094110e+01,6.413208769e+01,4.169479101e+01,1.847852587e+01,5.671815986e+01,2.969391808e+01,6.085766818e+01,3.252172323e+01,7.611537081e+01,1.250365016e+01,5.124481304e+00,6.776517031e+01,3.394344405e+01,7.363858138e+01,1.249208041e+01,2.291598664e+01,2.673695916e+01,8.770102011e+00,5.826100318e+01,6.268313221e+01,7.816773221e+01,1.264782250e+01,2.694240009e+01,9.984511528e+00,4.840414923e+01,3.066666553e+01
3.901760373e+01,4.607810767e+01,2.733310449e+01,1.354199613e+00,2.328254431e+01,3.024968736e+01,6.715315044e+01,3.555059941e+01,1.616519000e+01,4.736817746e+01,3.445341494e+01,8.441985599e+01,9.376420165e+01,9.853288504e+01,7.116841512e-01,1.012830156e+01,8.637877082e+00,9.294675290e+01,3.511032759e+01,1.101081980e+01,1.248475211e+01,3.375856689e+01,7.378882983e+01,7.234579171e+01,6.373779378e+00,7.973682721e+01,8.699834397e+01,9.409622756e+01,5.227463854e+01,2.203198325e+01,6.127520396e+01,9.506972417e+01,9.150736904e-01
8.327535090e+01,1.212909579e+01,7.544083027e+01,6.715573699e+01,9.666261398e+01,5.842900634e+01,8.182024307e+00,7.277139664e+01,8.430957904e+00,3.842143448e+01,6.714667051e+01,3.893257432e+01,1.238406356e+01,4.956471693e+01,2.942314092e+01,8.169663204e+01,1.484148800e+01,7.891413576e+01,1.969010063e+01,2.445039057e+01,6.951909336e+01,9.192749801e+01,8.550558205e+01,9.102549993e+01,1.356959475e+01,9.853028006e+01,5.740434544e+01,5.492575136e+01,5.791172421e+01,2.789459661e+00,6.346847340e+01,8.071920142e+01,3.030624931e+01
3.362579870e+00,9.358032044e+01,3.111914457e+01,5.875077786e+01,8.662178264e+01,4.093581024e+01,1.895580210e+01,1.088002149e+01,5.101386798e+01,6.714283822e+01,3.120546484e+00,3.450476594e+01,2.164392950e+01,6.285245250e+01,1.459392021e+01,6.737125307e+00,1.747720297e+01,6.204096765e+01,8.000397375e+01,6.104025839e+01,5.299115800e+01,4.898448087e+01,9.868747274e+01,2.659661877e+01,8.829987085e+01,5.905389536e+01,1.730948359e+01,4.765836436e+00,2.660903235e+01,4.299440170e+01,7.895077448e+01,9.692114891e+01,5.563801452e+01
7.679071869e+00,2.994363119e+01,7.508008623e+01,1.278161517e+01,8.748568288e+01,1.285118244e+01,2.339583382e+01,6.359293993e+01,8.527987964e+01,9.634452318e+01,2.266092118e+01,1.694264027e+01,5.247305011e+01,2.029030130e+00,3.443391129e+01,9.788094525e-01,2.845933542e+01,8.846526501e+01,1.800659389e+01,8.834350936e+01,2.504497109e+01,8.075210107e+01,6.950820394e+01,9.402344448e+01,8.197460007e+01,1.197201764e+01,1.252264199e+00,7.464437801e+01,9.144879748e+00,2.643344931e+01,5.764293054e+01,7.271326049e+01,6.795454538e+01
1.164906201e+00,7.988355989e+01,1.772793993e+01,9.310084520e+01,7.526688688e+01,8.611443646e+01,3.239801377e+01,8.380606155e+01,9.599055310e+00,2.005816450e+01,3.856390466e+00,9.770024580e+00,5.682254396e+01,8.893762196e+01,5.402783431e+01,9.964170845e+01,2.605834428e+01,2.021368799e+01,5.446995061e+01,8.299333400e+01,1.815113843e+01,5.815900606e+01,2.029757560e+01,9.854163731e+01,8.945488780e+01,6.872019334e+01,3.207031925e+01,8.065092843e+01,8.356518168e+01,1.458512831e+01,2.285818466e+01,3.667080483e+01,1.270808078e+01
5.486794243e+00,1.893842173e+01,8.005313228e+01,7.548973238e+01,9.109158456e+01,6.157556496e+01,9.947274375e+01,8.377154496e+01,1.117927535e+01,3.244979931e+01,5.614236689e+01,8.465198665e+01,4.316704133e+01,1.986333046e+01,6.168636263e+01,4.354047755e+01,7.420316294e+01,4.253438016e+01,6.772510079e-01,7.971889836e+01,5.095005913e+01,1.536644250e+01,5.030126904e+01,4.610465131e+01,9.766755072e+01,7.709728689e+01,7.283323738e+01,3.331586578e+01,6.652617094e+01,8.487061841e+01,7.026453267e+01,5.406490108e+01,3.421103554e+01
7.127525268e+01,1.125539027e+01,3.794029795e+01,5.978379575e+01,2.425941025e+01,8.877340210e+01,6.977993454e+01,1.607089714e+01,3.799758073e+01,2.162573246e+01,6.654384652e+01,4.468427121e+01,3.902273062e+01,9.484009755e+01,1.855144059e+01,8.538238492e+00,7.449507697e+01,6.678867864e+01,1.466020226e+01,3.942859055e+01,5.362764550e+01,2.723727302e+01,3.729650113e+00,4.205298885e+01,2.069462048e+00,8.981806668e+01,3.346301911e+01,5.411769485e+01,8.945379145e+01,6.306739337e+01,6.000555200e+01,8.378434852e+01,9.008006368e+01
1.900962774e+01,4.402385714e+01,2.874928618e+01,3.279032794e+01,7.211073502e+01,7.933479829e+01,9.964214508e+01,6.223506859e+00,3.330097002e+01,4.656145268e+01,9.143902668e+00,1.681517181e+01,6.017200661e+01,4.679698872e+01,1.732881855e+01,7.276051023e+01,7.047978288e+01,5.028789523e+01,4.374024348e+01,7.281998780e+01,7.198717633e+01,7.810848718e+01,4.397695218e+01,8.230978770e+01,2.373172103e+01,6.835914096e+01,3.228622043e+01,4.632807197e+01,8.578024218e+01,9.622689482e+01,6.749901300e+00,4.962918449e+01,9.094107583e+01
1.218840864e+01,9.593908807e+01,4.958364092e+01,3.512903220e+00,5.584132311e+01,8.434467536e+01,1.835419272e+00,8.190316911e+01,1.555817868e+01,3.850673360e+01,7.482595041e+00,5.807586825e+01,2.722438833e+00,4.724660674e+01,2.565848566e+01,7.206937717e+01,9.576386009e+01,8.688858230e+01,3.793449849e+01,2.221632342e+01,7.990258584e+01,6.554278346e+01,7.261103261e-01,5.792256411e+01,1.019139659e+00,3.262417940e+00,7.582867028e+01,9.830083394e+01,8.268021900e+01,5.188346909e+01,1.500962683e+01,9.042248872e+01,5.204494743e+00
2.259745881e+01,9.792344010e+01,3.509549179e+01,9.377013114e+01,4.914250833e+01,5.438899489e+00,2.027369960e+01,8.994942651e+01,8.903815969e+00,2.440574308e+00,7.845600501e+01,7.704874423e+01,3.961663069e+01,1.295691470e+00,2.219501259e+01,8.996820122e+01,9.888305869e+01,5.797483834e+01,8.582586249e+01,9.037319846e+01,9.308399985e+01,5.686712596e+01,8.651129390e+01,9.884053274e+01,5.063465783e+00,2.686920457e+01,3.757046363e+01,1.461270084e+01,3.452786865e+01,4.636152566e+01,2.352415068e+01,3.420695225e+01,7.393230583e+01
7.275821975e+01,7.376557666e+01,1.005604341e+01,7.072896139e+01,9.885380192e+01,9.774735961e+01,9.642245369e+01,3.829375810e+01,1.436784993e+01,6.157612846e+01,3.898611123e+01,4.789626774e+01,1.608548465e+01,1.130950351e+00,5.263084786e+01,9.129222550e+01,5.521633878e+00,7.502190741e+01,5.217856488e+01,1.170388736e+01,3.086370184e+01,3.278114921e+01,9.626840303e+01,2.804028262e+01,6.743665587e+01,8.454986931e+01,7.218267996e+01,3.405231027e+01,3.146960961e+01,2.573150448e+01,7.350555793e+01,2.704711179e+01,2.152184322e+01
1.231265536e+01,2.659255641e+01,8.639472293e+01,8.541002014e+01,5.576081651e-01,1.260949718e+01,2.183391753e+01,5.293755692e+01,2.908704697e+01,6.638709753e+01,6.974619179e+01,6.664676430e+01,2.392365801e+01,7.218676235e+01,8.685779981e+01,7.979388292e+01,4.459011978e+01,4.665321897e+00,2.732563896e+00,9.176019111e+01,4.840745574e+01,2.010781603e+01,6.767881132e+01,2.667656633e+01,6.591097484e+01,7.342451153e+01,4.287057740e+01,7.124602373e+01,1.953326217e+01,2.653874490e+01,2.584666406e+01,2.147661272e+01,2.106735125e+00
7.316126125e+01,7.294187806e+01,8.949928335e+01,3.740092860e+01,8.310830062e+00,6.464285182e+01,1.935382763e+01,5.753438835e+01,2.094552785e+01,8.115511670e+01,2.130719267e+01,9.073040424e+00,2.468592081e+01,9.242938707e+01,4.816227099e+01,1.619051145e+01,8.241790160e+00,4.506209063e+00,5.041014084e+01,2.828273535e+01,3.538578037e+01,8.492397939e+01,8.517926931e+01,4.291483342e+01,1.736316333e+01,4.228771935e+01,6.574803061e+00,3.212610795e+01,1.620634864e+01,4.251808908e+00,9.430389352e+01,6.343141683e+01,7.205120347e+01
3.572345324e+01,2.649606755e+01,6.241061721e+01,4.749190601e+01,8.915306128e+00,4.672543436e+01,7.106620045e+01,3.416680928e+01,1.587005648e+01,5.837229200e+01,4.945021432e+01,1.635123025e+01,5.048101664e+01,6.122513138e+01,3.926560311e+01,3.937071264e+01,9.535881479e+01,3.516789929e+01,8.824841665e+01,9.383201985e+01,9.173242029e+01,7.454367721e+01,2.892124765e+01,9.757239592e+01,8.166604709e+01,4.638066009e+01,6.659218656e+01,2.405060858e+01,9.299700236e+01,8.828799391e+01,1.095659430e+01,3.790658124e+01,1.455417402e+01
7.308335675e+01,9.619887106e+01,4.303537985e+00,7.418532284e+01,4.589822901e+01,8.941088983e+01,9.894023572e+01,2.177732204e+01,1.822587680e+01,1.821177909e+01,7.872476786e+01,6.442360185e+01,6.194654816e+01,7.447043165e+01,1.002070574e+01,4.609631494e+01,9.510471293e+01,7.731400878e+01,8.862404303e+01,2.937791185e+00,3.212656952e+01,6.101071449e+01,9.158559949e+01,1.360692244e+01,2.777323451e+01,1.917318279e+01,5.559462533e+00,9.715500927e+01,9.421397888e+01,5.037290226e+01,9.920098174e+01,5.750963783e+01,6.739389734e+01
1.329284057e+01,4.342393788e+01,2.854705409e+01,4.296373885e+01,9.022411437e+00,5.177972173e+01,7.016968573e+01,8.609452873e+01,2.837386865e+01,2.603384758e+01,5.840427923e+01,7.918791739e+01,8.043225640e+01,3.889840917e+01,5.498546168e+01,8.225876839e+00,8.118962091e+00,5.722787019e+01,9.114281017e+01,9.325597179e+01,7.870457607e+01,3.579611108e+00,4.552755328e+01,5.304615104e+01,8.100091985e+00,4.866868003e+01,2.288580503e+01,5.283550523e+01,7.957958922e+01,1.899571066e+01,5.744348753e+01,4.981008588e+01,7.048542687e+01
6.933667594e+01,9.582482681e+01,7.280585648e+01,2.860420545e+01,1.977348537e+01,6.481616159e+01,2.237255110e+01,4.913907007e+01,6.406732735e+00,5.420984185e+01,9.376321239e+01,6.555537314e+01,2.597056591e+01,5.626304811e+00,4.735086405e+01,8.500085152e+01,6.853497081e+01,2.981697124e+01,1.025037773e+01,1.095641479e+01,3.705465622e+01,8.868838554e+01,1.206614160e+01,5.206864106e+01,2.260776601e+01,6.586570839e+01,4.649954975e+01,6.792764545e+01,1.717133677e+01,9.907273947e+01,7.769575779e+01,2.569415009e+01,5.914960979e+01
8.841836292e+01,6.117628381e+01,9.147862297e+01,1.553953522e+01,7.610263572e+01,9.060385504e+01,1.603113028e+01,1.739298442e+01,7.999003866e+01,1.100265064e+01,7.247008408e+01,2.773318167e+01,6.054028158e+01,9.685691309e+01,8.981722183e+01,5.774588767e+01,4.441152293e+01,2.492488263e+01,2.502887311e+01,3.924727313e+00,5.545442737e+01,2.366797427e+01,6.286925707e+01,7.990486912e+01,3.735939669e+00,2.015272927e+01,6.768446144e+01,6.596958927e+01,7.209983234e+01,6.912381312e+01,7.053062284e+01,1.382270810e+01,8.708841713e+00
7.645334881e+01,4.195573853e+01,2.900372854e+01,3.676336506e+01,8.565313827e+01,2.121382819e+01,2.679098745e+01,3.078229765e+01,1.890380331e+01,6.217185317e+01,1.311060735e+01,5.968340887e+01,3.858768834e+01,7.815226745e+01,9.866339193e+01,7.511272032e+01,9.230928209e+01,6.413277220e+01,4.450444214e+01,7.669281983e+00,9.228969886e-01,7.296084271e+01,7.388918538e+01,3.914057101e+01,6.728877601e+01,7.817582821e+00,9.861220117e+01,5.333598574e+01,2.631166150e+01,5.439403621e+01,2.530349241e+01,3.985627115e+01,7.106172107e+01
4.994279748e+01,9.804777018e+01,8.018487693e+01,2.822480274e+01,7.928761214e+01,6.012669955e+01,1.336803133e+01,3.539688308e+00,7.580138965e+01,4.759231334e+01,9.475926738e+01,5.632111468e+00,8.653368516e+01,9.051860649e+01,1.167286827e+01,5.034638982e+01,3.730436051e+01,6.377666260e+01,8.135384409e+01,7.056843059e+00,2.144142739e+01,1.350033937e+01,2.636859277e+01,1.299293757e+01,4.674151792e+01,3.065685915e+01,7.866226595e+01,2.802807081e+01,7.089553737e+01,9.268147279e+01,2.053093517e+01,4.096311364e+01,2.290923171e+01
8.604469481e+01,1.080680059e+01,4.837478358e+01,6.577870671e+00,6.156982605e+01,6.091119469e+01,1.531300905e+01,4.296457584e+01,9.603472820e+01,9.287200635e+01,7.013965914e+01,5.044529208e+01,1.494113996e+00,1.767933951e+01,9.398623690e+01,5.364643347e+01,9.011614790e+01,7.271975158e+01,5.926663834e+00,5.866907407e+01,4.350412313e+01,1.281573358e+01,9.287007990e+01,4.844406577e+01,9.863738890e+01,3.046363359e+00,2.620288095e+00,9.796848841e+01,8.817699617e+01,1.372210071e+01,1.293002277e+01,6.846046632e+01,3.625619119e+01
3.491813874e+00,8.144173955e+01,7.463856961e+01,7.656209104e+01,8.463880245e+01,4.109781439e+00,7.012346023e+00,1.001898422e+01,9.402628891e+01,8.413634808e+01,5.773973789e+01,9.550665636e+01,8.370886727e+01,4.832005603e+01,1.624012683e+01,9.845374066e+01,2.182899748e+01,8.351956434e+01,9.737821833e+01,2.936739028e+01,6.836459799e+01,8.815039798e+00,4.788882620e+00,8.663769001e+01,9.699282722e+01,1.003716619e+00,5.154949858e+01,7.614714106e+01,7.901281506e+01,3.659443022e+00,3.327358534e+01,8.465182830e+01,8.632442844e+01
3.787247931e+01,8.170342936e+01,4.289500195e+01,7.073731652e+00,7.138162353e-01,5.099288754e+01,3.440187803e+01,5.165765016e+01,7.359806050e+00,6.242682644e+01,6.061068370e+01,5.654533408e+01,8.690439919e+01,7.479057706e+01,3.266920984e+01,2.690188850e+01,6.703182380e+01,4.277546047e+01,5.426396897e+01,3.420960903e+01,4.499236333e+01,5.380222300e+01,6.377119917e+01,1.328308332e+01,8.653558052e+01,3.827194465e+01,4.814492778e+01,2.412776446e+01,3.160514855e+00,3.089155478e+01,4.160174810e+01,5.847705726e+01,1.546493395e+01
8.724726836e+01,1.431082649e+01,3.943071364e+01,2.114240757e+01,2.681853417e+01,1.320245968e+01,8.174995619e+01,7.373344168e+01,8.653940647e+01,7.202157734e+01,6.445811519e+01,2.027922235e+01,5.800962443e+01,7.120777681e+01,1.200894787e+01,9.117777978e+01,1.842935993e+01,2.251607020e+01,9.503502738e+00,2.743232986e+01,4.198376587e+01,1.845247041e+01,8.543675470e+01,3.687858581e+01,3.923963211e+00,8.493860901e+01,6.788062433e+01,4.722785246e+01,8.167010511e+01,9.458505693e+01,8.937064732e+00,1.939101587e+01,1.595268077e+01
7.137275149e+01,9.129238835e+01,8.782897393e+01,9.024567572e+01,8.825891277e+01,8.426606388e+01,3.896791611e+01,7.389515122e+00,5.533128851e+01,9.671551273e+01,4.140849594e+01,9.804106374e+01,1.928837509e+01,9.496097759e+01,1.625601425e+00,8.147952311e+01,6.096720184e+01,2.633863956e+01,1.231608554e+01,8.805742657e+01,3.761692061e+01,8.588404055e+01,7.746613060e+01,6.706925643e+01,8.796186852e+01,6.881290798e+01,8.285780607e+01,1.044778462e+00,1.890041405e+01,6.695908387e+01,8.091554234e+01,7.046634731e+01,7.923438253e+01
