v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50
3.583904797e+01,6.599482163e+01,8.514139368e+01,2.903366706e+01,9.043919149e+00,5.765963974e-02,7.594181394e+01,8.904283991e+01,4.997629153e+00,7.562450805e+00,4.236999567e+01,6.414784674e+01,6.173107604e+01,5.683264205e+01,7.472426939e+01,3.005770476e+01,6.252160244e+00,5.720000405e+00,2.027817372e+01,4.061900645e+01,7.129324438e+01,4.577849222e+01,2.273582890e+01,7.242615328e+01,3.111543486e+01,6.836030806e+01,4.195210717e+01,1.675774792e+01,8.913624301e+01,4.039523323e+01,9.460157138e+00,3.261821355e+01,7.143214988e+01,2.639913480e+01,5.369311116e+01,7.866257370e+01,9.493997660e+01,7.597865482e+01,6.890703797e+01,6.999142566e+01,7.934499002e+01,7.164183273e+01,8.287656518e+01,4.691632697e+01,9.821479387e+01,3.636538150e+00,3.828611727e+01,7.716900089e+01,1.297431774e+01,2.786638069e+01
2.534947674e+01,9.588338225e+01,5.428369963e+01,2.226187865e+01,4.007799843e+01,1.243954885e+01,5.199084995e+01,7.140611605e+01,3.094040678e+01,6.426239896e+01,9.478703141e+01,2.523601523e+01,3.600337623e+01,3.663489558e+00,4.355247080e+01,6.966238147e+01,7.302746880e+01,6.928227044e+01,3.475393378e+01,6.530955336e+01,8.550352013e+01,7.652091065e+01,5.226413879e+01,4.694620586e+01,5.829443916e+01,2.736491899e+01,1.352950767e+01,5.059052248e+01,1.636879093e+01,9.024788924e+01,1.433632999e+01,5.170427066e+01,8.381487175e+01,6.529429964e+01,3.261612108e+01,8.377865535e+01,2.665833009e+01,6.259481929e+01,6.082910679e+01,3.898864122e+01,4.874089266e+01,5.588840627e+00,4.942691771e+01,6.929233260e+01,6.378670275e+01,4.871259365e+01,7.928402282e+01,4.150563964e+01,6.036155725e+01,5.496808934e+01
4.052001628e+01,6.892183264e+01,1.754270735e+01,3.700330093e+01,7.170978707e+01,3.456710935e+01,9.423623290e+01,1.080303729e+01,5.416650023e+01,6.486112915e+01,8.849415164e+01,9.169996764e+01,8.128050855e+01,6.806466372e+01,8.933355663e+01,3.427910103e+01,5.305479666e+01,5.857805729e+01,4.026870826e+00,2.290400603e+01,3.465988686e+01,8.003167550e+01,3.501956178e+01,8.183458562e+01,7.187566809e+01,7.024854549e+01,6.001226317e+01,4.990806620e+01,6.175936970e+01,9.742976121e+01,8.860098113e+01,7.676899235e+01,3.738937736e+01,6.975010460e+01,9.979546787e+01,5.071644247e+00,2.634528383e+01,8.715516968e+01,1.514816913e+01,3.980209994e+01,7.361833252e+01,2.877818500e+01,6.345090144e+01,3.743017585e+01,5.582542575e+01,2.343240736e+01,5.590818506e+01,6.671576173e+01,9.596933143e+01,4.102994038e+00
2.454166016e+01,4.543095682e+01,9.730547853e+01,6.599661151e+01,6.332258531e+01,3.493108895e+01,2.103305998e+01,5.903152601e+01,6.314561891e-01,8.425669838e+01,4.776549741e+01,9.249249920e+01,1.642369786e+01,3.381267616e+01,2.820003888e+01,4.854257984e+01,8.565107702e+01,5.142056347e+01,1.575570899e+01,9.972393021e+00,1.099365878e+01,3.415636407e+01,7.082669350e+01,8.066174027e+01,8.445535534e+01,3.813015117e+01,7.186390844e+01,3.735152788e+01,1.104667809e+01,2.568741344e+01,7.413487526e+01,4.208445623e+01,8.379791897e+01,6.896174873e+01,1.932826957e+01,7.315390257e+01,8.226860950e+00,3.176433638e+01,4.609759504e+01,7.580244104e+00,4.649117077e+00,7.505101528e+01,4.560592054e+01,7.692624075e+01,4.939232854e+01,9.348623368e+01,4.838970242e+01,7.341154151e+01,1.109749812e+01,7.626356570e+01
3.637479275e+01,4.183394870e+01,4.734436503e+01,6.498136467e+01,2.891214339e+01,4.958586982e+01,4.626000299e+01,6.936873811e+01,5.029401298e+01,2.416796437e+01,3.453055182e+00,9.870381705e+01,7.463644754e-01,6.081111169e+01,5.560662937e+01,7.396566236e+01,3.667007761e+01,4.149116005e+01,8.810836909e+01,2.690840847e+01,4.450646403e+01,1.780320201e+01,9.683381243e+01,9.043498942e+00,2.955677263e+01,8.264116987e+01,5.489452506e+01,4.609501375e+00,4.033614418e+01,7.406607285e+01,5.168243854e+01,5.531004290e+01,9.866253868e+01,9.683541842e+01,2.054189891e+00,6.000778114e+01,4.839647250e+01,9.648777205e+01,3.532586026e+01,7.337037132e+01,4.034435713e+01,6.665144693e+01,2.210647614e+01,2.445697742e+01,3.264532499e+01,5.344294650e+01,2.834992688e+01,2.103681115e+01,1.163707669e+01,8.762193279e+01
2.780207106e+01,1.988349518e+01,8.423288561e+01,4.179904292e+00,9.275081537e+00,4.816068299e+01,4.134923005e+01,1.759453510e+01,6.486084737e+01,9.023954025e+01,2.147278957e+01,6.363534837e+01,2.738305343e+01,4.743349703e+01,4.898876074e+01,1.951131985e+01,4.066451072e+01,2.969426335e+01,4.685416582e+01,7.679976202e+01,6.943776715e+01,5.682425581e+01,7.728827264e+01,3.063800270e+01,8.754570754e+01,1.950832073e+01,5.358885254e+01,9.286869923e+01,4.115804110e+01,2.384108458e+01,7.256112786e+01,1.503464636e+01,2.186733535e+01,7.971181863e+01,2.441917020e+01,8.404618052e+01,6.602627168e+01,5.889450434e+01,4.007263948e+01,8.947690456e+01,7.161029448e+01,9.795721814e+01,2.644874299e+01,8.703998965e+01,1.220100773e+01,9.441442444e+01,4.427883695e+01,1.772599345e+01,2.111599757e+01,9.053773978e+01
1.953602168e+01,7.414091195e+01,2.429895447e+01,9.401288297e+01,9.431250851e+00,5.883714506e+01,9.941895864e+01,1.366938742e+01,2.145563698e+01,2.368642419e+01,8.781543503e+01,1.422586154e+01,2.799196990e+01,2.036247885e+01,2.938553322e+01,5.420892627e+01,6.891865614e+01,2.679775148e+01,3.717423508e+01,9.772371591e+01,3.075832113e+00,1.355588748e+00,9.585544811e+01,6.979960112e+01,9.591689087e+01,7.949387040e+01,1.170115639e+01,1.014643759e+01,8.689452920e+01,6.151980621e+01,1.974817332e+01,2.701132236e+01,4.016630037e+01,5.933734825e+01,9.668198444e+01,7.562991889e+01,9.935116296e+01,1.793520107e+01,9.430037924e+01,1.509397253e+01,5.877847203e+00,4.521463914e+01,7.134353123e+00,8.548643900e+01,2.993049030e+01,9.421647486e+00,9.431506279e+01,9.119720322e+01,7.197532624e+01,8.605965876e+01
1.456658540e+00,4.518244140e+01,9.707992192e+01,1.978047346e+01,5.053950050e+01,7.961191967e+01,5.912301096e+01,1.358790522e+01,2.882442705e+01,4.006552789e+01,6.250156539e+00,1.262565185e+01,8.281969779e+01,4.785920943e+01,3.357613577e+01,3.784157666e+01,8.874409231e+01,3.511543045e+01,2.717947398e+01,9.231589756e+01,4.306112036e+01,7.503770040e+01,7.376931694e+01,3.714039987e+01,2.131715469e+01,1.569584174e+01,5.105553236e+01,6.827147838e+01,3.019944650e+01,7.049033032e+01,6.736367146e+01,2.621884192e+01,3.426561802e+01,4.476501115e+01,8.290004139e+01,8.041597455e+00,7.874329362e+01,1.929957311e+01,2.149689997e+00,9.989709983e+01,7.193545924e+01,4.813517669e+01,8.913384754e+01,2.143074791e+01,8.769024210e+01,5.828932511e+00,3.705960803e+00,2.150246907e+01,7.278349720e+01,3.506962099e+01
1.098236974e+01,8.478835505e+01,5.980551238e+01,8.312794253e+00,5.616985132e+01,8.457443703e+01,7.409336145e+01,9.072047457e+00,3.724860989e+00,7.834419113e+01,6.667518416e+01,4.040911488e+01,3.941323722e+01,7.448102590e+01,9.563103787e+01,1.706758305e+00,5.620257126e+01,6.244050814e+01,6.249654558e+01,4.731137695e+01,6.554274657e+01,5.908027151e+01,7.064235451e+01,9.499595744e+01,3.963531983e+01,1.541636423e+01,6.473869981e+01,9.308626266e+01,6.884418628e+01,5.923220558e+01,1.589929676e+00,6.078826855e+01,4.616158564e+01,2.896334305e+01,8.510470860e+01,8.686565540e+01,7.223575182e+01,5.829311399e+01,1.083221447e+01,8.421576046e+01,9.877343336e+01,4.059307344e+01,9.686485556e+01,4.217680288e+01,1.555478159e+01,7.113423725e+01,3.606389715e+01,1.397939268e+01,8.228686131e+01,6.439280723e+01
4.344329600e+01,3.150036466e+01,7.986960377e+01,6.982090660e+01,4.214678860e+01,8.123544508e+01,6.130099229e+01,9.717329726e+00,1.807903120e+01,8.962452980e+00,5.936954775e+01,8.434604503e+01,9.434144739e+01,5.742570116e+01,5.834066936e+01,4.176126784e+01,3.569982934e+01,8.675771259e+01,7.189355495e+01,6.232476546e+01,1.126356633e+01,2.833825580e+00,7.693701709e+01,8.082210611e+01,2.174971688e+01,8.403469172e+01,4.957952572e+01,7.619332381e+01,6.744431452e+01,6.305545302e+01,2.493056740e+01,8.549789075e+01,3.692620734e-02,8.723858593e+01,2.910626246e+01,5.153381414e+01,7.799157042e+01,6.701783216e+01,1.409697598e+00,4.166252723e+01,1.394183842e+01,9.707763720e+01,2.467573084e+01,2.598583007e+01,2.515797858e+01,5.482838177e+01,9.713818107e+01,1.130587548e+01,4.124791173e+01,7.251256745e+01
2.829009289e+01,9.789745738e+01,4.760211781e+00,9.946067034e+01,9.753417574e+01,5.965799816e+00,1.114848938e+01,5.637232713e+01,5.643803922e+01,5.297773359e+01,1.461476393e+01,7.998244162e+00,5.381010744e+01,1.706255373e+01,9.312259845e+01,5.381499407e-01,9.047681643e+01,9.849136987e+01,7.939217242e+00,4.817318066e+01,6.774868340e+01,6.006370789e+01,3.228614728e+01,5.287498696e+01,3.759610608e+01,6.823364592e+01,7.443904472e+01,2.094884322e+01,8.827919733e+00,4.554278069e+01,6.980015722e+01,3.169897092e+01,6.573914625e+01,4.290132330e+01,9.829703619e+01,5.578465080e+01,3.623745354e+01,4.431969392e+01,5.391136641e+01,1.188980884e+01,7.528572741e+01,4.478311978e+01,4.490304728e+01,8.088961488e+01,5.983012064e+01,8.381885430e+01,4.367385467e+01,8.919209881e+01,4.455074347e+01,8.100150374e+01
7.977304329e+01,1.404549639e+01,6.310080321e+01,5.377956402e+01,6.501346689e+01,2.642222964e+01,4.933797564e+00,7.951445196e+01,7.876010336e+01,8.563144967e+01,5.076450135e+01,6.253550369e+00,2.037783471e+01,2.000465792e+01,8.285677801e+01,7.167551078e+01,7.934587129e+01,2.422375949e+01,4.709673768e+00,2.508021477e+01,7.573931313e+01,5.501661384e+01,1.033007303e+01,9.033596165e+01,7.856703921e+00,8.758894438e+01,5.553259636e+00,2.412075091e+00,8.509265677e+01,4.731542614e+01,9.086843457e+01,7.479942351e+00,1.564199894e+01,7.965169312e+01,4.727027043e-01,9.161734394e+01,2.006987052e+01,7.410262274e+01,8.556441766e+01,4.576752878e+01,6.995042394e+01,1.808526125e+01,2.894251751e+00,7.703175842e+00,2.408295864e+00,2.012264275e+01,6.664875832e-02,7.820311680e+01,9.646473880e+01,3.396008694e+01
7.349410264e+01,4.538116794e+01,6.822673068e+01,2.804998618e+01,9.670615415e+01,2.417950383e+01,3.931051135e+01,6.358890989e+01,1.488877943e+01,8.061793292e+01,6.517796051e+01,9.973013691e-01,3.646196782e+01,7.011480795e+01,1.366111354e+01,6.497186554e+01,1.794413682e+01,2.378216001e+01,8.133313864e+01,7.213644627e+01,6.031494622e+01,3.155775509e+01,3.903439505e+01,7.915449322e+01,8.566943447e+01,3.834667002e+01,5.824729835e+01,8.474019883e+01,9.860947441e+00,5.076430282e+01,8.575816566e+01,6.627898410e+01,6.841002934e+01,1.586724504e+01,9.627962070e+01,4.826326341e-01,3.574397394e+01,2.999493927e+01,1.280738772e+01,2.186092693e+01,7.844542327e+01,7.827252716e+01,2.089373235e+00,2.730933631e+01,1.768735562e+01,4.406960259e+01,1.306348886e+01,2.050884678e+01,2.448821115e+01,7.923444091e+01
3.266323882e+01,9.349257594e+01,1.049394565e+01,3.628665815e+01,1.776156632e+01,5.320068390e+01,4.237486997e+01,3.535240995e-01,2.721281783e+01,6.247086199e+01,7.165164972e+01,2.928361437e+00,4.212023996e+00,4.014331155e+01,8.192838848e+01,8.234304975e+01,5.698859581e+01,5.264305605e+01,1.110795816e+01,7.253787121e+01,2.504703482e+01,4.358603903e+01,1.463839688e+01,1.709906006e+01,7.440532040e+01,6.302036179e+01,2.291352227e+01,8.422870592e+01,6.294432656e+01,8.761914353e+01,9.691847857e+01,2.419041826e+01,1.229481850e+00,6.793684056e+01,6.947236462e+01,8.171386974e+01,6.979594564e+01,9.707157574e+01,5.788095165e+01,1.155235491e+01,7.960822430e+01,9.336060576e+01,4.338339516e+01,5.103690071e+01,5.828831597e+01,5.741059401e-02,6.939733024e+01,9.000145977e+01,4.275837939e+01,6.287882096e+01
3.788862471e+01,9.422672527e+01,4.915923593e+01,3.718410308e+01,3.042393397e+01,9.069336229e+01,5.814586111e+01,3.950382739e+01,8.752146999e+01,9.139358227e+01,5.597602647e+01,1.693855227e+01,8.841837982e+01,7.430017379e+01,2.714264249e+01,3.134984247e+01,2.002669971e+01,7.881953076e+01,9.078735518e+01,3.854709893e+01,8.322998753e+00,8.836215752e+00,7.075741538e+00,9.637489305e+01,3.476763657e+01,4.386586033e+01,9.331596597e+01,4.913940277e+01,6.770427805e+01,8.284973796e+01,7.951669589e+01,1.723724884e+00,5.861263622e+01,9.709859181e+01,6.147183187e+00,3.422141780e+01,8.167967089e+01,4.669105826e+01,1.345570094e+01,8.297935596e+01,8.432399605e+01,1.252247318e+01,3.547574327e+01,7.701175035e+01,9.129910110e+01,9.467504827e+01,9.663810175e+01,3.169588060e+01,8.603087475e+01,4.766050593e+01
9.551817007e+01,8.263580034e+01,8.717154185e+01,8.029020534e+01,8.573451854e+00,6.662579325e+00,3.472683591e+01,7.345933379e+01,9.899219300e+00,3.268660232e+01,5.578661198e+01,5.545322468e+01,2.051961918e+01,8.941879689e+01,7.043987268e+01,4.016350862e+01,5.481882787e+01,7.848918427e+01,7.426720378e+01,8.916921349e+01,5.421450516e+01,3.752521441e+01,2.380299528e+01,6.192249823e+01,6.947032561e+01,7.290801886e+01,6.063440616e+01,6.227229961e+01,2.159470923e+01,1.026253444e+01,6.918632927e+01,2.757697144e+01,4.170968714e+01,4.321975552e+00,1.600378415e-01,7.488965735e+01,9.827267706e+01,6.780569837e+01,2.783718448e+01,1.370455577e+01,3.869551775e+01,9.988181792e+01,3.841782891e+00,4.329848170e+01,8.184156481e+01,9.766032390e+01,2.026449962e+01,6.712233555e+01,3.954231570e+01,4.748624004e+01
4.202256527e+00,3.364533084e-01,1.659000045e+01,5.598042979e+01,5.352317849e+01,3.864148721e+01,2.142608777e+01,4.751411704e+01,8.207645816e+01,3.904258832e+01,7.848826736e+01,7.301609384e+01,9.159364577e+01,1.538857400e+01,9.662975160e+01,6.420707559e+01,6.107060221e+01,1.772511814e+01,4.342638422e+01,6.621689856e+01,5.520619397e+01,6.824838568e+01,6.207857325e+01,6.695494610e-01,6.636029315e+00,8.194235564e+01,7.917069370e+01,5.493740244e+01,7.372529487e+01,6.591466700e+01,3.911331629e+01,4.864616121e+01,8.893182800e+01,9.080196798e+01,6.688936786e+01,2.224318173e+01,5.831291826e+01,7.084649973e+01,7.314654236e+01,1.947267313e+01,4.586139659e+01,7.606980037e+01,3.362690595e+01,7.544365877e+01,2.885070428e+01,4.717927549e+01,9.895096489e+01,4.336835954e+01,5.835599051e+01,7.521543641e+01
3.280629570e+01,4.666170021e+01,5.147195408e+01,6.005285386e+01,5.327743623e+01,3.849779128e+01,8.822196604e+01,2.229171220e+01,5.197226068e-01,3.976920896e+01,1.012958158e+01,8.925542878e+01,4.345270292e+01,3.096969278e+01,4.529757151e+01,2.457621164e+01,5.082787749e+00,9.028040530e+01,7.513823200e+01,7.008435910e+01,5.991820593e+01,8.494976336e+01,3.890462280e+00,1.978777958e+01,5.987725902e+01,5.343579256e+01,8.959464084e+01,7.270290394e+01,1.035140248e+01,3.615685299e+01,1.718861217e+01,8.258819517e+01,5.737602592e+01,9.509977029e+01,4.645396242e+01,9.628799104e+01,4.876312083e+00,4.606444700e+00,3.266818502e+01,6.923705245e+01,1.401196269e+01,5.342787656e+01,3.972599405e+01,3.723120086e+01,2.741474628e+00,3.270362983e+01,5.214082120e+01,9.818473136e+01,8.627479278e+01,5.782914526e+01
9.548748353e+01,1.265599150e+00,6.103567395e+01,3.749786594e+01,9.146100179e+01,9.834656596e+01,2.709266506e+01,2.380368505e+01,2.620989698e+01,3.144399740e+01,9.613134985e+01,5.929509120e+01,7.292138080e+01,4.930104957e+00,9.434029157e+01,3.299929586e+00,5.782543090e+01,5.542926590e+01,4.001535118e+01,2.889357094e+01,9.079588993e+00,9.535984149e+01,1.632905137e+01,9.513496944e+01,1.182550192e+00,5.133219576e+01,3.501970661e+01,7.946738601e+01,3.763696697e+01,5.113573066e+01,1.083022249e+01,2.893970436e+01,2.665690903e+01,9.274770713e+00,5.471353793e+01,2.495679805e+01,5.112581136e+01,9.950955088e+01,5.855611234e+01,5.453357808e+01,7.570772625e+01,4.780793158e+01,2.482805275e+00,8.526623073e+01,9.686898100e+01,1.516875784e+01,6.769991109e+01,1.421711988e+01,7.907812625e+01,1.635807933e+01
8.996324176e+01,4.845901554e+01,6.849869113e+01,1.804451648e+01,5.275835923e+01,2.542583801e+01,6.328629924e+01,9.373889044e+01,5.294688137e+01,5.954106292e+01,3.652361008e+01,2.895152904e+00,9.143592726e+01,9.771134923e+01,5.445210316e+01,7.916030627e+01,4.865150497e+01,5.878566303e+01,1.845926677e+01,1.539454045e+01,4.677383918e+01,3.644122749e+01,4.334008344e+01,5.042272342e+01,3.439135773e+01,8.041728800e+01,3.282055467e+00,9.034955255e+01,5.325969231e+01,9.404868573e+01,6.447483209e+01,3.801257008e+01,2.617351723e+01,5.106930892e+01,2.935237052e+00,6.886609775e+01,1.324779657e+01,5.486468638e+01,5.920571547e+01,5.591716261e+01,6.356470524e+01,8.048870566e+01,2.386825241e+01,7.838115486e+00,9.299714676e+01,5.568811761e+01,9.377228112e+01,2.325408652e+01,6.478414621e+01,6.552543013e+01
9.832784781e+01,9.405521470e+01,6.270098396e+01,2.102839498e+01,6.724953021e+01,1.706145134e+01,7.767528323e+01,4.203835701e+01,2.338815327e+01,2.340585678e+01,4.028872303e+01,1.164442372e+00,9.782870807e+01,9.475031137e-01,3.849980795e+01,1.790744906e+01,8.261045149e+01,7.204308031e+01,9.264854959e+01,3.462412836e+01,8.888782678e+01,4.324538610e+01,2.343678485e+01,3.419778745e+01,8.903041776e+01,4.402143864e+01,7.749480274e+01,5.030404370e+01,9.657173091e+01,7.690659044e+01,6.258494433e+01,9.129166989e+01,4.871954256e+01,4.699745104e+01,8.928458180e+01,8.795525890e+01,4.009682265e+00,8.657515492e+01,1.128777919e+01,5.892975668e+01,2.293482003e+01,6.651525246e+01,1.435598222e+00,7.284955202e+01,1.645785073e+01,6.054419153e+01,4.675682545e+01,1.332775945e+00,6.343793430e+01,5.577751937e+01
8.681094626e+01,5.428728671e+01,2.049762880e+01,7.446402232e+01,4.738870939e+01,3.347348834e+01,6.672371247e+00,3.566700990e+01,1.115862241e+01,1.589957897e+01,5.744550385e+01,8.225157817e+01,6.545245708e+00,4.618966489e+01,5.251504621e+00,3.447608152e+01,4.967800296e+01,6.619774145e+01,2.791021540e+01,1.147586983e+01,2.257360216e+01,6.887674924e+01,9.654439304e+00,4.362866863e+01,9.769144232e+01,8.052025524e+01,2.996678043e+01,8.688315955e+01,7.417541303e-01,1.356750915e+00,7.012466683e+01,5.165685429e+01,5.522017419e+00,1.789926898e+01,5.705245921e+01,4.257351331e+01,8.623988472e+01,3.335931630e+01,3.407545905e+01,5.930373720e+01,8.215970312e+01,7.043965971e+00,5.082292871e+01,9.093995350e+01,9.546948777e+01,3.905102793e+01,8.795616254e+01,8.438630211e+01,3.284870285e+01,2.832495459e+01
5.554866997e+01,7.976136774e+01,1.697304834e+01,6.801604301e+01,5.904685382e+01,5.319146405e+01,8.093173910e+01,5.151371671e+01,7.320791574e+01,3.816136307e+01,5.106069719e+00,3.582262962e+01,9.252413881e+01,7.322612952e+01,1.345942263e+01,3.773276391e+01,7.381511913e+01,3.169873252e+01,6.820874039e+01,7.515042690e+01,1.445146418e+01,5.425632900e+01,1.981241396e+01,8.427055397e+01,8.251847099e+01,9.307869261e+01,5.256783161e+01,3.298840562e+01,8.998260183e+01,6.174790913e+01,4.038087380e+01,4.584903614e+01,4.699526902e+01,1.486855814e+01,2.111520062e+01,1.918496735e+01,7.509679678e+01,5.428552379e+00,1.718770262e+01,7.582326522e+01,3.736805085e+01,2.663475364e+01,4.884204730e+01,2.329952391e+01,7.256919559e+01,7.022002814e+01,6.392926075e+01,8.744563403e+01,5.639073621e+01,4.840254443e+00
6.191365396e+01,6.500174638e+01,7.705312488e+01,3.760159396e+01,1.748826775e+01,3.180372047e+01,5.821042889e+01,8.995223814e+00,6.914430724e+01,7.000196459e+01,5.402685826e+01,3.330343868e+01,4.443439258e+01,8.254008828e+01,7.035074687e+01,7.196322816e+01,7.422327092e+01,3.528459749e+01,7.731105138e+01,2.460589547e+00,2.017773380e+01,3.450895129e+01,8.501119999e+01,9.742715112e+01,9.670564342e+01,4.846122369e+01,7.140026135e+01,3.829013610e+01,1.614090290e+01,3.377064789e+01,2.456588184e+00,6.039339687e+01,6.936661368e+01,5.352523551e+01,2.967780035e+01,1.264294341e+01,3.771882927e+01,7.583696373e+01,9.403123805e+01,7.592435706e-01,6.842631713e+01,3.524264679e+01,9.996991650e+01,8.368151336e+01,1.952668681e+01,4.706315651e+01,2.823248981e+01,3.889638232e+01,7.439538036e+01,4.074354304e+00
1.355392249e+01,5.257303690e+00,7.459501551e+01,3.636330906e+01,2.872422472e+01,6.618136467e+01,7.308328170e+01,8.017372750e+01,3.646246970e+01,2.672878756e+01,7.202933823e+01,8.673708320e+01,2.906570005e+01,9.394817666e+01,2.055511591e+01,3.563033381e+01,3.817342981e+01,3.220512709e+01,7.712649465e+01,4.133135175e+00,5.204882265e+01,5.947962129e+01,6.165240821e+00,1.227486403e+01,5.892596069e+01,7.208579622e+01,6.342708737e+01,1.418496377e+00,7.641776511e+01,9.762981045e+01,1.864183807e+01,3.586445037e+01,8.723697622e+01,5.227145410e+01,8.455295582e+01,9.822731530e+01,7.326244972e+01,1.278828831e+01,3.379171745e+01,4.999992452e+01,8.755520106e+01,9.529535238e+01,6.111438771e+01,5.667419866e+01,9.272351553e+01,9.502251368e+01,6.866500882e+01,5.895746859e+01,5.618136630e+01,4.204852076e+01
4.945241286e+00,2.556358881e+01,9.513163832e+01,5.776652558e+01,9.737838860e+01,6.875948737e+01,7.731738952e+01,6.858115651e+01,3.752044095e+01,9.481057292e+01,4.610973025e+01,8.394616199e+01,6.388360784e+01,7.893541366e+01,1.523566164e+01,9.425333781e+01,3.206479682e+00,2.804923045e+01,2.504982451e+01,3.734983713e+01,3.040677354e+01,1.432778437e+01,5.691946220e+01,3.681668225e+01,5.563706558e+01,8.678513935e+01,4.469567763e+01,6.841958231e+01,7.540460946e+01,7.848104574e+01,3.190947553e+01,8.839049863e+01,6.844882712e+00,9.880001778e+01,3.709573039e+01,6.152131522e+01,8.037609089e+01,8.635523812e+01,5.973248014e+00,2.418964062e+01,3.093353514e+01,4.178589026e+01,1.919339448e+01,2.348564915e+01,5.340276010e+01,2.547060909e+01,8.808388123e+01,1.209896900e+01,4.051807170e+01,3.290199522e+01
4.148912509e+01,1.649072917e+01,6.075247252e+01,9.666327842e+01,5.766119390e+01,4.078180335e+01,2.361735656e+01,9.825240128e+00,7.379537311e+01,8.706105519e+01,8.193140345e+01,9.867675003e+01,6.064547981e+01,9.604179926e+01,4.217036334e+01,3.504538555e+01,9.748677049e+01,6.671269408e+01,8.847937809e+01,7.849959841e+01,7.343420429e+01,5.204627004e+01,9.141630883e+01,1.381611237e+01,9.175839256e+01,1.915836576e+01,6.567376037e+00,2.519338359e+01,1.112671126e+01,8.793148121e+01,4.776829051e+01,3.315412936e+01,6.903167319e+01,5.537645505e+01,8.703864151e+01,5.080468956e+01,1.661664492e+01,6.866813396e+01,8.388329970e+01,8.482084734e+01,6.596563990e+01,3.457618258e+01,6.201300271e+01,3.668605885e+01,2.714022914e+01,6.657498666e+01,6.445846759e+01,6.762293621e+01,2.652985624e+01,8.854780718e+01
3.396841212e+01,7.001705727e+01,6.949697237e+00,2.925016455e+01,1.290915043e+01,8.910357173e+01,7.363202996e+01,7.896465146e+01,2.443478851e+01,7.467921799e+01,9.732507156e+01,1.635874766e+01,1.629014601e+01,1.421197467e+01,6.770881919e+01,2.687591497e+01,4.229428173e+01,4.167217542e+01,3.006870887e+01,6.741335387e+01,4.881103222e+01,1.957155170e+01,1.942832681e+01,5.094370864e+01,3.813149900e+01,1.512571185e+01,2.188887367e+01,7.481934004e+01,4.811996742e+01,8.670656223e+00,5.595326554e+01,3.747728883e+01,9.736714094e+01,5.333789643e+01,2.257555648e+01,8.164954072e+01,7.546990195e+01,2.483156355e+01,6.125078529e+00,4.143067854e+01,5.061460726e+01,8.397528428e+01,2.336683686e+01,5.605397315e+01,4.779059368e+01,8.499105159e+01,1.578166196e+01,7.274136428e+01,8.613361653e+01,3.955203237e+01
2.144325979e+01,4.579103931e+00,4.948754679e+01,3.541934619e+01,7.100960986e+00,3.436767685e+01,2.395564813e+01,3.599864735e+01,4.158204524e+01,6.156764271e+01,9.716582519e+00,5.902042848e+01,2.923094065e+01,6.717816403e+01,9.194019878e+00,6.704343912e+01,3.807978684e+01,1.570799495e+01,2.191996636e+01,8.876718817e+01,1.342688615e+01,9.008014676e+01,4.183807106e+01,9.907416099e+01,6.750725106e+01,1.202919477e+00,1.673062056e+01,3.334623664e+01,8.258208860e+01,4.786111100e+01,4.147759921e+01,5.504976611e+01,6.934417550e+00,1.497432771e+01,1.996958402e+00,1.865448062e+01,9.803177389e+00,4.429524945e+01,8.272059135e+01,6.835406349e+01,6.014738852e+01,1.307735660e+01,8.766896911e+01,8.724043592e+01,6.323864438e+01,3.513782835e+01,5.895223695e+01,1.823729055e+00,1.686378855e+00,5.166672712e+01
6.883823281e+01,4.331488291e+01,6.597971431e+01,6.290665900e+01,6.099702353e+01,6.802513742e+01,2.562501003e+01,4.106208595e+01,3.182080778e+01,7.861347134e+01,2.101681783e+01,1.514978376e+01,5.034265242e+01,5.112766391e+01,2.612851308e+01,3.457886439e+01,1.483240220e+00,3.905311618e+01,1.498169438e+01,1.607281936e+01,7.756372003e+01,1.114534352e+01,1.274999173e+01,5.989371242e+01,5.847081467e+01,8.298576416e+01,2.946325036e+01,1.193643671e+01,2.161930994e+01,7.244959004e+01,5.350825373e+01,1.521016689e+01,4.973242574e+01,1.905641976e+01,2.644615160e+01,7.447960128e+01,8.785874002e+00,7.106296925e+01,4.273045809e+00,5.913863450e+01,3.486471153e+01,5.452062863e+01,5.326212194e+01,1.149300937e+01,1.770009542e+01,3.184432965e+01,9.250160311e+01,2.258998865e+01,6.297550130e+01,4.711678411e+01
