v1,v2,v3,v4,v5,v6,v7,v8,v9,v10
4.438542850e+01,4.491809233e+01,7.209318578e+01,4.664043106e+01,2.610030336e+01,8.694192972e+01,6.025617543e+00,8.754425904e+01,5.921431405e+01,9.311723097e+01
7.665068169e+01,2.341453729e+01,2.309877804e+01,5.944401433e+01,7.243583009e+01,5.404299153e+01,4.070297020e+01,2.516364845e+01,1.470545361e+01,9.598768308e+01
1.936812344e+01,2.429449280e+01,2.127700505e+01,7.175292209e+01,5.940342227e+01,7.417375819e+01,2.486316533e+01,5.518437170e+01,4.334013962e+01,6.466267141e+01
1.610398515e+01,8.129187431e+01,4.686927067e+00,8.359129203e-02,4.541927795e+01,1.642650493e+01,5.621232255e+01,8.792412198e+01,9.274986510e+01,2.471477977e+01
7.950794824e+01,6.507712076e+01,1.765333910e+01,3.379858154e+01,3.645461774e+01,7.111951229e+01,2.996123980e+01,7.354726871e+01,2.105117426e+01,5.972302874e+01
4.784603290e+01,2.449963999e+01,4.064172789e+00,8.121166716e+01,3.830550780e+01,5.535532833e+01,2.333265746e+01,5.515343848e-01,1.257542578e+01,3.019694109e+00
7.694738697e+01,1.462222569e+01,5.244188180e+01,3.220276539e+01,8.810232967e+01,9.726517512e+01,5.985440718e+01,7.445761663e+01,4.472940257e+01,6.721504178e+01
1.929834270e+01,4.949659171e+01,7.040837450e+01,1.415545299e+01,9.271595914e+01,5.859384017e+01,4.744843198e+01,2.607056478e+01,5.567999667e+01,2.140128773e+01
3.676448855e+00,6.724579386e+01,5.049819675e+01,2.041759453e+01,1.675549879e+01,7.349916167e+01,3.172898611e+01,1.793962945e+01,3.942118093e+00,3.212879096e+01
3.396434224e+01,9.473878390e+01,3.992457887e+01,3.054132745e+01,5.751930919e+01,8.962636459e+01,7.223170083e+01,5.787477181e+00,1.295076013e+01,5.214640928e+01
6.934514472e+01,6.278783599e+00,8.953421252e+01,8.136032608e+01,1.002805455e+01,1.583562657e+01,3.870329168e+01,9.865418432e+00,3.520588271e+01,5.564787154e+01
1.005454088e+01,3.331469219e+01,9.126869631e+01,1.519779676e+01,4.393632148e+01,4.656165366e+01,7.632389395e+01,2.395448319e+01,4.051350437e+01,5.469487336e+01
2.506431326e+01,4.200973603e+01,8.079400537e+01,7.160246147e+01,4.990731051e+01,6.441367825e+01,9.835873996e+01,3.131651899e+00,5.584650747e+01,1.561246282e+01
1.603381922e+01,4.337871449e+01,1.480615662e+01,2.185347257e+01,9.567162462e+01,1.214343361e+01,8.388836722e+00,9.389280161e+01,2.268054092e+01,5.868161471e+01
8.628558495e+01,3.190683640e+01,4.521265729e+01,1.025110431e+00,5.111742408e+01,2.828189645e+01,9.614237588e+01,2.262096135e+01,1.455820847e+01,6.675627680e+00
2.185587573e+00,8.669496404e+01,8.738321261e+01,5.275753235e+00,8.887673041e+01,8.788112970e+01,7.276244326e+01,9.123714786e+01,6.433983678e+01,4.186611791e+01
4.870267526e+01,1.131079160e+01,8.567353681e+01,8.641956598e+00,2.421779969e+01,2.724260412e+01,2.448730210e+01,6.740572018e+01,6.166568029e+00,8.802951201e+01
8.464931221e+01,1.016951602e+01,6.250622293e+01,9.662462392e+01,6.620067990e+01,1.148295585e+01,9.568792328e+01,1.019327462e+01,6.696434950e+00,6.407587055e+01
3.834031211e+01,2.329250262e+01,1.314865392e+01,1.673266579e+01,8.853051156e+01,7.070601389e+01,3.835241394e+01,8.243950487e+01,8.335999124e+01,7.505339777e+01
2.576223729e+01,7.733352626e+01,7.482436457e+01,1.408061955e+00,3.847559798e+01,5.390378776e+01,7.831770976e+01,1.326571995e+01,3.954613118e+01,7.329046473e+01
1.478334619e+01,9.135374254e+01,9.166881432e+01,2.913119166e+01,2.488412591e+01,6.049398541e+01,7.249420522e+01,7.860715596e+01,5.851316142e+01,8.761835913e+01
9.290082437e+00,5.289088269e+01,2.229590689e+01,9.716588021e+01,9.281888205e+01,2.639304361e+00,9.880267380e+01,5.191630395e+01,3.467369833e+01,4.473885035e+01
9.026316388e+01,1.609636109e+01,5.051136249e+01,2.991159277e+01,1.746701888e+01,9.106454123e+01,6.237884231e+01,5.992825385e+01,9.845435071e+01,9.652260331e+00
5.275565442e+00,6.718637329e+01,8.262579377e+01,6.174193293e+01,4.675791771e+01,7.448544419e+01,4.333683644e+01,9.476670794e+01,1.041316041e+01,7.390426299e+01
8.649887495e+00,3.271921731e+01,1.324803414e+01,9.674912051e+01,2.242925477e+00,1.822823202e+01,4.507885302e+00,8.383924815e+01,7.064838420e+01,6.965496248e+01
1.919545360e+01,2.610565196e+01,5.929240212e+00,8.572550182e+01,7.691249603e+01,9.690023056e+01,6.598569642e+01,8.378599961e+01,2.173548053e+01,9.345751875e+01
6.043557536e+01,2.880418057e+01,4.802215285e+01,2.269614540e+01,7.466656078e+01,1.458641999e+01,1.705356559e+01,6.108783359e+01,7.989548786e+01,8.814091768e+01
8.746978891e+01,1.806142931e+00,3.462337912e+01,9.351247221e+01,2.713342641e+01,6.424186547e+01,3.138617347e+01,5.104357660e+01,4.765561195e+01,1.121044495e+01
5.023871618e+01,4.985910386e+01,1.719278926e+01,2.874988721e+01,6.273632344e+01,6.934298580e+01,3.723071225e+01,3.770143912e+01,7.695131814e+01,4.802396090e+01
8.611938160e+01,1.808471817e+01,1.420316859e+01,5.813541032e+01,6.923843759e+01,9.135240699e+01,8.620784118e+01,3.555437329e+01,3.775009177e+01,3.147621676e+01
3.855982638e+01,7.822674428e+01,9.556310056e+01,1.719674921e+01,2.018466376e+01,9.509012825e+01,1.244903145e+01,1.671115478e+01,1.907038453e+01,5.448608597e+01
3.081069959e+00,6.305618585e+01,3.916625653e+01,8.647857459e+01,8.360891584e-01,5.462044274e+01,2.361528879e+01,2.298513848e+01,6.015525054e+01,8.392560396e+01
2.369098141e+01,7.943125204e+01,8.103661180e+01,9.834912498e+01,7.228926847e+00,9.112085499e+01,5.683025238e+01,8.998897557e+01,7.244752541e+01,8.389246437e+01
2.342539317e+01,6.075506055e+01,4.870020271e+00,4.407196106e+01,3.220535363e+01,4.494764265e+00,6.408351649e+01,3.272448524e+01,4.155730260e+01,2.229088737e+01
5.972720080e+01,1.454799384e+01,7.574020237e+01,8.327762127e+01,1.897004865e+01,2.704952784e+01,6.775976163e+01,9.061378085e+01,1.677818546e+01,7.623097620e+00
4.259706710e+01,9.946762672e+01,4.094624840e+01,9.685614871e+01,9.682616910e+01,9.792729192e+01,4.552328417e+01,6.588064606e-01,9.664811638e+01,7.063923945e+01
7.561128989e+01,9.584760926e+01,6.048488460e+01,8.110969479e+01,3.362678731e+01,8.232713766e+00,9.053131113e+01,9.548249065e+01,2.718425379e+01,7.634187920e+01
5.259348587e+01,7.587564990e+01,9.180744880e+01,3.492899052e+01,3.197407683e+01,2.991259364e+01,1.712918232e+01,8.655584358e+01,3.307635278e+01,7.109764629e+01
4.995740000e+01,1.281077834e+01,5.196519998e+01,7.914567315e+01,6.202721542e+01,8.589560104e+01,8.093010353e+01,3.339282467e-01,8.907115457e+01,1.635448135e+01
4.316565863e+01,5.600264983e+01,1.046385082e+01,3.749081287e+01,2.479866453e+01,8.981690442e+01,9.809751941e+01,5.606325878e+01,5.127620945e+01,7.359110699e+00
6.338291183e+01,1.705246287e+01,7.926090454e+01,4.420459964e+01,6.026661990e+01,8.758325100e+01,8.198186705e+01,4.121697241e+01,9.354078786e+00,5.525256090e+01
5.565456455e+01,8.603306257e+01,8.304700030e+01,6.496034043e+01,2.181762905e+01,5.858681889e+00,4.649008170e+01,4.887151464e+01,4.631584921e+01,8.312366626e+01
7.315474244e+01,9.084164515e+01,7.504469281e+01,6.210577408e+01,4.616206976e+01,9.359326138e+01,1.920758824e+01,5.265435436e+01,4.506312668e+00,3.809214834e+01
6.554318815e+01,8.089236494e+00,3.539198550e+01,6.154048442e+01,2.411955542e+00,2.733144916e+00,2.224237659e+00,1.989880176e+01,6.365235197e+01,9.129229537e+01
6.145588846e+01,8.986796160e+01,9.522339112e+01,3.349890332e+00,9.375739780e+01,9.040708327e+01,8.838380724e+01,9.308067544e+00,1.219254300e+01,5.333884726e+01
8.757206089e+01,9.023135550e+01,3.043394758e+01,9.317285925e+00,8.148030027e+00,3.339208136e+01,7.724785013e+01,1.651865365e+01,2.614414803e+01,9.183521794e+00
9.409609354e+01,1.575861205e+01,2.698250307e+01,7.928996331e+01,1.252803176e+01,2.906764656e+01,9.381674811e-01,6.790422484e+01,7.434611327e+01,2.346033423e+01
5.987523717e+01,2.719180594e+01,2.206540887e+01,5.995214131e+01,2.098923168e+01,9.857798636e+01,2.769733181e+01,1.560008950e+01,1.419078061e+00,4.367169934e+01
9.259866536e+01,8.292881107e+01,9.513456164e+00,2.032848500e+00,2.041341296e+01,3.350053204e+01,4.056522960e+01,5.700624676e+01,3.598562366e+01,3.258599465e+01
6.509609425e+01,4.801988519e+01,5.691310937e+01,2.407669302e+01,2.851907729e+01,5.324884735e+01,4.404736767e+01,9.180656605e+01,8.647953983e+01,2.642510624e+01
3.492676533e+01,5.320472365e+01,2.073447255e+01,6.896831992e+01,2.368052160e+00,2.451988294e+01,8.506500286e+01,7.073926760e+01,9.037253737e+01,4.549151547e+00
5.606883941e+01,7.614602192e+01,7.376933210e+01,7.495201187e+00,5.897444114e+01,2.149729233e+01,8.637432450e+01,6.341953779e+01,6.263809253e+01,7.423898601e+01
7.486348057e+01,3.324291671e+01,8.725639866e+01,6.381951467e+01,3.008992809e+01,2.817432743e+01,3.253302654e+01,3.400273587e+00,6.007876458e+01,9.999343576e+01
3.693179327e+01,2.824097303e+01,2.331174686e+01,7.766074932e+01,7.563148152e+01,3.125068101e+01,8.508659690e+00,8.805485213e+01,7.576469122e-01,9.383376203e+01
2.123166998e+01,7.664423672e+01,4.208313323e+01,3.828115271e+01,2.587932660e+01,3.349592413e+01,3.755432051e+01,3.606221816e+01,5.283377022e+00,3.323070380e+01
5.400338432e+01,7.560422259e+01,6.886242343e+01,8.369131788e+01,7.819579873e+00,3.894154470e+01,4.940161909e+01,6.234339227e+01,6.779867419e+01,9.693265739e+01
4.369493125e+01,4.536998272e+01,6.973306219e+01,9.235822722e+01,8.464867043e+01,7.744027229e+01,9.941463952e+01,8.209851490e+01,5.651044407e+01,6.323861868e+01
9.738110102e+01,2.043024589e+00,3.941207620e+01,2.752207947e+01,7.797635563e+01,7.960732113e+01,2.324649972e+01,5.947969185e+01,3.734241241e+01,5.788305687e+01
8.825661848e+01,5.885348654e+01,6.299195665e+01,4.657775413e+01,2.565019844e+01,8.946589621e+01,2.251003470e+01,3.163673520e+01,7.110015918e+01,2.555063636e+01
1.145038548e+00,3.290005589e+01,6.442606234e+00,8.177580366e+01,8.552439209e+01,8.022724864e+01,6.972240829e+01,8.273439141e+01,9.456367142e+01,1.063560570e+01
6.251824148e+01,1.196062961e+00,7.008707555e+01,7.961526134e+01,1.352877169e+01,8.117645270e+01,7.776315187e+01,6.523506897e+01,5.374617919e+01,5.993901012e+01
7.171093557e+00,6.186277329e+01,2.565833862e+00,4.921748255e+01,5.243026695e+01,2.051358067e+01,6.882641965e+00,6.302176997e+01,8.918980364e+01,5.164711556e+01
4.470917026e+01,1.067976012e+01,8.098797479e+00,4.458129963e+01,9.182231470e+01,1.178434679e+01,9.680317184e+01,7.533360892e+01,6.520586863e+01,5.478234085e+01
7.616234227e+01,7.193761200e+01,2.854192592e+01,6.574939543e+01,5.067424206e+01,5.873159329e+01,6.823300042e+01,5.125599426e+01,8.542451472e+01,1.503108353e+01
9.137226566e+01,2.371986709e+01,2.103663341e+01,9.802801419e+01,6.565781218e+01,9.178864303e+01,7.027337330e+01,5.157041241e+01,3.516507833e+01,8.951381704e+01
7.841010144e+01,5.062224446e+01,5.667370722e+01,6.118168723e+01,4.233807950e+01,1.639042670e+01,9.145473802e+00,6.592466404e+01,5.576221129e+01,1.023775161e+01
1.908598213e+01,8.599134973e+01,7.558224429e+01,9.557597228e+01,7.976643491e+00,6.748750486e+01,3.946875430e+01,2.872876299e+01,5.099627852e+01,5.356795021e+01
9.126401697e+01,8.366897270e+01,2.549230271e+01,1.508538426e+01,5.524617123e+01,5.625360202e+01,5.912570117e+01,3.858446866e+01,6.187972984e+01,7.547275094e+01
4.100783538e+01,4.873569940e+01,8.478254678e+01,8.961515456e+01,8.289926865e+01,4.523104725e+01,5.793519753e+01,2.160116139e+01,8.723203094e+01,2.017312696e+01
4.266102615e+01,7.986329268e+01,4.746497339e+01,7.720182100e+01,5.767582075e+01,6.486279610e+01,7.743312022e+01,2.635667155e+01,6.887157512e+01,4.786139664e+01
2.403820981e+01,8.968596697e-01,2.894086875e+01,7.114649751e+01,4.685387641e+00,5.712307803e+01,2.610135338e-01,5.557440475e+01,6.550824697e+01,2.861030899e+01
4.231230104e+01,2.941670704e+01,7.065905529e+01,2.071288941e+01,5.471617207e+01,2.031676364e+01,1.220189442e+01,2.544248083e+01,3.268128372e+01,3.024930529e+01
3.910044352e+01,1.345944659e+01,5.884396049e+01,8.652646160e+01,2.250806081e+01,3.809993167e+01,6.140183823e+01,4.138292203e+01,6.903226814e+01,1.546807116e+01
2.907940689e+01,6.004447879e+01,9.130556535e+00,3.073121995e+01,3.161150918e+01,7.235293276e+01,3.706957365e+01,5.276521355e+01,8.241563891e+01,8.169596472e+01
7.338440921e+01,5.977004203e+01,6.492366616e+01,7.930327303e+00,6.856408228e+01,5.376460520e+01,9.067693971e+01,9.405410988e+01,1.164857768e+01,1.512709380e+01
4.513910077e+01,3.692701843e+00,6.271750589e+01,1.978336387e+01,2.124285184e+01,2.361476759e+01,8.983808680e+00,9.826040035e+01,5.994332210e+01,2.797374163e+00
5.846075273e+01,2.080252768e+01,9.342902000e+01,2.606996869e+01,3.658236984e+01,3.592294053e+01,9.663378527e+01,5.190374178e+00,1.156620209e+01,4.561431581e+01
8.417005390e+01,4.771436965e+00,2.945385728e+01,9.483316142e+01,2.765132863e+01,8.227005121e+01,5.371831223e+01,8.539591433e+01,2.136819690e+01,5.858520172e+01
4.244875487e+01,3.001783407e+01,9.101902660e+01,4.311149111e+01,6.760681589e+01,5.602745313e+01,4.807317495e+01,9.256345828e+01,7.728774321e+01,3.499976846e+01
6.702191118e+01,9.040355921e+01,1.100520121e+01,8.516942719e+01,3.380893009e+01,6.990435768e+01,5.751810002e+01,1.901895864e+01,6.832811711e+01,5.240700882e+01
5.540934444e+01,3.823696649e+01,8.158553260e+01,1.931524066e+00,5.693159441e+01,7.481981176e+01,1.425113529e+00,3.889369009e+01,5.972263296e+01,8.198054005e+01
3.359619880e+00,5.895025711e+01,2.802314086e+01,5.830541757e+01,1.794979011e+01,8.823840820e+01,8.562006798e+01,5.070123534e+01,8.010869798e+01,9.914334235e+01
6.808408312e+01,7.206485327e+01,4.378134475e+01,4.001165937e+00,3.781634289e+01,9.430134738e+01,7.456215687e+01,6.558985369e+01,3.629860747e+00,1.119632166e+01
3.651851195e+01,4.274469797e+01,7.130456789e+01,2.485306079e+01,4.870950626e+01,8.914152617e+01,1.387571861e+00,1.388307209e+01,8.002789754e+01,1.102474664e+01
6.476588789e+01,4.507912565e+01,6.984654126e+01,1.849919919e+01,9.556133706e+01,1.243927790e+01,7.393266748e+01,2.774751153e+01,4.369301883e+01,3.077911720e+01
2.496973800e+01,2.891132673e+01,2.005635597e+01,2.462494310e+01,6.408196292e+01,2.000332589e+01,3.038758484e+01,6.595394864e+00,2.332190964e+01,8.862328169e+01
4.754182200e+01,8.584262573e+00,1.229645452e+01,6.187686409e+00,6.790956910e+01,9.651193633e+01,2.430726210e+01,6.276156646e+01,3.409533830e+00,2.084762357e+01
4.353052104e+01,1.277828697e+01,8.184623027e+01,9.988804226e+01,3.512526041e+01,1.700842948e+01,1.121728031e+01,8.723847761e+01,4.945560190e+01,1.691534258e+01
5.496009981e+01,3.749766611e+01,8.255351290e+01,9.911557692e+00,9.473813075e+01,3.222322076e+01,9.516877760e+01,2.409710443e+01,2.887927895e+01,6.642122231e+01
2.043500420e+01,8.517596113e+01,4.030497621e+01,3.457779156e+01,5.853063519e+01,2.517547447e+01,7.893951942e+01,7.975464736e+01,3.042238330e+01,3.843954085e+01
6.994083336e+01,2.636077753e+01,8.351243331e+01,1.838673177e+01,5.501737032e+01,8.552666479e+01,1.798132553e+01,1.751783199e+01,3.682313463e+01,6.994703489e+01
1.705999903e+01,8.658113532e+01,2.252975841e+01,8.991202874e+01,1.952283409e+01,2.742306076e+01,5.331845804e+00,5.567042418e+01,4.077321339e+01,9.655710273e+01
7.215116023e+01,6.087850250e+01,4.776092894e+00,8.485811539e+00,4.083643310e+01,4.774234236e+01,7.328517302e+01,5.440625761e+01,8.355370209e+01,7.350744625e+01
5.960165035e+01,1.729715717e+01,5.601600722e+01,2.616244945e+01,7.065173559e+01,1.915114690e+01,8.262113628e+00,1.054890165e+01,6.319062429e+01,2.134754339e+00
8.880220961e-01,5.710049344e+01,9.836375454e+01,3.810647161e+01,5.283007306e+01,9.020286706e+01,1.293978663e+00,4.700733920e+01,1.700349924e-01,2.417144962e+01
9.049467865e+01,7.899306844e+01,1.068677521e+01,2.325348434e+01,7.032715498e+01,7.356569296e+01,7.928402610e+00,8.642369494e+00,3.188403295e+01,8.591294815e+01
3.124037759e+01,5.617628397e+01,5.927135107e+01,3.418100515e+01,7.757231379e+01,7.095444737e+01,6.181677148e+01,5.253199044e+01,7.043798933e+01,3.470584007e+01
3.616549788e+01,7.910086931e+01,9.664306107e+01,4.602107839e+00,6.977851909e+01,1.932090858e+01,3.356201981e+01,6.004280771e+01,8.730116219e+01,7.640025862e+01
3.235117564e+01,5.100353749e+01,4.756514203e+01,3.725401161e+00,3.949944025e+01,6.037018936e+01,8.150750647e+01,1.229657531e+01,9.767190513e+01,7.749700444e+01
4.610257054e+01,8.066740758e+01,7.882195203e+01,4.628292198e+01,2.690340462e+01,2.997829858e-01,9.296124153e+00,9.775358432e+01,7.174000379e+01,7.960557063e+00
5.005238171e+01,6.324158956e+01,7.986142125e+01,5.762221543e+01,8.769580591e+01,4.443471065e+01,5.422848450e+01,9.048638860e+01,6.052805018e+01,7.214498514e+01
1.230738059e+01,4.526535837e+01,5.443014415e+01,1.626704631e+01,8.264005279e+01,1.617182891e+01,2.056924066e+01,5.278426602e+00,6.994276805e+01,8.223926860e+01
8.882926245e+01,6.581290024e+00,3.596492498e+01,3.890547683e+01,6.944463451e+01,6.463705269e+01,6.897741586e+01,1.853409662e+01,2.521090579e+01,2.329900340e+01
2.762839917e+01,3.860518373e+01,1.587626810e+01,8.639154853e+01,1.318575006e+01,9.279747375e+01,7.129716028e+01,4.392997331e+01,1.825013631e+01,2.913321403e+01
1.802915851e+00,1.662682373e+01,3.054600047e+01,5.143916778e+01,8.250632206e+01,7.562080939e+01,7.551523154e+01,9.555319652e+01,8.102138881e+01,4.790854451e+01
1.072261365e+01,6.141082845e+00,8.803547921e+01,7.046080093e+01,9.632269887e+01,2.636019087e+01,8.255605486e+01,3.133245309e+01,2.978950119e+01,1.672441814e+01
2.333756401e+01,4.775831134e+01,3.525733366e+01,4.910717614e+01,2.600957590e+01,7.547147729e+01,7.949033275e+01,7.928427430e+01,2.776079221e+01,3.228594184e+01
1.526775411e+01,4.241523590e+01,1.261692947e+01,6.057990665e+01,3.972377437e+01,2.195345339e+01,1.589677370e+01,7.682373176e+01,4.551176990e+01,8.684213267e+01
5.893546185e+01,7.089599141e+01,8.384997022e+01,5.206943910e+01,9.005532274e+01,7.630738960e+01,6.455549717e+01,8.269575744e+01,9.444017477e+01,7.196671573e+01
4.818647823e+01,2.813502925e+01,3.869083395e+00,8.222189025e+01,7.332929068e+00,9.324653079e+01,1.823269203e+01,1.375383570e+01,2.396946959e+01,1.660085274e+01
6.630575045e+00,1.472179119e+01,4.300463021e+01,2.938958520e+01,6.363877691e+01,9.549803393e+01,9.390889184e+01,4.461043854e+01,5.524987538e+01,5.740888044e+01
7.299161674e+01,6.624510095e+01,1.652815807e+01,3.471714841e+01,4.881407034e+01,2.564932698e+01,1.132906823e+01,3.042921404e+01,5.737314078e+01,1.927359069e+01
4.959820233e+00,2.758311762e+01,4.582949476e+01,1.910118792e+01,8.504234051e+00,6.283264902e+01,7.011171536e+01,1.585202797e+01,4.419127868e+01,6.038233203e+01
6.325353921e+01,8.259203326e+01,8.554710387e+01,7.267118378e+00,4.624161203e+01,7.484447797e+00,1.641384289e+01,5.963449890e+01,2.660175293e+00,7.275376678e+01
7.630426420e+01,1.950413299e+01,4.496613255e+01,8.422702033e+01,2.384885277e+01,8.955486305e+01,4.488480159e+01,4.643583654e+01,9.318780927e+01,2.877537561e+01
9.809524315e+01,9.952477758e+00,4.169477058e+01,9.124291274e+01,2.903030719e+01,4.464058065e+01,5.663083105e+01,4.451065816e+01,7.581389713e+01,9.970409612e+01
4.907090325e+01,1.287868432e+00,6.352224197e+01,2.193370336e+01,1.402515208e+01,4.026745291e+01,4.049861764e-02,3.089592569e+01,4.998885188e+01,3.148405819e+00
5.368772749e+01,4.656200753e+01,6.852981294e+01,9.591102690e+01,8.675389828e+01,8.087318232e+00,8.058323197e+01,7.218284988e+01,3.613133653e+01,8.658522554e+01
9.720965078e+01,2.524903266e+00,3.449419687e+01,1.374051413e+01,4.782366701e+01,3.450387819e+01,6.732768606e+01,9.982013308e+01,3.626510167e+01,2.837041353e+01
1.050840977e+01,2.952189311e+01,3.580051643e+01,8.217193924e+01,7.129062653e+01,6.916055153e+01,8.880312570e+01,9.572087620e+01,8.692957348e+01,2.058433502e+01
9.296405275e+01,7.635780569e+01,4.071670384e+01,9.736609967e+00,6.060459482e+01,7.644064786e+01,2.683947096e+01,3.699380124e+01,4.382406301e+01,6.473591940e+01
3.101158870e+00,3.782499458e+01,3.094031958e+01,5.751233040e+01,4.649296553e+01,2.049334284e+01,9.950256226e+01,7.154264672e+01,2.457954282e+01,8.019775634e+01
5.452845849e+01,4.834759030e+01,1.120818030e+01,3.386003063e+01,7.613809634e+01,8.876456084e+01,1.917201108e+01,9.261161280e+01,7.743727165e+01,4.387846176e+01
2.065092805e+01,1.780009527e+01,6.615294521e+01,3.013029675e+01,8.359629525e+01,6.523239095e+01,7.475802315e+01,3.629292485e+01,2.040863796e+01,5.392525254e+01
8.069158438e+01,4.600298404e+01,7.519022470e+01,6.745103933e+01,2.865916688e+01,1.093472821e+01,3.471457902e+01,2.900741460e+01,5.458369231e+01,8.666179937e+01
3.632240791e+01,9.763064716e+01,5.254493994e+01,4.722547892e+01,3.019308425e+01,2.386117546e+01,2.243165908e+01,8.191435399e+01,8.423615402e+01,9.793610899e+01
3.504428985e+01,6.608766301e+01,1.675419084e+01,5.000243923e+01,5.848452334e+01,6.574674139e+00,9.698231472e+01,7.916905310e+00,4.667766384e+01,2.526007021e+01
9.717961774e+01,5.819402649e+01,1.416017213e+01,5.151921468e+01,7.646161132e+01,4.753796609e+01,5.540205652e+01,1.720887357e+01,7.012925649e+01,1.753334639e+01
4.391152132e+01,4.044902501e+01,6.396799589e+01,6.909530899e+01,8.177936256e+01,5.101568678e+01,6.612939282e+01,4.936064960e+01,9.159052232e+01,7.257055974e+01
9.330737249e+01,4.388741321e+01,8.280041214e+01,6.056246322e+00,8.848649387e+01,9.018542756e+01,6.199966357e+01,2.788757633e+01,5.551660854e+01,6.841036125e+01
8.494351427e+01,2.059188452e+01,6.509359358e+01,5.891908810e+01,1.093804365e+01,3.733562861e+01,8.131138025e+01,3.124400578e+01,1.887417156e+00,1.099623982e+01
7.553601841e+00,9.967876668e+01,6.868139988e+01,5.677783311e+01,5.730184273e+01,6.164002921e+01,5.164739646e+01,7.055277374e+01,5.761650719e+01,1.776323217e+00
4.387337187e+01,5.470254320e+01,2.878400444e+00,9.156813927e+01,4.597019989e+01,7.176274775e+01,5.266255906e+01,3.918839478e+01,8.801375020e+01,1.369943035e+01
1.339825743e+01,5.436727933e+01,9.931357768e+00,6.839675058e+01,7.605954905e+01,6.510285982e+01,7.674767661e+01,7.631572724e+01,6.637396657e+01,9.191573890e+01
8.120017134e+01,6.735585566e+01,6.133457269e+01,8.762528283e+01,5.548671650e+00,6.011744718e+01,7.980476149e+01,1.191878454e+01,6.000292582e+00,6.935425441e+01
1.375529806e+01,4.850777116e+01,5.895217863e+01,5.722391499e+01,3.404423517e+01,9.184883262e+01,7.710270731e+01,9.994538350e+01,9.438733113e+01,4.652225319e-01
8.076612978e+00,7.253744255e+01,1.178234235e+01,9.723628869e+01,3.029254217e+01,4.172228877e+01,9.443839231e+01,1.612151768e+00,1.359214176e+01,3.131958768e+01
6.824548355e+01,1.006094995e+01,2.385962577e+00,8.176703470e+00,1.504994786e+00,1.860457499e+01,9.169934625e+01,6.478646519e+01,2.954959705e+01,2.751737088e+01
4.749106901e+01,6.498128009e+01,6.319717886e+00,6.407930645e+01,6.352135069e+01,2.959056354e+01,9.362794014e+01,7.290223040e+01,1.632966225e+00,7.418854457e+01
6.520915924e+01,7.244641278e+01,7.785619591e+01,9.297329966e+01,2.115943990e+01,3.693875568e+01,9.178125387e+01,6.880213558e+01,7.214127469e+01,6.030649826e+00
8.941569725e+00,5.920243403e+01,1.537240869e+01,8.744953733e+01,9.333805876e+01,3.971182808e+01,3.632045087e+01,6.110764748e+01,7.592328841e+01,7.832203743e+01
4.849563077e+01,5.050193277e+01,4.158666429e+01,9.380145572e+01,2.925401595e+01,1.426727200e+01,7.646668616e+01,8.237668464e+01,5.797075836e+01,3.457346299e+01
1.760408336e+01,4.313040288e+01,5.493534993e+01,1.924912261e+01,2.246014258e+01,1.597048813e+01,5.902228960e+01,5.598204797e+01,2.254943035e+01,4.662635163e+01
4.130842470e+00,1.514923173e+01,9.481558060e+01,5.841346453e+01,8.210899213e+01,1.950437977e-01,4.760408935e+00,3.390762412e+01,1.102417098e+01,8.293826628e+00
1.734410485e+01,1.574952328e+00,3.770305807e+01,2.340203072e+00,6.952382058e+01,6.261043388e+01,7.567933628e+01,7.704936547e+01,8.837535314e+01,7.179399617e+01
3.938080333e+01,2.099138660e+01,7.405097609e+01,7.931002229e+01,8.126823329e+01,5.911087605e+01,8.587271122e+01,1.184260741e+01,5.538467777e+00,7.734685245e+01
8.539101069e+00,4.459231559e+01,8.215143540e+01,9.057237695e+01,4.296131038e+01,5.740089974e+01,9.130358865e+01,6.897997526e+00,3.582668294e+01,3.838126846e+01
1.449940948e+01,4.622070276e+01,1.596028524e+01,4.585086374e+01,3.172144392e+01,9.632478100e+01,6.953025894e+01,1.689838170e+01,9.814876053e+01,9.033251534e+00
7.350739659e+01,5.211707858e+01,1.736271828e+01,3.537891731e+01,7.448199387e+00,8.183056121e+01,7.872355904e+01,9.177208565e+01,6.663999881e+01,4.478615444e+00
6.216936099e+01,5.371221144e+01,9.134282027e+01,5.605499429e+00,1.967395768e+01,6.089863662e+01,5.929383268e+01,3.907487486e+01,9.041316417e+01,1.033730713e+01
8.584478027e+01,5.542925935e+01,9.005319241e+01,4.120836651e-01,1.787863211e+01,1.404556651e+01,1.269164740e+01,1.935533913e+01,8.986077241e+01,3.551911128e+01
8.425067980e+01,5.099630122e+00,1.240512968e-01,1.038388072e+01,9.098232215e+01,4.946783730e+01,1.629956937e+01,4.856283347e+01,4.828091702e+01,2.106352415e+01
7.521945910e+01,7.776217288e+01,8.527480788e+01,6.716222555e+01,8.095203577e+01,5.045476926e+01,2.638686031e+01,9.281287634e+01,2.901367328e+01,1.206920139e+01
5.523199026e+01,2.330853107e+01,2.881639940e+01,1.300910326e+01,9.482248787e+01,3.474684606e+01,2.562266733e+01,5.932713418e+01,1.843688332e+01,3.426422674e+01
6.972060490e+01,7.412711578e+01,9.959702988e+01,6.772884109e+01,6.486637971e+01,6.949010659e+01,8.297449164e+01,8.187254598e+01,6.336313321e+01,9.876805539e+01
